 |       | t#bar{t}+light      | t#bar{t}+cc      | t#bar{t}+bb      | topEW      | ttH      | W+jetslight      | W+jetscharm      | W+jetsbeauty      | Z+jetslight      | Z+jetscharm      | Z+jetsbeauty      | Single-top      | Dibosons      | QCDE      | QCDMU      | SM-4tops      | t#rightarrow Hu |
 | Effective NP 6 | 0.00243846 / -0.00243846 | 0.00128883 / -0.00128883 | 0.00123404 / -0.00123404 | 0.00130701 / -0.00130701 | 0.00115362 / -0.00115362 | 0.00245955 / -0.00245955 | 0.00278737 / -0.00278737 | 0.00243857 / -0.00243857 | 0.00472652 / -0.00472652 | 0.0015148 / -0.0015148 | 0.000779335 / -0.000779335 | 0.00489498 / -0.00489498 | 0.00202986 / -0.00202986 | 0 / 0 | 0 / 0 | 0.000427151 / -0.000427151 | 0.00347568 / -0.00347568 |
 | Effective NP 7 | -0.00321839 / 0.00321839 | -0.00157304 / 0.00157304 | -0.00146916 / 0.00146916 | -0.00131321 / 0.00131321 | -0.00136675 / 0.00136675 | -0.00457267 / 0.00457267 | -0.00314406 / 0.00314406 | -0.00292402 / 0.00292402 | -0.00817025 / 0.00817025 | -0.00218953 / 0.00218953 | -0.000653111 / 0.000653111 | -0.00514398 / 0.00514398 | -0.00170171 / 0.00170171 | 0 / 0 | 0 / 0 | -0.000552563 / 0.000552563 | -0.00335382 / 0.00335382 |
 | Effective NP 8 | 0.000637705 / -0.000637705 | 0.000390492 / -0.000390492 | 0.000402939 / -0.000402939 | 0.000463916 / -0.000463916 | 0.000284238 / -0.000284238 | 0.00126349 / -0.00126349 | 0.000915768 / -0.000915768 | 0.000897945 / -0.000897945 | 0.0016964 / -0.0016964 | 0.00115465 / -0.00115465 | 0.000333545 / -0.000333545 | 0.00109583 / -0.00109583 | 0.000440208 / -0.000440208 | 0 / 0 | 0 / 0 | 4.98599e-05 / -4.98599e-05 | 0.00367367 / -0.00367367 |
 | #eta intercalib. (model) | 0.013935 / -0.013935 | 0.0101333 / -0.0101333 | 0.00881094 / -0.00881094 | 0.00609049 / -0.00609049 | 0.00748524 / -0.00748524 | 0.02008 / -0.02008 | 0.0293217 / -0.0293217 | 0.0170145 / -0.0170145 | 0.027805 / -0.027805 | 0.0133353 / -0.0133353 | 0.0101139 / -0.0101139 | 0.0155406 / -0.0155406 | 0.0116411 / -0.0116411 | 0 / 0 | 0 / 0 | 0.00169115 / -0.00169115 | 0.0192844 / -0.0192844 |
 | #eta intercalib. (stat.) | 0.0112156 / -0.0112156 | 0.00628464 / -0.00628464 | 0.00523636 / -0.00523636 | 0.00459164 / -0.00459164 | 0.00454449 / -0.00454449 | 0.0138962 / -0.0138962 | 0.0120633 / -0.0120633 | 0.0100735 / -0.0100735 | 0.0209972 / -0.0209972 | 0.0104822 / -0.0104822 | 0.0147217 / -0.0147217 | 0.0139481 / -0.0139481 | 0.00702386 / -0.00702386 | 0 / 0 | 0 / 0 | 0.00116836 / -0.00116836 | 0.00529038 / -0.00529038 |
 | #eta intercalib. (stat.) | -0.00295905 / 0.00295905 | -0.0059519 / 0.0059519 | -0.00322707 / 0.00322707 | -0.00238131 / 0.00238131 | -0.00292174 / 0.00292174 | -0.00948318 / 0.00948318 | -0.0107009 / 0.0107009 | -0.00893561 / 0.00893561 | -0.0172034 / 0.0172034 | -0.00754768 / 0.00754768 | -0.0127003 / 0.0127003 | -0.00698973 / 0.00698973 | -0.00287956 / 0.00287956 | 0 / 0 | 0 / 0 | -0.000641981 / 0.000641981 | -0.0106343 / 0.0106343 |
 | Flavour composition | 0.0837729 / -0.0837729 | 0.0643174 / -0.0643174 | 0.057114 / -0.057114 | 0.0425513 / -0.0425513 | 0.0420104 / -0.0420104 | 0.144038 / -0.144038 | 0.13137 / -0.13137 | 0.100593 / -0.100593 | 0.137969 / -0.137969 | 0.101804 / -0.101804 | 0.14296 / -0.14296 | 0.0731884 / -0.0731884 | 0.08268 / -0.08268 | 0 / 0 | 0 / 0 | 0.00920138 / -0.00920138 | 0.102352 / -0.102352 |
 | Flavor response | -0.0292706 / 0.0292706 | -0.0222169 / 0.0222169 | -0.0185846 / 0.0185846 | -0.0129229 / 0.0129229 | -0.0150156 / 0.0150156 | -0.0421412 / 0.0421412 | -0.0520172 / 0.0520172 | -0.0361834 / 0.0361834 | -0.0460591 / 0.0460591 | -0.0351769 / 0.0351769 | -0.0285701 / 0.0285701 | -0.0327342 / 0.0327342 | -0.022514 / 0.022514 | 0 / 0 | 0 / 0 | -0.00329738 / 0.00329738 | -0.0326358 / 0.0326358 |
 | Pile-up offset mu term | -0.000629538 / 0.000629538 | -0.00332699 / 0.00332699 | -0.00217653 / 0.00217653 | -0.00128719 / 0.00128719 | -0.0012284 / 0.0012284 | -0.0018919 / 0.0018919 | -0.00105072 / 0.00105072 | 0.00099172 / -0.00099172 | -0.00648299 / 0.00648299 | -0.00330571 / 0.00330571 | 0.00605604 / -0.00605604 | -0.00411411 / 0.00411411 | -0.00450429 / 0.00450429 | 0 / 0 | 0 / 0 | -0.000115896 / 0.000115896 | 0.00157971 / -0.00157971 |
 | Pile-up offset NPV term | 0.0129937 / -0.0129937 | 0.00872928 / -0.00872928 | 0.00604592 / -0.00604592 | 0.00470881 / -0.00470881 | 0.00609087 / -0.00609087 | 0.0229955 / -0.0229955 | 0.0139644 / -0.0139644 | 0.0169802 / -0.0169802 | 0.0273715 / -0.0273715 | 0.0191226 / -0.0191226 | 0.0067636 / -0.0067636 | 0.0124546 / -0.0124546 | 0.0065447 / -0.0065447 | 0 / 0 | 0 / 0 | 0.000804666 / -0.000804666 | 0.0259699 / -0.0259699 |
 | Pile-up offset p_{T} term | 9.02227e-05 / -9.02227e-05 | -1.03934e-05 / 1.03934e-05 | 0.000177803 / -0.000177803 | 8.03384e-05 / -8.03384e-05 | 7.49543e-05 / -7.49543e-05 | -6.30446e-05 / 6.30446e-05 | 0.00110921 / -0.00110921 | 0.00110564 / -0.00110564 | 0.00035829 / -0.00035829 | 0.000335435 / -0.000335435 | 0.000862836 / -0.000862836 | 0.000183401 / -0.000183401 | 0.000775257 / -0.000775257 | 0 / 0 | 0 / 0 | 7.13344e-05 / -7.13344e-05 | 0.000306706 / -0.000306706 |
 | #rho topology | 0.0590217 / -0.0590217 | 0.0473316 / -0.0473316 | 0.0414146 / -0.0414146 | 0.030572 / -0.030572 | 0.030704 / -0.030704 | 0.105556 / -0.105556 | 0.099608 / -0.099608 | 0.0695245 / -0.0695245 | 0.102681 / -0.102681 | 0.0710054 / -0.0710054 | 0.0833431 / -0.0833431 | 0.0575175 / -0.0575175 | 0.0545274 / -0.0545274 | 0 / 0 | 0 / 0 | 0.00638511 / -0.00638511 | 0.0744743 / -0.0744743 |
 | Punch-through correction | -3.82526e-07 / 3.82526e-07 | 1.10314e-06 / -1.10314e-06 | 1.49767e-05 / -1.49767e-05 | 6.50238e-06 / -6.50238e-06 | 2.00336e-06 / -2.00336e-06 | 3.81448e-05 / -3.81448e-05 | -1.06565e-06 / 1.06565e-06 | -4.94862e-06 / 4.94862e-06 | 4.1688e-06 / -4.1688e-06 | 0.000169761 / -0.000169761 | 1.86081e-06 / -1.86081e-06 | 1.14117e-05 / -1.14117e-05 | -1.3045e-07 / 1.3045e-07 | 0 / 0 | 0 / 0 | -2.71926e-06 / 2.71926e-06 | 0 / 0 |
 | High-p_{T} term | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JER | 0.00428221 / -0.00428221 | 0.00653628 / -0.00653628 | -0.00427737 / 0.00427737 | -0.00344288 / 0.00344288 | -0.00310326 / 0.00310326 | 0.0638665 / -0.0638665 | 0.0432392 / -0.0432392 | 0.0239885 / -0.0239885 | 0.0419194 / -0.0419194 | 0.0216575 / -0.0216575 | -0.0355964 / 0.0355964 | 0.0127057 / -0.0127057 | 0.0207369 / -0.0207369 | 0 / 0 | 0 / 0 | -0.0036563 / 0.0036563 | 0.0219643 / -0.0219643 |
 | MET TST reso. para. | -6.83459e-06 / 6.83459e-06 | -1.12243e-05 / 1.12243e-05 | -2.31627e-05 / 2.31627e-05 | -4.07314e-07 / 4.07314e-07 | -2.65883e-05 / 2.65883e-05 | -1.67887e-05 / 1.67887e-05 | 9.8599e-05 / -9.8599e-05 | 0 / 0 | -0.00198493 / 0.00198493 | -0.000588387 / 0.000588387 | -5.54383e-05 / 5.54383e-05 | 5.74427e-05 / -5.74427e-05 | -1.89436e-08 / 1.89436e-08 | 0 / 0 | 0 / 0 | -1.63632e-05 / 1.63632e-05 | -0.000144571 / 0.000144571 |
 | MET TST reso. perp. | 2.09659e-06 / -2.09659e-06 | -1.674e-05 / 1.674e-05 | -2.62484e-05 / 2.62484e-05 | -1.23436e-06 / 1.23436e-06 | -2.77531e-05 / 2.77531e-05 | -6.56997e-06 / 6.56997e-06 | 5.57584e-05 / -5.57584e-05 | 4.46166e-09 / -4.46166e-09 | -0.00192836 / 0.00192836 | -0.000183663 / 0.000183663 | -5.57526e-05 / 5.57526e-05 | 6.50598e-05 / -6.50598e-05 | 0 / 0 | 0 / 0 | 0 / 0 | -6.7467e-06 / 6.7467e-06 | 0.000254101 / -0.000254101 |
 | MET TST scale | 1.48078e-06 / -1.48078e-06 | 3.1544e-06 / -3.1544e-06 | 0 / 0 | 2.52427e-07 / -2.52427e-07 | -1.05935e-07 / 1.05935e-07 | 4.35875e-06 / -4.35875e-06 | 3.57224e-05 / -3.57224e-05 | 0 / 0 | -0.000170738 / 0.000170738 | -8.77968e-05 / 8.77968e-05 | 0 / 0 | 4.10463e-05 / -4.10463e-05 | 0 / 0 | 0 / 0 | 0 / 0 | -1.86363e-06 / 1.86363e-06 | 6.24684e-07 / -6.24684e-07 |
 | t#bar{t}+#geq 1 c generator | 0 / 0 | 0.132044 / -0.132044 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+#geq 1 c PS & Had | 0 / 0 | 0.083336 / -0.083336 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+#geq 1 c ISR/FSR | 0 / 0 | 0.0779924 / -0.0779924 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+c#bar{c} norm. | 0 / 0 | 0.435428 / -0.435428 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | ttbbNorm | 0 / 0 | 0 / 0 | 0.147653 / -0.147653 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+#geq 1 b generator | 0 / 0 | 0 / 0 | -0.00381949 / 0.00381949 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+#geq 1 b PS & Had | 0 / 0 | 0 / 0 | -0.046093 / 0.046093 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+#geq 1 b ISR/FSR | 0 / 0 | 0 / 0 | 0.0416582 / -0.0416582 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+#geq 1 b 5F vs 4F | 0 / 0 | 0 / 0 | 0.0105912 / -0.0105912 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+b#bar{b} scale | 0 / 0 | 0 / 0 | -0.00487905 / 0.00487905 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+b#bar{b} CSS KIN | 0 / 0 | 0 / 0 | 0.011657 / -0.011657 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+b#bar{b} MSTW | 0 / 0 | 0 / 0 | 0.000575769 / -0.000575769 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+b#bar{b} NNPDF | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+b#bar{b} Q CMMPS | 0 / 0 | 0 / 0 | -0.0102633 / 0.0102633 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+b#bar{b} glo soft | 0 / 0 | 0 / 0 | -0.0116526 / 0.0116526 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+b#bar{b} UE modeling | 0 / 0 | 0 / 0 | -0.00412814 / 0.00412814 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | topEW norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0.148964 / -0.148964 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | ttH norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.104156 / -0.104156 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | V+jets norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.286564 / -0.286564 | 0.286565 / -0.286565 | 0.286565 / -0.286565 | 0.286564 / -0.286564 | 0.286565 / -0.286565 | 0.286564 / -0.286564 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | V+cjets norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.298043 / -0.298043 | 0 / 0 | 0 / 0 | 0.298043 / -0.298043 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | V+bjets norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.286822 / -0.286822 | 0 / 0 | 0 / 0 | 0.286821 / -0.286821 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Single top tW dia. sub. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.262109 / 0.262109 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Single top s-chan. rad. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00567955 / -0.00567955 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Single top t-chan. rad. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.056153 / -0.056153 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Single top tW rad. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0949409 / -0.0949409 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Single-top norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0447392 / -0.0447392 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Dibosons norm. 6j | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.476557 / -0.476557 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | QCDE norm. 6j3b | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.439827 / -0.439827 | 0 / 0 | 0 / 0 | 0 / 0 |
 | QCDMU norm. 6j3b | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.493096 / -0.493096 | 0 / 0 | 0 / 0 |
 | SM 4tops norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.297945 / -0.297945 | 0 / 0 |
