 |       | t#bar{t}+light      | t#bar{t}+cc      | t#bar{t}+bb      | topEW      | ttH      | W+jetslight      | W+jetscharm      | W+jetsbeauty      | Z+jetslight      | Z+jetscharm      | Z+jetsbeauty      | Single-top      | Dibosons      | QCDE      | QCDMU      | SM-4tops      | t#rightarrow Hu |
 | Effective NP 5 | 0.000267744 / -0.000267744 | 0.000486761 / -0.000486761 | 0.0013096 / -0.0013096 | 3.52561e-05 / -3.52561e-05 | 0.0011903 / -0.0011903 | -0.000121921 / 0.000121921 | -2.3067e-05 / 2.3067e-05 | 2.5183e-05 / -2.5183e-05 | -0.00113797 / 0.00113797 | 0.00230378 / -0.00230378 | -0.00147262 / 0.00147262 | 0.000281185 / -0.000281185 | -0.00056833 / 0.00056833 | 0 / 0 | 0 / 0 | 5.06639e-07 / -5.06639e-07 | -0.000745595 / 0.000745595 |
 | Effective NP 6 | 0.000129849 / -0.000129849 | -0.000758618 / 0.000758618 | -0.00117135 / 0.00117135 | -0.00136933 / 0.00136933 | -0.00163531 / 0.00163531 | 0.00232735 / -0.00232735 | 0.00168946 / -0.00168946 | -0.000112683 / 0.000112683 | 0.00524244 / -0.00524244 | -0.00224018 / 0.00224018 | 0.00380692 / -0.00380692 | 0.000826359 / -0.000826359 | -6.46114e-05 / 6.46114e-05 | 0 / 0 | 0 / 0 | 4.67002e-05 / -4.67002e-05 | -0.000745952 / 0.000745952 |
 | Effective NP 7 | -0.000139654 / 0.000139654 | 0.000271887 / -0.000271887 | -0.000175744 / 0.000175744 | 0.00117254 / -0.00117254 | 0.000413239 / -0.000413239 | -0.00307322 / 0.00307322 | -0.00169474 / 0.00169474 | -0.000340164 / 0.000340164 | -0.00784481 / 0.00784481 | -0.00526115 / 0.00526115 | -0.00522283 / 0.00522283 | -0.00197959 / 0.00197959 | 0.000144243 / -0.000144243 | 0 / 0 | 0 / 0 | 0.023743 / -0.023743 | 0.00106201 / -0.00106201 |
 | Effective NP 8 | -0.000114113 / 0.000114113 | -0.00064522 / 0.00064522 | -0.00066644 / 0.00066644 | 0.000115037 / -0.000115037 | -0.000376016 / 0.000376016 | 0.00107273 / -0.00107273 | 6.08861e-05 / -6.08861e-05 | 0.000725269 / -0.000725269 | 0.00206012 / -0.00206012 | 0.00235325 / -0.00235325 | 0.00118303 / -0.00118303 | 0.000436336 / -0.000436336 | 0.00193015 / -0.00193015 | 0 / 0 | 0 / 0 | 4.67896e-06 / -4.67896e-06 | 0.000921994 / -0.000921994 |
 | #eta intercalib. (model) | 5.55217e-05 / -5.55217e-05 | -0.00323069 / 0.00323069 | -0.00442609 / 0.00442609 | -0.00637379 / 0.00637379 | -0.00928578 / 0.00928578 | 0.0144561 / -0.0144561 | 0.0056954 / -0.0056954 | 0.0079776 / -0.0079776 | 0.0122665 / -0.0122665 | 0.0128298 / -0.0128298 | 0.0151323 / -0.0151323 | 0.00670257 / -0.00670257 | 0.00414386 / -0.00414386 | 0 / 0 | 0 / 0 | -0.0446617 / 0.0446617 | -0.00149101 / 0.00149101 |
 | #eta intercalib. (stat.) | -0.000221431 / 0.000221431 | -0.00376421 / 0.00376421 | -0.00355691 / 0.00355691 | -0.0033704 / 0.0033704 | -0.00611341 / 0.00611341 | 0.00895777 / -0.00895777 | 0.00999692 / -0.00999692 | 0.00515574 / -0.00515574 | 0.0103337 / -0.0103337 | 0.0113382 / -0.0113382 | 0.0111555 / -0.0111555 | 0.00298956 / -0.00298956 | 0.00314894 / -0.00314894 | 0 / 0 | 0 / 0 | -0.023518 / 0.023518 | 0.00218174 / -0.00218174 |
 | #eta intercalib. (stat.) | 0.000101209 / -0.000101209 | 0.00270382 / -0.00270382 | 0.00219294 / -0.00219294 | 0.00234079 / -0.00234079 | 0.00218007 / -0.00218007 | -0.00789401 / 0.00789401 | -0.00597477 / 0.00597477 | -0.000724435 / 0.000724435 | -0.00629136 / 0.00629136 | -0.00301242 / 0.00301242 | -0.0134615 / 0.0134615 | -0.000711858 / 0.000711858 | -0.00160116 / 0.00160116 | 0 / 0 | 0 / 0 | -0.0195206 / 0.0195206 | -0.00796676 / 0.00796676 |
 | Flavour composition | -0.00266707 / 0.00266707 | -0.0285181 / 0.0285181 | -0.0305894 / 0.0305894 | -0.0369451 / 0.0369451 | -0.0562332 / 0.0562332 | 0.0981947 / -0.0981947 | 0.0825748 / -0.0825748 | 0.0624419 / -0.0624419 | 0.0961806 / -0.0961806 | 0.0887375 / -0.0887375 | 0.0723634 / -0.0723634 | 0.0280814 / -0.0280814 | 0.0607037 / -0.0607037 | 0 / 0 | 0 / 0 | -0.129523 / 0.129523 | 0.00814655 / -0.00814655 |
 | Flavor response | 0.00174975 / -0.00174975 | 0.011507 / -0.011507 | 0.0141851 / -0.0141851 | 0.0127462 / -0.0127462 | 0.0181987 / -0.0181987 | -0.0302096 / 0.0302096 | -0.0234656 / 0.0234656 | -0.0169274 / 0.0169274 | -0.0314458 / 0.0314458 | -0.0320843 / 0.0320843 | -0.0305389 / 0.0305389 | -0.0102754 / 0.0102754 | -0.0141467 / 0.0141467 | 0 / 0 | 0 / 0 | 0.0278274 / -0.0278274 | -0.00861621 / 0.00861621 |
 | Pile-up offset mu term | -0.000143319 / 0.000143319 | 0.00124484 / -0.00124484 | 0.00102016 / -0.00102016 | 0.00108239 / -0.00108239 | 0.00113001 / -0.00113001 | -0.00258917 / 0.00258917 | -0.00401151 / 0.00401151 | -0.00237119 / 0.00237119 | -0.00374889 / 0.00374889 | -0.00831869 / 0.00831869 | -0.00850514 / 0.00850514 | -0.00144124 / 0.00144124 | -0.00429332 / 0.00429332 | 0 / 0 | 0 / 0 | 0.0170215 / -0.0170215 | 0.00184873 / -0.00184873 |
 | Pile-up offset NPV term | -0.000766098 / 0.000766098 | -0.00393552 / 0.00393552 | -0.00500605 / 0.00500605 | -0.00370231 / 0.00370231 | -0.00856388 / 0.00856388 | 0.0172743 / -0.0172743 | 0.00537884 / -0.00537884 | 0.00675082 / -0.00675082 | 0.0161067 / -0.0161067 | 0.0158924 / -0.0158924 | 0.00782424 / -0.00782424 | 0.00303134 / -0.00303134 | -0.00143999 / 0.00143999 | 0 / 0 | 0 / 0 | 0.00829384 / -0.00829384 | 0.00284463 / -0.00284463 |
 | Pile-up offset p_{T} term | -0.00118548 / 0.00118548 | -0.00215361 / 0.00215361 | -0.000282556 / 0.000282556 | -0.00100234 / 0.00100234 | 0.000164002 / -0.000164002 | -0.000759602 / 0.000759602 | -0.00129083 / 0.00129083 | -0.00405425 / 0.00405425 | -0.00254902 / 0.00254902 | 0.00686949 / -0.00686949 | -0.00147253 / 0.00147253 | -2.33054e-05 / 2.33054e-05 | 0.00380462 / -0.00380462 | 0 / 0 | 0 / 0 | 0.0167109 / -0.0167109 | 0.00185996 / -0.00185996 |
 | #rho topology | -0.000803202 / 0.000803202 | -0.0213659 / 0.0213659 | -0.0234509 / 0.0234509 | -0.0266398 / 0.0266398 | -0.0431807 / 0.0431807 | 0.0727299 / -0.0727299 | 0.0619058 / -0.0619058 | 0.0413381 / -0.0413381 | 0.0792631 / -0.0792631 | 0.0634113 / -0.0634113 | 0.0472167 / -0.0472167 | 0.0196913 / -0.0196913 | 0.036641 / -0.036641 | 0 / 0 | 0 / 0 | -0.0495349 / 0.0495349 | 0.00304249 / -0.00304249 |
 | Punch-through correction | -8.58307e-06 / 8.58307e-06 | -8.34465e-06 / 8.34465e-06 | -0.000175476 / 0.000175476 | 8.46386e-06 / -8.46386e-06 | 6.14822e-05 / -6.14822e-05 | 0.000107855 / -0.000107855 | 4.69983e-05 / -4.69983e-05 | -4.02331e-06 / 4.02331e-06 | -0.000121653 / 0.000121653 | 2.30372e-05 / -2.30372e-05 | -1.30236e-05 / 1.30236e-05 | 4.58956e-05 / -4.58956e-05 | -9.17912e-06 / 9.17912e-06 | 0 / 0 | 0 / 0 | -1.19209e-07 / 1.19209e-07 | 0 / 0 |
 | High-p_{T} term | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JER | 0.00553256 / -0.00553256 | -0.00709629 / 0.00709629 | -0.00668156 / 0.00668156 | -0.0074389 / 0.0074389 | -9.08971e-05 / 9.08971e-05 | 0.0553683 / -0.0553683 | 0.0154413 / -0.0154413 | 0.0269716 / -0.0269716 | 0.0971784 / -0.0971784 | -0.0164973 / 0.0164973 | 0.0255025 / -0.0255025 | 0.0162504 / -0.0162504 | -0.00399822 / 0.00399822 | 0 / 0 | 0 / 0 | 0.042917 / -0.042917 | -0.0127286 / 0.0127286 |
 | MET TST reso. para. | -0.000389129 / 0.000389129 | -5.92768e-05 / 5.92768e-05 | -0.000599831 / 0.000599831 | -0.000182092 / 0.000182092 | 0.00113878 / -0.00113878 | 0.00110894 / -0.00110894 | 0.0011802 / -0.0011802 | 2.86102e-05 / -2.86102e-05 | -0.0012809 / 0.0012809 | -0.000256896 / 0.000256896 | -0.00425392 / 0.00425392 | 0.000917941 / -0.000917941 | 0.00329444 / -0.00329444 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00359079 / -0.00359079 |
 | MET TST reso. perp. | -0.000596732 / 0.000596732 | 0.000162274 / -0.000162274 | -0.00100657 / 0.00100657 | -0.000158131 / 0.000158131 | 0.00027144 / -0.00027144 | -0.000709474 / 0.000709474 | -0.00451344 / 0.00451344 | 0.000410736 / -0.000410736 | 0.00483331 / -0.00483331 | -0.00530511 / 0.00530511 | -0.00195566 / 0.00195566 | -0.000657558 / 0.000657558 | 0.00613028 / -0.00613028 | 0 / 0 | 0 / 0 | -0.0124075 / 0.0124075 | 0.00415164 / -0.00415164 |
 | MET TST scale | -0.000465304 / 0.000465304 | -0.00103071 / 0.00103071 | 0.000444055 / -0.000444055 | -0.000157267 / 0.000157267 | -1.46925e-05 / 1.46925e-05 | -0.000658602 / 0.000658602 | 0.000852048 / -0.000852048 | -0.000562757 / 0.000562757 | 0.0014056 / -0.0014056 | 0.000905275 / -0.000905275 | -0.00017494 / 0.00017494 | -0.000258237 / 0.000258237 | 0.000761271 / -0.000761271 | 0 / 0 | 0 / 0 | 0.00726807 / -0.00726807 | -0.00107834 / 0.00107834 |
 | t#bar{t}+#geq 1 c generator | 0 / 0 | 0.0330369 / -0.0330369 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+#geq 1 c PS & Had | 0 / 0 | 0.0510085 / -0.0510085 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+#geq 1 c ISR/FSR | 0 / 0 | -0.0349411 / 0.0349411 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+c#bar{c} norm. | 0 / 0 | 0.435428 / -0.435428 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | ttbbNorm | 0 / 0 | 0 / 0 | 0.129532 / -0.129532 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+#geq 1 b generator | 0 / 0 | 0 / 0 | -0.00367951 / 0.00367951 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+#geq 1 b PS & Had | 0 / 0 | 0 / 0 | 0.0202732 / -0.0202732 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+#geq 1 b ISR/FSR | 0 / 0 | 0 / 0 | -0.0287791 / 0.0287791 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+#geq 1 b 5F vs 4F | 0 / 0 | 0 / 0 | 0.039048 / -0.039048 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+b#bar{b} scale | 0 / 0 | 0 / 0 | 0.00336462 / -0.00336462 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+b#bar{b} CSS KIN | 0 / 0 | 0 / 0 | -0.00511473 / 0.00511473 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+b#bar{b} MSTW | 0 / 0 | 0 / 0 | -0.000456095 / 0.000456095 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+b#bar{b} NNPDF | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+b#bar{b} Q CMMPS | 0 / 0 | 0 / 0 | 0.00165462 / -0.00165462 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+b#bar{b} glo soft | 0 / 0 | 0 / 0 | 0.00262207 / -0.00262207 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+b#bar{b} UE modeling | 0 / 0 | 0 / 0 | 0.000911027 / -0.000911027 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | topEW norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0.148964 / -0.148964 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | ttH norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.104156 / -0.104156 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | V+jets norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.286565 / -0.286565 | 0.286564 / -0.286564 | 0.286565 / -0.286565 | 0.286564 / -0.286564 | 0.286565 / -0.286565 | 0.286565 / -0.286565 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | V+cjets norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.298043 / -0.298043 | 0 / 0 | 0 / 0 | 0.298043 / -0.298043 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | V+bjets norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.286822 / -0.286822 | 0 / 0 | 0 / 0 | 0.286822 / -0.286822 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Single top tW dia. sub. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.118105 / 0.118105 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Single top s-chan. rad. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.000260562 / 0.000260562 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Single top t-chan. rad. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0208183 / 0.0208183 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Single top tW rad. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00315696 / -0.00315696 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Single-top norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0447392 / -0.0447392 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Dibosons norm. 4j | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.337764 / -0.337764 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | QCDE norm. 4j2b | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.441678 / -0.441678 | 0 / 0 | 0 / 0 | 0 / 0 |
 | QCDMU norm. 4j2b | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.495176 / -0.495176 | 0 / 0 | 0 / 0 |
 | SM 4tops norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.297945 / -0.297945 | 0 / 0 |
