 |       | t#bar{t}+light      | t#bar{t}+cc      | t#bar{t}+bb      | topEW      | ttH      | W+jetslight      | W+jetscharm      | W+jetsbeauty      | Z+jetslight      | Z+jetscharm      | Z+jetsbeauty      | Single-top      | Dibosons      | QCDE      | QCDMU      | SM-4tops      | t#rightarrow Hu |
 | Effective NP 6 | 5.06169e-05 / -5.06169e-05 | 9.95398e-06 / -9.95398e-06 | 0.0015521 / -0.0015521 | 0.00115366 / -0.00115366 | 0.00112949 / -0.00112949 | 0.00244044 / -0.00244044 | 0.00231803 / -0.00231803 | 0.00102007 / -0.00102007 | 0.00485456 / -0.00485456 | 0.00157634 / -0.00157634 | 0.000578719 / -0.000578719 | 6.85371e-05 / -6.85371e-05 | 0.00598112 / -0.00598112 | 0 / 0 | 0 / 0 | 0.00013141 / -0.00013141 | 2.44253e-05 / -2.44253e-05 |
 | Effective NP 7 | 0.00025676 / -0.00025676 | 2.02656e-06 / -2.02656e-06 | -0.00143447 / 0.00143447 | -0.00118352 / 0.00118352 | -0.00140382 / 0.00140382 | -0.00521188 / 0.00521188 | -0.0027851 / 0.0027851 | -0.000596629 / 0.000596629 | -0.00970233 / 0.00970233 | -0.00197149 / 0.00197149 | -9.86674e-05 / 9.86674e-05 | 1.18962e-05 / -1.18962e-05 | -0.00558158 / 0.00558158 | 0 / 0 | 0 / 0 | 8.21727e-06 / -8.21727e-06 | 1.07415e-05 / -1.07415e-05 |
 | Effective NP 8 | 0.000291718 / -0.000291718 | 2.33694e-06 / -2.33694e-06 | 0.000735802 / -0.000735802 | 8.10755e-05 / -8.10755e-05 | 0.000303654 / -0.000303654 | 0.00122129 / -0.00122129 | 0.000782922 / -0.000782922 | 0.000459582 / -0.000459582 | 0.00168677 / -0.00168677 | 0.00119877 / -0.00119877 | 0.000313133 / -0.000313133 | -4.725e-05 / 4.725e-05 | 0.000302394 / -0.000302394 | 0 / 0 | 0 / 0 | 1.14022e-05 / -1.14022e-05 | 4.9778e-05 / -4.9778e-05 |
 | #eta intercalib. (model) | 0.0387021 / -0.0387021 | 0.0100295 / -0.0100295 | 0.00968324 / -0.00968324 | 0.00581125 / -0.00581125 | 0.00515364 / -0.00515364 | 0.0195369 / -0.0195369 | 0.0306589 / -0.0306589 | 0.012984 / -0.012984 | 0.0286687 / -0.0286687 | 0.00821845 / -0.00821845 | 0.00819074 / -0.00819074 | 0.0209137 / -0.0209137 | 0.00796289 / -0.00796289 | 0 / 0 | 0 / 0 | 0.00303776 / -0.00303776 | -0.016542 / 0.016542 |
 | #eta intercalib. (stat.) | -0.00129137 / 0.00129137 | 0.0113604 / -0.0113604 | 0.00497151 / -0.00497151 | 0.00443362 / -0.00443362 | 0.00447358 / -0.00447358 | 0.0143518 / -0.0143518 | 0.010919 / -0.010919 | 0.00681752 / -0.00681752 | 0.0227648 / -0.0227648 | 0.0109834 / -0.0109834 | 0.119856 / -0.119856 | 0.00931477 / -0.00931477 | 0.0114385 / -0.0114385 | 0 / 0 | 0 / 0 | 0.00210154 / -0.00210154 | -0.00433741 / 0.00433741 |
 | #eta intercalib. (stat.) | 0.000226927 / -0.000226927 | -0.0163631 / 0.0163631 | -0.0028586 / 0.0028586 | -0.00316277 / 0.00316277 | -0.00200013 / 0.00200013 | -0.00980984 / 0.00980984 | -0.0100554 / 0.0100554 | -0.00707481 / 0.00707481 | -0.0182112 / 0.0182112 | -0.00772847 / 0.00772847 | -0.119226 / 0.119226 | -0.00112375 / 0.00112375 | 0.00334823 / -0.00334823 | 0 / 0 | 0 / 0 | -0.00094854 / 0.00094854 | -0.000298338 / 0.000298338 |
 | Flavour composition | 0.0341096 / -0.0341096 | 0.0513416 / -0.0513416 | 0.0529355 / -0.0529355 | 0.0388437 / -0.0388437 | 0.0417917 / -0.0417917 | 0.147038 / -0.147038 | 0.13168 / -0.13168 | 0.105121 / -0.105121 | 0.143824 / -0.143824 | 0.0880576 / -0.0880576 | 0.373468 / -0.373468 | 0.102996 / -0.102996 | 0.116464 / -0.116464 | 0 / 0 | 0 / 0 | 0.0213921 / -0.0213921 | 0.108574 / -0.108574 |
 | Flavor response | -0.0360304 / 0.0360304 | -0.016525 / 0.016525 | -0.0186865 / 0.0186865 | -0.0139194 / 0.0139194 | -0.0134574 / 0.0134574 | -0.0439709 / 0.0439709 | -0.0532133 / 0.0532133 | -0.0277976 / 0.0277976 | -0.0492798 / 0.0492798 | -0.0329772 / 0.0329772 | -0.1274 / 0.1274 | -0.0305453 / 0.0305453 | -0.0222098 / 0.0222098 | 0 / 0 | 0 / 0 | -0.00746562 / 0.00746562 | 0.0250906 / -0.0250906 |
 | Pile-up offset mu term | -0.000546562 / 0.000546562 | -0.0113263 / 0.0113263 | -0.00129159 / 0.00129159 | -0.00221692 / 0.00221692 | -0.00116867 / 0.00116867 | -0.00228124 / 0.00228124 | -0.00131672 / 0.00131672 | -0.000618309 / 0.000618309 | -0.00624723 / 0.00624723 | -0.00293237 / 0.00293237 | 0.112962 / -0.112962 | 0.00841079 / -0.00841079 | -0.00671962 / 0.00671962 | 0 / 0 | 0 / 0 | -0.000504013 / 0.000504013 | 0.0210976 / -0.0210976 |
 | Pile-up offset NPV term | 0.0276389 / -0.0276389 | -0.011005 / 0.011005 | 0.00639737 / -0.00639737 | 0.00403637 / -0.00403637 | 0.00401151 / -0.00401151 | 0.0229905 / -0.0229905 | 0.0138693 / -0.0138693 | 0.0162892 / -0.0162892 | 0.0314646 / -0.0314646 | 0.0134072 / -0.0134072 | 0.00714896 / -0.00714896 | 0.00263414 / -0.00263414 | 0.0140297 / -0.0140297 | 0 / 0 | 0 / 0 | 0.00217083 / -0.00217083 | 0.0155625 / -0.0155625 |
 | Pile-up offset p_{T} term | -0.000242884 / 0.000242884 | 3.8743e-07 / -3.8743e-07 | 4.18343e-06 / -4.18343e-06 | -1.78345e-05 / 1.78345e-05 | 0.000256535 / -0.000256535 | -5.70074e-05 / 5.70074e-05 | 0.000950247 / -0.000950247 | 0.00230051 / -0.00230051 | 0.000341243 / -0.000341243 | 0.000927015 / -0.000927015 | 0.00145707 / -0.00145707 | 0.000265875 / -0.000265875 | 0.00156694 / -0.00156694 | 0 / 0 | 0 / 0 | -9.14796e-05 / 9.14796e-05 | 0.000455201 / -0.000455201 |
 | #rho topology | 0.0229154 / -0.0229154 | 0.0401829 / -0.0401829 | 0.0388616 / -0.0388616 | 0.0275774 / -0.0275774 | 0.0312487 / -0.0312487 | 0.109264 / -0.109264 | 0.100356 / -0.100356 | 0.0690313 / -0.0690313 | 0.108206 / -0.108206 | 0.0613219 / -0.0613219 | 0.198683 / -0.198683 | 0.0450829 / -0.0450829 | 0.090176 / -0.090176 | 0 / 0 | 0 / 0 | 0.016875 / -0.016875 | 0.0611383 / -0.0611383 |
 | Punch-through correction | 0 / 0 | 0 / 0 | -6.13857e-06 / 6.13857e-06 | -4.14321e-07 / 4.14321e-07 | 7.78437e-07 / -7.78437e-07 | 3.00722e-05 / -3.00722e-05 | 1.02818e-05 / -1.02818e-05 | -2.89442e-06 / 2.89442e-06 | 4.18139e-05 / -4.18139e-05 | 1.65243e-05 / -1.65243e-05 | 4.76837e-07 / -4.76837e-07 | -2.81473e-06 / 2.81473e-06 | 7.55301e-07 / -7.55301e-07 | 0 / 0 | 0 / 0 | -1.64138e-06 / 1.64138e-06 | 0 / 0 |
 | High-p_{T} term | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JER | 0.124682 / -0.124682 | -0.00619122 / 0.00619122 | 0.00557511 / -0.00557511 | -0.0045907 / 0.0045907 | -0.0060552 / 0.0060552 | 0.0635852 / -0.0635852 | 0.0400757 / -0.0400757 | -0.0195916 / 0.0195916 | 0.0449028 / -0.0449028 | 0.0305434 / -0.0305434 | 0.0126071 / -0.0126071 | -0.051108 / 0.051108 | -0.034063 / 0.034063 | 0 / 0 | 0 / 0 | -0.00631271 / 0.00631271 | 0.0506049 / -0.0506049 |
 | MET TST reso. para. | 0 / 0 | 0 / 0 | -1.83905e-07 / 1.83905e-07 | -0.000483403 / 0.000483403 | -1.69103e-05 / 1.69103e-05 | 2.87082e-05 / -2.87082e-05 | 0 / 0 | 0 / 0 | -0.00152279 / 0.00152279 | -4.88758e-06 / 4.88758e-06 | -1.72046e-06 / 1.72046e-06 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.000221763 / 0.000221763 | -3.43299e-08 / 3.43299e-08 |
 | MET TST reso. perp. | 0 / 0 | 0 / 0 | -9.78674e-07 / 9.78674e-07 | -0.000484709 / 0.000484709 | -2.10907e-05 / 2.10907e-05 | -4.97098e-06 / 4.97098e-06 | 0 / 0 | 0 / 0 | -0.00157101 / 0.00157101 | -4.87378e-06 / 4.87378e-06 | -1.6563e-06 / 1.6563e-06 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.000218488 / 0.000218488 | 0 / 0 |
 | MET TST scale | 0 / 0 | 0 / 0 | 4.23851e-06 / -4.23851e-06 | -2.03796e-06 / 2.03796e-06 | -1.68691e-06 / 1.68691e-06 | 3.64185e-06 / -3.64185e-06 | 0 / 0 | 0 / 0 | -1.36065e-05 / 1.36065e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -3.92408e-06 / 3.92408e-06 | 0 / 0 |
 | t#bar{t}+#geq 1 c generator | 0 / 0 | 0.183453 / -0.183453 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+#geq 1 c PS & Had | 0 / 0 | 0.109482 / -0.109482 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+#geq 1 c ISR/FSR | 0 / 0 | 0.0739892 / -0.0739892 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+c#bar{c} norm. | 0 / 0 | 0.435428 / -0.435428 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | ttbbNorm | 0 / 0 | 0 / 0 | 0.152238 / -0.152238 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+#geq 1 b generator | 0 / 0 | 0 / 0 | -0.017948 / 0.017948 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+#geq 1 b PS & Had | 0 / 0 | 0 / 0 | -0.0360512 / 0.0360512 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+#geq 1 b ISR/FSR | 0 / 0 | 0 / 0 | 0.0234402 / -0.0234402 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+#geq 1 b 5F vs 4F | 0 / 0 | 0 / 0 | 0.0209338 / -0.0209338 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+b#bar{b} scale | 0 / 0 | 0 / 0 | -0.022103 / 0.022103 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+b#bar{b} CSS KIN | 0 / 0 | 0 / 0 | 0.0563626 / -0.0563626 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+b#bar{b} MSTW | 0 / 0 | 0 / 0 | 0.0105536 / -0.0105536 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+b#bar{b} NNPDF | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+b#bar{b} Q CMMPS | 0 / 0 | 0 / 0 | -0.0291018 / 0.0291018 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+b#bar{b} glo soft | 0 / 0 | 0 / 0 | -0.0322885 / 0.0322885 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+b#bar{b} UE modeling | 0 / 0 | 0 / 0 | -0.0126414 / 0.0126414 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | topEW norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0.148964 / -0.148964 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | ttH norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.104156 / -0.104156 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | V+jets norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.286564 / -0.286564 | 0.286564 / -0.286564 | 0.286565 / -0.286565 | 0.286565 / -0.286565 | 0.286565 / -0.286565 | 0.286564 / -0.286564 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | V+cjets norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.298043 / -0.298043 | 0 / 0 | 0 / 0 | 0.298043 / -0.298043 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | V+bjets norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.286822 / -0.286822 | 0 / 0 | 0 / 0 | 0.286822 / -0.286822 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Single top tW dia. sub. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.286265 / 0.286265 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Single top s-chan. rad. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00927686 / -0.00927686 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Single top t-chan. rad. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0775391 / -0.0775391 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Single top tW rad. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.109042 / -0.109042 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Single-top norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0447392 / -0.0447392 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Dibosons norm. 6j | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.476557 / -0.476557 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | QCDE norm. 6j4b | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.44321 / -0.44321 | 0 / 0 | 0 / 0 | 0 / 0 |
 | QCDMU norm. 6j4b | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.495546 / -0.495546 | 0 / 0 | 0 / 0 |
 | SM 4tops norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.297945 / -0.297945 | 0 / 0 |
