 |       | t#bar{t}+light      | t#bar{t}+cc      | t#bar{t}+bb      | topEW      | ttH      | W+jetslight      | W+jetscharm      | W+jetsbeauty      | Z+jetslight      | Z+jetscharm      | Z+jetsbeauty      | Single-top      | Dibosons      | QCDE      | QCDMU      | SM-4tops      | t#rightarrow Hu |
 | Effective NP 7 | 9.05138e-07 / -9.05138e-07 | -5.45853e-05 / 5.45853e-05 | 0.00169319 / -0.00169319 | 0.000582428 / -0.000582428 | 0.00168748 / -0.00168748 | -0.00480366 / 0.00480366 | -0.00468896 / 0.00468896 | 0.000102133 / -0.000102133 | -0.00508392 / 0.00508392 | -0.00162755 / 0.00162755 | -0.00079512 / 0.00079512 | -5.36442e-06 / 5.36442e-06 | -7.73679e-05 / 7.73679e-05 | 0 / 0 | 0 / 0 | 1.61245e-05 / -1.61245e-05 | 0.000146732 / -0.000146732 |
 | Effective NP 8 | -3.18885e-06 / 3.18885e-06 | -1.18171e-05 / 1.18171e-05 | -0.00135158 / 0.00135158 | 0.000285201 / -0.000285201 | 0.000228735 / -0.000228735 | 0.000236819 / -0.000236819 | 0.00171435 / -0.00171435 | 0.000592068 / -0.000592068 | 0.000541359 / -0.000541359 | 0.000229031 / -0.000229031 | 0.000335626 / -0.000335626 | 2.9238e-05 / -2.9238e-05 | 0.000436342 / -0.000436342 | 0 / 0 | 0 / 0 | -1.9884e-05 / 1.9884e-05 | 0.000100046 / -0.000100046 |
 | #eta intercalib. (model) | -0.000136346 / 0.000136346 | -0.000812441 / 0.000812441 | -0.00229044 / 0.00229044 | -0.00448048 / 0.00448048 | -0.000825476 / 0.000825476 | 0.0153756 / -0.0153756 | 0.0207901 / -0.0207901 | 0.00658543 / -0.00658543 | 0.00895339 / -0.00895339 | 0.0168195 / -0.0168195 | 0.005162 / -0.005162 | -0.0104102 / 0.0104102 | 0.0340109 / -0.0340109 | 0 / 0 | 0 / 0 | -0.0104747 / 0.0104747 | 0.0344034 / -0.0344034 |
 | #eta intercalib. (stat.) | 2.55891e-05 / -2.55891e-05 | 0.000421957 / -0.000421957 | -0.00258259 / 0.00258259 | -0.00125428 / 0.00125428 | -0.00310774 / 0.00310774 | 0.0100429 / -0.0100429 | 0.0146487 / -0.0146487 | 0.00664092 / -0.00664092 | 0.00966728 / -0.00966728 | 0.00717843 / -0.00717843 | 0.00308021 / -0.00308021 | -0.0184164 / 0.0184164 | -0.00536416 / 0.00536416 | 0 / 0 | 0 / 0 | -0.0129469 / 0.0129469 | 0.00981373 / -0.00981373 |
 | #eta intercalib. (stat.) | 1.97717e-05 / -1.97717e-05 | 0.00741899 / -0.00741899 | 0.000605932 / -0.000605932 | 0.00315138 / -0.00315138 | -0.000158845 / 0.000158845 | -0.00897934 / 0.00897934 | -0.0124221 / 0.0124221 | -0.00265445 / 0.00265445 | -0.00244805 / 0.00244805 | -0.0052782 / 0.0052782 | -0.00113532 / 0.00113532 | -0.00793953 / 0.00793953 | -0.000788897 / 0.000788897 | 0 / 0 | 0 / 0 | 0.00189606 / -0.00189606 | -0.00443924 / 0.00443924 |
 | Flavour composition | 0.150096 / -0.150096 | 0.0322951 / -0.0322951 | -0.000147941 / 0.000147941 | -0.00626775 / 0.00626775 | -0.0134952 / 0.0134952 | 0.108634 / -0.108634 | 0.103918 / -0.103918 | 0.0691408 / -0.0691408 | 0.0997403 / -0.0997403 | 0.0745917 / -0.0745917 | -0.084507 / 0.084507 | 0.00468727 / -0.00468727 | 0.0569564 / -0.0569564 | 0 / 0 | 0 / 0 | -0.0182604 / 0.0182604 | -0.102947 / 0.102947 |
 | Flavor response | -0.000282664 / 0.000282664 | 0.000289439 / -0.000289439 | 0.00412381 / -0.00412381 | 0.00444024 / -0.00444024 | 0.00467254 / -0.00467254 | -0.0392895 / 0.0392895 | -0.0392586 / 0.0392586 | -0.0511571 / 0.0511571 | -0.0339387 / 0.0339387 | -0.0343586 / 0.0343586 | -0.00916207 / 0.00916207 | -0.0299443 / 0.0299443 | -0.0389017 / 0.0389017 | 0 / 0 | 0 / 0 | 0.0402355 / -0.0402355 | -0.0443373 / 0.0443373 |
 | Pile-up offset mu term | -1.84272e-05 / 1.84272e-05 | -2.20528e-05 / 2.20528e-05 | 0.000163102 / -0.000163102 | -0.000220212 / 0.000220212 | -0.00159436 / 0.00159436 | -0.00515263 / 0.00515263 | 0.00253389 / -0.00253389 | -0.00205567 / 0.00205567 | -0.00612789 / 0.00612789 | 0.000536442 / -0.000536442 | -0.0013192 / 0.0013192 | -0.0266778 / 0.0266778 | -0.000548102 / 0.000548102 | 0 / 0 | 0 / 0 | 1.81467e-05 / -1.81467e-05 | -0.0229207 / 0.0229207 |
 | Pile-up offset NPV term | 0.0151496 / -0.0151496 | 0.00442824 / -0.00442824 | 0.000207281 / -0.000207281 | -0.0029233 / 0.0029233 | -0.000948566 / 0.000948566 | 0.0161616 / -0.0161616 | 0.0214141 / -0.0214141 | 0.0136837 / -0.0136837 | 0.0129053 / -0.0129053 | 0.00600732 / -0.00600732 | 0.00470591 / -0.00470591 | -0.00213733 / 0.00213733 | -0.023808 / 0.023808 | 0 / 0 | 0 / 0 | -0.0258328 / 0.0258328 | -0.105743 / 0.105743 |
 | Pile-up offset p_{T} term | 7.87377e-05 / -7.87377e-05 | 0.000427962 / -0.000427962 | 0.000151805 / -0.000151805 | -8.13105e-05 / 8.13105e-05 | 0.00012921 / -0.00012921 | -0.000110675 / 0.000110675 | 0.00142438 / -0.00142438 | 0.00145475 / -0.00145475 | -0.000500977 / 0.000500977 | 0.00017152 / -0.00017152 | 0.000923423 / -0.000923423 | 0.000361963 / -0.000361963 | 0.00122879 / -0.00122879 | 0 / 0 | 0 / 0 | -0.000309525 / 0.000309525 | 0.00469116 / -0.00469116 |
 | #rho topology | 0.161452 / -0.161452 | 0.0260318 / -0.0260318 | -0.00579557 / 0.00579557 | -0.00204251 / 0.00204251 | -0.0105679 / 0.0105679 | 0.0824449 / -0.0824449 | 0.0728129 / -0.0728129 | 0.0658751 / -0.0658751 | 0.07361 / -0.07361 | 0.0542157 / -0.0542157 | 0.00894287 / -0.00894287 | 0.0423672 / -0.0423672 | 0.0331106 / -0.0331106 | 0 / 0 | 0 / 0 | -0.0158262 / 0.0158262 | -0.120827 / 0.120827 |
 | Punch-through correction | 0 / 0 | 0 / 0 | -1.71383e-07 / 1.71383e-07 | 0 / 0 | -5.53903e-08 / 5.53903e-08 | 2.71094e-05 / -2.71094e-05 | 8.00709e-06 / -8.00709e-06 | -1.20063e-07 / 1.20063e-07 | 1.80304e-05 / -1.80304e-05 | 4.12886e-06 / -4.12886e-06 | -6.79405e-07 / 6.79405e-07 | 0 / 0 | -4.08971e-07 / 4.08971e-07 | 0 / 0 | 0 / 0 | -2.79634e-05 / 2.79634e-05 | 0 / 0 |
 | High-p_{T} term | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JER | -0.358971 / 0.358971 | 0.0153895 / -0.0153895 | -0.0222845 / 0.0222845 | -0.00868042 / 0.00868042 | -0.0153216 / 0.0153216 | 0.0490954 / -0.0490954 | 0.0005382 / -0.0005382 | -0.0229632 / 0.0229632 | 0.0843298 / -0.0843298 | -0.00326276 / 0.00326276 | -0.0360315 / 0.0360315 | 0.0223196 / -0.0223196 | -0.0485179 / 0.0485179 | 0 / 0 | 0 / 0 | -0.00195 / 0.00195 | 0.231234 / -0.231234 |
 | MET TST reso. para. | 0 / 0 | 0 / 0 | -5.15505e-05 / 5.15505e-05 | 0.000128357 / -0.000128357 | 6.79164e-05 / -6.79164e-05 | -4.99446e-05 / 4.99446e-05 | 0 / 0 | 0 / 0 | 0.000546813 / -0.000546813 | -0.00173827 / 0.00173827 | -2.0653e-05 / 2.0653e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0203979 / -0.0203979 | 7.71236e-09 / -7.71236e-09 |
 | MET TST reso. perp. | 0 / 0 | 0 / 0 | -0.00103259 / 0.00103259 | 0.00017226 / -0.00017226 | 6.69506e-05 / -6.69506e-05 | -2.3469e-05 / 2.3469e-05 | 0 / 0 | 0 / 0 | 0.000549942 / -0.000549942 | -0.00174826 / 0.00174826 | -2.08318e-05 / 2.08318e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.020483 / -0.020483 | 0 / 0 |
 | MET TST scale | 0 / 0 | 0 / 0 | -0.000190423 / 0.000190423 | 2.50762e-06 / -2.50762e-06 | 3.4054e-07 / -3.4054e-07 | 3.73379e-06 / -3.73379e-06 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+#geq 1 c generator | 0 / 0 | 0.0881202 / -0.0881202 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+#geq 1 c PS & Had | 0 / 0 | 0.0792623 / -0.0792623 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+#geq 1 c ISR/FSR | 0 / 0 | -0.0316442 / 0.0316442 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+c#bar{c} norm. | 0 / 0 | 0.435428 / -0.435428 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | ttbbNorm | 0 / 0 | 0 / 0 | 0.13261 / -0.13261 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+#geq 1 b generator | 0 / 0 | 0 / 0 | -0.0594276 / 0.0594276 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+#geq 1 b PS & Had | 0 / 0 | 0 / 0 | 0.000544656 / -0.000544656 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+#geq 1 b ISR/FSR | 0 / 0 | 0 / 0 | -0.0453229 / 0.0453229 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+#geq 1 b 5F vs 4F | 0 / 0 | 0 / 0 | 0.0978685 / -0.0978685 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+b#bar{b} scale | 0 / 0 | 0 / 0 | -0.0299488 / 0.0299488 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+b#bar{b} CSS KIN | 0 / 0 | 0 / 0 | 0.0490147 / -0.0490147 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+b#bar{b} MSTW | 0 / 0 | 0 / 0 | 0.00353531 / -0.00353531 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+b#bar{b} NNPDF | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+b#bar{b} Q CMMPS | 0 / 0 | 0 / 0 | -0.0227945 / 0.0227945 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+b#bar{b} glo soft | 0 / 0 | 0 / 0 | -0.0315511 / 0.0315511 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+b#bar{b} UE modeling | 0 / 0 | 0 / 0 | -0.0109963 / 0.0109963 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | topEW norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0.148964 / -0.148964 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | ttH norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.104156 / -0.104156 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | V+jets norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.286565 / -0.286565 | 0.286564 / -0.286564 | 0.286565 / -0.286565 | 0.286565 / -0.286565 | 0.286565 / -0.286565 | 0.286565 / -0.286565 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | V+cjets norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.298043 / -0.298043 | 0 / 0 | 0 / 0 | 0.298043 / -0.298043 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | V+bjets norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.286822 / -0.286822 | 0 / 0 | 0 / 0 | 0.286821 / -0.286821 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Single top tW dia. sub. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.14162 / 0.14162 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Single top s-chan. rad. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00322644 / -0.00322644 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Single top t-chan. rad. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.113127 / -0.113127 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Single top tW rad. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0325045 / -0.0325045 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Single-top norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0447392 / -0.0447392 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Dibosons norm. 5j | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.417274 / -0.417274 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | QCDE norm. 5j4b | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.490479 / -0.490479 | 0 / 0 | 0 / 0 | 0 / 0 |
 | QCDMU norm. 5j4b | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.496824 / -0.496824 | 0 / 0 | 0 / 0 |
 | SM 4tops norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.297945 / -0.297945 | 0 / 0 |
