 |       | t#bar{t}+light      | t#bar{t}+cc      | t#bar{t}+bb      | topEW      | ttH      | W+jetslight      | W+jetscharm      | W+jetsbeauty      | Z+jetslight      | Z+jetscharm      | Z+jetsbeauty      | Single-top      | Dibosons      | QCDE      | QCDMU      | SM-4tops      | t#rightarrow Hu |
 | Effective NP 4 | 0.00010987 / -0.00010987 | -0.000112879 / 0.000112804 | 0.00136778 / -0.00136778 | 0.000745 / -0.000744916 | 0.00073654 / -0.00073654 | -0.00174648 / 0.00174648 | -0.000391147 / 0.000391147 | 0.000120789 / -0.000120789 | -0.001707 / 0.001707 | 8.07609e-05 / -8.07609e-05 | 0.00048872 / -0.00048872 | -6.74593e-05 / 6.74593e-05 | 0.000397857 / -0.000397857 | 0 / 0 | 0 / 0 | -0.000139477 / 0.000139477 | -2.61577e-05 / 2.60923e-05 |
 | Effective NP 5 | -0.000143017 / 0.000143017 | -3.98839e-06 / 3.98839e-06 | -0.000193319 / 0.000193319 | -0.000437524 / 0.000437524 | 0.000860948 / -0.000860948 | -2.37678e-05 / 2.37678e-05 | -7.69604e-05 / 7.69604e-05 | -0.000881913 / 0.000881913 | -0.000147495 / 0.000147495 | -0.00027569 / 0.00027569 | -0.000779697 / 0.000779795 | -8.48898e-05 / 8.48898e-05 | -0.000468766 / 0.000468869 | 0 / 0 | 0 / 0 | -0.000159575 / 0.000159575 | -0.000440899 / 0.000440935 |
 | Effective NP 6 | 0.000139572 / -0.000139572 | 6.20834e-05 / -6.20834e-05 | -0.000111404 / 0.000111404 | -0.000692326 / 0.00069241 | -0.00127397 / 0.00127397 | 0.00241591 / -0.00241591 | -0.000682672 / 0.000682672 | 0.000764712 / -0.000764712 | 0.00337781 / -0.00337781 | 0.000411762 / -0.000411762 | 0.00145802 / -0.00145802 | 8.61742e-05 / -8.6113e-05 | 0.000223478 / -0.000223478 | 0 / 0 | 0 / 0 | 0.000145908 / -0.000145908 | 0.000422093 / -0.000422158 |
 | Effective NP 7 | 3.8175e-06 / -3.8175e-06 | 6.07288e-05 / -6.07288e-05 | 0.000279789 / -0.000279789 | 0.000762222 / -0.000762222 | 0.00192723 / -0.00192713 | -0.0045093 / 0.0045093 | 0.000937031 / -0.000937031 | -0.000259808 / 0.000259808 | -0.00614097 / 0.00614097 | 6.45299e-05 / -6.45299e-05 | -0.000634209 / 0.000634307 | -2.69103e-06 / 2.75219e-06 | -0.00793109 / 0.00793109 | 0 / 0 | 0 / 0 | 0.000149446 / -0.000149446 | 8.67565e-06 / -8.74102e-06 |
 | Effective NP 8 | 0.000137989 / -0.000137989 | -5.56869e-05 / 5.56869e-05 | -0.00133101 / 0.00133101 | -0.00074038 / 0.000740464 | -0.000711263 / 0.000711263 | 0.00102987 / -0.00102987 | 0.00040547 / -0.00040547 | 0.00056153 / -0.00056153 | 0.00109637 / -0.00109637 | 0.000431775 / -0.000431775 | 0.000472152 / -0.000472152 | 8.62965e-05 / -8.62965e-05 | 0.000259036 / -0.000259036 | 0 / 0 | 0 / 0 | -0.00014832 / 0.00014832 | 0.000353343 / -0.000353306 |
 | #eta intercalib. (model) | 0.000170298 / -0.000170298 | -0.0421048 / 0.0421047 | -0.0149851 / 0.0149851 | 0.000272528 / -0.000272444 | -0.010621 / 0.010621 | 0.0147377 / -0.0147377 | 0.0100211 / -0.0100211 | 0.00705695 / -0.00705695 | 0.0150414 / -0.0150414 | 0.0159201 / -0.0159201 | 0.0135167 / -0.0135166 | 0.000154123 / -0.000154062 | -0.0223588 / 0.0223588 | 0 / 0 | 0 / 0 | 0.00289075 / -0.00289075 | -0.0145503 / 0.0145503 |
 | #eta intercalib. (stat.) | 0.000157542 / -0.000157542 | 1.75339e-05 / -1.75339e-05 | -0.00510461 / 0.00510461 | -0.000502128 / 0.000502212 | -0.00614557 / 0.00614557 | 0.0107637 / -0.0107637 | 0.00826975 / -0.00826975 | 0.003121 / -0.003121 | 0.0121839 / -0.0121839 | 0.00478955 / -0.00478955 | 0.00859118 / -0.00859108 | 0.000171553 / -0.000171492 | 0.0106708 / -0.0106708 | 0 / 0 | 0 / 0 | 0.00319286 / -0.00319286 | -0.00530056 / 0.00530049 |
 | #eta intercalib. (stat.) | 8.85475e-05 / -8.85475e-05 | -0.000386573 / 0.000386573 | 0.00469471 / -0.00469471 | -0.00042047 / 0.000420554 | 0.00506052 / -0.00506052 | -0.00970541 / 0.00970541 | -0.00732809 / 0.00732809 | -0.0025121 / 0.0025121 | -0.00914162 / 0.00914162 | -0.00711208 / 0.00711208 | -0.0092946 / 0.0092946 | -0.000157976 / 0.000158037 | -0.00992275 / 0.00992275 | 0 / 0 | 0 / 0 | -0.00311038 / 0.00311038 | 0.00604727 / -0.00604724 |
 | Flavour composition | -0.10795 / 0.10795 | -0.156063 / 0.156063 | -0.0286531 / 0.0286531 | -0.0291724 / 0.0291724 | -0.0525669 / 0.052567 | 0.126299 / -0.126299 | 0.10619 / -0.10619 | 0.092557 / -0.092557 | 0.124399 / -0.124399 | 0.0738808 / -0.0738808 | 0.0276544 / -0.0276544 | -0.0354203 / 0.0354203 | -0.0523605 / 0.0523606 | 0 / 0 | 0 / 0 | -0.280628 / 0.280628 | 0.0736247 / -0.0736247 |
 | Flavor response | -0.000100186 / 0.000100186 | 0.0412022 / -0.0412022 | 0.0148123 / -0.0148123 | -0.000933519 / 0.000933519 | 0.0165366 / -0.0165366 | -0.0355837 / 0.0355837 | -0.0193378 / 0.0193378 | -0.00720602 / 0.00720602 | -0.0391652 / 0.0391652 | -0.0259892 / 0.0259892 | -0.0187479 / 0.018748 | 0.0428293 / -0.0428292 | 0.0199503 / -0.0199503 | 0 / 0 | 0 / 0 | -0.00413262 / 0.00413262 | 0.0230108 / -0.0230109 |
 | Pile-up offset mu term | -0.000145438 / 0.000145438 | 5.74177e-05 / -5.74177e-05 | 0.00394901 / -0.00394901 | 0.00114909 / -0.00114909 | 0.00184093 / -0.00184093 | -0.00184309 / 0.00184309 | -0.00701209 / 0.00701209 | 0.00012043 / -0.00012043 | 0.00212938 / -0.00212938 | -0.00289147 / 0.00289147 | 0.00172204 / -0.00172204 | -6.90494e-05 / 6.90494e-05 | -0.00873466 / 0.00873466 | 0 / 0 | 0 / 0 | -0.000152018 / 0.000152018 | -0.000715186 / 0.000715121 |
 | Pile-up offset NPV term | -0.0195821 / 0.0195821 | -0.0426611 / 0.0426611 | -0.0117218 / 0.0117218 | 0.000429627 / -0.000429627 | -0.00656058 / 0.00656058 | 0.0179951 / -0.0179951 | 0.0129818 / -0.0129818 | 0.00593296 / -0.00593303 | 0.0170517 / -0.0170517 | 0.00659584 / -0.00659584 | 0.00135253 / -0.00135244 | -0.044387 / 0.044387 | 0.0569079 / -0.0569079 | 0 / 0 | 0 / 0 | 0.00324254 / -0.00324254 | 0.116921 / -0.11692 |
 | Pile-up offset p_{T} term | 9.67411e-05 / -9.67411e-05 | -0.000137787 / 0.000137787 | 0.000109646 / -0.000109646 | -7.17445e-05 / 7.17445e-05 | -0.000115258 / 0.000115258 | -0.000548133 / 0.000548133 | 0.000262971 / -0.000262971 | 0.000632439 / -0.000632439 | -0.000841165 / 0.000841165 | 0.000233616 / -0.000233616 | 0.00325418 / -0.00325418 | 2.99071e-05 / -2.99071e-05 | 0.00207808 / -0.00207808 | 0 / 0 | 0 / 0 | 0.00275192 / -0.00275192 | -0.000179037 / 0.000179074 |
 | #rho topology | -0.103038 / 0.103038 | -0.283334 / 0.283334 | -0.0288066 / 0.0288066 | -0.0216441 / 0.0216442 | -0.0383208 / 0.0383209 | 0.0926327 / -0.0926327 | 0.0658736 / -0.0658736 | 0.0435355 / -0.0435355 | 0.100479 / -0.100479 | 0.0530103 / -0.0530103 | 0.0481611 / -0.0481611 | -0.011938 / 0.011938 | -0.0152472 / 0.0152472 | 0 / 0 | 0 / 0 | -0.280212 / 0.280212 | 0.100972 / -0.100972 |
 | Punch-through correction | 0 / 0 | 0 / 0 | 0 / 0 | -4.2005e-07 / 4.2005e-07 | -8.48875e-07 / 8.48875e-07 | 1.64061e-05 / -1.64061e-05 | 1.78577e-05 / -1.78577e-05 | 3.58851e-07 / -3.58851e-07 | -0.000112713 / 0.000112713 | 1.33945e-06 / -1.33945e-06 | 1.37253e-06 / -1.37253e-06 | -1.13919e-16 / -1.13919e-16 | 1.06467e-05 / -1.05434e-05 | 0 / 0 | 0 / 0 | -8.03903e-08 / 8.03903e-08 | 0 / 0 |
 | High-p_{T} term | 0 / 0 | 0 / 0 | 0 / 0 | -1.56481e-16 / -1.56481e-16 | 0 / 0 | 1.40223e-07 / -1.40223e-07 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -1.13919e-16 / -1.13919e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 1.82405e-08 / 1.82405e-08 |
 | JER | 0.0122619 / -0.0122619 | 0.484058 / -0.484058 | -0.0641729 / 0.0641729 | -0.131275 / 0.131275 | -0.020029 / 0.020029 | 0.109472 / -0.109472 | -0.132419 / 0.132419 | 0.00498423 / -0.00498423 | 0.0645367 / -0.0645367 | 0.0434718 / -0.0434718 | 0.0924052 / -0.0924052 | -0.31114 / 0.31114 | 0.123647 / -0.123647 | 0 / 0 | 0 / 0 | -0.502779 / 0.502779 | -0.441818 / 0.441818 |
 | MET TST reso. para. | 0 / 0 | 0 / 0 | 0.00250947 / -0.00250947 | 0.00506723 / -0.00506723 | -0.000125539 / 0.000125539 | 0 / 0 | 0 / 0 | 3.01435e-06 / -3.01435e-06 | -0.000668236 / 0.000668236 | 0.00113869 / -0.00113869 | 3.40192e-05 / -3.40192e-05 | -1.13919e-16 / 1.13919e-16 | -4.13465e-07 / 4.13465e-07 | 0 / 0 | 0 / 0 | 0 / 0 | 1.82405e-08 / -1.82405e-08 |
 | MET TST reso. perp. | 0 / 0 | 0 / 0 | 0.00250947 / -0.00250947 | 0.00506723 / -0.00506723 | -0.000125539 / 0.000125539 | 0 / 0 | 0 / 0 | 3.01435e-06 / -3.01435e-06 | -0.000668236 / 0.000668236 | 0.00113869 / -0.00113869 | 3.40192e-05 / -3.40192e-05 | -1.13919e-16 / 1.13919e-16 | -4.13465e-07 / 4.13465e-07 | 0 / 0 | 0 / 0 | 0 / 0 | 1.82405e-08 / -1.82405e-08 |
 | MET TST scale | 0 / 0 | 0 / 0 | 0 / 0 | -1.56481e-16 / -1.56481e-16 | 0 / 1.75684e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -1.13919e-16 / -1.13919e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 1.82405e-08 / 1.82405e-08 |
 | t#bar{t}+#geq 1 c generator | 0 / 0 | 0.0644526 / -0.0644526 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+#geq 1 c PS & Had | 0 / 0 | 0.0307795 / -0.0307795 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+#geq 1 c ISR/FSR | 0 / 0 | -0.0520153 / 0.0520153 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+c#bar{c} norm. | 0 / 0 | 0.5 / -0.5 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+#geq 1 b generator | 0 / 0 | 0 / 0 | 0.0254091 / -0.0254091 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+#geq 1 b PS & Had | 0 / 0 | 0 / 0 | 0.0409066 / -0.0409066 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+#geq 1 b ISR/FSR | 0 / 0 | 0 / 0 | -0.0907188 / 0.0907188 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+#geq 1 b 5F vs 4F | 0 / 0 | 0 / 0 | 0.240373 / -0.240373 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+b#bar{b} scale | 0 / 0 | 0 / 0 | -0.0355996 / 0.0355996 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+b#bar{b} CSS KIN | 0 / 0 | 0 / 0 | 0.047244 / -0.047244 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+b#bar{b} MSTW | 0 / 0 | 0 / 0 | -0.00173731 / 0.00173731 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+b#bar{b} NNPDF | 0 / 0 | 0 / 0 | -0.00947717 / 0.00947717 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+b#bar{b} Q CMMPS | 0 / 0 | 0 / 0 | -0.0192484 / 0.0192484 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+b#bar{b} glo soft | 0 / 0 | 0 / 0 | -0.0323366 / 0.0323366 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+b#bar{b} UE modeling | 0 / 0 | 0 / 0 | -0.0100666 / 0.0100666 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | topEW norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0.15 / -0.15 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | ttH norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.09 / -0.12 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | V+jets norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.3 / -0.3 | 0.3 / -0.3 | 0.3 / -0.3 | 0.3 / -0.3 | 0.3 / -0.3 | 0.3 / -0.3 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | V+cjets norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.3 / -0.3 | 0 / 0 | 0 / 0 | 0.3 / -0.3 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | V+bjets norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.3 / -0.3 | 0 / 0 | 0 / 0 | 0.3 / -0.3 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Single top tW dia. sub. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.135155 / 0.135155 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Single top s-chan. rad. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0107688 / -0.0107688 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Single top t-chan. rad. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.125417 / -0.125417 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Single top tW rad. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0608636 / -0.0608636 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Single-top norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.05 / -0.04 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Dibosons norm. 4j | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.34 / -0.34 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | QCDE norm. 4j4b | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.5 / -0.5 | 0 / 0 | 0 / 0 | 0 / 0 |
 | QCDMU norm. 4j4b | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.5 / -0.5 | 0 / 0 | 0 / 0 |
 | SM 4tops norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.3 / -0.3 | 0 / 0 |
 | signal generator | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0361844 / -0.0361844 |
 | signal PS & Had | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0554334 / 0.0554334 |
 | signal ISR/FSR | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0287634 / 0.0287634 |
