 |       | t#bar{t}+light      | t#bar{t}+cc      | t#bar{t}+bb      | topEW      | ttH      | W+jetslight      | W+jetscharm      | W+jetsbeauty      | Z+jetslight      | Z+jetscharm      | Z+jetsbeauty      | Single-top      | Dibosons      | QCDE      | QCDMU      | SM-4tops      | t#rightarrow Hu |
 | Effective NP 6 | 0.00105903 / -0.00105903 | 0.000824243 / -0.000824243 | 0.00025034 / -0.00025034 | -0.000223756 / 0.000223756 | -0.0009453 / 0.0009453 | 0.00269225 / -0.00269225 | 0.00117946 / -0.00117946 | 0.00406736 / -0.00406736 | 0.00453901 / -0.00453901 | 0.000727713 / -0.000727713 | -9.01818e-05 / 9.01818e-05 | 0.00142938 / -0.00142938 | 0.00366431 / -0.00366431 | 0 / 0 | 0 / 0 | -0.00300291 / 0.00300291 | 0.000761271 / -0.000761271 |
 | Effective NP 7 | -0.00152558 / 0.00152558 | -0.00117385 / 0.00117385 | -0.00119847 / 0.00119847 | 0.000461817 / -0.000461817 | 0.000616372 / -0.000616372 | -0.00498062 / 0.00498062 | -0.0020428 / 0.0020428 | -0.00465116 / 0.00465116 | 0.00128111 / -0.00128111 | -0.00157112 / 0.00157112 | -0.00186139 / 0.00186139 | -0.00101289 / 0.00101289 | -0.00322685 / 0.00322685 | 0 / 0 | 0 / 0 | 0.00479111 / -0.00479111 | -0.00135279 / 0.00135279 |
 | Effective NP 8 | 0.000605613 / -0.000605613 | 0.00102279 / -0.00102279 | 0.000349849 / -0.000349849 | -0.000618845 / 0.000618845 | -0.000840753 / 0.000840753 | -0.0013549 / 0.0013549 | -0.00360918 / 0.00360918 | 0.00191608 / -0.00191608 | -0.00232998 / 0.00232998 | 0.000724494 / -0.000724494 | 0.0017637 / -0.0017637 | 0.000355929 / -0.000355929 | 0.0012916 / -0.0012916 | 0 / 0 | 0 / 0 | 0.00540012 / -0.00540012 | 0.00344047 / -0.00344047 |
 | #eta intercalib. (model) | 0.00712279 / -0.00712279 | 0.00209266 / -0.00209266 | 0.000407577 / -0.000407577 | -0.00128835 / 0.00128835 | -0.00160998 / 0.00160998 | 0.0126039 / -0.0126039 | 0.0148666 / -0.0148666 | 0.0214309 / -0.0214309 | 0.00816986 / -0.00816986 | 0.0283898 / -0.0283898 | 0.0150857 / -0.0150857 | 0.0105102 / -0.0105102 | 0.0157442 / -0.0157442 | 0 / 0 | 0 / 0 | -0.0225195 / 0.0225195 | 0.017959 / -0.017959 |
 | #eta intercalib. (stat.) | 0.00427327 / -0.00427327 | 0.00378111 / -0.00378111 | 0.000964224 / -0.000964224 | -0.00209773 / 0.00209773 | -0.00360566 / 0.00360566 | 0.00862861 / -0.00862861 | 0.0107306 / -0.0107306 | 0.00989681 / -0.00989681 | 0.0128396 / -0.0128396 | 0.00187868 / -0.00187868 | 0.00883815 / -0.00883815 | 0.00523099 / -0.00523099 | 0.0082573 / -0.0082573 | 0 / 0 | 0 / 0 | -0.00649172 / 0.00649172 | 0.0119405 / -0.0119405 |
 | #eta intercalib. (stat.) | -0.00294897 / 0.00294897 | -0.000999123 / 0.000999123 | -0.000923455 / 0.000923455 | 0.000768185 / -0.000768185 | 0.000809312 / -0.000809312 | -0.00736794 / 0.00736794 | -0.0041714 / 0.0041714 | -0.0135509 / 0.0135509 | -0.00419694 / 0.00419694 | -0.00897899 / 0.00897899 | -0.00918558 / 0.00918558 | -0.00189072 / 0.00189072 | -0.00573996 / 0.00573996 | 0 / 0 | 0 / 0 | 0.0130181 / -0.0130181 | -0.00750494 / 0.00750494 |
 | Flavour composition | 0.0347986 / -0.0347986 | 0.0128022 / -0.0128022 | 0.00903329 / -0.00903329 | -0.00818795 / 0.00818795 | -0.0224114 / 0.0224114 | 0.110377 / -0.110377 | 0.0932875 / -0.0932875 | 0.0823003 / -0.0823003 | 0.109325 / -0.109325 | 0.0701053 / -0.0701053 | 0.0841058 / -0.0841058 | 0.0566004 / -0.0566004 | 0.0732647 / -0.0732647 | 0 / 0 | 0 / 0 | -0.135031 / 0.135031 | 0.0605466 / -0.0605466 |
 | Flavor response | -0.0114947 / 0.0114947 | -0.00450695 / 0.00450695 | 0.000331253 / -0.000331253 | 0.00283206 / -0.00283206 | 0.0054996 / -0.0054996 | -0.0382164 / 0.0382164 | -0.0348278 / 0.0348278 | -0.0412436 / 0.0412436 | -0.0452375 / 0.0452375 | -0.0308503 / 0.0308503 | -0.020296 / 0.020296 | -0.017168 / 0.017168 | -0.0302912 / 0.0302912 | 0 / 0 | 0 / 0 | 0.0599749 / -0.0599749 | -0.0309822 / 0.0309822 |
 | Pile-up offset mu term | -0.00106946 / 0.00106946 | -0.00137708 / 0.00137708 | 0.000392169 / -0.000392169 | -0.000552326 / 0.000552326 | 0.00112969 / -0.00112969 | -0.00370407 / 0.00370407 | -0.00228855 / 0.00228855 | -0.00132141 / 0.00132141 | -0.00878367 / 0.00878367 | -0.00497201 / 0.00497201 | 0.00477225 / -0.00477225 | -0.00093475 / 0.00093475 | 0.000349551 / -0.000349551 | 0 / 0 | 0 / 0 | -0.00621635 / 0.00621635 | -0.00621867 / 0.00621867 |
 | Pile-up offset NPV term | 0.0055685 / -0.0055685 | 0.00242245 / -0.00242245 | 0.00415733 / -0.00415733 | -0.00221771 / 0.00221771 | -0.00268644 / 0.00268644 | 0.00852185 / -0.00852185 | 0.0164784 / -0.0164784 | 0.0216081 / -0.0216081 | 0.00454855 / -0.00454855 | -0.012403 / 0.012403 | 0.00574195 / -0.00574195 | 0.00611356 / -0.00611356 | 0.0105959 / -0.0105959 | 0 / 0 | 0 / 0 | -0.0628484 / 0.0628484 | 0.00537974 / -0.00537974 |
 | Pile-up offset p_{T} term | -0.000528634 / 0.000528634 | -0.0013648 / 0.0013648 | -0.000185639 / 0.000185639 | -0.00156626 / 0.00156626 | 0.00152874 / -0.00152874 | 0.00243688 / -0.00243688 | -0.0030787 / 0.0030787 | 0.00918838 / -0.00918838 | 0.00670278 / -0.00670278 | 0.00277171 / -0.00277171 | -0.00230855 / 0.00230855 | -0.00100794 / 0.00100794 | 0.00158048 / -0.00158048 | 0 / 0 | 0 / 0 | 0.0108977 / -0.0108977 | 0.00646546 / -0.00646546 |
 | #rho topology | 0.0278512 / -0.0278512 | 0.00828615 / -0.00828615 | 0.00304437 / -0.00304437 | -0.00402907 / 0.00402907 | -0.0159403 / 0.0159403 | 0.0787274 / -0.0787274 | 0.0744167 / -0.0744167 | 0.0785327 / -0.0785327 | 0.0795916 / -0.0795916 | 0.050235 / -0.050235 | 0.0576954 / -0.0576954 | 0.0423644 / -0.0423644 | 0.0553823 / -0.0553823 | 0 / 0 | 0 / 0 | -0.0994219 / 0.0994219 | 0.0419226 / -0.0419226 |
 | Punch-through correction | 1.58548e-05 / -1.58548e-05 | -5.54621e-05 / 5.54621e-05 | -7.58469e-05 / 7.58469e-05 | -2.63155e-05 / 2.63155e-05 | -5.86808e-05 / 5.86808e-05 | -0.000101447 / 0.000101447 | -5.00679e-06 / 5.00679e-06 | 1.75834e-05 / -1.75834e-05 | -1.19209e-07 / 1.19209e-07 | -3.57628e-07 / 3.57628e-07 | -5.63264e-06 / 5.63264e-06 | -5.00679e-06 / 5.00679e-06 | 2.98023e-06 / -2.98023e-06 | 0 / 0 | 0 / 0 | 5.06639e-07 / -5.06639e-07 | 0 / 0 |
 | High-p_{T} term | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JER | 0.0198247 / -0.0198247 | 0.0127754 / -0.0127754 | -0.00777376 / 0.00777376 | 0.00254521 / -0.00254521 | -0.00064072 / 0.00064072 | 0.0509461 / -0.0509461 | -0.0143225 / 0.0143225 | -0.0141232 / 0.0141232 | 0.0797378 / -0.0797378 | 0.0444503 / -0.0444503 | -0.00865239 / 0.00865239 | 0.01203 / -0.01203 | 0.0151966 / -0.0151966 | 0 / 0 | 0 / 0 | -0.0297671 / 0.0297671 | 0.0091759 / -0.0091759 |
 | MET TST reso. para. | -0.000328094 / 0.000328094 | -0.000279337 / 0.000279337 | -0.001131 / 0.001131 | -0.00168011 / 0.00168011 | 0.000404537 / -0.000404537 | 0.00130486 / -0.00130486 | -0.00155863 / 0.00155863 | -0.0326505 / 0.0326505 | -0.000390559 / 0.000390559 | -0.00466973 / 0.00466973 | -0.00118211 / 0.00118211 | -0.00272897 / 0.00272897 | -0.000376016 / 0.000376016 | 0 / 0 | 0 / 0 | -0.00530082 / 0.00530082 | 0.0021027 / -0.0021027 |
 | MET TST reso. perp. | -0.0012486 / 0.0012486 | -0.000155061 / 0.000155061 | 0.000425488 / -0.000425488 | -0.000603169 / 0.000603169 | 0.00242791 / -0.00242791 | -0.00303152 / 0.00303152 | -0.0037472 / 0.0037472 | 0.000769079 / -0.000769079 | -0.00305125 / 0.00305125 | -0.00628152 / 0.00628152 | -0.00235075 / 0.00235075 | 0.000949085 / -0.000949085 | -0.00112799 / 0.00112799 | 0 / 0 | 0 / 0 | -0.0138932 / 0.0138932 | 0.00323984 / -0.00323984 |
 | MET TST scale | -0.000762463 / 0.000762463 | -0.000585854 / 0.000585854 | -0.000125051 / 0.000125051 | -0.000793517 / 0.000793517 | -0.00108927 / 0.00108927 | -0.00122184 / 0.00122184 | 0.000708461 / -0.000708461 | 0.0136005 / -0.0136005 | -0.00278634 / 0.00278634 | -0.00243646 / 0.00243646 | 0.00233567 / -0.00233567 | -0.00068891 / 0.00068891 | 0.0012852 / -0.0012852 | 0 / 0 | 0 / 0 | 0 / 0 | -0.000874668 / 0.000874668 |
 | t#bar{t}+#geq 1 c generator | 0 / 0 | 0.0705459 / -0.0705459 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+#geq 1 c PS & Had | 0 / 0 | 0.100163 / -0.100163 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+#geq 1 c ISR/FSR | 0 / 0 | 0.00814438 / -0.00814438 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+c#bar{c} norm. | 0 / 0 | 0.435428 / -0.435428 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | ttbbNorm | 0 / 0 | 0 / 0 | 0.136347 / -0.136347 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+#geq 1 b generator | 0 / 0 | 0 / 0 | 0.00417575 / -0.00417575 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+#geq 1 b PS & Had | 0 / 0 | 0 / 0 | 0.0145243 / -0.0145243 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+#geq 1 b ISR/FSR | 0 / 0 | 0 / 0 | 0.00637487 / -0.00637487 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+#geq 1 b 5F vs 4F | 0 / 0 | 0 / 0 | 0.0186685 / -0.0186685 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+b#bar{b} scale | 0 / 0 | 0 / 0 | 0.00144678 / -0.00144678 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+b#bar{b} CSS KIN | 0 / 0 | 0 / 0 | -0.0020974 / 0.0020974 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+b#bar{b} MSTW | 0 / 0 | 0 / 0 | -0.000609875 / 0.000609875 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+b#bar{b} NNPDF | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+b#bar{b} Q CMMPS | 0 / 0 | 0 / 0 | -0.000724018 / 0.000724018 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+b#bar{b} glo soft | 0 / 0 | 0 / 0 | -0.000466853 / 0.000466853 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+b#bar{b} UE modeling | 0 / 0 | 0 / 0 | -0.000113338 / 0.000113338 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | topEW norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0.148964 / -0.148964 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | ttH norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.104156 / -0.104156 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | V+jets norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.286564 / -0.286564 | 0.286564 / -0.286564 | 0.286565 / -0.286565 | 0.286565 / -0.286565 | 0.286565 / -0.286565 | 0.286564 / -0.286564 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | V+cjets norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.298043 / -0.298043 | 0 / 0 | 0 / 0 | 0.298043 / -0.298043 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | V+bjets norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.286821 / -0.286821 | 0 / 0 | 0 / 0 | 0.286821 / -0.286821 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Single top tW dia. sub. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.195781 / 0.195781 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Single top s-chan. rad. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.000744939 / -0.000744939 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Single top t-chan. rad. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00606433 / -0.00606433 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Single top tW rad. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0148506 / -0.0148506 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Single-top norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0447392 / -0.0447392 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Dibosons norm. 5j | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.417274 / -0.417274 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | QCDE norm. 5j2b | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.356281 / -0.356281 | 0 / 0 | 0 / 0 | 0 / 0 |
 | QCDMU norm. 5j2b | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.48832 / -0.48832 | 0 / 0 | 0 / 0 |
 | SM 4tops norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.297945 / -0.297945 | 0 / 0 |
