 |       | t#bar{t}+light      | t#bar{t}+cc      | t#bar{t}+bb      | topEW      | ttH      | W+jetslight      | W+jetscharm      | W+jetsbeauty      | Z+jetslight      | Z+jetscharm      | Z+jetsbeauty      | Single-top      | Dibosons      | QCDE      | QCDMU      | SM-4tops      | t#rightarrow Hu |
 | Effective NP 2 | -0.000716877 / 0.000716877 | 0.00343211 / -0.00343211 | 0.00285453 / -0.00285453 | 0.00478527 / -0.00478527 | 0.00785687 / -0.00785687 | -0.0128937 / 0.0128937 | -0.0134667 / 0.0134667 | -0.00879276 / 0.00879276 | -0.0166754 / 0.0166754 | -0.0120919 / 0.0120919 | -0.0130725 / 0.0130725 | -0.00399777 / 0.00399777 | 0.00148683 / -0.00148683 | 0 / 0 | 0 / 0 | 0.038528 / -0.038528 | 0.000689624 / -0.000689624 |
 | Effective NP 3 | 0.000310087 / -0.000310087 | 0.000416013 / -0.000416013 | 0.00110667 / -0.00110667 | -0.00159702 / 0.00159702 | -0.0008656 / 0.0008656 | 0.00171897 / -0.00171897 | 0.00193359 / -0.00193359 | 0.000896307 / -0.000896307 | 0.00674474 / -0.00674474 | 0.00286015 / -0.00286015 | 0.00167651 / -0.00167651 | 0.000764987 / -0.000764987 | -0.00129806 / 0.00129806 | 0 / 0 | 0 / 0 | 8.9367e-05 / -8.9367e-05 | -0.00219113 / 0.00219113 |
 | Effective NP 4 | -0.000408627 / 0.000408627 | -0.00109884 / 0.00109884 | -0.000970987 / 0.000970987 | 0.000813035 / -0.000813035 | -0.000196123 / 0.000196123 | -0.00167782 / 0.00167782 | -0.00102264 / 0.00102264 | -0.00129691 / 0.00129691 | -0.00396584 / 0.00396584 | -0.00252246 / 0.00252246 | -0.00125501 / 0.00125501 | -0.000919591 / 0.000919591 | 0.000541539 / -0.000541539 | 0 / 0 | 0 / 0 | -4.02189e-05 / 4.02189e-05 | 0.00168964 / -0.00168964 |
 | Effective NP 5 | 0.000269551 / -0.000269551 | 0.000489964 / -0.000489964 | 0.00131837 / -0.00131837 | 3.55335e-05 / -3.55335e-05 | 0.00119836 / -0.00119836 | -0.000122695 / 0.000122695 | -2.32189e-05 / 2.32189e-05 | 2.53304e-05 / -2.53304e-05 | -0.00114572 / 0.00114572 | 0.00231917 / -0.00231917 | -0.0014824 / 0.0014824 | 0.000283115 / -0.000283115 | -0.000572087 / 0.000572087 | 0 / 0 | 0 / 0 | 4.83668e-07 / -4.83668e-07 | -0.000750579 / 0.000750579 |
 | Effective NP 6 | 0.000130655 / -0.000130655 | -0.00076379 / 0.00076379 | -0.00117924 / 0.00117924 | -0.00137846 / 0.00137846 | -0.00164625 / 0.00164625 | 0.00234292 / -0.00234292 | 0.00170079 / -0.00170079 | -0.00011343 / 0.00011343 | 0.00527751 / -0.00527751 | -0.00225513 / 0.00225513 | 0.00383241 / -0.00383241 | 0.000831869 / -0.000831869 | -6.50372e-05 / 6.50372e-05 | 0 / 0 | 0 / 0 | 4.6953e-05 / -4.6953e-05 | -0.000750924 / 0.000750924 |
 | Effective NP 7 | -0.000140419 / 0.000140419 | 0.000273355 / -0.000273355 | -0.000176758 / 0.000176758 | 0.00117909 / -0.00117909 | 0.000415477 / -0.000415477 | -0.00309025 / 0.00309025 | -0.00170413 / 0.00170413 | -0.000342007 / 0.000342007 | -0.00788842 / 0.00788842 | -0.00529037 / 0.00529037 | -0.00525188 / 0.00525188 | -0.00199059 / 0.00199059 | 0.00014492 / -0.00014492 | 0 / 0 | 0 / 0 | 0.0238747 / -0.0238747 | 0.00106793 / -0.00106793 |
 | Effective NP 8 | -0.000114933 / 0.000114933 | -0.000649593 / 0.000649593 | -0.000670951 / 0.000670951 | 0.000115851 / -0.000115851 | -0.000378356 / 0.000378356 | 0.00107988 / -0.00107988 | 6.13015e-05 / -6.13015e-05 | 0.000729989 / -0.000729989 | 0.00207386 / -0.00207386 | 0.00236895 / -0.00236895 | 0.00119092 / -0.00119092 | 0.000439264 / -0.000439264 | 0.00194306 / -0.00194306 | 0 / 0 | 0 / 0 | 4.68786e-06 / -4.68786e-06 | 0.000928086 / -0.000928086 |
 | #eta intercalib. (model) | 5.65708e-05 / -5.65708e-05 | -0.00329039 / 0.00329039 | -0.00450827 / 0.00450827 | -0.00649304 / 0.00649304 | -0.00946134 / 0.00946134 | 0.0147064 / -0.0147064 | 0.0057973 / -0.0057973 | 0.00811928 / -0.00811928 | 0.0124807 / -0.0124807 | 0.0130533 / -0.0130533 | 0.0153937 / -0.0153937 | 0.00682212 / -0.00682212 | 0.00421839 / -0.00421839 | 0 / 0 | 0 / 0 | -0.0456128 / 0.0456128 | -0.00151839 / 0.00151839 |
 | #eta intercalib. (stat.) | -0.000223775 / 0.000223775 | -0.00380404 / 0.00380404 | -0.0035945 / 0.0035945 | -0.00340599 / 0.00340599 | -0.00617839 / 0.00617839 | 0.00905117 / -0.00905117 | 0.0101009 / -0.0101009 | 0.00520976 / -0.00520976 | 0.0104412 / -0.0104412 | 0.011456 / -0.011456 | 0.0112714 / -0.0112714 | 0.00302105 / -0.00302105 | 0.00318197 / -0.00318197 | 0 / 0 | 0 / 0 | -0.0237736 / 0.0237736 | 0.00220471 / -0.00220471 |
 | #eta intercalib. (stat.) | 0.000101854 / -0.000101854 | 0.00272105 / -0.00272105 | 0.00220691 / -0.00220691 | 0.00235567 / -0.00235567 | 0.00219397 / -0.00219397 | -0.00794484 / 0.00794484 | -0.00601318 / 0.00601318 | -0.000729108 / 0.000729108 | -0.00633178 / 0.00633178 | -0.00303174 / 0.00303174 | -0.0135488 / 0.0135488 | -0.000716439 / 0.000716439 | -0.00161137 / 0.00161137 | 0 / 0 | 0 / 0 | -0.019648 / 0.019648 | -0.00801808 / 0.00801808 |
 | Flavour composition | -0.00323094 / 0.00323094 | -0.0345144 / 0.0345144 | -0.0370182 / 0.0370182 | -0.044699 / 0.044699 | -0.0679837 / 0.0679837 | 0.119326 / -0.119326 | 0.100302 / -0.100302 | 0.0758028 / -0.0758028 | 0.116872 / -0.116872 | 0.107806 / -0.107806 | 0.0878728 / -0.0878728 | 0.0340535 / -0.0340535 | 0.0736888 / -0.0736888 | 0 / 0 | 0 / 0 | -0.15609 / 0.15609 | 0.00987253 / -0.00987253 |
 | Flavor response | 0.0018091 / -0.0018091 | 0.01189 / -0.01189 | 0.0146548 / -0.0146548 | 0.0131692 / -0.0131692 | 0.0187964 / -0.0187964 | -0.0312968 / 0.0312968 | -0.0243 / 0.0243 | -0.017522 / 0.017522 | -0.0325801 / 0.0325801 | -0.0332431 / 0.0332431 | -0.0316387 / 0.0316387 | -0.0106319 / 0.0106319 | -0.014641 / 0.014641 | 0 / 0 | 0 / 0 | 0.028724 / -0.028724 | -0.00891423 / 0.00891423 |
 | Pile-up offset mu term | -0.000144898 / 0.000144898 | 0.00125776 / -0.00125776 | 0.00103074 / -0.00103074 | 0.00109367 / -0.00109367 | 0.00114178 / -0.00114178 | -0.00261635 / 0.00261635 | -0.00405408 / 0.00405408 | -0.00239614 / 0.00239614 | -0.00378861 / 0.00378861 | -0.00840863 / 0.00840863 | -0.00859702 / 0.00859702 | -0.00145636 / 0.00145636 | -0.00433893 / 0.00433893 | 0 / 0 | 0 / 0 | 0.0171863 / -0.0171863 | 0.0018679 / -0.0018679 |
 | Pile-up offset NPV term | -0.000774612 / 0.000774612 | -0.00397946 / 0.00397946 | -0.00506197 / 0.00506197 | -0.0037436 / 0.0037436 | -0.00866058 / 0.00866058 | 0.0174568 / -0.0174568 | 0.0054375 / -0.0054375 | 0.00682409 / -0.00682409 | 0.0162774 / -0.0162774 | 0.016061 / -0.016061 | 0.00790897 / -0.00790897 | 0.00306448 / -0.00306448 | -0.00145588 / 0.00145588 | 0 / 0 | 0 / 0 | 0.0083835 / -0.0083835 | 0.00287587 / -0.00287587 |
 | Pile-up offset p_{T} term | -0.00120586 / 0.00120586 | -0.00219043 / 0.00219043 | -0.000287358 / 0.000287358 | -0.00101949 / 0.00101949 | 0.000166859 / -0.000166859 | -0.0007726 / 0.0007726 | -0.00131297 / 0.00131297 | -0.00412352 / 0.00412352 | -0.00259261 / 0.00259261 | 0.00698801 / -0.00698801 | -0.00149783 / 0.00149783 | -2.37932e-05 / 2.37932e-05 | 0.00387003 / -0.00387003 | 0 / 0 | 0 / 0 | 0.0170014 / -0.0170014 | 0.00189186 / -0.00189186 |
 | #rho topology | -0.000904461 / 0.000904461 | -0.02396 / 0.02396 | -0.0262868 / 0.0262868 | -0.0298418 / 0.0298418 | -0.0482091 / 0.0482091 | 0.0832003 / -0.0832003 | 0.0706507 / -0.0706507 | 0.0469688 / -0.0469688 | 0.0908045 / -0.0908045 | 0.0723926 / -0.0723926 | 0.0537158 / -0.0537158 | 0.0222709 / -0.0222709 | 0.0415903 / -0.0415903 | 0 / 0 | 0 / 0 | -0.0552326 / 0.0552326 | 0.00342915 / -0.00342915 |
 | Punch-through correction | -8.59984e-06 / 8.59984e-06 | -8.42632e-06 / 8.42632e-06 | -0.00017669 / 0.00017669 | 8.47271e-06 / -8.47271e-06 | 6.18374e-05 / -6.18374e-05 | 0.000108549 / -0.000108549 | 4.72734e-05 / -4.72734e-05 | -4.08256e-06 / 4.08256e-06 | -0.000122412 / 0.000122412 | 2.3242e-05 / -2.3242e-05 | -1.31648e-05 / 1.31648e-05 | 4.61787e-05 / -4.61787e-05 | -9.30734e-06 / 9.30734e-06 | 0 / 0 | 0 / 0 | -7.44105e-08 / 7.44105e-08 | 0 / 0 |
 | High-p_{T} term | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -4.96338e-08 / 4.96338e-08 | -3.07827e-07 / 3.07827e-07 | -4.63927e-08 / 4.63927e-08 | 0 / 0 | 4.08858e-07 / -4.08858e-07 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JER | 0.0071298 / -0.0071298 | -0.00913507 / 0.00913507 | -0.00860151 / 0.00860151 | -0.0095759 / 0.0095759 | -0.000117055 / 0.000117055 | 0.0716511 / -0.0716511 | 0.019916 / -0.019916 | 0.0348213 / -0.0348213 | 0.126184 / -0.126184 | -0.0212198 / 0.0212198 | 0.0329205 / -0.0329205 | 0.0209607 / -0.0209607 | -0.00514827 / 0.00514827 | 0 / 0 | 0 / 0 | 0.0554809 / -0.0554809 | -0.0163776 / 0.0163776 |
 | MET TST reso. para. | -0.00039389 / 0.00039389 | -5.9986e-05 / 5.9986e-05 | -0.000607221 / 0.000607221 | -0.000184325 / 0.000184325 | 0.00115267 / -0.00115267 | 0.00112252 / -0.00112252 | 0.00119454 / -0.00119454 | 2.8949e-05 / -2.8949e-05 | -0.00129673 / 0.00129673 | -0.000260033 / 0.000260033 | -0.00430727 / 0.00430727 | 0.000929067 / -0.000929067 | 0.00333408 / -0.00333408 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00363382 / -0.00363382 |
 | MET TST reso. perp. | -0.000600734 / 0.000600734 | 0.000163341 / -0.000163341 | -0.0010132 / 0.0010132 | -0.000159166 / 0.000159166 | 0.00027321 / -0.00027321 | -0.000714132 / 0.000714132 | -0.00454308 / 0.00454308 | 0.000413452 / -0.000413452 | 0.0048652 / -0.0048652 | -0.00533993 / 0.00533993 | -0.00196846 / 0.00196846 | -0.000661883 / 0.000661883 | 0.00617071 / -0.00617071 | 0 / 0 | 0 / 0 | -0.0124886 / 0.0124886 | 0.00417899 / -0.00417899 |
 | MET TST scale | -0.000468422 / 0.000468422 | -0.00103767 / 0.00103767 | 0.000447053 / -0.000447053 | -0.000158301 / 0.000158301 | -1.46937e-05 / 1.46937e-05 | -0.000663158 / 0.000663158 | 0.000857825 / -0.000857825 | -0.000566455 / 0.000566455 | 0.00141505 / -0.00141505 | 0.000911344 / -0.000911344 | -0.000176072 / 0.000176072 | -0.000260077 / 0.000260077 | 0.000766456 / -0.000766456 | 0 / 0 | 0 / 0 | 0.00731723 / -0.00731723 | -0.00108568 / 0.00108568 |
 | t#bar{t}+#geq 1 c generator | 0 / 0 | 0.0391091 / -0.0391091 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+#geq 1 c PS & Had | 0 / 0 | 0.0562152 / -0.0562152 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+#geq 1 c ISR/FSR | 0 / 0 | -0.0363751 / 0.0363751 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+c#bar{c} norm. | 0 / 0 | 0.5 / -0.5 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+#geq 1 b generator | 0 / 0 | 0 / 0 | -0.0059517 / 0.0059517 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+#geq 1 b PS & Had | 0 / 0 | 0 / 0 | 0.0266601 / -0.0266601 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+#geq 1 b ISR/FSR | 0 / 0 | 0 / 0 | -0.0381711 / 0.0381711 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+#geq 1 b 5F vs 4F | 0 / 0 | 0 / 0 | 0.0559919 / -0.0559919 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+b#bar{b} scale | 0 / 0 | 0 / 0 | 0.00344017 / -0.00344017 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+b#bar{b} CSS KIN | 0 / 0 | 0 / 0 | -0.00561221 / 0.00561221 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+b#bar{b} MSTW | 0 / 0 | 0 / 0 | -0.000460541 / 0.000460541 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+b#bar{b} NNPDF | 0 / 0 | 0 / 0 | 0.000373275 / -0.000373275 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+b#bar{b} Q CMMPS | 0 / 0 | 0 / 0 | 0.00167815 / -0.00167815 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+b#bar{b} glo soft | 0 / 0 | 0 / 0 | 0.00268475 / -0.00268475 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+b#bar{b} UE modeling | 0 / 0 | 0 / 0 | 0.000918924 / -0.000918924 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | topEW norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0.15 / -0.15 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | ttH norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.09 / -0.12 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | V+jets norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.3 / -0.3 | 0.3 / -0.3 | 0.3 / -0.3 | 0.3 / -0.3 | 0.3 / -0.3 | 0.3 / -0.3 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | V+cjets norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.3 / -0.3 | 0 / 0 | 0 / 0 | 0.3 / -0.3 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | V+bjets norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.3 / -0.3 | 0 / 0 | 0 / 0 | 0.3 / -0.3 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Single top tW dia. sub. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.119876 / 0.119876 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Single top s-chan. rad. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.000262412 / 0.000262412 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Single top t-chan. rad. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0209832 / 0.0209832 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Single top tW rad. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00317788 / -0.00317788 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Single-top norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.05 / -0.04 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Dibosons norm. 4j | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.34 / -0.34 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | QCDE norm. 4j2b | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.5 / -0.5 | 0 / 0 | 0 / 0 | 0 / 0 |
 | QCDMU norm. 4j2b | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.5 / -0.5 | 0 / 0 | 0 / 0 |
 | SM 4tops norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.3 / -0.3 | 0 / 0 |
 | signal generator | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0266133 / -0.0266133 |
 | signal PS & Had | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0341444 / -0.0341444 |
 | signal ISR/FSR | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0157808 / 0.0157808 |
