 |       | t#bar{t}+light      | t#bar{t}+cc      | t#bar{t}+bb      | topEW      | ttH      | W+jetslight      | W+jetscharm      | W+jetsbeauty      | Z+jetslight      | Z+jetscharm      | Z+jetsbeauty      | Single-top      | Dibosons      | SM-4tops      | QCDE      | QCDMU      | t#rightarrow Hc |
 | Effective NP 7 | -0.00266159 / 0.00266159 | -0.00237167 / 0.00237167 | -0.00132132 / 0.00132132 | -0.00199714 / 0.00199714 | -0.00110036 / 0.00110036 | -0.00586951 / 0.00586951 | -0.00526309 / 0.00526309 | -0.00223836 / 0.00223836 | -0.0115662 / 0.0115662 | -0.00261936 / 0.00261936 | -0.00292176 / 0.00292176 | -0.00435755 / 0.00435755 | -0.00142333 / 0.00142333 | -0.000176132 / 0.000176132 | 0 / 0 | 0 / 0 | -0.000103176 / 0.000103176 |
 | Effective NP 8 | 0.000946224 / -0.000946224 | 0.000890851 / -0.000890851 | 0.00136667 / -0.00136667 | 0.00134292 / -0.00134292 | 0.000540406 / -0.000540406 | 0.000757217 / -0.000757217 | -0.001201 / 0.001201 | -0.000795007 / 0.000795007 | 0.000386655 / -0.000386655 | 0.00142002 / -0.00142002 | -0.000766426 / 0.000766426 | 0.00166991 / -0.00166991 | -0.000178367 / 0.000178367 | -1.07288e-05 / 1.07288e-05 | 0 / 0 | 0 / 0 | 0.00512064 / -0.00512064 |
 | #eta intercalib. (model) | 0.0130815 / -0.0130815 | 0.00933275 / -0.00933275 | 0.0111769 / -0.0111769 | 0.00778735 / -0.00778735 | 0.0074985 / -0.0074985 | 0.0257834 / -0.0257834 | 0.0322455 / -0.0322455 | 0.0138671 / -0.0138671 | 0.0413413 / -0.0413413 | 0.0219718 / -0.0219718 | 0.0101073 / -0.0101073 | 0.0147541 / -0.0147541 | 0.0149286 / -0.0149286 | 0.00488043 / -0.00488043 | 0 / 0 | 0 / 0 | 0.009929 / -0.009929 |
 | #eta intercalib. (stat.) | 0.0071944 / -0.0071944 | 0.00709689 / -0.00709689 | 0.00891382 / -0.00891382 | 0.00466096 / -0.00466096 | 0.00469825 / -0.00469825 | 0.00938505 / -0.00938505 | 0.0130001 / -0.0130001 | 0.00702327 / -0.00702327 | 0.0299883 / -0.0299883 | 0.0146778 / -0.0146778 | 0.00839871 / -0.00839871 | 0.00961667 / -0.00961667 | 0.00714624 / -0.00714624 | 0.00281331 / -0.00281331 | 0 / 0 | 0 / 0 | 0.00530574 / -0.00530574 |
 | #eta intercalib. (stat.) | -0.00495341 / 0.00495341 | -0.00300893 / 0.00300893 | -0.00739959 / 0.00739959 | -0.00368604 / 0.00368604 | -0.0022538 / 0.0022538 | -0.0052658 / 0.0052658 | -0.0122805 / 0.0122805 | -0.00644884 / 0.00644884 | -0.0123348 / 0.0123348 | -0.0164466 / 0.0164466 | 0.00154707 / -0.00154707 | -0.00476462 / 0.00476462 | -0.0108943 / 0.0108943 | -0.00462207 / 0.00462207 | 0 / 0 | 0 / 0 | 0.00415221 / -0.00415221 |
 | Flavour composition | 0.0740055 / -0.0740055 | 0.0574001 / -0.0574001 | 0.0592651 / -0.0592651 | 0.0407014 / -0.0407014 | 0.0369115 / -0.0369115 | 0.150625 / -0.150625 | 0.143403 / -0.143403 | 0.103302 / -0.103302 | 0.117432 / -0.117432 | 0.11295 / -0.11295 | 0.128166 / -0.128166 | 0.0931202 / -0.0931202 | 0.086589 / -0.086589 | 0.00551701 / -0.00551701 | 0 / 0 | 0 / 0 | 0.0751983 / -0.0751983 |
 | Flavor response | -0.0232076 / 0.0232076 | -0.0185211 / 0.0185211 | -0.0206768 / 0.0206768 | -0.0135574 / 0.0135574 | -0.0113392 / 0.0113392 | -0.045856 / 0.045856 | -0.0502419 / 0.0502419 | -0.0341887 / 0.0341887 | -0.0516317 / 0.0516317 | -0.0480516 / 0.0480516 | -0.0247394 / 0.0247394 | -0.0305773 / 0.0305773 | -0.0263111 / 0.0263111 | 3.12626e-05 / -3.12626e-05 | 0 / 0 | 0 / 0 | -0.0245619 / 0.0245619 |
 | Pile-up offset mu term | -0.00168183 / 0.00168183 | -0.00279334 / 0.00279334 | -0.00315523 / 0.00315523 | -0.00247997 / 0.00247997 | -0.00141487 / 0.00141487 | -0.00227758 / 0.00227758 | -0.00354004 / 0.00354004 | 0.0078474 / -0.0078474 | -0.0113955 / 0.0113955 | 0.00111315 / -0.00111315 | 8.12113e-05 / -8.12113e-05 | -0.00177124 / 0.00177124 | -0.00189656 / 0.00189656 | -0.00064224 / 0.00064224 | 0 / 0 | 0 / 0 | -0.000938505 / 0.000938505 |
 | Pile-up offset NPV term | 0.00970554 / -0.00970554 | 0.00677931 / -0.00677931 | 0.00653684 / -0.00653684 | 0.0037486 / -0.0037486 | 0.00613916 / -0.00613916 | 0.0211879 / -0.0211879 | 0.0251054 / -0.0251054 | 0.0207243 / -0.0207243 | -0.000683039 / 0.000683039 | 0.0273466 / -0.0273466 | 0.0254584 / -0.0254584 | 0.0136546 / -0.0136546 | 0.0102298 / -0.0102298 | -0.00130665 / 0.00130665 | 0 / 0 | 0 / 0 | 0.0142811 / -0.0142811 |
 | Pile-up offset p_{T} term | -0.00158325 / 0.00158325 | -0.0020147 / 0.0020147 | -0.000390112 / 0.000390112 | 0.0014632 / -0.0014632 | 0.00130475 / -0.00130475 | 0.00102457 / -0.00102457 | 0.00476295 / -0.00476295 | -0.00763828 / 0.00763828 | 0.00270528 / -0.00270528 | 0.00840241 / -0.00840241 | 0.00216079 / -0.00216079 | 8.00192e-05 / -8.00192e-05 | 0.00366575 / -0.00366575 | -0.00153649 / 0.00153649 | 0 / 0 | 0 / 0 | 0.000427395 / -0.000427395 |
 | #rho topology | 0.0561872 / -0.0561872 | 0.04282 / -0.04282 | 0.0456164 / -0.0456164 | 0.0290813 / -0.0290813 | 0.0287682 / -0.0287682 | 0.104083 / -0.104083 | 0.116367 / -0.116367 | 0.0660346 / -0.0660346 | 0.0703887 / -0.0703887 | 0.0868697 / -0.0868697 | 0.0877113 / -0.0877113 | 0.0681749 / -0.0681749 | 0.0565599 / -0.0565599 | 0.00181776 / -0.00181776 | 0 / 0 | 0 / 0 | 0.0649791 / -0.0649791 |
 | Punch-through correction | -2.20835e-05 / 2.20835e-05 | -2.2769e-05 / 2.2769e-05 | -3.82364e-05 / 3.82364e-05 | 1.91331e-05 / -1.91331e-05 | 0.00013572 / -0.00013572 | -8.64565e-05 / 8.64565e-05 | -1.2815e-05 / 1.2815e-05 | 9.82285e-05 / -9.82285e-05 | 0.000168085 / -0.000168085 | 0.000115186 / -0.000115186 | 3.02792e-05 / -3.02792e-05 | -8.90791e-05 / 8.90791e-05 | 5.51343e-06 / -5.51343e-06 | 0.000453472 / -0.000453472 | 0 / 0 | 0 / 0 | -0 / -0 |
 | High-p_{T} term | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | JER | 0.0278318 / -0.0278318 | 0.0115153 / -0.0115153 | 0.0102342 / -0.0102342 | 0.010253 / -0.010253 | 0.00659314 / -0.00659314 | 0.106195 / -0.106195 | 0.0907682 / -0.0907682 | 0.0212255 / -0.0212255 | 0.0992264 / -0.0992264 | 0.0371138 / -0.0371138 | 0.0218252 / -0.0218252 | 0.0302277 / -0.0302277 | 0.0166321 / -0.0166321 | 0.0209722 / -0.0209722 | 0 / 0 | 0 / 0 | 0.00938043 / -0.00938043 |
 | MET TST reso. para. | -0.0010151 / 0.0010151 | 0.000483066 / -0.000483066 | -0.00222409 / 0.00222409 | -0.00110567 / 0.00110567 | 0.000436068 / -0.000436068 | 0.000310063 / -0.000310063 | 0.00111544 / -0.00111544 | -0.000486106 / 0.000486106 | -0.00297326 / 0.00297326 | 0.00481817 / -0.00481817 | -0.00779846 / 0.00779846 | 0.00428006 / -0.00428006 | -0.000668705 / 0.000668705 | -0.00110474 / 0.00110474 | 0 / 0 | 0 / 0 | 0.00137037 / -0.00137037 |
 | MET TST reso. perp. | -0.00187427 / 0.00187427 | 0.000140667 / -0.000140667 | -0.000774503 / 0.000774503 | -0.00137201 / 0.00137201 | 0.0013532 / -0.0013532 | 0.00168762 / -0.00168762 | 0.00103131 / -0.00103131 | 0.00140375 / -0.00140375 | -0.00755549 / 0.00755549 | 0.0104244 / -0.0104244 | -0.0163468 / 0.0163468 | 0.00470299 / -0.00470299 | 0.00486717 / -0.00486717 | 0.00254241 / -0.00254241 | 0 / 0 | 0 / 0 | -0.00589415 / 0.00589415 |
 | MET TST scale | -0.000717223 / 0.000717223 | -0.000305742 / 0.000305742 | -0.00101745 / 0.00101745 | -0.00101638 / 0.00101638 | -0.000152558 / 0.000152558 | -0.00447103 / 0.00447103 | 0.00246105 / -0.00246105 | -0.000715196 / 0.000715196 | -0.00126308 / 0.00126308 | -0.00549826 / 0.00549826 | -0.000593662 / 0.000593662 | -0.000416428 / 0.000416428 | -0.00240794 / 0.00240794 | -0.00168371 / 0.00168371 | 0 / 0 | 0 / 0 | 0.00402209 / -0.00402209 |
 | t#bar{t}+#geq 1 c generator | 0 / 0 | 0.166584 / -0.166584 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | t#bar{t}+#geq 1 c PS & Had | 0 / 0 | 0.124937 / -0.124937 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | t#bar{t}+#geq 1 c ISR/FSR | 0 / 0 | 0.0800544 / -0.0800544 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | t#bar{t}+c#bar{c} norm. | 0 / 0 | 0.439164 / -0.439164 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | ttbbNorm | 0 / 0 | 0 / 0 | 0.147609 / -0.147609 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | t#bar{t}+#geq 1 b generator | 0 / 0 | 0 / 0 | 0.0273084 / -0.0273084 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | t#bar{t}+#geq 1 b PS & Had | 0 / 0 | 0 / 0 | -0.0311814 / 0.0311814 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | t#bar{t}+#geq 1 b ISR/FSR | 0 / 0 | 0 / 0 | 0.0521996 / -0.0521996 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | t#bar{t}+#geq 1 b 5F vs 4F | 0 / 0 | 0 / 0 | -0.00849953 / 0.00849953 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | t#bar{t}+b#bar{b} scale | 0 / 0 | 0 / 0 | -0.00160605 / 0.00160605 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | t#bar{t}+b#bar{b} CSS KIN | 0 / 0 | 0 / 0 | 0.00426269 / -0.00426269 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | t#bar{t}+b#bar{b} MSTW | 0 / 0 | 0 / 0 | -7.25389e-05 / 7.25389e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | t#bar{t}+b#bar{b} NNPDF | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | t#bar{t}+b#bar{b} Q CMMPS | 0 / 0 | 0 / 0 | -0.00492674 / 0.00492674 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | t#bar{t}+b#bar{b} glo soft | 0 / 0 | 0 / 0 | -0.00548026 / 0.00548026 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | t#bar{t}+b#bar{b} UE modeling | 0 / 0 | 0 / 0 | -0.0019066 / 0.0019066 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | topEW norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0.148957 / -0.148957 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | ttH norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.10414 / -0.10414 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | V+jets norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.285913 / -0.285913 | 0.285913 / -0.285913 | 0.285913 / -0.285913 | 0.285913 / -0.285913 | 0.285913 / -0.285913 | 0.285913 / -0.285913 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | V+cjets norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.298018 / -0.298018 | 0 / 0 | 0 / 0 | 0.298018 / -0.298018 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | V+bjets norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.285632 / -0.285632 | 0 / 0 | 0 / 0 | 0.285632 / -0.285632 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | Single top tW dia. sub. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.262769 / 0.262769 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | Single top s-chan. rad. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00294101 / -0.00294101 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | Single top t-chan. rad. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0340812 / -0.0340812 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | Single top tW rad. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0554113 / -0.0554113 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | Single-top norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0447522 / -0.0447522 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | Dibosons norm. 6j | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.476558 / -0.476558 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | SM 4tops norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.297935 / -0.297935 | 0 / 0 | 0 / 0 | -0 / -0 |
 | QCDE norm. 6j2b | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.399883 / -0.399883 | 0 / 0 | -0 / -0 |
 | QCDMU norm. 6j2b | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.491384 / -0.491384 | -0 / -0 |
