 |       | t#bar{t}+light      | t#bar{t}+cc      | t#bar{t}+bb      | topEW      | ttH      | W+jetslight      | W+jetscharm      | W+jetsbeauty      | Z+jetslight      | Z+jetscharm      | Z+jetsbeauty      | Single-top      | Dibosons      | SM-4tops      | QCDE      | QCDMU      | t#rightarrow Hc |
 | Effective NP 7 | 0.000256449 / -0.000256449 | 2.02656e-06 / -2.02656e-06 | -0.00143275 / 0.00143275 | -0.0011822 / 0.0011822 | -0.0014025 / 0.0014025 | -0.00520273 / 0.00520273 | -0.00278192 / 0.00278192 | -0.000595957 / 0.000595957 | -0.00927543 / 0.00927543 | -0.0019692 / 0.0019692 | -9.85184e-05 / 9.85184e-05 | 1.18664e-05 / -1.18664e-05 | -0.0055752 / 0.0055752 | 8.34536e-06 / -8.34536e-06 | 0 / 0 | 0 / 0 | -0.00828905 / 0.00828905 |
 | Effective NP 8 | 0.000291718 / -0.000291718 | 2.33697e-06 / -2.33697e-06 | 0.000736003 / -0.000736003 | 8.10025e-05 / -8.10025e-05 | 0.000302561 / -0.000302561 | 0.00122076 / -0.00122076 | 0.000782922 / -0.000782922 | 0.000459582 / -0.000459582 | 0.00176029 / -0.00176029 | 0.00119877 / -0.00119877 | 0.000313133 / -0.000313133 | -4.725e-05 / 4.725e-05 | 0.000302394 / -0.000302394 | 1.12267e-05 / -1.12267e-05 | 0 / 0 | 0 / 0 | 6.12428e-05 / -6.12428e-05 |
 | #eta intercalib. (model) | 0.0386943 / -0.0386943 | 0.0100284 / -0.0100284 | 0.00968285 / -0.00968285 | 0.00581054 / -0.00581054 | 0.00515364 / -0.00515364 | 0.0195235 / -0.0195235 | 0.0306535 / -0.0306535 | 0.0129824 / -0.0129824 | 0.0296539 / -0.0296539 | 0.00821756 / -0.00821756 | 0.00818989 / -0.00818989 | 0.0209106 / -0.0209106 | 0.00796212 / -0.00796212 | 0.00303416 / -0.00303416 | 0 / 0 | 0 / 0 | 0.00855057 / -0.00855057 |
 | #eta intercalib. (stat.) | -0.00129122 / 0.00129122 | 0.0113593 / -0.0113593 | 0.00497183 / -0.00497183 | 0.00443295 / -0.00443295 | 0.00447194 / -0.00447194 | 0.0143501 / -0.0143501 | 0.0109179 / -0.0109179 | 0.00681681 / -0.00681681 | 0.022163 / -0.022163 | 0.0109824 / -0.0109824 | 0.119864 / -0.119864 | 0.00931384 / -0.00931384 | 0.0114374 / -0.0114374 | 0.00209817 / -0.00209817 | 0 / 0 | 0 / 0 | 0.00813001 / -0.00813001 |
 | #eta intercalib. (stat.) | 0.000226927 / -0.000226927 | -0.0163616 / 0.0163616 | -0.00285803 / 0.00285803 | -0.00316254 / 0.00316254 | -0.00199853 / 0.00199853 | -0.00980622 / 0.00980622 | -0.0100544 / 0.0100544 | -0.00707409 / 0.00707409 | -0.0194642 / 0.0194642 | -0.00772777 / 0.00772777 | -0.119227 / 0.119227 | -0.00112366 / 0.00112366 | 0.00334786 / -0.00334786 | -0.000947218 / 0.000947218 | 0 / 0 | 0 / 0 | 0.00634231 / -0.00634231 |
 | Flavour composition | 0.0339215 / -0.0339215 | 0.0510421 / -0.0510421 | 0.0526234 / -0.0526234 | 0.0386265 / -0.0386265 | 0.0415483 / -0.0415483 | 0.14588 / -0.14588 | 0.13071 / -0.13071 | 0.1044 / -0.1044 | 0.145139 / -0.145139 | 0.0874828 / -0.0874828 | 0.368788 / -0.368788 | 0.102294 / -0.102294 | 0.11564 / -0.11564 | 0.0212764 / -0.0212764 | 0 / 0 | 0 / 0 | 0.0659504 / -0.0659504 |
 | Flavor response | -0.0363143 / 0.0363143 | -0.0166573 / 0.0166573 | -0.0188354 / 0.0188354 | -0.0140309 / 0.0140309 | -0.0135642 / 0.0135642 | -0.0443044 / 0.0443044 | -0.0536263 / 0.0536263 | -0.028018 / 0.028018 | -0.0502117 / 0.0502117 | -0.0332376 / 0.0332376 | -0.128324 / 0.128324 | -0.0307871 / 0.0307871 | -0.0223867 / 0.0223867 | -0.00752078 / 0.00752078 | 0 / 0 | 0 / 0 | -0.0139375 / 0.0139375 |
 | Pile-up offset mu term | -0.000546537 / 0.000546537 | -0.0113258 / 0.0113258 | -0.0012909 / 0.0012909 | -0.00221675 / 0.00221675 | -0.00116886 / 0.00116886 | -0.00227709 / 0.00227709 | -0.00131667 / 0.00131667 | -0.000618249 / 0.000618249 | -0.00625608 / 0.00625608 | -0.00293218 / 0.00293218 | 0.112959 / -0.112959 | 0.00841042 / -0.00841042 | -0.00671926 / 0.00671926 | -0.000503553 / 0.000503553 | 0 / 0 | 0 / 0 | 0.000781358 / -0.000781358 |
 | Pile-up offset NPV term | 0.027674 / -0.027674 | -0.0110201 / 0.0110201 | 0.00640606 / -0.00640606 | 0.00404171 / -0.00404171 | 0.00401447 / -0.00401447 | 0.0230071 / -0.0230071 | 0.0138874 / -0.0138874 | 0.0163104 / -0.0163104 | 0.0322213 / -0.0322213 | 0.0134246 / -0.0134246 | 0.00715838 / -0.00715838 | 0.00263766 / -0.00263766 | 0.014048 / -0.014048 | 0.00217203 / -0.00217203 | 0 / 0 | 0 / 0 | 0.0219374 / -0.0219374 |
 | Pile-up offset p_{T} term | -0.000242956 / 0.000242956 | 3.8743e-07 / -3.8743e-07 | 4.32494e-06 / -4.32494e-06 | -1.78217e-05 / 1.78217e-05 | 0.000253795 / -0.000253795 | -5.68375e-05 / 5.68375e-05 | 0.000950307 / -0.000950307 | 0.00230079 / -0.00230079 | 0.000340275 / -0.000340275 | 0.000927091 / -0.000927091 | 0.00145717 / -0.00145717 | 0.000265918 / -0.000265918 | 0.00156714 / -0.00156714 | -9.68039e-05 / 9.68039e-05 | 0 / 0 | 0 / 0 | -0.000440061 / 0.000440061 |
 | #rho topology | 0.0230374 / -0.0230374 | 0.0403895 / -0.0403895 | 0.0390621 / -0.0390621 | 0.027723 / -0.027723 | 0.0314114 / -0.0314114 | 0.10973 / -0.10973 | 0.100803 / -0.100803 | 0.0693637 / -0.0693637 | 0.111237 / -0.111237 | 0.0616226 / -0.0616226 | 0.19932 / -0.19932 | 0.0453121 / -0.0453121 | 0.0905881 / -0.0905881 | 0.0169669 / -0.0169669 | 0 / 0 | 0 / 0 | 0.0430893 / -0.0430893 |
 | Punch-through correction | 0 / 0 | 0 / 0 | -6.13765e-06 / 6.13765e-06 | -4.17829e-07 / 4.17829e-07 | 7.60391e-07 / -7.60391e-07 | 3.00331e-05 / -3.00331e-05 | 1.02818e-05 / -1.02818e-05 | -2.89446e-06 / 2.89446e-06 | 3.96267e-05 / -3.96267e-05 | 1.65243e-05 / -1.65243e-05 | 4.76837e-07 / -4.76837e-07 | -2.81475e-06 / 2.81475e-06 | 7.5529e-07 / -7.5529e-07 | -1.64091e-06 / 1.64091e-06 | 0 / 0 | 0 / 0 | -0 / -0 |
 | High-p_{T} term | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | JER | 0.122229 / -0.122229 | -0.00606626 / 0.00606626 | 0.00545772 / -0.00545772 | -0.00449784 / 0.00449784 | -0.00594457 / 0.00594457 | 0.0623249 / -0.0623249 | 0.0392738 / -0.0392738 | -0.0191954 / 0.0191954 | 0.0406768 / -0.0406768 | 0.0299312 / -0.0299312 | 0.0123535 / -0.0123535 | -0.0500684 / 0.0500684 | -0.0333721 / 0.0333721 | -0.00618361 / 0.00618361 | 0 / 0 | 0 / 0 | -0.00496124 / 0.00496124 |
 | MET TST reso. para. | 0 / 0 | 0 / 0 | -1.83514e-07 / 1.83514e-07 | -0.000483442 / 0.000483442 | -1.68845e-05 / 1.68845e-05 | 3.29814e-05 / -3.29814e-05 | 0 / 0 | 0 / 0 | -0.00168916 / 0.00168916 | -4.85778e-06 / 4.85778e-06 | -1.72045e-06 / 1.72045e-06 | 0 / 0 | 0 / 0 | -0.000222749 / 0.000222749 | 0 / 0 | 0 / 0 | 1.51445e-08 / -1.51445e-08 |
 | MET TST reso. perp. | 0 / 0 | 0 / 0 | -1.00601e-06 / 1.00601e-06 | -0.000484602 / 0.000484602 | -1.98286e-05 / 1.98286e-05 | -5.69249e-06 / 5.69249e-06 | 0 / 0 | 0 / 0 | -0.00155521 / 0.00155521 | -4.87378e-06 / 4.87378e-06 | -1.6563e-06 / 1.6563e-06 | 0 / 0 | 0 / 0 | -0.000218785 / 0.000218785 | 0 / 0 | 0 / 0 | -0 / -0 |
 | MET TST scale | 0 / 0 | 0 / 0 | 4.41936e-06 / -4.41936e-06 | -2.08802e-06 / 2.08802e-06 | -1.20271e-06 / 1.20271e-06 | 4.16941e-06 / -4.16941e-06 | 0 / 0 | 0 / 0 | 4.93928e-05 / -4.93928e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -4.62547e-06 / 4.62547e-06 | 0 / 0 | 0 / 0 | -0 / -0 |
 | t#bar{t}+#geq 1 c generator | 0 / 0 | 0.18334 / -0.18334 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | t#bar{t}+#geq 1 c PS & Had | 0 / 0 | 0.109242 / -0.109242 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | t#bar{t}+#geq 1 c ISR/FSR | 0 / 0 | 0.0740412 / -0.0740412 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | t#bar{t}+c#bar{c} norm. | 0 / 0 | 0.439164 / -0.439164 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | ttbbNorm | 0 / 0 | 0 / 0 | 0.1534 / -0.1534 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | t#bar{t}+#geq 1 b generator | 0 / 0 | 0 / 0 | -0.0178157 / 0.0178157 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | t#bar{t}+#geq 1 b PS & Had | 0 / 0 | 0 / 0 | -0.0360673 / 0.0360673 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | t#bar{t}+#geq 1 b ISR/FSR | 0 / 0 | 0 / 0 | 0.0234941 / -0.0234941 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | t#bar{t}+#geq 1 b 5F vs 4F | 0 / 0 | 0 / 0 | 0.0205548 / -0.0205548 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | t#bar{t}+b#bar{b} scale | 0 / 0 | 0 / 0 | -0.0221022 / 0.0221022 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | t#bar{t}+b#bar{b} CSS KIN | 0 / 0 | 0 / 0 | 0.0563986 / -0.0563986 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | t#bar{t}+b#bar{b} MSTW | 0 / 0 | 0 / 0 | 0.0105536 / -0.0105536 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | t#bar{t}+b#bar{b} NNPDF | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | t#bar{t}+b#bar{b} Q CMMPS | 0 / 0 | 0 / 0 | -0.0291034 / 0.0291034 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | t#bar{t}+b#bar{b} glo soft | 0 / 0 | 0 / 0 | -0.0322856 / 0.0322856 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | t#bar{t}+b#bar{b} UE modeling | 0 / 0 | 0 / 0 | -0.0126419 / 0.0126419 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | topEW norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0.148957 / -0.148957 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | ttH norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.10414 / -0.10414 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | V+jets norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.285913 / -0.285913 | 0.285913 / -0.285913 | 0.285913 / -0.285913 | 0.285913 / -0.285913 | 0.285913 / -0.285913 | 0.285913 / -0.285913 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | V+cjets norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.298018 / -0.298018 | 0 / 0 | 0 / 0 | 0.298018 / -0.298018 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | V+bjets norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.285632 / -0.285632 | 0 / 0 | 0 / 0 | 0.285632 / -0.285632 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | Single top tW dia. sub. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.285553 / 0.285553 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | Single top s-chan. rad. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00927689 / -0.00927689 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | Single top t-chan. rad. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0775354 / -0.0775354 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | Single top tW rad. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.109042 / -0.109042 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | Single-top norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0447523 / -0.0447523 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | Dibosons norm. 6j | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.476558 / -0.476558 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | SM 4tops norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.297935 / -0.297935 | 0 / 0 | 0 / 0 | -0 / -0 |
 | QCDE norm. 6j4b | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.441827 / -0.441827 | 0 / 0 | -0 / -0 |
 | QCDMU norm. 6j4b | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.495549 / -0.495549 | -0 / -0 |
