 |       | t#bar{t}+light      | t#bar{t}+cc      | t#bar{t}+bb      | topEW      | ttH      | W+jetslight      | W+jetscharm      | W+jetsbeauty      | Z+jetslight      | Z+jetscharm      | Z+jetsbeauty      | Single-top      | Dibosons      | SM-4tops      | QCDE      | QCDMU      | t#rightarrow Hc |
 | Effective NP 7 | -0.0032147 / 0.0032147 | -0.00157139 / 0.00157139 | -0.00146797 / 0.00146797 | -0.00131171 / 0.00131171 | -0.00136531 / 0.00136531 | -0.00456725 / 0.00456725 | -0.0031372 / 0.0031372 | -0.00292067 / 0.00292067 | -0.00795317 / 0.00795317 | -0.00230703 / 0.00230703 | -0.000652388 / 0.000652388 | -0.00513344 / 0.00513344 | -0.00169974 / 0.00169974 | -0.000552651 / 0.000552651 | 0 / 0 | 0 / 0 | -0.00249306 / 0.00249306 |
 | Effective NP 8 | 0.000637705 / -0.000637705 | 0.000390452 / -0.000390452 | 0.000402242 / -0.000402242 | 0.000463917 / -0.000463917 | 0.000284062 / -0.000284062 | 0.00126214 / -0.00126214 | 0.000912917 / -0.000912917 | 0.000897945 / -0.000897945 | 0.00172631 / -0.00172631 | 0.00112224 / -0.00112224 | 0.000333541 / -0.000333541 | 0.00109847 / -0.00109847 | 0.000440201 / -0.000440201 | 5.02023e-05 / -5.02023e-05 | 0 / 0 | 0 / 0 | 8.30479e-05 / -8.30479e-05 |
 | #eta intercalib. (model) | 0.0139298 / -0.0139298 | 0.0101324 / -0.0101324 | 0.00880906 / -0.00880906 | 0.00608985 / -0.00608985 | 0.00748428 / -0.00748428 | 0.02008 / -0.02008 | 0.0293089 / -0.0293089 | 0.0170123 / -0.0170123 | 0.0277604 / -0.0277604 | 0.013554 / -0.013554 | 0.0101128 / -0.0101128 | 0.0155402 / -0.0155402 | 0.0116398 / -0.0116398 | 0.00168975 / -0.00168975 | 0 / 0 | 0 / 0 | 0.0204746 / -0.0204746 |
 | #eta intercalib. (stat.) | 0.0112258 / -0.0112258 | 0.00628334 / -0.00628334 | 0.00523462 / -0.00523462 | 0.00459098 / -0.00459098 | 0.00454395 / -0.00454395 | 0.0138944 / -0.0138944 | 0.0120509 / -0.0120509 | 0.0100724 / -0.0100724 | 0.0202455 / -0.0202455 | 0.0104893 / -0.0104893 | 0.0147204 / -0.0147204 | 0.0139291 / -0.0139291 | 0.00702315 / -0.00702315 | 0.00116693 / -0.00116693 | 0 / 0 | 0 / 0 | 0.00699145 / -0.00699145 |
 | #eta intercalib. (stat.) | -0.00295876 / 0.00295876 | -0.00595147 / 0.00595147 | -0.00322541 / 0.00322541 | -0.00238086 / 0.00238086 | -0.00292109 / 0.00292109 | -0.00948465 / 0.00948465 | -0.0106757 / 0.0106757 | -0.00893472 / 0.00893472 | -0.0177203 / 0.0177203 | -0.00738565 / 0.00738565 | -0.0126991 / 0.0126991 | -0.00698231 / 0.00698231 | -0.00287927 / 0.00287927 | -0.000644024 / 0.000644024 | 0 / 0 | 0 / 0 | -0.00520791 / 0.00520791 |
 | Flavour composition | 0.0832198 / -0.0832198 | 0.0639266 / -0.0639266 | 0.0567733 / -0.0567733 | 0.0423098 / -0.0423098 | 0.0417703 / -0.0417703 | 0.142939 / -0.142939 | 0.130373 / -0.130373 | 0.0999119 / -0.0999119 | 0.137963 / -0.137963 | 0.101084 / -0.101084 | 0.141875 / -0.141875 | 0.0727254 / -0.0727254 | 0.0821489 / -0.0821489 | 0.0091496 / -0.0091496 | 0 / 0 | 0 / 0 | 0.0932722 / -0.0932722 |
 | Flavor response | -0.029474 / 0.029474 | -0.0223942 / 0.0223942 | -0.0187331 / 0.0187331 | -0.0130267 / 0.0130267 | -0.0151348 / 0.0151348 | -0.0424726 / 0.0424726 | -0.0524258 / 0.0524258 | -0.0364684 / 0.0364684 | -0.0467255 / 0.0467255 | -0.0354931 / 0.0354931 | -0.0287966 / 0.0287966 | -0.0329647 / 0.0329647 | -0.0226933 / 0.0226933 | -0.00331679 / 0.00331679 | 0 / 0 | 0 / 0 | -0.0221792 / 0.0221792 |
 | Pile-up offset mu term | -0.000618858 / 0.000618858 | -0.00332682 / 0.00332682 | -0.00217643 / 0.00217643 | -0.00128712 / 0.00128712 | -0.00122865 / 0.00122865 | -0.00189255 / 0.00189255 | -0.00105321 / 0.00105321 | 0.00099165 / -0.00099165 | -0.00600915 / 0.00600915 | -0.00320712 / 0.00320712 | 0.00605571 / -0.00605571 | -0.00412996 / 0.00412996 | -0.00450407 / 0.00450407 | -0.000113943 / 0.000113943 | 0 / 0 | 0 / 0 | -0.00843411 / 0.00843411 |
 | Pile-up offset NPV term | 0.0130107 / -0.0130107 | 0.00874073 / -0.00874073 | 0.00605393 / -0.00605393 | 0.00471478 / -0.00471478 | 0.00609833 / -0.00609833 | 0.0230233 / -0.0230233 | 0.0139764 / -0.0139764 | 0.0170022 / -0.0170022 | 0.0282838 / -0.0282838 | 0.0194977 / -0.0194977 | 0.00677253 / -0.00677253 | 0.0124497 / -0.0124497 | 0.00655338 / -0.00655338 | 0.000804498 / -0.000804498 | 0 / 0 | 0 / 0 | 0.00276003 / -0.00276003 |
 | Pile-up offset p_{T} term | 5.99868e-05 / -5.99868e-05 | -9.42985e-06 / 9.42985e-06 | 0.000176827 / -0.000176827 | 8.03411e-05 / -8.03411e-05 | 7.43529e-05 / -7.43529e-05 | -5.93391e-05 / 5.93391e-05 | 0.0011071 / -0.0011071 | 0.00110573 / -0.00110573 | 0.000387889 / -0.000387889 | 0.000923064 / -0.000923064 | 0.000862906 / -0.000862906 | 0.000190221 / -0.000190221 | 0.00077534 / -0.00077534 | 7.03437e-05 / -7.03437e-05 | 0 / 0 | 0 / 0 | 0.000407484 / -0.000407484 |
 | #rho topology | 0.0593291 / -0.0593291 | 0.0475719 / -0.0475719 | 0.0416269 / -0.0416269 | 0.0307323 / -0.0307323 | 0.0308645 / -0.0308645 | 0.106017 / -0.106017 | 0.100058 / -0.100058 | 0.069859 / -0.069859 | 0.104217 / -0.104217 | 0.0722061 / -0.0722061 | 0.0837308 / -0.0837308 | 0.0577727 / -0.0577727 | 0.054799 / -0.054799 | 0.00641474 / -0.00641474 | 0 / 0 | 0 / 0 | 0.0589047 / -0.0589047 |
 | Punch-through correction | -3.82478e-07 / 3.82478e-07 | 1.09396e-06 / -1.09396e-06 | 1.50152e-05 / -1.50152e-05 | 6.50458e-06 / -6.50458e-06 | 2.01689e-06 / -2.01689e-06 | 3.7317e-05 / -3.7317e-05 | -6.98384e-07 / 6.98384e-07 | -4.94858e-06 / 4.94858e-06 | 2.53189e-05 / -2.53189e-05 | 5.5886e-06 / -5.5886e-06 | 1.83781e-06 / -1.83781e-06 | 1.25691e-05 / -1.25691e-05 | -1.30442e-07 / 1.30442e-07 | -2.77228e-06 / 2.77228e-06 | 0 / 0 | 0 / 0 | -0 / -0 |
 | High-p_{T} term | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | JER | 0.00411172 / -0.00411172 | 0.00640247 / -0.00640247 | -0.00419752 / 0.00419752 | -0.00337358 / 0.00337358 | -0.00304159 / 0.00304159 | 0.0625904 / -0.0625904 | 0.0423447 / -0.0423447 | 0.0235072 / -0.0235072 | 0.0425566 / -0.0425566 | 0.0208423 / -0.0208423 | -0.0348743 / 0.0348743 | 0.0123801 / -0.0123801 | 0.0203204 / -0.0203204 | -0.00358624 / 0.00358624 | 0 / 0 | 0 / 0 | 0.0432969 / -0.0432969 |
 | MET TST reso. para. | -1.2036e-05 / 1.2036e-05 | -1.08697e-05 / 1.08697e-05 | -2.36923e-05 / 2.36923e-05 | -4.06656e-07 / 4.06656e-07 | -2.62329e-05 / 2.62329e-05 | -1.56911e-05 / 1.56911e-05 | 9.21663e-05 / -9.21663e-05 | 0 / 0 | -0.00182803 / 0.00182803 | 1.35228e-05 / -1.35228e-05 | -5.54374e-05 / 5.54374e-05 | 6.30854e-05 / -6.30854e-05 | -1.8956e-08 / 1.8956e-08 | -1.78907e-05 / 1.78907e-05 | 0 / 0 | 0 / 0 | -2.79844e-05 / 2.79844e-05 |
 | MET TST reso. perp. | 5.7512e-06 / -5.7512e-06 | -1.66392e-05 / 1.66392e-05 | -2.67791e-05 / 2.67791e-05 | -1.34028e-06 / 1.34028e-06 | -2.72983e-05 / 2.72983e-05 | -6.6276e-06 / 6.6276e-06 | 5.21215e-05 / -5.21215e-05 | 4.46615e-09 / -4.46615e-09 | -0.00178269 / 0.00178269 | 8.95521e-05 / -8.95521e-05 | -5.57684e-05 / 5.57684e-05 | 7.14509e-05 / -7.14509e-05 | 0 / 0 | -7.45411e-06 / 7.45411e-06 | 0 / 0 | 0 / 0 | -1.66242e-05 / 1.66242e-05 |
 | MET TST scale | 3.28862e-06 / -3.28862e-06 | 3.3207e-06 / -3.3207e-06 | 3.32331e-09 / -3.32331e-09 | 2.67129e-07 / -2.67129e-07 | -2.02674e-07 / 2.02674e-07 | 5.29428e-06 / -5.29428e-06 | 3.3386e-05 / -3.3386e-05 | 0 / 0 | 9.21493e-05 / -9.21493e-05 | -9.83278e-06 / 9.83278e-06 | 0 / 0 | 4.5086e-05 / -4.5086e-05 | 0 / 0 | -2.04636e-06 / 2.04636e-06 | 0 / 0 | 0 / 0 | -6.12485e-06 / 6.12485e-06 |
 | t#bar{t}+#geq 1 c generator | 0 / 0 | 0.131956 / -0.131956 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | t#bar{t}+#geq 1 c PS & Had | 0 / 0 | 0.0831639 / -0.0831639 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | t#bar{t}+#geq 1 c ISR/FSR | 0 / 0 | 0.0780499 / -0.0780499 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | t#bar{t}+c#bar{c} norm. | 0 / 0 | 0.439164 / -0.439164 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | ttbbNorm | 0 / 0 | 0 / 0 | 0.148669 / -0.148669 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | t#bar{t}+#geq 1 b generator | 0 / 0 | 0 / 0 | -0.00377861 / 0.00377861 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | t#bar{t}+#geq 1 b PS & Had | 0 / 0 | 0 / 0 | -0.0461104 / 0.0461104 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | t#bar{t}+#geq 1 b ISR/FSR | 0 / 0 | 0 / 0 | 0.0417527 / -0.0417527 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | t#bar{t}+#geq 1 b 5F vs 4F | 0 / 0 | 0 / 0 | 0.0103984 / -0.0103984 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | t#bar{t}+b#bar{b} scale | 0 / 0 | 0 / 0 | -0.00487987 / 0.00487987 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | t#bar{t}+b#bar{b} CSS KIN | 0 / 0 | 0 / 0 | 0.0116653 / -0.0116653 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | t#bar{t}+b#bar{b} MSTW | 0 / 0 | 0 / 0 | 0.000575811 / -0.000575811 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | t#bar{t}+b#bar{b} NNPDF | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | t#bar{t}+b#bar{b} Q CMMPS | 0 / 0 | 0 / 0 | -0.0102635 / 0.0102635 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | t#bar{t}+b#bar{b} glo soft | 0 / 0 | 0 / 0 | -0.0116512 / 0.0116512 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | t#bar{t}+b#bar{b} UE modeling | 0 / 0 | 0 / 0 | -0.00412832 / 0.00412832 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | topEW norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0.148957 / -0.148957 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | ttH norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.10414 / -0.10414 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | V+jets norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.285913 / -0.285913 | 0.285913 / -0.285913 | 0.285913 / -0.285913 | 0.285913 / -0.285913 | 0.285913 / -0.285913 | 0.285913 / -0.285913 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | V+cjets norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.298018 / -0.298018 | 0 / 0 | 0 / 0 | 0.298018 / -0.298018 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | V+bjets norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.285632 / -0.285632 | 0 / 0 | 0 / 0 | 0.285632 / -0.285632 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | Single top tW dia. sub. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.261583 / 0.261583 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | Single top s-chan. rad. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00567886 / -0.00567886 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | Single top t-chan. rad. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0561673 / -0.0561673 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | Single top tW rad. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0949508 / -0.0949508 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | Single-top norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0447523 / -0.0447523 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | Dibosons norm. 6j | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.476558 / -0.476558 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | SM 4tops norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.297935 / -0.297935 | 0 / 0 | 0 / 0 | -0 / -0 |
 | QCDE norm. 6j3b | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.441455 / -0.441455 | 0 / 0 | -0 / -0 |
 | QCDMU norm. 6j3b | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.493028 / -0.493028 | -0 / -0 |
