 |       | t#bar{t}+light      | t#bar{t}+cc      | t#bar{t}+bb      | topEW      | ttH      | W+jetslight      | W+jetscharm      | W+jetsbeauty      | Z+jetslight      | Z+jetscharm      | Z+jetsbeauty      | Single-top      | Dibosons      | SM-4tops      | QCDE      | QCDMU      | t#rightarrow Hc |
 | Effective NP 7 | -0.00152379 / 0.00152379 | -0.00117254 / 0.00117254 | -0.00119713 / 0.00119713 | 0.000461251 / -0.000461251 | 0.000615656 / -0.000615656 | -0.00497487 / 0.00497487 | -0.00204048 / 0.00204048 | -0.00464574 / 0.00464574 | 0.00127968 / -0.00127968 | -0.00156933 / 0.00156933 | -0.00185925 / 0.00185925 | -0.00101173 / 0.00101173 | -0.00322312 / 0.00322312 | 0.00478563 / -0.00478563 | 0 / 0 | 0 / 0 | -0.00326383 / 0.00326383 |
 | Effective NP 8 | 0.000605613 / -0.000605613 | 0.00102279 / -0.00102279 | 0.000349849 / -0.000349849 | -0.000618845 / 0.000618845 | -0.000840753 / 0.000840753 | -0.0013549 / 0.0013549 | -0.00360915 / 0.00360915 | 0.00191608 / -0.00191608 | -0.00232998 / 0.00232998 | 0.000724494 / -0.000724494 | 0.00176364 / -0.00176364 | 0.000355929 / -0.000355929 | 0.00129154 / -0.00129154 | 0.00540012 / -0.00540012 | 0 / 0 | 0 / 0 | 0.000550538 / -0.000550538 |
 | #eta intercalib. (model) | 0.00712213 / -0.00712213 | 0.00209248 / -0.00209248 | 0.000407577 / -0.000407577 | -0.00128824 / 0.00128824 | -0.00160995 / 0.00160995 | 0.0126023 / -0.0126023 | 0.0148647 / -0.0148647 | 0.0214277 / -0.0214277 | 0.00816897 / -0.00816897 | 0.028385 / -0.028385 | 0.0150838 / -0.0150838 | 0.010509 / -0.010509 | 0.0157422 / -0.0157422 | -0.0225195 / 0.0225195 | 0 / 0 | 0 / 0 | 0.00573626 / -0.00573626 |
 | #eta intercalib. (stat.) | 0.00427285 / -0.00427285 | 0.00378072 / -0.00378072 | 0.000964165 / -0.000964165 | -0.00209755 / 0.00209755 | -0.00360525 / 0.00360525 | 0.00862777 / -0.00862777 | 0.0107296 / -0.0107296 | 0.00989583 / -0.00989583 | 0.0128385 / -0.0128385 | 0.00187847 / -0.00187847 | 0.00883725 / -0.00883725 | 0.00523043 / -0.00523043 | 0.00825641 / -0.00825641 | -0.00649095 / 0.00649095 | 0 / 0 | 0 / 0 | 0.00590095 / -0.00590095 |
 | #eta intercalib. (stat.) | -0.00294864 / 0.00294864 | -0.000999033 / 0.000999033 | -0.000923395 / 0.000923395 | 0.000768125 / -0.000768125 | 0.000809222 / -0.000809222 | -0.00736725 / 0.00736725 | -0.00417098 / 0.00417098 | -0.0135497 / 0.0135497 | -0.00419649 / 0.00419649 | -0.00897804 / 0.00897804 | -0.00918469 / 0.00918469 | -0.00189048 / 0.00189048 | -0.00573936 / 0.00573936 | 0.0130165 / -0.0130165 | 0 / 0 | 0 / 0 | 0.0017702 / -0.0017702 |
 | Flavour composition | 0.0346064 / -0.0346064 | 0.0127367 / -0.0127367 | 0.00898767 / -0.00898767 | -0.00814918 / 0.00814918 | -0.0223112 / 0.0223112 | 0.10961 / -0.10961 | 0.0926692 / -0.0926692 | 0.0817721 / -0.0817721 | 0.108567 / -0.108567 | 0.0696717 / -0.0696717 | 0.0835631 / -0.0835631 | 0.0562647 / -0.0562647 | 0.0728071 / -0.0728071 | -0.134698 / 0.134698 | 0 / 0 | 0 / 0 | 0.0484194 / -0.0484194 |
 | Flavor response | -0.0115872 / 0.0115872 | -0.00454345 / 0.00454345 | 0.000333935 / -0.000333935 | 0.00285512 / -0.00285512 | 0.00554442 / -0.00554442 | -0.0385168 / 0.0385168 | -0.0351023 / 0.0351023 | -0.041567 / 0.041567 | -0.045591 / 0.045591 | -0.0310943 / 0.0310943 | -0.020458 / 0.020458 | -0.0173053 / 0.0173053 | -0.030531 / 0.030531 | 0.0604842 / -0.0604842 | 0 / 0 | 0 / 0 | -0.02195 / 0.02195 |
 | Pile-up offset mu term | -0.00106943 / 0.00106943 | -0.00137705 / 0.00137705 | 0.000392199 / -0.000392199 | -0.000552267 / 0.000552267 | 0.00112963 / -0.00112963 | -0.00370392 / 0.00370392 | -0.0022884 / 0.0022884 | -0.00132129 / 0.00132129 | -0.00878325 / 0.00878325 | -0.00497174 / 0.00497174 | 0.00477201 / -0.00477201 | -0.00093469 / 0.00093469 | 0.000349522 / -0.000349522 | -0.00621602 / 0.00621602 | 0 / 0 | 0 / 0 | 0.00482094 / -0.00482094 |
 | Pile-up offset NPV term | 0.00557595 / -0.00557595 | 0.00242573 / -0.00242573 | 0.00416279 / -0.00416279 | -0.00222069 / 0.00222069 | -0.00269014 / 0.00269014 | 0.00853309 / -0.00853309 | 0.0164998 / -0.0164998 | 0.0216359 / -0.0216359 | 0.0045546 / -0.0045546 | -0.01242 / 0.01242 | 0.00574958 / -0.00574958 | 0.00612167 / -0.00612167 | 0.0106098 / -0.0106098 | -0.062943 / 0.062943 | 0 / 0 | 0 / 0 | 0.0100535 / -0.0100535 |
 | Pile-up offset p_{T} term | -0.000528723 / 0.000528723 | -0.00136492 / 0.00136492 | -0.000185668 / 0.000185668 | -0.00156647 / 0.00156647 | 0.00152886 / -0.00152886 | 0.00243706 / -0.00243706 | -0.00307906 / 0.00307906 | 0.00918901 / -0.00918901 | 0.00670338 / -0.00670338 | 0.002772 / -0.002772 | -0.00230879 / 0.00230879 | -0.00100803 / 0.00100803 | 0.00158063 / -0.00158063 | 0.0108986 / -0.0108986 | 0 / 0 | 0 / 0 | 0.00803667 / -0.00803667 |
 | #rho topology | 0.0279981 / -0.0279981 | 0.00833157 / -0.00833157 | 0.00306118 / -0.00306118 | -0.00405169 / 0.00405169 | -0.0160319 / 0.0160319 | 0.0790978 / -0.0790978 | 0.0747706 / -0.0747706 | 0.0789024 / -0.0789024 | 0.0799654 / -0.0799654 | 0.0504876 / -0.0504876 | 0.0579808 / -0.0579808 | 0.0425811 / -0.0425811 | 0.0556575 / -0.0556575 | -0.100074 / 0.100074 | 0 / 0 | 0 / 0 | 0.0342286 / -0.0342286 |
 | Punch-through correction | 1.58548e-05 / -1.58548e-05 | -5.54621e-05 / 5.54621e-05 | -7.58469e-05 / 7.58469e-05 | -2.63154e-05 / 2.63154e-05 | -5.86808e-05 / 5.86808e-05 | -0.000101447 / 0.000101447 | -5.00679e-06 / 5.00679e-06 | 1.75834e-05 / -1.75834e-05 | -1.19209e-07 / 1.19209e-07 | -3.57628e-07 / 3.57628e-07 | -5.63264e-06 / 5.63264e-06 | -5.00679e-06 / 5.00679e-06 | 2.98023e-06 / -2.98023e-06 | 5.06639e-07 / -5.06639e-07 | 0 / 0 | 0 / 0 | -0 / -0 |
 | High-p_{T} term | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | JER | 0.0194265 / -0.0194265 | 0.0125185 / -0.0125185 | -0.00761679 / 0.00761679 | 0.00249398 / -0.00249398 | -0.000627816 / 0.000627816 | 0.0499288 / -0.0499288 | -0.0140331 / 0.0140331 | -0.0138378 / 0.0138378 | 0.0781546 / -0.0781546 | 0.0435616 / -0.0435616 | -0.00847772 / 0.00847772 | 0.0117881 / -0.0117881 | 0.0148912 / -0.0148912 | -0.0291638 / 0.0291638 | 0 / 0 | 0 / 0 | -0.0151848 / 0.0151848 |
 | MET TST reso. para. | -0.000328064 / 0.000328064 | -0.000279337 / 0.000279337 | -0.00113094 / 0.00113094 | -0.00168002 / 0.00168002 | 0.000404567 / -0.000404567 | 0.00130481 / -0.00130481 | -0.00155857 / 0.00155857 | -0.0326495 / 0.0326495 | -0.00039053 / 0.00039053 | -0.00466955 / 0.00466955 | -0.00118208 / 0.00118208 | -0.00272888 / 0.00272888 | -0.000375986 / 0.000375986 | -0.00530064 / 0.00530064 | 0 / 0 | 0 / 0 | -0.00644881 / 0.00644881 |
 | MET TST reso. perp. | -0.00124836 / 0.00124836 | -0.000155002 / 0.000155002 | 0.000425398 / -0.000425398 | -0.00060311 / 0.00060311 | 0.0024274 / -0.0024274 | -0.00303084 / 0.00303084 | -0.00374639 / 0.00374639 | 0.00076887 / -0.00076887 | -0.00305068 / 0.00305068 | -0.0062803 / 0.0062803 | -0.00235024 / 0.00235024 | 0.000948906 / -0.000948906 | -0.00112772 / 0.00112772 | -0.0138905 / 0.0138905 | 0 / 0 | 0 / 0 | -0.00615725 / 0.00615725 |
 | MET TST scale | -0.000762463 / 0.000762463 | -0.000585854 / 0.000585854 | -0.000125021 / 0.000125021 | -0.000793517 / 0.000793517 | -0.00108927 / 0.00108927 | -0.00122184 / 0.00122184 | 0.000708461 / -0.000708461 | 0.0136004 / -0.0136004 | -0.00278637 / 0.00278637 | -0.00243649 / 0.00243649 | 0.00233567 / -0.00233567 | -0.00068891 / 0.00068891 | 0.0012852 / -0.0012852 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00177038 / 0.00177038 |
 | t#bar{t}+#geq 1 c generator | 0 / 0 | 0.0704945 / -0.0704945 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | t#bar{t}+#geq 1 c PS & Had | 0 / 0 | 0.099948 / -0.099948 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | t#bar{t}+#geq 1 c ISR/FSR | 0 / 0 | 0.00814775 / -0.00814775 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | t#bar{t}+c#bar{c} norm. | 0 / 0 | 0.439164 / -0.439164 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | ttbbNorm | 0 / 0 | 0 / 0 | 0.136709 / -0.136709 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | t#bar{t}+#geq 1 b generator | 0 / 0 | 0 / 0 | 0.00414598 / -0.00414598 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | t#bar{t}+#geq 1 b PS & Had | 0 / 0 | 0 / 0 | 0.0145254 / -0.0145254 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | t#bar{t}+#geq 1 b ISR/FSR | 0 / 0 | 0 / 0 | 0.00638947 / -0.00638947 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | t#bar{t}+#geq 1 b 5F vs 4F | 0 / 0 | 0 / 0 | 0.0183305 / -0.0183305 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | t#bar{t}+b#bar{b} scale | 0 / 0 | 0 / 0 | 0.00144666 / -0.00144666 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | t#bar{t}+b#bar{b} CSS KIN | 0 / 0 | 0 / 0 | -0.00209865 / 0.00209865 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | t#bar{t}+b#bar{b} MSTW | 0 / 0 | 0 / 0 | -0.000609905 / 0.000609905 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | t#bar{t}+b#bar{b} NNPDF | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | t#bar{t}+b#bar{b} Q CMMPS | 0 / 0 | 0 / 0 | -0.000724047 / 0.000724047 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | t#bar{t}+b#bar{b} glo soft | 0 / 0 | 0 / 0 | -0.000466824 / 0.000466824 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | t#bar{t}+b#bar{b} UE modeling | 0 / 0 | 0 / 0 | -0.000113338 / 0.000113338 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | topEW norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0.148957 / -0.148957 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | ttH norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.10414 / -0.10414 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | V+jets norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.285913 / -0.285913 | 0.285913 / -0.285913 | 0.285913 / -0.285913 | 0.285913 / -0.285913 | 0.285913 / -0.285913 | 0.285913 / -0.285913 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | V+cjets norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.298018 / -0.298018 | 0 / 0 | 0 / 0 | 0.298018 / -0.298018 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | V+bjets norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.285632 / -0.285632 | 0 / 0 | 0 / 0 | 0.285632 / -0.285632 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | Single top tW dia. sub. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.195346 / 0.195346 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | Single top s-chan. rad. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.000744939 / -0.000744939 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | Single top t-chan. rad. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00606379 / -0.00606379 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | Single top tW rad. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0148506 / -0.0148506 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | Single-top norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0447522 / -0.0447522 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | Dibosons norm. 5j | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.417243 / -0.417243 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | SM 4tops norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.297935 / -0.297935 | 0 / 0 | 0 / 0 | -0 / -0 |
 | QCDE norm. 5j2b | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.351277 / -0.351277 | 0 / 0 | -0 / -0 |
 | QCDMU norm. 5j2b | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.487512 / -0.487512 | -0 / -0 |
