 |       | t#bar{t}+light      | t#bar{t}+cc      | t#bar{t}+bb      | topEW      | ttH      | W+jetslight      | W+jetscharm      | W+jetsbeauty      | Z+jetslight      | Z+jetscharm      | Z+jetsbeauty      | Single-top      | Dibosons      | SM-4tops      | QCDE      | QCDMU      | t#rightarrow Hc |
 | Effective NP 7 | -0.000139475 / 0.000139475 | 0.000271559 / -0.000271559 | -0.000175565 / 0.000175565 | 0.00117123 / -0.00117123 | 0.000412762 / -0.000412762 | -0.0030697 / 0.0030697 | -0.00169277 / 0.00169277 | -0.000339776 / 0.000339776 | -0.00783569 / 0.00783569 | -0.00525507 / 0.00525507 | -0.0052169 / 0.0052169 | -0.00197732 / 0.00197732 | 0.000144064 / -0.000144064 | 0.023716 / -0.023716 | 0 / 0 | 0 / 0 | -7.55489e-05 / 7.55489e-05 |
 | Effective NP 8 | -0.000114113 / 0.000114113 | -0.00064522 / 0.00064522 | -0.00066644 / 0.00066644 | 0.000115037 / -0.000115037 | -0.000376016 / 0.000376016 | 0.00107273 / -0.00107273 | 6.08861e-05 / -6.08861e-05 | 0.000725269 / -0.000725269 | 0.00206012 / -0.00206012 | 0.00235325 / -0.00235325 | 0.00118303 / -0.00118303 | 0.000436336 / -0.000436336 | 0.00193015 / -0.00193015 | 4.67896e-06 / -4.67896e-06 | 0 / 0 | 0 / 0 | -0.00086987 / 0.00086987 |
 | #eta intercalib. (model) | 5.54621e-05 / -5.54621e-05 | -0.00323042 / 0.00323042 | -0.00442579 / 0.00442579 | -0.00637344 / 0.00637344 | -0.00928536 / 0.00928536 | 0.0144542 / -0.0144542 | 0.00569484 / -0.00569484 | 0.00797683 / -0.00797683 | 0.012265 / -0.012265 | 0.0128282 / -0.0128282 | 0.0151305 / -0.0151305 | 0.00670198 / -0.00670198 | 0.00414348 / -0.00414348 | -0.0446649 / 0.0446649 | 0 / 0 | 0 / 0 | 0.00134549 / -0.00134549 |
 | #eta intercalib. (stat.) | -0.000221401 / 0.000221401 | -0.00376374 / 0.00376374 | -0.00355643 / 0.00355643 | -0.00336996 / 0.00336996 | -0.00611269 / 0.00611269 | 0.00895685 / -0.00895685 | 0.009996 / -0.009996 | 0.00515521 / -0.00515521 | 0.0103327 / -0.0103327 | 0.0113372 / -0.0113372 | 0.0111544 / -0.0111544 | 0.00298923 / -0.00298923 | 0.00314862 / -0.00314862 | -0.0235145 / 0.0235145 | 0 / 0 | 0 / 0 | 0.00138769 / -0.00138769 |
 | #eta intercalib. (stat.) | 0.000101209 / -0.000101209 | 0.00270352 / -0.00270352 | 0.00219268 / -0.00219268 | 0.00234053 / -0.00234053 | 0.00217989 / -0.00217989 | -0.00789329 / 0.00789329 | -0.00597408 / 0.00597408 | -0.000724345 / 0.000724345 | -0.00629067 / 0.00629067 | -0.00301206 / 0.00301206 | -0.0134602 / 0.0134602 | -0.000711769 / 0.000711769 | -0.00160095 / 0.00160095 | -0.0195189 / 0.0195189 | 0 / 0 | 0 / 0 | 0.00253865 / -0.00253865 |
 | Flavour composition | -0.00265414 / 0.00265414 | -0.0283938 / 0.0283938 | -0.0304571 / 0.0304571 | -0.0367897 / 0.0367897 | -0.056016 / 0.056016 | 0.0975348 / -0.0975348 | 0.0820445 / -0.0820445 | 0.0620645 / -0.0620645 | 0.095538 / -0.095538 | 0.0881572 / -0.0881572 | 0.0719126 / -0.0719126 | 0.0279299 / -0.0279299 | 0.0603389 / -0.0603389 | -0.129191 / 0.129191 | 0 / 0 | 0 / 0 | 0.00144145 / -0.00144145 |
 | Flavor response | 0.00176397 / -0.00176397 | 0.0116012 / -0.0116012 | 0.0143015 / -0.0143015 | 0.0128506 / -0.0128506 | 0.0183484 / -0.0183484 | -0.0304485 / 0.0304485 | -0.0236524 / 0.0236524 | -0.0170628 / 0.0170628 | -0.0316944 / 0.0316944 | -0.0323379 / 0.0323379 | -0.0307805 / 0.0307805 | -0.0103581 / 0.0103581 | -0.0142601 / 0.0142601 | 0.0280581 / -0.0280581 | 0 / 0 | 0 / 0 | -0.00182727 / 0.00182727 |
 | Pile-up offset mu term | -0.000143349 / 0.000143349 | 0.00124472 / -0.00124472 | 0.0010201 / -0.0010201 | 0.0010823 / -0.0010823 | 0.00112998 / -0.00112998 | -0.00258902 / 0.00258902 | -0.0040113 / 0.0040113 | -0.00237107 / 0.00237107 | -0.00374868 / 0.00374868 | -0.00831822 / 0.00831822 | -0.0085046 / 0.0085046 | -0.00144115 / 0.00144115 | -0.00429305 / 0.00429305 | 0.0170207 / -0.0170207 | 0 / 0 | 0 / 0 | 0.00247443 / -0.00247443 |
 | Pile-up offset NPV term | -0.000767082 / 0.000767082 | -0.00394091 / 0.00394091 | -0.00501281 / 0.00501281 | -0.00370735 / 0.00370735 | -0.00857559 / 0.00857559 | 0.0172967 / -0.0172967 | 0.00538605 / -0.00538605 | 0.00675979 / -0.00675979 | 0.0161276 / -0.0161276 | 0.0159131 / -0.0159131 | 0.00783461 / -0.00783461 | 0.0030354 / -0.0030354 | -0.0014419 / 0.0014419 | 0.00830474 / -0.00830474 | 0 / 0 | 0 / 0 | 0.00435647 / -0.00435647 |
 | Pile-up offset p_{T} term | -0.0011856 / 0.0011856 | -0.00215381 / 0.00215381 | -0.000282556 / 0.000282556 | -0.0010024 / 0.0010024 | 0.000164062 / -0.000164062 | -0.000759691 / 0.000759691 | -0.00129101 / 0.00129101 | -0.00405464 / 0.00405464 | -0.00254926 / 0.00254926 | 0.00687003 / -0.00687003 | -0.00147268 / 0.00147268 | -2.33054e-05 / 2.33054e-05 | 0.00380501 / -0.00380501 | 0.0167118 / -0.0167118 | 0 / 0 | 0 / 0 | 0.00113142 / -0.00113142 |
 | #rho topology | -0.000807703 / 0.000807703 | -0.0214898 / 0.0214898 | -0.0235873 / 0.0235873 | -0.0267955 / 0.0267955 | -0.0434404 / 0.0434404 | 0.0730773 / -0.0730773 | 0.062209 / -0.062209 | 0.04155 / -0.04155 | 0.0796357 / -0.0796357 | 0.0637207 / -0.0637207 | 0.0474558 / -0.0474558 | 0.0197969 / -0.0197969 | 0.0368308 / -0.0368308 | -0.0498359 / 0.0498359 | 0 / 0 | 0 / 0 | 0.00990465 / -0.00990465 |
 | Punch-through correction | -8.58307e-06 / 8.58307e-06 | -8.34465e-06 / 8.34465e-06 | -0.000175476 / 0.000175476 | 8.46386e-06 / -8.46386e-06 | 6.14822e-05 / -6.14822e-05 | 0.000107855 / -0.000107855 | 4.69983e-05 / -4.69983e-05 | -4.02331e-06 / 4.02331e-06 | -0.000121653 / 0.000121653 | 2.30372e-05 / -2.30372e-05 | -1.30236e-05 / 1.30236e-05 | 4.58956e-05 / -4.58956e-05 | -9.17912e-06 / 9.17912e-06 | -1.19209e-07 / 1.19209e-07 | 0 / 0 | 0 / 0 | -0 / -0 |
 | High-p_{T} term | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | JER | 0.0054211 / -0.0054211 | -0.00695312 / 0.00695312 | -0.00654674 / 0.00654674 | -0.00728878 / 0.00728878 | -8.90493e-05 / 8.90493e-05 | 0.0542636 / -0.0542636 | 0.015131 / -0.015131 | 0.0264305 / -0.0264305 | 0.0952554 / -0.0952554 | -0.0161637 / 0.0161637 | 0.0249908 / -0.0249908 | 0.0159237 / -0.0159237 | -0.00391755 / 0.00391755 | 0.0420587 / -0.0420587 | 0 / 0 | 0 / 0 | -0.0048469 / 0.0048469 |
 | MET TST reso. para. | -0.000389159 / 0.000389159 | -5.92768e-05 / 5.92768e-05 | -0.000599802 / 0.000599802 | -0.000182092 / 0.000182092 | 0.00113875 / -0.00113875 | 0.00110891 / -0.00110891 | 0.0011802 / -0.0011802 | 2.86102e-05 / -2.86102e-05 | -0.00128087 / 0.00128087 | -0.000256896 / 0.000256896 | -0.0042538 / 0.0042538 | 0.000917882 / -0.000917882 | 0.00329429 / -0.00329429 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00375959 / -0.00375959 |
 | MET TST reso. perp. | -0.000596672 / 0.000596672 | 0.000162244 / -0.000162244 | -0.00100639 / 0.00100639 | -0.000158072 / 0.000158072 | 0.00027135 / -0.00027135 | -0.000709325 / 0.000709325 | -0.00451252 / 0.00451252 | 0.000410646 / -0.000410646 | 0.0048323 / -0.0048323 | -0.00530407 / 0.00530407 | -0.00195524 / 0.00195524 | -0.00065738 / 0.00065738 | 0.00612891 / -0.00612891 | -0.012405 / 0.012405 | 0 / 0 | 0 / 0 | -0.00160918 / 0.00160918 |
 | MET TST scale | -0.000465304 / 0.000465304 | -0.00103068 / 0.00103068 | 0.000444055 / -0.000444055 | -0.000157237 / 0.000157237 | -1.46925e-05 / 1.46925e-05 | -0.000658631 / 0.000658631 | 0.000852048 / -0.000852048 | -0.000562727 / 0.000562727 | 0.00140563 / -0.00140563 | 0.000905305 / -0.000905305 | -0.00017491 / 0.00017491 | -0.000258267 / 0.000258267 | 0.00076133 / -0.00076133 | 0.0072681 / -0.0072681 | 0 / 0 | 0 / 0 | 0.00064984 / -0.00064984 |
 | t#bar{t}+#geq 1 c generator | 0 / 0 | 0.0330114 / -0.0330114 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | t#bar{t}+#geq 1 c PS & Had | 0 / 0 | 0.0509119 / -0.0509119 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | t#bar{t}+#geq 1 c ISR/FSR | 0 / 0 | -0.0349492 / 0.0349492 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | t#bar{t}+c#bar{c} norm. | 0 / 0 | 0.439164 / -0.439164 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | ttbbNorm | 0 / 0 | 0 / 0 | 0.129668 / -0.129668 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | t#bar{t}+#geq 1 b generator | 0 / 0 | 0 / 0 | -0.00365299 / 0.00365299 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | t#bar{t}+#geq 1 b PS & Had | 0 / 0 | 0 / 0 | 0.0202742 / -0.0202742 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | t#bar{t}+#geq 1 b ISR/FSR | 0 / 0 | 0 / 0 | -0.0288433 / 0.0288433 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | t#bar{t}+#geq 1 b 5F vs 4F | 0 / 0 | 0 / 0 | 0.0383283 / -0.0383283 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | t#bar{t}+b#bar{b} scale | 0 / 0 | 0 / 0 | 0.00336426 / -0.00336426 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | t#bar{t}+b#bar{b} CSS KIN | 0 / 0 | 0 / 0 | -0.00511789 / 0.00511789 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | t#bar{t}+b#bar{b} MSTW | 0 / 0 | 0 / 0 | -0.000456125 / 0.000456125 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | t#bar{t}+b#bar{b} NNPDF | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | t#bar{t}+b#bar{b} Q CMMPS | 0 / 0 | 0 / 0 | 0.00165471 / -0.00165471 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | t#bar{t}+b#bar{b} glo soft | 0 / 0 | 0 / 0 | 0.00262171 / -0.00262171 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | t#bar{t}+b#bar{b} UE modeling | 0 / 0 | 0 / 0 | 0.000911087 / -0.000911087 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | topEW norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0.148957 / -0.148957 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | ttH norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.10414 / -0.10414 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | V+jets norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.285913 / -0.285913 | 0.285913 / -0.285913 | 0.285913 / -0.285913 | 0.285913 / -0.285913 | 0.285913 / -0.285913 | 0.285913 / -0.285913 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | V+cjets norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.298018 / -0.298018 | 0 / 0 | 0 / 0 | 0.298018 / -0.298018 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | V+bjets norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.285632 / -0.285632 | 0 / 0 | 0 / 0 | 0.285632 / -0.285632 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | Single top tW dia. sub. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.117869 / 0.117869 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | Single top s-chan. rad. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.000260562 / 0.000260562 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | Single top t-chan. rad. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0208159 / 0.0208159 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | Single top tW rad. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00315705 / -0.00315705 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | Single-top norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0447523 / -0.0447523 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | Dibosons norm. 4j | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.337724 / -0.337724 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | SM 4tops norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.297935 / -0.297935 | 0 / 0 | 0 / 0 | -0 / -0 |
 | QCDE norm. 4j2b | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.440599 / -0.440599 | 0 / 0 | -0 / -0 |
 | QCDMU norm. 4j2b | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.494595 / -0.494595 | -0 / -0 |
