 |       | t#bar{t}+light      | t#bar{t}+cc      | t#bar{t}+bb      | topEW      | ttH      | W+jetslight      | W+jetscharm      | W+jetsbeauty      | Z+jetslight      | Z+jetscharm      | Z+jetsbeauty      | Single-top      | Dibosons      | SM-4tops      | QCDE      | QCDMU      | t#rightarrow Hc |
 | Effective NP 7 | -0.00151615 / 0.00151615 | 0.000690276 / -0.000690276 | 0.000184032 / -0.000184032 | 0.000457102 / -0.000457102 | 0.00136211 / -0.00136211 | -0.00431315 / 0.00431315 | -0.00713371 / 0.00713371 | 2.9076e-05 / -2.9076e-05 | -0.00494574 / 0.00494574 | -0.00281554 / 0.00281554 | -0.00340052 / 0.00340052 | 0.000880344 / -0.000880344 | -0.00488464 / 0.00488464 | 0.00124814 / -0.00124814 | 0 / 0 | 0 / 0 | -0.00224682 / 0.00224682 |
 | Effective NP 8 | 0.000649119 / -0.000649119 | 1.13269e-06 / -1.13269e-06 | 0.000103524 / -0.000103524 | -4.18134e-05 / 4.18134e-05 | -0.000290125 / 0.000290125 | 0.000243715 / -0.000243715 | 0.00207597 / -0.00207597 | 0.00032741 / -0.00032741 | 0.000512734 / -0.000512734 | 0.000375285 / -0.000375285 | 0.00166956 / -0.00166956 | 0.000786417 / -0.000786417 | 0.00320283 / -0.00320283 | -0.000253607 / 0.000253607 | 0 / 0 | 0 / 0 | 0.00060538 / -0.00060538 |
 | #eta intercalib. (model) | 0.00677098 / -0.00677098 | 0.00232608 / -0.00232608 | 0.00187422 / -0.00187422 | -0.000539188 / 0.000539188 | -0.00380605 / 0.00380605 | 0.0161521 / -0.0161521 | 0.0163623 / -0.0163623 | 0.00657337 / -0.00657337 | 0.011777 / -0.011777 | 0.02725 / -0.02725 | 0.0128222 / -0.0128222 | 0.00159666 / -0.00159666 | 0.0145687 / -0.0145687 | -0.00599946 / 0.00599946 | 0 / 0 | 0 / 0 | 0.00923587 / -0.00923587 |
 | #eta intercalib. (stat.) | 0.00489472 / -0.00489472 | 0.000372801 / -0.000372801 | 0.00141154 / -0.00141154 | -0.00178549 / 0.00178549 | -0.00303524 / 0.00303524 | 0.00963404 / -0.00963404 | 0.0144439 / -0.0144439 | 0.00733707 / -0.00733707 | 0.0107018 / -0.0107018 | 0.012558 / -0.012558 | 0.0119767 / -0.0119767 | -5.33572e-05 / 5.33572e-05 | 0.00538083 / -0.00538083 | -0.00290901 / 0.00290901 | 0 / 0 | 0 / 0 | 0.00957503 / -0.00957503 |
 | #eta intercalib. (stat.) | -0.00449099 / 0.00449099 | 0.00176097 / -0.00176097 | -0.00202581 / 0.00202581 | -0.000279696 / 0.000279696 | 0.00173086 / -0.00173086 | -0.0082599 / 0.0082599 | -0.0121603 / 0.0121603 | -0.00210333 / 0.00210333 | -0.00474234 / 0.00474234 | -0.006275 / 0.006275 | -0.00994351 / 0.00994351 | 0.000952788 / -0.000952788 | 0.00169467 / -0.00169467 | 0.00752545 / -0.00752545 | 0 / 0 | 0 / 0 | -0.00325696 / 0.00325696 |
 | Flavour composition | 0.0425955 / -0.0425955 | 0.0127522 / -0.0127522 | 0.00851872 / -0.00851872 | -0.00863893 / 0.00863893 | -0.0184999 / 0.0184999 | 0.1073 / -0.1073 | 0.103162 / -0.103162 | 0.0795218 / -0.0795218 | 0.101841 / -0.101841 | 0.0922189 / -0.0922189 | 0.0445999 / -0.0445999 | 0.0390846 / -0.0390846 | 0.0645187 / -0.0645187 | -0.0666018 / 0.0666018 | 0 / 0 | 0 / 0 | 0.0565092 / -0.0565092 |
 | Flavor response | -0.0164108 / 0.0164108 | -0.00304274 / 0.00304274 | -0.00323211 / 0.00323211 | 0.000723188 / -0.000723188 | 0.00744306 / -0.00744306 | -0.0383051 / 0.0383051 | -0.0357695 / 0.0357695 | -0.0199959 / 0.0199959 | -0.036324 / 0.036324 | -0.0449633 / 0.0449633 | -0.0269128 / 0.0269128 | -0.00471219 / 0.00471219 | -0.0302123 / 0.0302123 | 0.020941 / -0.020941 | 0 / 0 | 0 / 0 | -0.0265082 / 0.0265082 |
 | Pile-up offset mu term | -0.000903832 / 0.000903832 | 0.000777049 / -0.000777049 | -0.00149778 / 0.00149778 | 0.000591628 / -0.000591628 | 0.000630252 / -0.000630252 | -0.00462246 / 0.00462246 | 0.00205706 / -0.00205706 | -0.00710049 / 0.00710049 | -0.00551906 / 0.00551906 | 0.000688293 / -0.000688293 | -0.00638107 / 0.00638107 | -0.00556134 / 0.00556134 | 0.00253605 / -0.00253605 | -1.8467e-07 / 1.8467e-07 | 0 / 0 | 0 / 0 | -0.00167854 / 0.00167854 |
 | Pile-up offset NPV term | 0.00757429 / -0.00757429 | 0.00316878 / -0.00316878 | 0.00255776 / -0.00255776 | -0.00192347 / 0.00192347 | -0.00142921 / 0.00142921 | 0.0152628 / -0.0152628 | 0.0226211 / -0.0226211 | 0.0139152 / -0.0139152 | 0.014795 / -0.014795 | 0.00119027 / -0.00119027 | -0.00342535 / 0.00342535 | 0.0041389 / -0.0041389 | 0.0123861 / -0.0123861 | 0.0062395 / -0.0062395 | 0 / 0 | 0 / 0 | 0.00915857 / -0.00915857 |
 | Pile-up offset p_{T} term | -0.000109363 / 0.000109363 | 0.000270311 / -0.000270311 | 5.83445e-05 / -5.83445e-05 | 7.89003e-05 / -7.89003e-05 | 1.74408e-05 / -1.74408e-05 | 0.000258658 / -0.000258658 | 0.000762271 / -0.000762271 | 0.00109719 / -0.00109719 | -0.000299577 / 0.000299577 | 0.000404804 / -0.000404804 | 0.000796435 / -0.000796435 | -0.000115057 / 0.000115057 | 0.000945042 / -0.000945042 | 0.000118 / -0.000118 | 0 / 0 | 0 / 0 | 0.000330291 / -0.000330291 |
 | #rho topology | 0.0329219 / -0.0329219 | 0.00636512 / -0.00636512 | 0.00608415 / -0.00608415 | -0.00377953 / 0.00377953 | -0.0139762 / 0.0139762 | 0.0814367 / -0.0814367 | 0.0759433 / -0.0759433 | 0.0615132 / -0.0615132 | 0.0750578 / -0.0750578 | 0.0710321 / -0.0710321 | 0.0445018 / -0.0445018 | 0.0217945 / -0.0217945 | 0.0433783 / -0.0433783 | -0.0496937 / 0.0496937 | 0 / 0 | 0 / 0 | 0.0448418 / -0.0448418 |
 | Punch-through correction | 1.04181e-06 / -1.04181e-06 | 1.5075e-05 / -1.5075e-05 | 1.73355e-06 / -1.73355e-06 | 1.073e-06 / -1.073e-06 | -1.64538e-05 / 1.64538e-05 | 4.46756e-05 / -4.46756e-05 | 1.28741e-05 / -1.28741e-05 | 3.39232e-06 / -3.39232e-06 | 1.37523e-05 / -1.37523e-05 | 7.89971e-06 / -7.89971e-06 | -1.98333e-06 / 1.98333e-06 | 4.75757e-07 / -4.75757e-07 | 2.03987e-06 / -2.03987e-06 | -5.12669e-06 / 5.12669e-06 | 0 / 0 | 0 / 0 | -0 / -0 |
 | High-p_{T} term | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | JER | 0.00174812 / -0.00174812 | -0.0158214 / 0.0158214 | -0.0166015 / 0.0166015 | 0.00351346 / -0.00351346 | -0.011235 / 0.011235 | 0.0509369 / -0.0509369 | 0.00540492 / -0.00540492 | -0.0114687 / 0.0114687 | 0.0668217 / -0.0668217 | 0.0255865 / -0.0255865 | 0.034794 / -0.034794 | 0.019467 / -0.019467 | 0.0149137 / -0.0149137 | -0.017306 / 0.017306 | 0 / 0 | 0 / 0 | -0.00788396 / 0.00788396 |
 | MET TST reso. para. | 3.33434e-09 / -3.33434e-09 | 6.07262e-07 / -6.07262e-07 | 7.94028e-05 / -7.94028e-05 | -7.42566e-07 / 7.42566e-07 | 1.61271e-05 / -1.61271e-05 | 9.14088e-05 / -9.14088e-05 | -0.000259122 / 0.000259122 | -3.94002e-05 / 3.94002e-05 | 0.000190497 / -0.000190497 | -0.00187312 / 0.00187312 | -4.76683e-05 / 4.76683e-05 | -1.62824e-05 / 1.62824e-05 | -1.42935e-07 / 1.42935e-07 | 2.37213e-09 / -2.37213e-09 | 0 / 0 | 0 / 0 | -1.11172e-08 / 1.11172e-08 |
 | MET TST reso. perp. | 2.37381e-09 / -2.37381e-09 | -7.0612e-05 / 7.0612e-05 | 0.000102079 / -0.000102079 | 1.50703e-06 / -1.50703e-06 | 1.61244e-05 / -1.61244e-05 | -9.78226e-05 / 9.78226e-05 | 0.00013664 / -0.00013664 | 3.49034e-05 / -3.49034e-05 | 0.000318328 / -0.000318328 | -0.00188361 / 0.00188361 | -4.79709e-05 / 4.79709e-05 | 2.48202e-05 / -2.48202e-05 | -1.61109e-07 / 1.61109e-07 | -5.60737e-09 / 5.60737e-09 | 0 / 0 | 0 / 0 | -3.82832e-05 / 3.82832e-05 |
 | MET TST scale | 0 / 0 | -3.67296e-05 / 3.67296e-05 | -1.53094e-05 / 1.53094e-05 | 5.29311e-06 / -5.29311e-06 | 6.38931e-08 / -6.38931e-08 | 9.8868e-05 / -9.8868e-05 | 2.30793e-05 / -2.30793e-05 | 7.60029e-06 / -7.60029e-06 | 4.84471e-05 / -4.84471e-05 | 0 / 0 | 0 / 0 | 1.27512e-06 / -1.27512e-06 | 0 / 0 | 4.63072e-09 / -4.63072e-09 | 0 / 0 | 0 / 0 | -4.78214e-05 / 4.78214e-05 |
 | t#bar{t}+#geq 1 c generator | 0 / 0 | 0.00759144 / -0.00759144 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | t#bar{t}+#geq 1 c PS & Had | 0 / 0 | 0.0195798 / -0.0195798 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | t#bar{t}+#geq 1 c ISR/FSR | 0 / 0 | -0.0228168 / 0.0228168 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | t#bar{t}+c#bar{c} norm. | 0 / 0 | 0.439164 / -0.439164 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | ttbbNorm | 0 / 0 | 0 / 0 | 0.134882 / -0.134882 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | t#bar{t}+#geq 1 b generator | 0 / 0 | 0 / 0 | -0.0265824 / 0.0265824 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | t#bar{t}+#geq 1 b PS & Had | 0 / 0 | 0 / 0 | -0.00921639 / 0.00921639 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | t#bar{t}+#geq 1 b ISR/FSR | 0 / 0 | 0 / 0 | -0.029655 / 0.029655 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | t#bar{t}+#geq 1 b 5F vs 4F | 0 / 0 | 0 / 0 | 0.0667777 / -0.0667777 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | t#bar{t}+b#bar{b} scale | 0 / 0 | 0 / 0 | -0.000899432 / 0.000899432 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | t#bar{t}+b#bar{b} CSS KIN | 0 / 0 | 0 / 0 | 0.00251738 / -0.00251738 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | t#bar{t}+b#bar{b} MSTW | 0 / 0 | 0 / 0 | -0.000480196 / 0.000480196 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | t#bar{t}+b#bar{b} NNPDF | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | t#bar{t}+b#bar{b} Q CMMPS | 0 / 0 | 0 / 0 | -0.0043236 / 0.0043236 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | t#bar{t}+b#bar{b} glo soft | 0 / 0 | 0 / 0 | -0.0048017 / 0.0048017 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | t#bar{t}+b#bar{b} UE modeling | 0 / 0 | 0 / 0 | -0.00161858 / 0.00161858 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | topEW norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0.148957 / -0.148957 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | ttH norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.10414 / -0.10414 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | V+jets norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.285913 / -0.285913 | 0.285913 / -0.285913 | 0.285913 / -0.285913 | 0.285913 / -0.285913 | 0.285913 / -0.285913 | 0.285913 / -0.285913 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | V+cjets norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.298018 / -0.298018 | 0 / 0 | 0 / 0 | 0.298018 / -0.298018 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | V+bjets norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.285632 / -0.285632 | 0 / 0 | 0 / 0 | 0.285632 / -0.285632 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | Single top tW dia. sub. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.187774 / 0.187774 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | Single top s-chan. rad. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00378334 / -0.00378334 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | Single top t-chan. rad. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0643989 / -0.0643989 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | Single top tW rad. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0402643 / -0.0402643 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | Single-top norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0447522 / -0.0447522 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | Dibosons norm. 5j | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.417243 / -0.417243 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | SM 4tops norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.297935 / -0.297935 | 0 / 0 | 0 / 0 | -0 / -0 |
 | QCDE norm. 5j3b | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.440176 / -0.440176 | 0 / 0 | -0 / -0 |
 | QCDMU norm. 5j3b | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.491264 / -0.491264 | -0 / -0 |
