 |       | t#bar{t}+light      | t#bar{t}+cc      | t#bar{t}+bb      | topEW      | ttH      | W+jetslight      | W+jetscharm      | W+jetsbeauty      | Z+jetslight      | Z+jetscharm      | Z+jetsbeauty      | Single-top      | Dibosons      | SM-4tops      | QCDE      | QCDMU      | t#rightarrow Hc |
 | Effective NP 7 | 0.000379454 / -0.000379454 | -0.00109986 / 0.00109986 | 3.78475e-06 / -3.78475e-06 | 0.000804402 / -0.000804402 | 0.000749197 / -0.000749197 | -0.00432482 / 0.00432482 | 0.000990264 / -0.000990264 | -0.00288934 / 0.00288934 | -0.00614034 / 0.00614034 | -0.000518876 / 0.000518876 | -0.00176247 / 0.00176247 | -0.0015227 / 0.0015227 | 0.00219472 / -0.00219472 | 8.22904e-06 / -8.22904e-06 | 0 / 0 | 0 / 0 | 0.000233479 / -0.000233479 |
 | Effective NP 8 | -0.000272626 / 0.000272626 | 0.000277095 / -0.000277095 | 9.16058e-05 / -9.16058e-05 | -0.000257454 / 0.000257454 | -0.000158665 / 0.000158665 | 0.00101869 / -0.00101869 | 0.000299835 / -0.000299835 | 0.00255338 / -0.00255338 | 0.00130965 / -0.00130965 | 0.000454312 / -0.000454312 | -0.000227595 / 0.000227595 | 0.000853888 / -0.000853888 | -0.0019364 / 0.0019364 | -3.79143e-05 / 3.79143e-05 | 0 / 0 | 0 / 0 | 0.000546851 / -0.000546851 |
 | #eta intercalib. (model) | 0.000659219 / -0.000659219 | -0.00375513 / 0.00375513 | -0.00263221 / 0.00263221 | -0.00313827 / 0.00313827 | -0.00936877 / 0.00936877 | 0.0157126 / -0.0157126 | 0.00646362 / -0.00646362 | 0.0128139 / -0.0128139 | 0.0159253 / -0.0159253 | 0.0156495 / -0.0156495 | 0.008199 / -0.008199 | 0.00583495 / -0.00583495 | 0.00212779 / -0.00212779 | -0.00846238 / 0.00846238 | 0 / 0 | 0 / 0 | -0.00303932 / 0.00303932 |
 | #eta intercalib. (stat.) | -0.000681101 / 0.000681101 | 0.000357195 / -0.000357195 | -0.00147096 / 0.00147096 | -0.00349935 / 0.00349935 | -0.00434395 / 0.00434395 | 0.0106154 / -0.0106154 | 0.00541912 / -0.00541912 | 0.00456698 / -0.00456698 | 0.0119532 / -0.0119532 | 0.00468835 / -0.00468835 | 0.00765862 / -0.00765862 | 0.00447787 / -0.00447787 | 0.00545698 / -0.00545698 | -0.0216365 / 0.0216365 | 0 / 0 | 0 / 0 | -0.00163332 / 0.00163332 |
 | #eta intercalib. (stat.) | -0.00112464 / 0.00112464 | 0.00061941 / -0.00061941 | 0.0019706 / -0.0019706 | 0.00306097 / -0.00306097 | 0.00488411 / -0.00488411 | -0.00935739 / 0.00935739 | -0.00286277 / 0.00286277 | -0.0057812 / 0.0057812 | -0.00823565 / 0.00823565 | -0.00759313 / 0.00759313 | -0.00901617 / 0.00901617 | 0.000236943 / -0.000236943 | -0.00739583 / 0.00739583 | -0.000608365 / 0.000608365 | 0 / 0 | 0 / 0 | 0.000713814 / -0.000713814 |
 | Flavour composition | 0.00675655 / -0.00675655 | -0.0107472 / 0.0107472 | -0.0193814 / 0.0193814 | -0.0337294 / 0.0337294 | -0.0537937 / 0.0537937 | 0.102555 / -0.102555 | 0.0759667 / -0.0759667 | 0.0654134 / -0.0654134 | 0.100122 / -0.100122 | 0.0798708 / -0.0798708 | 0.0710968 / -0.0710968 | 0.0154082 / -0.0154082 | 0.0267204 / -0.0267204 | -0.0594586 / 0.0594586 | 0 / 0 | 0 / 0 | -0.000815775 / 0.000815775 |
 | Flavor response | -0.00171269 / 0.00171269 | 0.00440681 / -0.00440681 | 0.00534265 / -0.00534265 | 0.00986158 / -0.00986158 | 0.0196275 / -0.0196275 | -0.0348291 / 0.0348291 | -0.0202233 / 0.0202233 | -0.0226426 / 0.0226426 | -0.0374641 / 0.0374641 | -0.0301047 / 0.0301047 | -0.0411181 / 0.0411181 | -0.0109079 / 0.0109079 | -0.00292826 / 0.00292826 | 0.0378186 / -0.0378186 | 0 / 0 | 0 / 0 | 0.00485034 / -0.00485034 |
 | Pile-up offset mu term | -0.000237427 / 0.000237427 | 0.00125979 / -0.00125979 | 0.00235682 / -0.00235682 | 0.000556688 / -0.000556688 | 0.000320147 / -0.000320147 | -0.00205969 / 0.00205969 | -0.00280361 / 0.00280361 | 0.00122596 / -0.00122596 | 0.00140558 / -0.00140558 | -0.00582253 / 0.00582253 | -0.000395129 / 0.000395129 | 0.00804785 / -0.00804785 | -0.00233096 / 0.00233096 | 0.00704914 / -0.00704914 | 0 / 0 | 0 / 0 | 0.000977957 / -0.000977957 |
 | Pile-up offset NPV term | 6.73634e-05 / -6.73634e-05 | 0.000422557 / -0.000422557 | -0.0030658 / 0.0030658 | -0.00161442 / 0.00161442 | -0.00994647 / 0.00994647 | 0.0177244 / -0.0177244 | 0.00673028 / -0.00673028 | 0.0111355 / -0.0111355 | 0.018545 / -0.018545 | 0.0100959 / -0.0100959 | 0.0271896 / -0.0271896 | 0.00974691 / -0.00974691 | 0.00634724 / -0.00634724 | -0.0335385 / 0.0335385 | 0 / 0 | 0 / 0 | -0.00176619 / 0.00176619 |
 | Pile-up offset p_{T} term | 5.95966e-07 / -5.95966e-07 | 9.84371e-05 / -9.84371e-05 | 7.35184e-05 / -7.35184e-05 | 6.11081e-05 / -6.11081e-05 | -0.000180527 / 0.000180527 | -0.000471764 / 0.000471764 | 0.000708886 / -0.000708886 | 0.00109023 / -0.00109023 | -0.000774348 / 0.000774348 | 0.000631648 / -0.000631648 | 0.0012558 / -0.0012558 | -0.000190255 / 0.000190255 | 0.00114385 / -0.00114385 | -1.48189e-05 / 1.48189e-05 | 0 / 0 | 0 / 0 | 0.000335216 / -0.000335216 |
 | #rho topology | 0.0052431 / -0.0052431 | -0.00869048 / 0.00869048 | -0.0147093 / 0.0147093 | -0.0265855 / 0.0265855 | -0.0399752 / 0.0399752 | 0.0797283 / -0.0797283 | 0.051952 / -0.051952 | 0.0463598 / -0.0463598 | 0.0842088 / -0.0842088 | 0.0626215 / -0.0626215 | 0.0547505 / -0.0547505 | 0.0168556 / -0.0168556 | 0.0241547 / -0.0241547 | -0.0612738 / 0.0612738 | 0 / 0 | 0 / 0 | 0.000780483 / -0.000780483 |
 | Punch-through correction | 5.23948e-07 / -5.23948e-07 | -1.00636e-06 / 1.00636e-06 | -1.88965e-06 / 1.88965e-06 | -2.30686e-07 / 2.30686e-07 | -2.31056e-06 / 2.31056e-06 | 8.62399e-06 / -8.62399e-06 | 2.3486e-05 / -2.3486e-05 | -3.86914e-07 / 3.86914e-07 | -9.04174e-05 / 9.04174e-05 | 2.86997e-06 / -2.86997e-06 | 5.21537e-06 / -5.21537e-06 | -8.94197e-08 / 8.94197e-08 | 5.84856e-05 / -5.84856e-05 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | High-p_{T} term | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | JER | -0.0210458 / 0.0210458 | -0.0143157 / 0.0143157 | -0.0172099 / 0.0172099 | -0.0194572 / 0.0194572 | -0.00363251 / 0.00363251 | 0.077187 / -0.077187 | -0.00596866 / 0.00596866 | 0.0121901 / -0.0121901 | 0.0511969 / -0.0511969 | -0.00163833 / 0.00163833 | 0.00310746 / -0.00310746 | -0.00441195 / 0.00441195 | -0.0292229 / 0.0292229 | 0.0213286 / -0.0213286 | 0 / 0 | 0 / 0 | -0.0239866 / 0.0239866 |
 | MET TST reso. para. | 4.1445e-07 / -4.1445e-07 | -1.97274e-05 / 1.97274e-05 | 3.72328e-06 / -3.72328e-06 | -2.61806e-07 / 2.61806e-07 | 2.69862e-05 / -2.69862e-05 | 0.000223291 / -0.000223291 | 5.07906e-09 / -5.07905e-09 | 2.42406e-05 / -2.42406e-05 | -0.00080912 / 0.00080912 | 0.000509331 / -0.000509331 | -0.00034513 / 0.00034513 | -7.60433e-05 / 7.60433e-05 | -4.07792e-05 / 4.07792e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 1.58384e-06 / -1.58384e-06 |
 | MET TST reso. perp. | 7.38494e-07 / -7.38494e-07 | -4.81145e-05 / 4.81145e-05 | -1.94154e-05 / 1.94154e-05 | 1.53953e-07 / -1.53953e-07 | 3.20101e-05 / -3.20101e-05 | 0.000117225 / -0.000117225 | -1.18438e-09 / 1.18438e-09 | 2.43943e-05 / -2.43943e-05 | -0.000799753 / 0.000799753 | 0.000479551 / -0.000479551 | -0.000347006 / 0.000347006 | 0.000107361 / -0.000107361 | -3.16541e-05 / 3.16541e-05 | 0 / 0 | 0 / 0 | 0 / 0 | -2.59225e-07 / 2.59225e-07 |
 | MET TST scale | -3.0774e-07 / 3.0774e-07 | 1.0646e-05 / -1.0646e-05 | -7.66346e-06 / 7.66346e-06 | 2.56547e-06 / -2.56547e-06 | 1.07112e-06 / -1.07112e-06 | -1.56977e-05 / 1.56977e-05 | 0 / 0 | 0 / 0 | 1.89903e-06 / -1.89903e-06 | 6.55469e-06 / -6.55469e-06 | 0 / 0 | 3.41726e-05 / -3.41726e-05 | 1.95074e-06 / -1.95074e-06 | 0 / 0 | 0 / 0 | 0 / 0 | 1.1186e-07 / -1.1186e-07 |
 | t#bar{t}+#geq 1 c generator | 0 / 0 | -0.0942027 / 0.0942027 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | t#bar{t}+#geq 1 c PS & Had | 0 / 0 | -0.0986123 / 0.0986123 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | t#bar{t}+#geq 1 c ISR/FSR | 0 / 0 | -0.0539392 / 0.0539392 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | t#bar{t}+c#bar{c} norm. | 0 / 0 | 0.439164 / -0.439164 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | ttbbNorm | 0 / 0 | 0 / 0 | 0.130617 / -0.130617 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | t#bar{t}+#geq 1 b generator | 0 / 0 | 0 / 0 | -0.023986 / 0.023986 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | t#bar{t}+#geq 1 b PS & Had | 0 / 0 | 0 / 0 | 0.00103552 / -0.00103552 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | t#bar{t}+#geq 1 b ISR/FSR | 0 / 0 | 0 / 0 | -0.0513616 / 0.0513616 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | t#bar{t}+#geq 1 b 5F vs 4F | 0 / 0 | 0 / 0 | 0.0836992 / -0.0836992 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | t#bar{t}+b#bar{b} scale | 0 / 0 | 0 / 0 | 0.00205337 / -0.00205337 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | t#bar{t}+b#bar{b} CSS KIN | 0 / 0 | 0 / 0 | -0.00278694 / 0.00278694 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | t#bar{t}+b#bar{b} MSTW | 0 / 0 | 0 / 0 | -0.000805371 / 0.000805371 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | t#bar{t}+b#bar{b} NNPDF | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | t#bar{t}+b#bar{b} Q CMMPS | 0 / 0 | 0 / 0 | -0.00118834 / 0.00118834 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | t#bar{t}+b#bar{b} glo soft | 0 / 0 | 0 / 0 | -0.000798062 / 0.000798062 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | t#bar{t}+b#bar{b} UE modeling | 0 / 0 | 0 / 0 | -0.000219258 / 0.000219258 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | topEW norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0.148957 / -0.148957 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | ttH norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.10414 / -0.10414 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | V+jets norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.285913 / -0.285913 | 0.285913 / -0.285913 | 0.285913 / -0.285913 | 0.285913 / -0.285913 | 0.285913 / -0.285913 | 0.285913 / -0.285913 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | V+cjets norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.298018 / -0.298018 | 0 / 0 | 0 / 0 | 0.298018 / -0.298018 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | V+bjets norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.285632 / -0.285632 | 0 / 0 | 0 / 0 | 0.285632 / -0.285632 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | Single top tW dia. sub. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.139075 / 0.139075 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | Single top s-chan. rad. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00446261 / -0.00446261 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | Single top t-chan. rad. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0423988 / -0.0423988 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | Single top tW rad. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0121714 / -0.0121714 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | Single-top norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0447523 / -0.0447523 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | Dibosons norm. 4j | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.337724 / -0.337724 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | SM 4tops norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.297935 / -0.297935 | 0 / 0 | 0 / 0 | -0 / -0 |
 | QCDE norm. 4j3b | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.368657 / -0.368657 | 0 / 0 | -0 / -0 |
 | QCDMU norm. 4j3b | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.410402 / -0.410402 | -0 / -0 |
