 |       | t#bar{t}+light      | t#bar{t}+cc      | t#bar{t}+bb      | topEW      | ttH      | W+jetslight      | W+jetscharm      | W+jetsbeauty      | Z+jetslight      | Z+jetscharm      | Z+jetsbeauty      | Single-top      | Dibosons      | SM-4tops      | QCDE      | QCDMU      | t#rightarrow Hc |
 | Effective NP 8 | 0.000137091 / -0.000137091 | -5.53391e-05 / 5.53391e-05 | -0.00132208 / 0.00132208 | -0.000735455 / 0.000735455 | -0.000694359 / 0.000694359 | 0.00104085 / -0.00104085 | 0.00040271 / -0.00040271 | 0.000557842 / -0.000557842 | 0.00101516 / -0.00101516 | 0.000428892 / -0.000428892 | 0.000469029 / -0.000469029 | 8.5738e-05 / -8.5738e-05 | 0.000257277 / -0.000257277 | -0.000147432 / 0.000147432 | 0 / 0 | 0 / 0 | 7.75158e-05 / -7.75158e-05 |
 | #eta intercalib. (model) | 0.000167243 / -0.000167243 | -0.0412388 / 0.0412388 | -0.0147013 / 0.0147013 | 0.000267604 / -0.000267604 | -0.0104296 / 0.0104296 | 0.0144708 / -0.0144708 | 0.00984647 / -0.00984647 | 0.00693272 / -0.00693272 | 0.0148465 / -0.0148465 | 0.0156484 / -0.0156484 | 0.013284 / -0.013284 | 0.000151389 / -0.000151389 | -0.0219256 / 0.0219256 | 0.00283918 / -0.00283918 | 0 / 0 | 0 / 0 | 0.00709495 / -0.00709495 |
 | #eta intercalib. (stat.) | 0.000155866 / -0.000155866 | 1.7345e-05 / -1.7345e-05 | -0.00505035 / 0.00505035 | -0.00049691 / 0.00049691 | -0.00608384 / 0.00608384 | 0.0106105 / -0.0106105 | 0.00818361 / -0.00818361 | 0.00308825 / -0.00308825 | 0.0120593 / -0.0120593 | 0.00473935 / -0.00473935 | 0.00850174 / -0.00850174 | 0.000169728 / -0.000169728 | 0.0105599 / -0.0105599 | 0.00315931 / -0.00315931 | 0 / 0 | 0 / 0 | 0.00729879 / -0.00729879 |
 | #eta intercalib. (stat.) | 8.79605e-05 / -8.79605e-05 | -0.000384071 / 0.000384071 | 0.00466453 / -0.00466453 | -0.000417804 / 0.000417804 | 0.00502698 / -0.00502698 | -0.00959975 / 0.00959975 | -0.00728041 / 0.00728041 | -0.00249582 / 0.00249582 | -0.00918241 / 0.00918241 | -0.00706592 / 0.00706592 | -0.00923403 / 0.00923403 | -0.000156926 / 0.000156926 | -0.00985808 / 0.00985808 | -0.00309014 / 0.00309014 | 0 / 0 | 0 / 0 | -0.013835 / 0.013835 |
 | Flavour composition | -0.0891229 / 0.0891229 | -0.129169 / 0.129169 | -0.0235655 / 0.0235655 | -0.0239932 / 0.0239932 | -0.0434176 / 0.0434176 | 0.102893 / -0.102893 | 0.0868411 / -0.0868411 | 0.0757322 / -0.0757322 | 0.10154 / -0.10154 | 0.0604956 / -0.0604956 | 0.0226876 / -0.0226876 | -0.0291402 / 0.0291402 | -0.0431111 / 0.0431111 | -0.233962 / 0.233962 | 0 / 0 | 0 / 0 | 0.0355397 / -0.0355397 |
 | Flavor response | -9.76324e-05 / 9.76324e-05 | 0.0402807 / -0.0402807 | 0.0144555 / -0.0144555 | -0.000910121 / 0.000910121 | 0.0162344 / -0.0162344 | -0.0345459 / 0.0345459 | -0.0188287 / 0.0188287 | -0.00702207 / 0.00702207 | -0.0381107 / 0.0381107 | -0.0252939 / 0.0252939 | -0.0182551 / 0.0182551 | 0.0418758 / -0.0418758 | 0.0194763 / -0.0194763 | -0.00402793 / 0.00402793 | 0 / 0 | 0 / 0 | 0.00778192 / -0.00778192 |
 | Pile-up offset mu term | -0.000143872 / 0.000143872 | 5.6858e-05 / -5.6858e-05 | 0.0039087 / -0.0039087 | 0.0011372 / -0.0011372 | 0.00184759 / -0.00184759 | -0.00181906 / 0.00181906 | -0.00693731 / 0.00693731 | 0.000119164 / -0.000119164 | 0.00207386 / -0.00207386 | -0.00286111 / 0.00286111 | 0.00170431 / -0.00170431 | -6.83665e-05 / 6.83665e-05 | -0.00864071 / 0.00864071 | -0.000150472 / 0.000150472 | 0 / 0 | 0 / 0 | -0.00712547 / 0.00712547 |
 | Pile-up offset NPV term | -0.0193849 / 0.0193849 | -0.0422074 / 0.0422074 | -0.011606 / 0.011606 | 0.000425535 / -0.000425535 | -0.00650661 / 0.00650661 | 0.0176745 / -0.0176745 | 0.0128614 / -0.0128614 | 0.0058769 / -0.0058769 | 0.0168859 / -0.0168859 | 0.00653363 / -0.00653363 | 0.00133953 / -0.00133953 | -0.0439132 / 0.0439132 | 0.0564413 / -0.0564413 | 0.00321168 / -0.00321168 | 0 / 0 | 0 / 0 | 0.000788808 / -0.000788808 |
 | Pile-up offset p_{T} term | 9.51152e-05 / -9.51152e-05 | -0.000135481 / 0.000135481 | 0.000107835 / -0.000107835 | -7.05211e-05 / 7.05211e-05 | -0.000164941 / 0.000164941 | -0.000516695 / 0.000516695 | 0.000258565 / -0.000258565 | 0.000621838 / -0.000621838 | -0.000884587 / 0.000884587 | 0.000229796 / -0.000229796 | 0.00319952 / -0.00319952 | 2.93619e-05 / -2.93619e-05 | 0.00204313 / -0.00204313 | 0.00270569 / -0.00270569 | 0 / 0 | 0 / 0 | 0.000434878 / -0.000434878 |
 | #rho topology | -0.0938182 / 0.0938182 | -0.266781 / 0.266781 | -0.0258608 / 0.0258608 | -0.019404 / 0.019404 | -0.034541 / 0.034541 | 0.0809262 / -0.0809262 | 0.0580574 / -0.0580574 | 0.0385388 / -0.0385388 | 0.0878617 / -0.0878617 | 0.0468389 / -0.0468389 | 0.0425947 / -0.0425947 | -0.0106824 / 0.0106824 | -0.0136523 / 0.0136523 | -0.26369 / 0.26369 | 0 / 0 | 0 / 0 | 0.00142604 / -0.00142604 |
 | Punch-through correction | 0 / 0 | 0 / 0 | 0 / 0 | -3.75149e-07 / 3.75149e-07 | -8.576e-07 / 8.576e-07 | 1.69669e-05 / -1.69669e-05 | 1.77414e-05 / -1.77414e-05 | 3.84238e-07 / -3.84238e-07 | -0.000110582 / 0.000110582 | 1.32453e-06 / -1.32453e-06 | 1.40078e-06 / -1.40078e-06 | 0 / 0 | 1.04904e-05 / -1.04904e-05 | -8.94182e-08 / 8.94182e-08 | 0 / 0 | 0 / 0 | -0 / -0 |
 | High-p_{T} term | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | JER | 0.00932036 / -0.00932036 | 0.358737 / -0.358737 | -0.0490203 / 0.0490203 | -0.10074 / 0.10074 | -0.0152939 / 0.0152939 | 0.0819807 / -0.0819807 | -0.101626 / 0.101626 | 0.00379027 / -0.00379027 | 0.0489183 / -0.0489183 | 0.032979 / -0.032979 | 0.0698945 / -0.0698945 | -0.242067 / 0.242067 | 0.0933543 / -0.0933543 | -0.398147 / 0.398147 | 0 / 0 | 0 / 0 | 0.0749989 / -0.0749989 |
 | MET TST reso. para. | 0 / 0 | 0 / 0 | 0.00247944 / -0.00247944 | 0.00500741 / -0.00500741 | -0.000135809 / 0.000135809 | 3.05491e-05 / -3.05491e-05 | 0 / 0 | 2.93633e-06 / -2.93633e-06 | -0.000672542 / 0.000672542 | 0.00112496 / -0.00112496 | 3.36318e-05 / -3.36318e-05 | 2.64795e-08 / -2.64795e-08 | -3.80563e-07 / 3.80563e-07 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | MET TST reso. perp. | 0 / 0 | 0 / 0 | 0.00249254 / -0.00249254 | 0.00503301 / -0.00503301 | -0.000147884 / 0.000147884 | 7.08097e-05 / -7.08097e-05 | 0 / 0 | 2.98183e-06 / -2.98183e-06 | -0.000693283 / 0.000693283 | 0.00113097 / -0.00113097 | 3.38106e-05 / -3.38106e-05 | 0 / 0 | -3.97181e-07 / 3.97181e-07 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | MET TST scale | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -9.37181e-06 / 9.37181e-06 | -1.85741e-05 / 1.85741e-05 | 0 / 0 | 0 / 0 | 2.51673e-08 / -2.51673e-08 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | t#bar{t}+#geq 1 c generator | 0 / 0 | 0.0547591 / -0.0547591 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | t#bar{t}+#geq 1 c PS & Had | 0 / 0 | 0.027737 / -0.027737 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | t#bar{t}+#geq 1 c ISR/FSR | 0 / 0 | -0.0499782 / 0.0499782 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | t#bar{t}+c#bar{c} norm. | 0 / 0 | 0.439164 / -0.439164 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | ttbbNorm | 0 / 0 | 0 / 0 | 0.133253 / -0.133253 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | t#bar{t}+#geq 1 b generator | 0 / 0 | 0 / 0 | 0.015573 / -0.015573 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | t#bar{t}+#geq 1 b PS & Had | 0 / 0 | 0 / 0 | 0.0310536 / -0.0310536 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | t#bar{t}+#geq 1 b ISR/FSR | 0 / 0 | 0 / 0 | -0.0689633 / 0.0689633 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | t#bar{t}+#geq 1 b 5F vs 4F | 0 / 0 | 0 / 0 | 0.16549 / -0.16549 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | t#bar{t}+b#bar{b} scale | 0 / 0 | 0 / 0 | -0.0346569 / 0.0346569 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | t#bar{t}+b#bar{b} CSS KIN | 0 / 0 | 0 / 0 | 0.042874 / -0.042874 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | t#bar{t}+b#bar{b} MSTW | 0 / 0 | 0 / 0 | -0.00170024 / 0.00170024 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | t#bar{t}+b#bar{b} NNPDF | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | t#bar{t}+b#bar{b} Q CMMPS | 0 / 0 | 0 / 0 | -0.0189369 / 0.0189369 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | t#bar{t}+b#bar{b} glo soft | 0 / 0 | 0 / 0 | -0.0314482 / 0.0314482 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | t#bar{t}+b#bar{b} UE modeling | 0 / 0 | 0 / 0 | -0.00996792 / 0.00996792 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | topEW norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0.148957 / -0.148957 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | ttH norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.10414 / -0.10414 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | V+jets norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.285913 / -0.285913 | 0.285913 / -0.285913 | 0.285913 / -0.285913 | 0.285913 / -0.285913 | 0.285913 / -0.285913 | 0.285913 / -0.285913 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | V+cjets norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.298018 / -0.298018 | 0 / 0 | 0 / 0 | 0.298018 / -0.298018 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | V+bjets norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.285632 / -0.285632 | 0 / 0 | 0 / 0 | 0.285632 / -0.285632 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | Single top tW dia. sub. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.132702 / 0.132702 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | Single top s-chan. rad. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.010697 / -0.010697 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | Single top t-chan. rad. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.124226 / -0.124226 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | Single top tW rad. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0604233 / -0.0604233 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | Single-top norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0447522 / -0.0447522 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | Dibosons norm. 4j | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.337724 / -0.337724 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | SM 4tops norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.297935 / -0.297935 | 0 / 0 | 0 / 0 | -0 / -0 |
 | QCDE norm. 4j4b | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.454665 / -0.454665 | 0 / 0 | -0 / -0 |
 | QCDMU norm. 4j4b | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.487482 / -0.487482 | -0 / -0 |
