 |       | t#bar{t}+light      | t#bar{t}+cc      | t#bar{t}+bb      | topEW      | ttH      | W+jetslight      | W+jetscharm      | W+jetsbeauty      | Z+jetslight      | Z+jetscharm      | Z+jetsbeauty      | Single-top      | Dibosons      | QCDE      | QCDMU      | SM-4tops      | t#rightarrow Hu |
 | Effective NP 7 | -0.00266042 / 0.00266042 | -0.00237072 / 0.00237072 | -0.00132081 / 0.00132081 | -0.00199631 / 0.00199631 | -0.00109997 / 0.00109997 | -0.00586715 / 0.00586715 | -0.00526103 / 0.00526103 | -0.00223747 / 0.00223747 | -0.0115617 / 0.0115617 | -0.00261828 / 0.00261828 | -0.00292054 / 0.00292054 | -0.00435573 / 0.00435573 | -0.00142273 / 0.00142273 | 0 / 0 | 0 / 0 | -0.000176072 / 0.000176072 | -nan / -nan |
 | Effective NP 8 | 0.000946224 / -0.000946224 | 0.000890851 / -0.000890851 | 0.00136665 / -0.00136665 | 0.00134289 / -0.00134289 | 0.000540406 / -0.000540406 | 0.000757217 / -0.000757217 | -0.001201 / 0.001201 | -0.000795007 / 0.000795007 | 0.000386655 / -0.000386655 | 0.00141999 / -0.00141999 | -0.000766367 / 0.000766367 | 0.00166991 / -0.00166991 | -0.000178367 / 0.000178367 | 0 / 0 | 0 / 0 | -1.07288e-05 / 1.07288e-05 | -nan / -nan |
 | #eta intercalib. (model) | 0.0130677 / -0.0130677 | 0.00932282 / -0.00932282 | 0.0111651 / -0.0111651 | 0.00777906 / -0.00777906 | 0.00749052 / -0.00749052 | 0.0257568 / -0.0257568 | 0.0322126 / -0.0322126 | 0.0138525 / -0.0138525 | 0.0413 / -0.0413 | 0.0219489 / -0.0219489 | 0.0100966 / -0.0100966 | 0.0147386 / -0.0147386 | 0.0149129 / -0.0149129 | 0 / 0 | 0 / 0 | 0.00487521 / -0.00487521 | -nan / -nan |
 | #eta intercalib. (stat.) | 0.00719514 / -0.00719514 | 0.00709763 / -0.00709763 | 0.00891468 / -0.00891468 | 0.0046615 / -0.0046615 | 0.00469875 / -0.00469875 | 0.00938597 / -0.00938597 | 0.0130013 / -0.0130013 | 0.00702396 / -0.00702396 | 0.0299905 / -0.0299905 | 0.0146791 / -0.0146791 | 0.00839952 / -0.00839952 | 0.00961766 / -0.00961766 | 0.00714692 / -0.00714692 | 0 / 0 | 0 / 0 | 0.00281361 / -0.00281361 | -nan / -nan |
 | #eta intercalib. (stat.) | -0.00495344 / 0.00495344 | -0.00300902 / 0.00300902 | -0.00739968 / 0.00739968 | -0.00368604 / 0.00368604 | -0.00225383 / 0.00225383 | -0.00526586 / 0.00526586 | -0.0122806 / 0.0122806 | -0.00644895 / 0.00644895 | -0.0123349 / 0.0123349 | -0.0164468 / 0.0164468 | 0.00154713 / -0.00154713 | -0.00476456 / 0.00476456 | -0.0108944 / 0.0108944 | 0 / 0 | 0 / 0 | -0.00462219 / 0.00462219 | -nan / -nan |
 | Flavour composition | 0.0697206 / -0.0697206 | 0.0540528 / -0.0540528 | 0.0558118 / -0.0558118 | 0.0383112 / -0.0383112 | 0.0347407 / -0.0347407 | 0.142215 / -0.142215 | 0.135367 / -0.135367 | 0.0973994 / -0.0973994 | 0.110767 / -0.110767 | 0.106525 / -0.106525 | 0.120929 / -0.120929 | 0.0877744 / -0.0877744 | 0.0816034 / -0.0816034 | 0 / 0 | 0 / 0 | 0.00518849 / -0.00518849 | -nan / -nan |
 | Flavor response | -0.0229554 / 0.0229554 | -0.0183194 / 0.0183194 | -0.0204517 / 0.0204517 | -0.0134094 / 0.0134094 | -0.0112153 / 0.0112153 | -0.045363 / 0.045363 | -0.0497028 / 0.0497028 | -0.0338189 / 0.0338189 | -0.051078 / 0.051078 | -0.0475355 / 0.0475355 | -0.0244707 / 0.0244707 | -0.0302461 / 0.0302461 | -0.0260256 / 0.0260256 | 0 / 0 | 0 / 0 | 3.09348e-05 / -3.09348e-05 | -nan / -nan |
 | Pile-up offset mu term | -0.00168195 / 0.00168195 | -0.00279367 / 0.00279367 | -0.00315553 / 0.00315553 | -0.00248021 / 0.00248021 | -0.00141498 / 0.00141498 | -0.00227779 / 0.00227779 | -0.0035404 / 0.0035404 | 0.00784817 / -0.00784817 | -0.0113966 / 0.0113966 | 0.00111324 / -0.00111324 | 8.12411e-05 / -8.12411e-05 | -0.00177142 / 0.00177142 | -0.00189677 / 0.00189677 | 0 / 0 | 0 / 0 | -0.00064227 / 0.00064227 | -nan / -nan |
 | Pile-up offset NPV term | 0.00968415 / -0.00968415 | 0.00676423 / -0.00676423 | 0.00652227 / -0.00652227 | 0.00374022 / -0.00374022 | 0.00612554 / -0.00612554 | 0.0211421 / -0.0211421 | 0.0250514 / -0.0250514 | 0.0206794 / -0.0206794 | -0.00068149 / 0.00068149 | 0.027288 / -0.027288 | 0.0254037 / -0.0254037 | 0.0136246 / -0.0136246 | 0.0102072 / -0.0102072 | 0 / 0 | 0 / 0 | -0.00130367 / 0.00130367 | -nan / -nan |
 | Pile-up offset p_{T} term | -0.0015831 / 0.0015831 | -0.00201455 / 0.00201455 | -0.000390083 / 0.000390083 | 0.00146317 / -0.00146317 | 0.00130463 / -0.00130463 | 0.00102448 / -0.00102448 | 0.00476262 / -0.00476262 | -0.00763762 / 0.00763762 | 0.00270513 / -0.00270513 | 0.00840196 / -0.00840196 | 0.00216058 / -0.00216058 | 8.00192e-05 / -8.00192e-05 | 0.00366551 / -0.00366551 | 0 / 0 | 0 / 0 | -0.00153634 / 0.00153634 | -nan / -nan |
 | #rho topology | 0.0555989 / -0.0555989 | 0.0423663 / -0.0423663 | 0.0451342 / -0.0451342 | 0.0287694 / -0.0287694 | 0.0284596 / -0.0284596 | 0.103042 / -0.103042 | 0.115217 / -0.115217 | 0.0653494 / -0.0653494 | 0.0696613 / -0.0696613 | 0.085986 / -0.085986 | 0.0868196 / -0.0868196 | 0.0674689 / -0.0674689 | 0.0559679 / -0.0559679 | 0 / 0 | 0 / 0 | 0.0017978 / -0.0017978 | -nan / -nan |
 | Punch-through correction | -2.20835e-05 / 2.20835e-05 | -2.2769e-05 / 2.2769e-05 | -3.82364e-05 / 3.82364e-05 | 1.91331e-05 / -1.91331e-05 | 0.00013572 / -0.00013572 | -8.64565e-05 / 8.64565e-05 | -1.2815e-05 / 1.2815e-05 | 9.82285e-05 / -9.82285e-05 | 0.000168085 / -0.000168085 | 0.000115186 / -0.000115186 | 3.02792e-05 / -3.02792e-05 | -8.90791e-05 / 8.90791e-05 | 5.51343e-06 / -5.51343e-06 | 0 / 0 | 0 / 0 | 0.000453472 / -0.000453472 | -nan / -nan |
 | High-p_{T} term | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | JER | 0.0277231 / -0.0277231 | 0.0114697 / -0.0114697 | 0.0101937 / -0.0101937 | 0.0102125 / -0.0102125 | 0.00656694 / -0.00656694 | 0.105806 / -0.105806 | 0.0904306 / -0.0904306 | 0.0211422 / -0.0211422 | 0.0988602 / -0.0988602 | 0.0369698 / -0.0369698 | 0.0217396 / -0.0217396 | 0.0301099 / -0.0301099 | 0.0165666 / -0.0165666 | 0 / 0 | 0 / 0 | 0.0208898 / -0.0208898 | -nan / -nan |
 | MET TST reso. para. | -0.0010151 / 0.0010151 | 0.000483096 / -0.000483096 | -0.00222418 / 0.00222418 | -0.00110564 / 0.00110564 | 0.000436097 / -0.000436097 | 0.000310063 / -0.000310063 | 0.00111547 / -0.00111547 | -0.000486076 / 0.000486076 | -0.00297332 / 0.00297332 | 0.00481823 / -0.00481823 | -0.00779855 / 0.00779855 | 0.00428015 / -0.00428015 | -0.000668705 / 0.000668705 | 0 / 0 | 0 / 0 | -0.00110477 / 0.00110477 | -nan / -nan |
 | MET TST reso. perp. | -0.00187418 / 0.00187418 | 0.000140667 / -0.000140667 | -0.000774473 / 0.000774473 | -0.00137204 / 0.00137204 | 0.00135317 / -0.00135317 | 0.00168759 / -0.00168759 | 0.00103134 / -0.00103134 | 0.00140375 / -0.00140375 | -0.00755534 / 0.00755534 | 0.0104243 / -0.0104243 | -0.0163466 / 0.0163466 | 0.0047029 / -0.0047029 | 0.00486717 / -0.00486717 | 0 / 0 | 0 / 0 | 0.00254241 / -0.00254241 | -nan / -nan |
 | MET TST scale | -0.000717193 / 0.000717193 | -0.000305712 / 0.000305712 | -0.00101745 / 0.00101745 | -0.00101641 / 0.00101641 | -0.000152588 / 0.000152588 | -0.004471 / 0.004471 | 0.00246102 / -0.00246102 | -0.000715166 / 0.000715166 | -0.00126302 / 0.00126302 | -0.00549826 / 0.00549826 | -0.000593632 / 0.000593632 | -0.000416398 / 0.000416398 | -0.00240791 / 0.00240791 | 0 / 0 | 0 / 0 | -0.00168371 / 0.00168371 | -nan / -nan |
 | t#bar{t}+#geq 1 c generator | 0 / 0 | 0.167311 / -0.167311 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+#geq 1 c PS & Had | 0 / 0 | 0.124351 / -0.124351 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+#geq 1 c ISR/FSR | 0 / 0 | 0.0796546 / -0.0796546 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+c#bar{c} norm. | 0 / 0 | 0.431866 / -0.431866 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+#geq 1 b generator | 0 / 0 | 0 / 0 | 0.0273783 / -0.0273783 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+#geq 1 b PS & Had | 0 / 0 | 0 / 0 | -0.0311982 / 0.0311982 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+#geq 1 b ISR/FSR | 0 / 0 | 0 / 0 | 0.0511479 / -0.0511479 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+#geq 1 b 5F vs 4F | 0 / 0 | 0 / 0 | -0.00812432 / 0.00812432 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} scale | 0 / 0 | 0 / 0 | -0.00160614 / 0.00160614 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} CSS KIN | 0 / 0 | 0 / 0 | 0.00426561 / -0.00426561 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} MSTW | 0 / 0 | 0 / 0 | -7.25687e-05 / 7.25687e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} NNPDF | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} Q CMMPS | 0 / 0 | 0 / 0 | -0.00492692 / 0.00492692 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} glo soft | 0 / 0 | 0 / 0 | -0.00548002 / 0.00548002 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} UE modeling | 0 / 0 | 0 / 0 | -0.00190666 / 0.00190666 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | topEW norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0.148949 / -0.148949 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | ttH norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.104128 / -0.104128 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | V+jets norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.284864 / -0.284864 | 0.284864 / -0.284864 | 0.284864 / -0.284864 | 0.284864 / -0.284864 | 0.284864 / -0.284864 | 0.284864 / -0.284864 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | V+cjets norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.298006 / -0.298006 | 0 / 0 | 0 / 0 | 0.298006 / -0.298006 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | V+bjets norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.285524 / -0.285524 | 0 / 0 | 0 / 0 | 0.285524 / -0.285524 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Single top tW dia. sub. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.262983 / 0.262983 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Single top s-chan. rad. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00294098 / -0.00294098 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Single top t-chan. rad. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0340751 / -0.0340751 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Single top tW rad. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.055409 / -0.055409 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Single-top norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0447771 / -0.0447771 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Dibosons norm. 6j | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.476481 / -0.476481 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | QCDE norm. 6j2b | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.399524 / -0.399524 | 0 / 0 | 0 / 0 | -nan / -nan |
 | QCDMU norm. 6j2b | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.491129 / -0.491129 | 0 / 0 | -nan / -nan |
 | SM 4tops norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.297935 / -0.297935 | -nan / -nan |
 | signal generator | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | signal PS & Had | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | signal ISR/FSR | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | ttbbNorm | 0 / 0 | 0 / 0 | 0.139225 / -0.139225 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
