 |       | t#bar{t}+light      | t#bar{t}+cc      | t#bar{t}+bb      | topEW      | ttH      | W+jetslight      | W+jetscharm      | W+jetsbeauty      | Z+jetslight      | Z+jetscharm      | Z+jetsbeauty      | Single-top      | Dibosons      | QCDE      | QCDMU      | SM-4tops      | t#rightarrow Hu |
 | Effective NP 7 | 0.000378376 / -0.000378376 | -0.00109917 / 0.00109917 | 4.70431e-06 / -4.70431e-06 | 0.000804057 / -0.000804057 | 0.000749008 / -0.000749008 | -0.00432344 / 0.00432344 | 0.000989862 / -0.000989862 | -0.0028882 / 0.0028882 | -0.0061368 / 0.0061368 | -0.000442829 / 0.000442829 | -0.00176176 / 0.00176176 | -0.00151625 / 0.00151625 | 0.00218689 / -0.00218689 | 0 / 0 | 0 / 0 | 8.2291e-06 / -8.2291e-06 | -nan / -nan |
 | Effective NP 8 | -0.000273152 / 0.000273152 | 0.00027768 / -0.00027768 | 9.24814e-05 / -9.24814e-05 | -0.000257514 / 0.000257514 | -0.000158549 / 0.000158549 | 0.0010187 / -0.0010187 | 0.000299834 / -0.000299834 | 0.00255336 / -0.00255336 | 0.00138745 / -0.00138745 | 0.000419741 / -0.000419741 | -0.000227636 / 0.000227636 | 0.000857472 / -0.000857472 | -0.00193161 / 0.00193161 | 0 / 0 | 0 / 0 | -3.79143e-05 / 3.79143e-05 | -nan / -nan |
 | #eta intercalib. (model) | 0.00066078 / -0.00066078 | -0.00375064 / 0.00375064 | -0.0026249 / 0.0026249 | -0.00313487 / 0.00313487 | -0.00935817 / 0.00935817 | 0.0156975 / -0.0156975 | 0.00645671 / -0.00645671 | 0.0128003 / -0.0128003 | 0.0157351 / -0.0157351 | 0.0154999 / -0.0154999 | 0.00819023 / -0.00819023 | 0.00585019 / -0.00585019 | 0.00212174 / -0.00212174 | 0 / 0 | 0 / 0 | -0.00845311 / 0.00845311 | -nan / -nan |
 | #eta intercalib. (stat.) | -0.000685953 / 0.000685953 | 0.000359736 / -0.000359736 | -0.00147128 / 0.00147128 | -0.00349975 / 0.00349975 | -0.00434422 / 0.00434422 | 0.0106172 / -0.0106172 | 0.00541971 / -0.00541971 | 0.00456746 / -0.00456746 | 0.0116485 / -0.0116485 | 0.00467362 / -0.00467362 | 0.00765943 / -0.00765943 | 0.00449663 / -0.00449663 | 0.00546598 / -0.00546598 | 0 / 0 | 0 / 0 | -0.0216396 / 0.0216396 | -nan / -nan |
 | #eta intercalib. (stat.) | -0.00112112 / 0.00112112 | 0.000618222 / -0.000618222 | 0.00196924 / -0.00196924 | 0.00306039 / -0.00306039 | 0.00488477 / -0.00488477 | -0.00935762 / 0.00935762 | -0.00286282 / 0.00286282 | -0.00578124 / 0.00578124 | -0.00817341 / 0.00817341 | -0.00755107 / 0.00755107 | -0.00901624 / 0.00901624 | 0.000234248 / -0.000234248 | -0.00738158 / 0.00738158 | 0 / 0 | 0 / 0 | -0.000608375 / 0.000608375 | -nan / -nan |
 | Flavour composition | 0.00638193 / -0.00638193 | -0.0100933 / 0.0100933 | -0.0182159 / 0.0182159 | -0.0316918 / 0.0316918 | -0.0505212 / 0.0505212 | 0.0967011 / -0.0967011 | 0.0715721 / -0.0715721 | 0.0616119 / -0.0616119 | 0.0945209 / -0.0945209 | 0.0751116 / -0.0751116 | 0.0669751 / -0.0669751 | 0.0145151 / -0.0145151 | 0.0251663 / -0.0251663 | 0 / 0 | 0 / 0 | -0.0558347 / 0.0558347 | -nan / -nan |
 | Flavor response | -0.00170063 / 0.00170063 | 0.00435384 / -0.00435384 | 0.00528262 / -0.00528262 | 0.00975243 / -0.00975243 | 0.0194103 / -0.0194103 | -0.0344555 / 0.0344555 | -0.0200032 / 0.0200032 | -0.0223964 / 0.0223964 | -0.0368953 / 0.0368953 | -0.0295869 / 0.0295869 | -0.040675 / 0.040675 | -0.0108029 / 0.0108029 | -0.00290118 / 0.00290118 | 0 / 0 | 0 / 0 | 0.0373961 / -0.0373961 | -nan / -nan |
 | Pile-up offset mu term | -0.000233896 / 0.000233896 | 0.00125659 / -0.00125659 | 0.00235699 / -0.00235699 | 0.000556782 / -0.000556782 | 0.000320746 / -0.000320746 | -0.00206023 / 0.00206023 | -0.00280388 / 0.00280388 | 0.00122608 / -0.00122608 | 0.00111567 / -0.00111567 | -0.00582681 / 0.00582681 | -0.000395141 / 0.000395141 | 0.00803756 / -0.00803756 | -0.00233258 / 0.00233258 | 0 / 0 | 0 / 0 | 0.00704987 / -0.00704987 | -nan / -nan |
 | Pile-up offset NPV term | 6.65207e-05 / -6.65207e-05 | 0.000419782 / -0.000419782 | -0.00305913 / 0.00305913 | -0.00161076 / 0.00161076 | -0.00992282 / 0.00992282 | 0.0176892 / -0.0176892 | 0.00671532 / -0.00671532 | 0.0111111 / -0.0111111 | 0.0182279 / -0.0182279 | 0.00992193 / -0.00992193 | 0.0271314 / -0.0271314 | 0.00972684 / -0.00972684 | 0.00633679 / -0.00633679 | 0 / 0 | 0 / 0 | -0.0334591 / 0.0334591 | -nan / -nan |
 | Pile-up offset p_{T} term | 9.97888e-06 / -9.97888e-06 | 0.0001023 / -0.0001023 | 7.45754e-05 / -7.45754e-05 | 6.09606e-05 / -6.09606e-05 | -0.00018117 / 0.00018117 | -0.000470341 / 0.000470341 | 0.000708818 / -0.000708818 | 0.00109017 / -0.00109017 | -0.000580728 / 0.000580728 | 0.000660736 / -0.000660736 | 0.00125567 / -0.00125567 | -0.00017835 / 0.00017835 | 0.00114237 / -0.00114237 | 0 / 0 | 0 / 0 | -1.48486e-05 / 1.48486e-05 | -nan / -nan |
 | #rho topology | 0.0051852 / -0.0051852 | -0.00858866 / 0.00858866 | -0.0145445 / 0.0145445 | -0.0262874 / 0.0262874 | -0.0395214 / 0.0395214 | 0.0789183 / -0.0789183 | 0.051406 / -0.051406 | 0.0458701 / -0.0458701 | 0.0834333 / -0.0834333 | 0.0617566 / -0.0617566 | 0.0541765 / -0.0541765 | 0.0166877 / -0.0166877 | 0.0238999 / -0.0238999 | 0 / 0 | 0 / 0 | -0.0605683 / 0.0605683 | -nan / -nan |
 | Punch-through correction | 7.44384e-07 / -7.44384e-07 | -1.00634e-06 / 1.00634e-06 | -1.91155e-06 / 1.91155e-06 | -2.38395e-07 / 2.38395e-07 | -2.31134e-06 / 2.31134e-06 | 8.63864e-06 / -8.63864e-06 | 2.3486e-05 / -2.3486e-05 | -3.86908e-07 / 3.86908e-07 | -8.70756e-05 / 8.70756e-05 | 3.8228e-06 / -3.8228e-06 | 5.29734e-06 / -5.29734e-06 | -8.94659e-08 / 8.94659e-08 | 5.84115e-05 / -5.84115e-05 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | High-p_{T} term | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | JER | -0.0209973 / 0.0209973 | -0.0142673 / 0.0142673 | -0.0171414 / 0.0171414 | -0.0193793 / 0.0193793 | -0.00361652 / 0.00361652 | 0.076898 / -0.076898 | -0.00594477 / 0.00594477 | 0.0121419 / -0.0121419 | 0.0508557 / -0.0508557 | -0.000994892 / 0.000994892 | 0.00309508 / -0.00309508 | -0.00439903 / 0.00439903 | -0.0291543 / 0.0291543 | 0 / 0 | 0 / 0 | 0.0212449 / -0.0212449 | -nan / -nan |
 | MET TST reso. para. | 1.87699e-06 / -1.87699e-06 | -2.11669e-05 / 2.11669e-05 | 3.81364e-06 / -3.81364e-06 | -3.00429e-07 / 3.00429e-07 | 2.73911e-05 / -2.73911e-05 | 0.000218985 / -0.000218985 | 5.08131e-09 / -5.08131e-09 | 2.42406e-05 / -2.42406e-05 | -0.00060865 / 0.00060865 | 0.000515164 / -0.000515164 | -0.000345137 / 0.000345137 | -7.14725e-05 / 7.14725e-05 | -4.54842e-05 / 4.54842e-05 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | MET TST reso. perp. | 2.48807e-06 / -2.48807e-06 | -4.70481e-05 / 4.70481e-05 | -2.00347e-05 / 2.00347e-05 | -2.85045e-07 / 2.85045e-07 | 3.22739e-05 / -3.22739e-05 | 0.000114777 / -0.000114777 | -1.18512e-09 / 1.18512e-09 | 2.43943e-05 / -2.43943e-05 | -0.000642461 / 0.000642461 | 0.000432067 / -0.000432067 | -0.000347036 / 0.000347036 | 0.000100902 / -0.000100902 | -3.38423e-05 / 3.38423e-05 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | MET TST scale | -1.37332e-06 / 1.37332e-06 | 1.11331e-05 / -1.11331e-05 | -7.8853e-06 / 7.8853e-06 | 2.38547e-06 / -2.38547e-06 | 1.05804e-06 / -1.05804e-06 | -1.51487e-05 / 1.51487e-05 | 0 / 0 | 0 / 0 | 4.00676e-05 / -4.00676e-05 | -0.00011599 / 0.00011599 | 0 / 0 | 3.19142e-05 / -3.19142e-05 | 2.4822e-06 / -2.4822e-06 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+#geq 1 c generator | 0 / 0 | -0.0945535 / 0.0945535 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+#geq 1 c PS & Had | 0 / 0 | -0.0980885 / 0.0980885 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+#geq 1 c ISR/FSR | 0 / 0 | -0.0536801 / 0.0536801 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+c#bar{c} norm. | 0 / 0 | 0.431866 / -0.431866 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+#geq 1 b generator | 0 / 0 | 0 / 0 | -0.024056 / 0.024056 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+#geq 1 b PS & Had | 0 / 0 | 0 / 0 | 0.00103166 / -0.00103166 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+#geq 1 b ISR/FSR | 0 / 0 | 0 / 0 | -0.0502697 / 0.0502697 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+#geq 1 b 5F vs 4F | 0 / 0 | 0 / 0 | 0.0799396 / -0.0799396 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} scale | 0 / 0 | 0 / 0 | 0.00205399 / -0.00205399 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} CSS KIN | 0 / 0 | 0 / 0 | -0.00278992 / 0.00278992 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} MSTW | 0 / 0 | 0 / 0 | -0.000805583 / 0.000805583 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} NNPDF | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} Q CMMPS | 0 / 0 | 0 / 0 | -0.00118806 / 0.00118806 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} glo soft | 0 / 0 | 0 / 0 | -0.00079756 / 0.00079756 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} UE modeling | 0 / 0 | 0 / 0 | -0.000219097 / 0.000219097 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | topEW norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0.148949 / -0.148949 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | ttH norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.104128 / -0.104128 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | V+jets norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.284864 / -0.284864 | 0.284864 / -0.284864 | 0.284864 / -0.284864 | 0.284864 / -0.284864 | 0.284864 / -0.284864 | 0.284864 / -0.284864 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | V+cjets norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.298006 / -0.298006 | 0 / 0 | 0 / 0 | 0.298006 / -0.298006 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | V+bjets norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.285524 / -0.285524 | 0 / 0 | 0 / 0 | 0.285524 / -0.285524 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Single top tW dia. sub. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.13916 / 0.13916 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Single top s-chan. rad. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00446234 / -0.00446234 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Single top t-chan. rad. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0423914 / -0.0423914 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Single top tW rad. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0121692 / -0.0121692 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Single-top norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0447771 / -0.0447771 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Dibosons norm. 4j | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.337726 / -0.337726 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | QCDE norm. 4j3b | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.363038 / -0.363038 | 0 / 0 | 0 / 0 | -nan / -nan |
 | QCDMU norm. 4j3b | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.405896 / -0.405896 | 0 / 0 | -nan / -nan |
 | SM 4tops norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.297935 / -0.297935 | -nan / -nan |
 | signal generator | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | signal PS & Had | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | signal ISR/FSR | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | ttbbNorm | 0 / 0 | 0 / 0 | 0.123032 / -0.123032 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
