 |       | t#bar{t}+light      | t#bar{t}+cc      | t#bar{t}+bb      | topEW      | ttH      | W+jetslight      | W+jetscharm      | W+jetsbeauty      | Z+jetslight      | Z+jetscharm      | Z+jetsbeauty      | Single-top      | Dibosons      | QCDE      | QCDMU      | SM-4tops      | t#rightarrow Hu |
 | Effective NP 7 | -0.00151553 / 0.00151553 | 0.000689943 / -0.000689943 | 0.000184162 / -0.000184162 | 0.000456851 / -0.000456851 | 0.00136171 / -0.00136171 | -0.00431282 / 0.00431282 | -0.00712156 / 0.00712156 | 2.93313e-05 / -2.93313e-05 | -0.00483141 / 0.00483141 | -0.00281439 / 0.00281439 | -0.00339915 / 0.00339915 | 0.000879204 / -0.000879204 | -0.00488271 / 0.00488271 | 0 / 0 | 0 / 0 | 0.00124761 / -0.00124761 | -nan / -nan |
 | Effective NP 8 | 0.000649114 / -0.000649114 | 1.43093e-06 / -1.43093e-06 | 0.000103739 / -0.000103739 | -4.18518e-05 / 4.18518e-05 | -0.000289843 / 0.000289843 | 0.000243461 / -0.000243461 | 0.00206646 / -0.00206646 | 0.00032709 / -0.00032709 | 0.000522607 / -0.000522607 | 0.000375314 / -0.000375314 | 0.00166951 / -0.00166951 | 0.000789216 / -0.000789216 | 0.0032028 / -0.0032028 | 0 / 0 | 0 / 0 | -0.000253596 / 0.000253596 | -nan / -nan |
 | #eta intercalib. (model) | 0.00676374 / -0.00676374 | 0.00232469 / -0.00232469 | 0.00187194 / -0.00187194 | -0.000538656 / 0.000538656 | -0.00380067 / 0.00380067 | 0.0161341 / -0.0161341 | 0.0163804 / -0.0163804 | 0.00657203 / -0.00657203 | 0.0116977 / -0.0116977 | 0.027222 / -0.027222 | 0.0128086 / -0.0128086 | 0.00160433 / -0.00160433 | 0.0145533 / -0.0145533 | 0 / 0 | 0 / 0 | -0.00599293 / 0.00599293 | -nan / -nan |
 | #eta intercalib. (stat.) | 0.00489524 / -0.00489524 | 0.000373256 / -0.000373256 | 0.00141217 / -0.00141217 | -0.00178578 / 0.00178578 | -0.00303494 / 0.00303494 | 0.00963692 / -0.00963692 | 0.0144683 / -0.0144683 | 0.00734419 / -0.00734419 | 0.010736 / -0.010736 | 0.0125592 / -0.0125592 | 0.011978 / -0.011978 | -5.74823e-05 / 5.74823e-05 | 0.00538136 / -0.00538136 | 0 / 0 | 0 / 0 | -0.00290931 / 0.00290931 | -nan / -nan |
 | #eta intercalib. (stat.) | -0.00449107 / 0.00449107 | 0.001761 / -0.001761 | -0.00202657 / 0.00202657 | -0.000279617 / 0.000279617 | 0.00172978 / -0.00172978 | -0.0082617 / 0.0082617 | -0.0121609 / 0.0121609 | -0.0021102 / 0.0021102 | -0.00462677 / 0.00462677 | -0.00627507 / 0.00627507 | -0.00994358 / 0.00994358 | 0.000947482 / -0.000947482 | 0.00169468 / -0.00169468 | 0 / 0 | 0 / 0 | 0.00752558 / -0.00752558 | -nan / -nan |
 | Flavour composition | 0.0401294 / -0.0401294 | 0.0119956 / -0.0119956 | 0.0080119 / -0.0080119 | -0.00812167 / 0.00812167 | -0.0173848 / 0.0173848 | 0.101203 / -0.101203 | 0.0973515 / -0.0973515 | 0.074952 / -0.074952 | 0.0965082 / -0.0965082 | 0.0869227 / -0.0869227 | 0.0419852 / -0.0419852 | 0.036811 / -0.036811 | 0.0607677 / -0.0607677 | 0 / 0 | 0 / 0 | -0.0625329 / 0.0625329 | -nan / -nan |
 | Flavor response | -0.0162437 / 0.0162437 | -0.00301063 / 0.00301063 | -0.00319715 / 0.00319715 | 0.000715218 / -0.000715218 | 0.00735864 / -0.00735864 | -0.037899 / 0.037899 | -0.0354979 / 0.0354979 | -0.0197898 / 0.0197898 | -0.0362954 / 0.0362954 | -0.0444796 / 0.0444796 | -0.0266208 / 0.0266208 | -0.0046621 / 0.0046621 | -0.029885 / 0.029885 | 0 / 0 | 0 / 0 | 0.0207088 / -0.0207088 | -nan / -nan |
 | Pile-up offset mu term | -0.000903947 / 0.000903947 | 0.000776575 / -0.000776575 | -0.00149773 / 0.00149773 | 0.000591555 / -0.000591555 | 0.000630144 / -0.000630144 | -0.00462508 / 0.00462508 | 0.00204527 / -0.00204527 | -0.00710023 / 0.00710023 | -0.00572688 / 0.00572688 | 0.000688332 / -0.000688332 | -0.0063817 / 0.0063817 | -0.00556276 / 0.00556276 | 0.00253629 / -0.00253629 | 0 / 0 | 0 / 0 | -1.84677e-07 / 1.84677e-07 | -nan / -nan |
 | Pile-up offset NPV term | 0.00755749 / -0.00755749 | 0.00316175 / -0.00316175 | 0.00255249 / -0.00255249 | -0.00191901 / 0.00191901 | -0.00142554 / 0.00142554 | 0.0152368 / -0.0152368 | 0.0226035 / -0.0226035 | 0.0139008 / -0.0139008 | 0.0147299 / -0.0147299 | 0.00118762 / -0.00118762 | -0.00341765 / 0.00341765 | 0.00413043 / -0.00413043 | 0.0123589 / -0.0123589 | 0 / 0 | 0 / 0 | 0.00622567 / -0.00622567 | -nan / -nan |
 | Pile-up offset p_{T} term | -0.000106169 / 0.000106169 | 0.000270334 / -0.000270334 | 5.8566e-05 / -5.8566e-05 | 7.8895e-05 / -7.8895e-05 | 1.81194e-05 / -1.81194e-05 | 0.000255039 / -0.000255039 | 0.00078197 / -0.00078197 | 0.00109748 / -0.00109748 | -0.00019175 / 0.00019175 | 0.000404768 / -0.000404768 | 0.000796441 / -0.000796441 | -0.00012191 / 0.00012191 | 0.000944966 / -0.000944966 | 0 / 0 | 0 / 0 | 0.00011799 / -0.00011799 | -nan / -nan |
 | #rho topology | 0.0325902 / -0.0325902 | 0.00629645 / -0.00629645 | 0.00601869 / -0.00601869 | -0.00373785 / 0.00373785 | -0.0138192 / 0.0138192 | 0.0806225 / -0.0806225 | 0.0752604 / -0.0752604 | 0.0608829 / -0.0608829 | 0.0746588 / -0.0746588 | 0.0702985 / -0.0702985 | 0.0440309 / -0.0440309 | 0.021584 / -0.021584 | 0.0429189 / -0.0429189 | 0 / 0 | 0 / 0 | -0.0491264 / 0.0491264 | -nan / -nan |
 | Punch-through correction | 1.04628e-06 / -1.04628e-06 | 1.50174e-05 / -1.50174e-05 | 1.70767e-06 / -1.70767e-06 | 1.07679e-06 / -1.07679e-06 | -1.6457e-05 / 1.6457e-05 | 4.4147e-05 / -4.4147e-05 | 1.26371e-05 / -1.26371e-05 | 3.29789e-06 / -3.29789e-06 | 1.28597e-05 / -1.28597e-05 | 8.02059e-06 / -8.02059e-06 | -1.92736e-06 / 1.92736e-06 | 4.7593e-07 / -4.7593e-07 | 2.03986e-06 / -2.03986e-06 | 0 / 0 | 0 / 0 | -5.12668e-06 / 5.12668e-06 | -nan / -nan |
 | High-p_{T} term | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | JER | 0.00174113 / -0.00174113 | -0.0157583 / 0.0157583 | -0.0165343 / 0.0165343 | 0.0034994 / -0.0034994 | -0.0111915 / 0.0111915 | 0.0507329 / -0.0507329 | 0.00539417 / -0.00539417 | -0.0114098 / 0.0114098 | 0.0682327 / -0.0682327 | 0.0254863 / -0.0254863 | 0.0346588 / -0.0346588 | 0.0193761 / -0.0193761 | 0.0148549 / -0.0148549 | 0 / 0 | 0 / 0 | -0.0172362 / 0.0172362 | -nan / -nan |
 | MET TST reso. para. | 3.31732e-09 / -3.31732e-09 | 6.14753e-07 / -6.14753e-07 | 7.91211e-05 / -7.91211e-05 | -7.77991e-07 / 7.77991e-07 | 1.63142e-05 / -1.63142e-05 | 9.22862e-05 / -9.22862e-05 | -0.000227962 / 0.000227962 | -3.63612e-05 / 3.63612e-05 | 0.000219052 / -0.000219052 | -0.00187319 / 0.00187319 | -4.76835e-05 / 4.76835e-05 | -9.13345e-06 / 9.13345e-06 | -1.42946e-07 / 1.42946e-07 | 0 / 0 | 0 / 0 | 2.37387e-09 / -2.37387e-09 | -nan / -nan |
 | MET TST reso. perp. | 2.36142e-09 / -2.36142e-09 | -7.0356e-05 / 7.0356e-05 | 0.000101331 / -0.000101331 | 1.55761e-06 / -1.55761e-06 | 1.61582e-05 / -1.61582e-05 | -9.14715e-05 / 9.14715e-05 | 0.000128492 / -0.000128492 | 3.22075e-05 / -3.22075e-05 | 5.71935e-05 / -5.71935e-05 | -0.00188362 / 0.00188362 | -4.79724e-05 / 4.79724e-05 | 1.39144e-05 / -1.39144e-05 | -1.58812e-07 / 1.58812e-07 | 0 / 0 | 0 / 0 | -5.60749e-09 / 5.60749e-09 | -nan / -nan |
 | MET TST scale | 0 / 0 | -3.64966e-05 / 3.64966e-05 | -1.51491e-05 / 1.51491e-05 | 5.45137e-06 / -5.45137e-06 | 3.59978e-08 / -3.59978e-08 | 9.68873e-05 / -9.68873e-05 | 2.55007e-05 / -2.55007e-05 | 7.02857e-06 / -7.02857e-06 | -0.000214375 / 0.000214375 | 0 / 0 | 0 / 0 | 1.48159e-06 / -1.48159e-06 | 0 / 0 | 0 / 0 | 0 / 0 | 4.63013e-09 / -4.63013e-09 | -nan / -nan |
 | t#bar{t}+#geq 1 c generator | 0 / 0 | 0.00761885 / -0.00761885 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+#geq 1 c PS & Had | 0 / 0 | 0.0194799 / -0.0194799 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+#geq 1 c ISR/FSR | 0 / 0 | -0.0227092 / 0.0227092 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+c#bar{c} norm. | 0 / 0 | 0.431866 / -0.431866 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+#geq 1 b generator | 0 / 0 | 0 / 0 | -0.0266579 / 0.0266579 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+#geq 1 b PS & Had | 0 / 0 | 0 / 0 | -0.00919879 / 0.00919879 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+#geq 1 b ISR/FSR | 0 / 0 | 0 / 0 | -0.0290312 / 0.0290312 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+#geq 1 b 5F vs 4F | 0 / 0 | 0 / 0 | 0.0637941 / -0.0637941 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} scale | 0 / 0 | 0 / 0 | -0.000901412 / 0.000901412 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} CSS KIN | 0 / 0 | 0 / 0 | 0.002521 / -0.002521 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} MSTW | 0 / 0 | 0 / 0 | -0.000480156 / 0.000480156 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} NNPDF | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} Q CMMPS | 0 / 0 | 0 / 0 | -0.00432344 / 0.00432344 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} glo soft | 0 / 0 | 0 / 0 | -0.00480172 / 0.00480172 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} UE modeling | 0 / 0 | 0 / 0 | -0.00161867 / 0.00161867 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | topEW norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0.148949 / -0.148949 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | ttH norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.104128 / -0.104128 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | V+jets norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.284864 / -0.284864 | 0.284864 / -0.284864 | 0.284864 / -0.284864 | 0.284864 / -0.284864 | 0.284864 / -0.284864 | 0.284864 / -0.284864 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | V+cjets norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.298006 / -0.298006 | 0 / 0 | 0 / 0 | 0.298006 / -0.298006 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | V+bjets norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.285524 / -0.285524 | 0 / 0 | 0 / 0 | 0.285524 / -0.285524 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Single top tW dia. sub. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.187869 / 0.187869 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Single top s-chan. rad. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00378402 / -0.00378402 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Single top t-chan. rad. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0644008 / -0.0644008 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Single top tW rad. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0402572 / -0.0402572 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Single-top norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0447771 / -0.0447771 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Dibosons norm. 5j | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.417222 / -0.417222 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | QCDE norm. 5j3b | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.437667 / -0.437667 | 0 / 0 | 0 / 0 | -nan / -nan |
 | QCDMU norm. 5j3b | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.491112 / -0.491112 | 0 / 0 | -nan / -nan |
 | SM 4tops norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.297935 / -0.297935 | -nan / -nan |
 | signal generator | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | signal PS & Had | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | signal ISR/FSR | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | ttbbNorm | 0 / 0 | 0 / 0 | 0.126931 / -0.126931 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
