 |       | t#bar{t}+light      | t#bar{t}+cc      | t#bar{t}+bb      | topEW      | ttH      | W+jetslight      | W+jetscharm      | W+jetsbeauty      | Z+jetslight      | Z+jetscharm      | Z+jetsbeauty      | Single-top      | Dibosons      | QCDE      | QCDMU      | SM-4tops      | t#rightarrow Hu |
 | Effective NP 1 | 0.00342293 / -0.00342293 | -0.00624319 / 0.00624319 | -0.0105597 / 0.0105597 | -0.0181683 / 0.0181683 | -0.0318782 / 0.0318782 | 0.0606151 / -0.0606151 | 0.0417867 / -0.0417867 | 0.0403939 / -0.0403939 | 0.0659314 / -0.0659314 | 0.0498343 / -0.0498343 | 0.0534181 / -0.0534181 | 0.0185268 / -0.0185268 | 0.00959554 / -0.00959554 | 0 / 0 | 0 / 0 | -0.0639116 / 0.0639116 | -0.00520431 / 0.0052043 |
 | Effective NP 2 | 0.000550596 / -0.000550596 | 0.000581331 / -0.000581331 | 0.00240566 / -0.00240566 | 0.00432313 / -0.00432313 | 0.00582294 / -0.00582294 | -0.014455 / 0.014455 | -0.0084177 / 0.0084177 | -0.00881081 / 0.00881081 | -0.0161417 / 0.0161417 | -0.0071176 / 0.0071176 | -0.010027 / 0.010027 | -0.0079845 / 0.0079845 | -0.00273781 / 0.00273781 | 0 / 0 | 0 / 0 | 0.0316527 / -0.0316527 | 0.00165069 / -0.0016507 |
 | Effective NP 3 | -0.000296916 / 0.000296916 | 0.000882956 / -0.000882956 | 6.51521e-05 / -6.51521e-05 | -0.000642697 / 0.000642697 | -0.000304974 / 0.000304974 | 0.0013308 / -0.0013308 | 0.00113329 / -0.00113329 | 0.00281147 / -0.00281147 | 0.00381291 / -0.00381291 | 0.000310257 / -0.000310257 | 0.000887837 / -0.000887837 | 0.00121094 / -0.00121086 | -0.00217748 / 0.00217748 | 0 / 0 | 0 / 0 | 0.000112557 / -0.000112557 | 0.000409125 / -0.000409136 |
 | Effective NP 4 | 0.000277099 / -0.000277099 | -0.000358911 / 0.000358911 | -1.35699e-05 / 1.35699e-05 | 0.000315866 / -0.000315866 | 0.000229318 / -0.000229318 | -0.0016222 / 0.0016221 | -0.000589617 / 0.000589617 | -0.00217103 / 0.00217114 | -0.00193894 / 0.00193894 | -0.000316283 / 0.000316343 | 0.000723172 / -0.000723172 | -0.000899931 / 0.000899931 | 0.0024587 / -0.0024587 | 0 / 0 | 0 / 0 | -3.92316e-05 / 3.92316e-05 | -0.000690462 / 0.000690451 |
 | Effective NP 5 | 0.000204024 / -0.000203912 | -0.00024828 / 0.000248165 | -2.01441e-05 / 2.01441e-05 | 0.000240984 / -0.000241093 | 0.000159223 / -0.000159223 | -0.000213238 / 0.000213238 | -5.3118e-05 / 5.3118e-05 | -0.00274576 / 0.00274586 | -0.000557775 / 0.000557775 | -0.000580658 / 0.000580658 | -1.00219e-05 / 1.00883e-05 | 0.00014578 / -0.00014578 | 0.00172173 / -0.00172173 | 0 / 0 | 0 / 0 | -5.24644e-05 / 5.24644e-05 | -0.000547711 / 0.00054781 |
 | Effective NP 6 | -0.00031527 / 0.00031527 | 0.000951259 / -0.000951259 | 4.84638e-05 / -4.84638e-05 | -0.000643793 / 0.000643793 | -0.000471715 / 0.000471715 | 0.00267348 / -0.00267348 | -0.00055824 / 0.00055824 | 0.00328946 / -0.00328946 | 0.00392873 / -0.00392873 | 0.000973313 / -0.000973313 | 0.00223469 / -0.00223469 | 0.00128368 / -0.00128368 | -0.00314726 / 0.00314726 | 0 / 0 | 0 / 0 | -4.0477e-06 / 4.0477e-06 | 0.000597701 / -0.000597712 |
 | Effective NP 7 | 0.000382264 / -0.000382264 | -0.00119073 / 0.00119061 | -1.20527e-05 / 1.20527e-05 | 0.000809675 / -0.000809675 | 0.000755778 / -0.000755778 | -0.00436719 / 0.00436719 | 0.000996907 / -0.000996907 | -0.00290875 / 0.00290875 | -0.00617363 / 0.00617363 | -0.000527378 / 0.000527378 | -0.00177428 / 0.00177428 | -0.00143496 / 0.00143496 | 0.00223521 / -0.00223521 | 0 / 0 | 0 / 0 | 8.32892e-06 / -8.32892e-06 | -0.000345728 / 0.000345717 |
 | Effective NP 8 | -0.000274284 / 0.000274284 | 0.000202358 / -0.000202358 | 8.64762e-05 / -8.64762e-05 | -0.000259293 / 0.000259293 | -0.000157656 / 0.000157656 | 0.0010269 / -0.0010269 | 0.000301824 / -0.000301824 | 0.00257048 / -0.00257048 | 0.00131842 / -0.0013185 | 0.000486567 / -0.000486567 | -0.000229111 / 0.000229177 | 0.000919755 / -0.00091968 | -0.00196709 / 0.0019672 | 0 / 0 | 0 / 0 | -3.81418e-05 / 3.81418e-05 | 0.000482973 / -0.000482984 |
 | #eta intercalib. (model) | 0.000670623 / -0.000670623 | -0.00396843 / 0.00396843 | -0.00275712 / 0.00275712 | -0.00319605 / 0.00319605 | -0.00954082 / 0.00954082 | 0.0160385 / -0.0160385 | 0.00657969 / -0.00657962 | 0.0130387 / -0.0130387 | 0.016144 / -0.016144 | 0.0159077 / -0.0159077 | 0.00834522 / -0.00834522 | 0.00629824 / -0.00629824 | 0.00218092 / -0.00218092 | 0 / 0 | 0 / 0 | -0.0086223 / 0.00862238 | -0.00188291 / 0.0018829 |
 | #eta intercalib. (stat.) | -0.00068695 / 0.00068695 | 0.000194705 / -0.000194705 | -0.00148097 / 0.00148097 | -0.00353669 / 0.00353669 | -0.00438336 / 0.00438336 | 0.0107687 / -0.0107687 | 0.00547647 / -0.0054764 | 0.00461536 / -0.00461526 | 0.0120325 / -0.0120325 | 0.00481919 / -0.00481919 | 0.00773939 / -0.00773932 | 0.00483199 / -0.00483192 | 0.00548339 / -0.00548328 | 0 / 0 | 0 / 0 | -0.0218742 / 0.0218742 | -0.00142224 / 0.00142223 |
 | #eta intercalib. (stat.) | -0.00113294 / 0.00113306 | 0.000720489 / -0.000720489 | 0.00201045 / -0.00201045 | 0.00307106 / -0.00307117 | 0.00492532 / -0.00492532 | -0.00941418 / 0.00941408 | -0.00288148 / 0.0028814 | -0.00581889 / 0.005819 | -0.00822526 / 0.00822526 | -0.00767016 / 0.00767022 | -0.00907523 / 0.00907529 | 0.000197413 / -0.000197413 | -0.00749767 / 0.00749767 | 0 / 0 | 0 / 0 | -0.000612293 / 0.000612293 | 0.00691049 / -0.00691039 |
 | Flavour composition | 0.00821851 / -0.0082184 | -0.0134785 / 0.0134785 | -0.0236051 / 0.0236051 | -0.0409887 / 0.0409886 | -0.0652951 / 0.0652951 | 0.125849 / -0.125849 | 0.0928446 / -0.0928446 | 0.0799059 / -0.0799059 | 0.122517 / -0.122517 | 0.0974664 / -0.0974664 | 0.0868723 / -0.0868723 | 0.0191777 / -0.0191776 | 0.0324606 / -0.0324606 | 0 / 0 | 0 / 0 | -0.0721472 / 0.0721472 | -0.00423439 / 0.00423438 |
 | Flavor response | -0.00175493 / 0.00175493 | 0.0048101 / -0.0048101 | 0.00552681 / -0.00552672 | 0.0100845 / -0.0100846 | 0.0201074 / -0.0201075 | -0.0359145 / 0.0359144 | -0.0207721 / 0.0207721 | -0.0232608 / 0.0232608 | -0.0385507 / 0.0385507 | -0.0308766 / 0.0308766 | -0.0422947 / 0.0422948 | -0.0114412 / 0.0114412 | -0.00298472 / 0.00298483 | 0 / 0 | 0 / 0 | 0.0386903 / -0.0386903 | 0.0037036 / -0.00370361 |
 | Pile-up offset mu term | -0.000240956 / 0.000240956 | 0.00132014 / -0.00132014 | 0.00238315 / -0.00238315 | 0.000562222 / -0.000562222 | 0.000335597 / -0.000335597 | -0.00209773 / 0.00209773 | -0.00283337 / 0.00283337 | 0.00123876 / -0.00123876 | 0.00141978 / -0.00141978 | -0.00594668 / 0.00594674 | -0.000399218 / 0.000399218 | 0.0079429 / -0.0079429 | -0.00235045 / 0.00235045 | 0 / 0 | 0 / 0 | 0.00712092 / -0.00712092 | -8.60513e-05 / 8.60407e-05 |
 | Pile-up offset NPV term | 6.82333e-05 / -6.82333e-05 | 0.000419792 / -0.000419792 | -0.00308449 / 0.00308449 | -0.00162977 / 0.00162977 | -0.0100246 / 0.0100246 | 0.0180511 / -0.0180511 | 0.00679432 / -0.00679432 | 0.0112404 / -0.0112403 | 0.0187191 / -0.0187191 | 0.0101019 / -0.0101019 | 0.0274344 / -0.0274344 | 0.00986185 / -0.00986185 | 0.00639411 / -0.00639411 | 0 / 0 | 0 / 0 | -0.0338917 / 0.0338917 | 0.0013819 / -0.0013818 |
 | Pile-up offset p_{T} term | -2.9275e-06 / 2.9275e-06 | -1.43796e-05 / 1.42637e-05 | 3.25339e-05 / -3.25339e-05 | 6.34803e-05 / -6.34803e-05 | -0.000195563 / 0.000195563 | -0.000427986 / 0.000427885 | 0.000720986 / -0.000720986 | 0.00110884 / -0.00110884 | -0.000784704 / 0.000784704 | 0.00068895 / -0.00068895 | 0.00127717 / -0.00127717 | -4.37189e-06 / 4.37189e-06 | 0.00116873 / -0.00116873 | 0 / 0 | 0 / 0 | -1.5101e-05 / 1.5101e-05 | 8.48319e-05 / -8.48425e-05 |
 | #rho topology | 0.00587978 / -0.00587978 | -0.010114 / 0.010114 | -0.0164439 / 0.0164439 | -0.0296122 / 0.0296122 | -0.0443824 / 0.0443824 | 0.0912818 / -0.0912819 | 0.0588648 / -0.0588648 | 0.0524624 / -0.0524624 | 0.0961382 / -0.0961381 | 0.0710307 / -0.0710307 | 0.062075 / -0.062075 | 0.0192035 / -0.0192035 | 0.0271774 / -0.0271773 | 0 / 0 | 0 / 0 | -0.0677473 / 0.0677473 | -0.00762459 / 0.00762457 |
 | Punch-through correction | 4.50385e-07 / -4.50385e-07 | -1.04368e-06 / 1.04368e-06 | -3.37139e-07 / 3.37139e-07 | -3.28913e-07 / 3.28913e-07 | -2.34957e-06 / 2.34957e-06 | 9.36754e-06 / -9.46827e-06 | 2.35909e-05 / -2.35909e-05 | -4.30909e-07 / 4.30909e-07 | -9.12677e-05 / 9.11851e-05 | 3.34123e-06 / -3.34123e-06 | 5.30963e-06 / -5.30963e-06 | -7.53774e-08 / 1.50755e-07 | 5.91749e-05 / -5.91749e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | High-p_{T} term | -2.09727e-16 / -2.09727e-16 | 0 / 0 | -1.56993e-16 / -1.56993e-16 | 6.12649e-16 / 6.12649e-16 | 0 / 0 | 1.00726e-07 / -1.00726e-07 | -1.43599e-16 / 0 | -2.00658e-16 / -2.00658e-16 | 3.0797e-16 / 1.53985e-16 | -1.11134e-16 / -1.11134e-16 | -4.94498e-16 / -4.94498e-16 | -5.61606e-16 / -5.61606e-16 | -4.1359e-16 / -4.1359e-16 | 0 / 0 | 0 / 0 | 0 / 0 | -5.30036e-09 / -5.30036e-09 |
 | JER | -0.0276036 / 0.0276036 | -0.0180273 / 0.0180273 | -0.0226608 / 0.0226608 | -0.0255515 / 0.0255515 | -0.00474676 / 0.00474676 | 0.102165 / -0.102165 | -0.00784242 / 0.00784242 | 0.0160411 / -0.0160411 | 0.0676106 / -0.0676106 | -0.00181196 / 0.00181196 | 0.00408603 / -0.00408603 | -0.00589172 / 0.00589172 | -0.038078 / 0.038078 | 0 / 0 | 0 / 0 | 0.0280879 / -0.0280879 | -0.0363329 / 0.0363329 |
 | MET TST reso. para. | -2.09727e-16 / 2.09727e-16 | 0 / 0 | -1.56993e-16 / -1.56993e-16 | 4.08432e-16 / 0 | 3.4617e-05 / -3.4617e-05 | 3.75235e-16 / 0 | -1.43599e-16 / 2.87199e-16 | 2.45618e-05 / -2.45618e-05 | -0.000790987 / 0.000790987 | 0.000519263 / -0.000519263 | -0.000349374 / 0.000349374 | -5.61606e-16 / 2.80803e-16 | -2.37588e-05 / 2.37588e-05 | 0 / 0 | 0 / 0 | 0 / 0 | -5.30036e-09 / 5.30036e-09 |
 | MET TST reso. perp. | 0 / -2.09727e-16 | -2.16001e-16 / 2.16001e-16 | -3.13985e-16 / 0 | 0 / 2.04216e-16 | 3.4617e-05 / -3.4617e-05 | 3.75235e-16 / -1.87617e-16 | -1.43599e-16 / 2.87199e-16 | 2.45618e-05 / -2.45618e-05 | -0.000790987 / 0.000790987 | 0.000519263 / -0.000519263 | -0.000349374 / 0.000349374 | -7.02007e-16 / 2.80803e-16 | -2.37588e-05 / 2.37588e-05 | 0 / 0 | 0 / 0 | 0 / 0 | -5.30036e-09 / 5.30036e-09 |
 | MET TST scale | 0 / -4.19454e-16 | 2.16001e-16 / 0 | -1.56993e-16 / -1.56993e-16 | 0 / 2.04216e-16 | 1.4588e-16 / 0 | 3.75235e-16 / 3.75235e-16 | 0 / 0 | -2.00658e-16 / -2.00658e-16 | 3.0797e-16 / 4.61955e-16 | -1.11134e-16 / -1.11134e-16 | -3.70874e-16 / -3.70874e-16 | -1.40401e-16 / -1.40401e-16 | -4.1359e-16 / -2.06795e-16 | 0 / 0 | 0 / 0 | 0 / 0 | -5.30036e-09 / -5.30036e-09 |
 | t#bar{t}+#geq 1 c generator | 0 / 0 | -0.119653 / 0.119653 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+#geq 1 c PS & Had | 0 / 0 | -0.115547 / 0.115547 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+#geq 1 c ISR/FSR | 0 / 0 | -0.0565894 / 0.0565894 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+c#bar{c} norm. | 0 / 0 | 0.5 / -0.5 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+#geq 1 b generator | 0 / 0 | 0 / 0 | -0.0388507 / 0.0388507 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+#geq 1 b PS & Had | 0 / 0 | 0 / 0 | 0.00159534 / -0.00159534 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+#geq 1 b ISR/FSR | 0 / 0 | 0 / 0 | -0.0678027 / 0.0678027 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+#geq 1 b 5F vs 4F | 0 / 0 | 0 / 0 | 0.121763 / -0.121763 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+b#bar{b} scale | 0 / 0 | 0 / 0 | 0.00205613 / -0.00205613 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+b#bar{b} CSS KIN | 0 / 0 | 0 / 0 | -0.00299548 / 0.00299548 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+b#bar{b} MSTW | 0 / 0 | 0 / 0 | -0.000806268 / 0.000806268 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+b#bar{b} NNPDF | 0 / 0 | 0 / 0 | -0.00077247 / 0.00077247 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+b#bar{b} Q CMMPS | 0 / 0 | 0 / 0 | -0.00120738 / 0.00120738 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+b#bar{b} glo soft | 0 / 0 | 0 / 0 | -0.000831722 / 0.000831722 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+b#bar{b} UE modeling | 0 / 0 | 0 / 0 | -0.000225968 / 0.000225968 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | topEW norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0.15 / -0.15 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | ttH norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.09 / -0.12 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | V+jets norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.3 / -0.3 | 0.3 / -0.3 | 0.3 / -0.3 | 0.3 / -0.3 | 0.3 / -0.3 | 0.3 / -0.3 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | V+cjets norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.3 / -0.3 | 0 / 0 | 0 / 0 | 0.3 / -0.3 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | V+bjets norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.3 / -0.3 | 0 / 0 | 0 / 0 | 0.3 / -0.3 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Single top tW dia. sub. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.142012 / 0.142012 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Single top s-chan. rad. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0044885 / -0.0044885 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Single top t-chan. rad. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0427712 / -0.0427712 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Single top tW rad. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.012228 / -0.012228 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Single-top norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.05 / -0.04 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Dibosons norm. 4j | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.34 / -0.34 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | QCDE norm. 4j3b | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.5 / -0.5 | 0 / 0 | 0 / 0 | 0 / 0 |
 | QCDMU norm. 4j3b | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.5 / -0.5 | 0 / 0 | 0 / 0 |
 | SM 4tops norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.3 / -0.3 | 0 / 0 |
 | signal generator | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0120394 / 0.0120394 |
 | signal PS & Had | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0544777 / 0.0544777 |
 | signal ISR/FSR | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.026927 / 0.026927 |
