 |       | t#bar{t}+light      | t#bar{t}+cc      | t#bar{t}+bb      | topEW      | ttH      | W+jetslight      | W+jetscharm      | W+jetsbeauty      | Z+jetslight      | Z+jetscharm      | Z+jetsbeauty      | Single-top      | Dibosons      | QCDE      | QCDMU      | SM-4tops      | t#rightarrow Hu |
 | Effective NP 7 | -0.000139415 / 0.000139415 | 0.000271499 / -0.000271499 | -0.000175476 / 0.000175476 | 0.00117075 / -0.00117075 | 0.000412643 / -0.000412643 | -0.00306845 / 0.00306845 | -0.00169209 / 0.00169209 | -0.000339657 / 0.000339657 | -0.00783262 / 0.00783262 | -0.00525299 / 0.00525299 | -0.00521475 / 0.00521475 | -0.00197649 / 0.00197649 | 0.000144005 / -0.000144005 | 0 / 0 | 0 / 0 | 0.0237063 / -0.0237063 | -nan / -nan |
 | Effective NP 8 | -0.000114113 / 0.000114113 | -0.00064522 / 0.00064522 | -0.00066641 / 0.00066641 | 0.000115037 / -0.000115037 | -0.000376016 / 0.000376016 | 0.0010727 / -0.0010727 | 6.08861e-05 / -6.08861e-05 | 0.000725269 / -0.000725269 | 0.00206009 / -0.00206009 | 0.00235322 / -0.00235322 | 0.00118303 / -0.00118303 | 0.000436336 / -0.000436336 | 0.00193015 / -0.00193015 | 0 / 0 | 0 / 0 | 4.67896e-06 / -4.67896e-06 | -nan / -nan |
 | #eta intercalib. (model) | 5.54323e-05 / -5.54323e-05 | -0.00322694 / 0.00322694 | -0.00442097 / 0.00442097 | -0.00636646 / 0.00636646 | -0.00927511 / 0.00927511 | 0.014439 / -0.014439 | 0.00568876 / -0.00568876 | 0.00796834 / -0.00796834 | 0.0122521 / -0.0122521 | 0.0128147 / -0.0128147 | 0.0151145 / -0.0151145 | 0.00669482 / -0.00669482 | 0.00413904 / -0.00413904 | 0 / 0 | 0 / 0 | -0.0446126 / 0.0446126 | -nan / -nan |
 | #eta intercalib. (stat.) | -0.000221431 / 0.000221431 | -0.00376421 / 0.00376421 | -0.00355682 / 0.00355682 | -0.0033704 / 0.0033704 | -0.00611344 / 0.00611344 | 0.0089578 / -0.0089578 | 0.00999698 / -0.00999698 | 0.00515571 / -0.00515571 | 0.0103337 / -0.0103337 | 0.0113383 / -0.0113383 | 0.0111555 / -0.0111555 | 0.00298959 / -0.00298959 | 0.00314894 / -0.00314894 | 0 / 0 | 0 / 0 | -0.0235179 / 0.0235179 | -nan / -nan |
 | #eta intercalib. (stat.) | 0.000101209 / -0.000101209 | 0.00270355 / -0.00270355 | 0.00219271 / -0.00219271 | 0.00234053 / -0.00234053 | 0.00217989 / -0.00217989 | -0.00789335 / 0.00789335 | -0.00597414 / 0.00597414 | -0.000724375 / 0.000724375 | -0.00629067 / 0.00629067 | -0.00301209 / 0.00301209 | -0.0134604 / 0.0134604 | -0.000711799 / 0.000711799 | -0.00160098 / 0.00160098 | 0 / 0 | 0 / 0 | -0.0195189 / 0.0195189 | -nan / -nan |
 | Flavour composition | -0.00249559 / 0.00249559 | -0.0266817 / 0.0266817 | -0.0286193 / 0.0286193 | -0.0345647 / 0.0345647 | -0.0526059 / 0.0526059 | 0.0919469 / -0.0919469 | 0.0773111 / -0.0773111 | 0.0584525 / -0.0584525 | 0.0900594 / -0.0900594 | 0.083085 / -0.083085 | 0.0677451 / -0.0677451 | 0.0262812 / -0.0262812 | 0.0568246 / -0.0568246 | 0 / 0 | 0 / 0 | -0.121144 / 0.121144 | -nan / -nan |
 | Flavor response | 0.00174457 / -0.00174457 | 0.0114731 / -0.0114731 | 0.0141434 / -0.0141434 | 0.0127086 / -0.0127086 | 0.0181452 / -0.0181452 | -0.0301187 / 0.0301187 | -0.0233954 / 0.0233954 | -0.0168768 / 0.0168768 | -0.0313513 / 0.0313513 | -0.0319879 / 0.0319879 | -0.0304471 / 0.0304471 | -0.0102448 / 0.0102448 | -0.0141045 / 0.0141045 | 0 / 0 | 0 / 0 | 0.0277461 / -0.0277461 | -nan / -nan |
 | Pile-up offset mu term | -0.000143379 / 0.000143379 | 0.0012449 / -0.0012449 | 0.00102016 / -0.00102016 | 0.00108242 / -0.00108242 | 0.00113007 / -0.00113007 | -0.00258926 / 0.00258926 | -0.00401169 / 0.00401169 | -0.00237131 / 0.00237131 | -0.00374901 / 0.00374901 | -0.00831908 / 0.00831908 | -0.0085054 / 0.0085054 | -0.00144133 / 0.00144133 | -0.0042935 / 0.0042935 | 0 / 0 | 0 / 0 | 0.0170225 / -0.0170225 | -nan / -nan |
 | Pile-up offset NPV term | -0.000765413 / 0.000765413 | -0.00393203 / 0.00393203 | -0.00500149 / 0.00500149 | -0.00369897 / 0.00369897 | -0.0085561 / 0.0085561 | 0.017259 / -0.017259 | 0.0053741 / -0.0053741 | 0.00674477 / -0.00674477 | 0.0160924 / -0.0160924 | 0.0158784 / -0.0158784 | 0.00781724 / -0.00781724 | 0.0030286 / -0.0030286 | -0.00143871 / 0.00143871 | 0 / 0 | 0 / 0 | 0.00828639 / -0.00828639 | -nan / -nan |
 | Pile-up offset p_{T} term | -0.00118551 / 0.00118551 | -0.00215361 / 0.00215361 | -0.000282526 / 0.000282526 | -0.00100237 / 0.00100237 | 0.000164032 / -0.000164032 | -0.000759602 / 0.000759602 | -0.00129089 / 0.00129089 | -0.00405431 / 0.00405431 | -0.00254902 / 0.00254902 | 0.0068697 / -0.0068697 | -0.00147256 / 0.00147256 | -2.33054e-05 / 2.33054e-05 | 0.00380471 / -0.00380471 | 0 / 0 | 0 / 0 | 0.0167113 / -0.0167113 | -nan / -nan |
 | #rho topology | -0.000798792 / 0.000798792 | -0.0212496 / 0.0212496 | -0.0233232 / 0.0233232 | -0.0264948 / 0.0264948 | -0.0429467 / 0.0429467 | 0.0723239 / -0.0723239 | 0.0615613 / -0.0615613 | 0.0411093 / -0.0411093 | 0.0788199 / -0.0788199 | 0.0630582 / -0.0630582 | 0.046955 / -0.046955 | 0.0195829 / -0.0195829 | 0.0364385 / -0.0364385 | 0 / 0 | 0 / 0 | -0.0492668 / 0.0492668 | -nan / -nan |
 | Punch-through correction | -8.58307e-06 / 8.58307e-06 | -8.34465e-06 / 8.34465e-06 | -0.000175476 / 0.000175476 | 8.46386e-06 / -8.46386e-06 | 6.14822e-05 / -6.14822e-05 | 0.000107825 / -0.000107825 | 4.69983e-05 / -4.69983e-05 | -4.02331e-06 / 4.02331e-06 | -0.000121653 / 0.000121653 | 2.30372e-05 / -2.30372e-05 | -1.30236e-05 / 1.30236e-05 | 4.58956e-05 / -4.58956e-05 | -9.17912e-06 / 9.17912e-06 | 0 / 0 | 0 / 0 | -1.19209e-07 / 1.19209e-07 | -nan / -nan |
 | High-p_{T} term | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | JER | 0.00539961 / -0.00539961 | -0.00692526 / 0.00692526 | -0.00652054 / 0.00652054 | -0.00725958 / 0.00725958 | -8.87215e-05 / 8.87215e-05 | 0.0540558 / -0.0540558 | 0.0150714 / -0.0150714 | 0.0263272 / -0.0263272 | 0.0949026 / -0.0949026 | -0.0160986 / 0.0160986 | 0.0248929 / -0.0248929 | 0.0158609 / -0.0158609 | -0.00390193 / 0.00390193 | 0 / 0 | 0 / 0 | 0.0418962 / -0.0418962 | -nan / -nan |
 | MET TST reso. para. | -0.000389099 / 0.000389099 | -5.9247e-05 / 5.9247e-05 | -0.000599831 / 0.000599831 | -0.000182092 / 0.000182092 | 0.00113878 / -0.00113878 | 0.00110897 / -0.00110897 | 0.0011802 / -0.0011802 | 2.86102e-05 / -2.86102e-05 | -0.00128084 / 0.00128084 | -0.000256926 / 0.000256926 | -0.00425389 / 0.00425389 | 0.000917912 / -0.000917912 | 0.00329438 / -0.00329438 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | MET TST reso. perp. | -0.000596642 / 0.000596642 | 0.000162244 / -0.000162244 | -0.00100636 / 0.00100636 | -0.000158072 / 0.000158072 | 0.00027135 / -0.00027135 | -0.000709295 / 0.000709295 | -0.00451246 / 0.00451246 | 0.000410676 / -0.000410676 | 0.00483224 / -0.00483224 | -0.00530401 / 0.00530401 | -0.00195524 / 0.00195524 | -0.000657439 / 0.000657439 | 0.00612879 / -0.00612879 | 0 / 0 | 0 / 0 | -0.0124049 / 0.0124049 | -nan / -nan |
 | MET TST scale | -0.000465333 / 0.000465333 | -0.00103071 / 0.00103071 | 0.000444025 / -0.000444025 | -0.000157267 / 0.000157267 | -1.46925e-05 / 1.46925e-05 | -0.000658631 / 0.000658631 | 0.000852048 / -0.000852048 | -0.000562757 / 0.000562757 | 0.00140566 / -0.00140566 | 0.000905305 / -0.000905305 | -0.00017494 / 0.00017494 | -0.000258237 / 0.000258237 | 0.000761271 / -0.000761271 | 0 / 0 | 0 / 0 | 0.00726816 / -0.00726816 | -nan / -nan |
 | t#bar{t}+#geq 1 c generator | 0 / 0 | 0.0331485 / -0.0331485 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+#geq 1 c PS & Had | 0 / 0 | 0.0506691 / -0.0506691 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+#geq 1 c ISR/FSR | 0 / 0 | -0.0347815 / 0.0347815 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+c#bar{c} norm. | 0 / 0 | 0.431866 / -0.431866 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+#geq 1 b generator | 0 / 0 | 0 / 0 | -0.00366345 / 0.00366345 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+#geq 1 b PS & Had | 0 / 0 | 0 / 0 | 0.0202905 / -0.0202905 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+#geq 1 b ISR/FSR | 0 / 0 | 0 / 0 | -0.0282373 / 0.0282373 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+#geq 1 b 5F vs 4F | 0 / 0 | 0 / 0 | 0.0366168 / -0.0366168 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} scale | 0 / 0 | 0 / 0 | 0.00336444 / -0.00336444 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} CSS KIN | 0 / 0 | 0 / 0 | -0.00512144 / 0.00512144 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} MSTW | 0 / 0 | 0 / 0 | -0.000456125 / 0.000456125 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} NNPDF | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} Q CMMPS | 0 / 0 | 0 / 0 | 0.0016548 / -0.0016548 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} glo soft | 0 / 0 | 0 / 0 | 0.00262165 / -0.00262165 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} UE modeling | 0 / 0 | 0 / 0 | 0.000911087 / -0.000911087 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | topEW norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0.148949 / -0.148949 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | ttH norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.104128 / -0.104128 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | V+jets norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.284864 / -0.284864 | 0.284864 / -0.284864 | 0.284864 / -0.284864 | 0.284864 / -0.284864 | 0.284864 / -0.284864 | 0.284864 / -0.284864 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | V+cjets norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.298006 / -0.298006 | 0 / 0 | 0 / 0 | 0.298006 / -0.298006 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | V+bjets norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.285524 / -0.285524 | 0 / 0 | 0 / 0 | 0.285524 / -0.285524 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Single top tW dia. sub. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.117919 / 0.117919 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Single top s-chan. rad. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.000260562 / 0.000260562 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Single top t-chan. rad. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0208123 / 0.0208123 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Single top tW rad. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00315684 / -0.00315684 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Single-top norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0447772 / -0.0447772 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Dibosons norm. 4j | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.337726 / -0.337726 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | QCDE norm. 4j2b | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.440387 / -0.440387 | 0 / 0 | 0 / 0 | -nan / -nan |
 | QCDMU norm. 4j2b | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.494735 / -0.494735 | 0 / 0 | -nan / -nan |
 | SM 4tops norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.297935 / -0.297935 | -nan / -nan |
 | signal generator | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | signal PS & Had | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | signal ISR/FSR | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | ttbbNorm | 0 / 0 | 0 / 0 | 0.122587 / -0.122587 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
