 |       | t#bar{t}+light      | t#bar{t}+cc      | t#bar{t}+bb      | topEW      | ttH      | W+jetslight      | W+jetscharm      | W+jetsbeauty      | Z+jetslight      | Z+jetscharm      | Z+jetsbeauty      | Single-top      | Dibosons      | QCDE      | QCDMU      | SM-4tops      | t#rightarrow Hu |
 | Effective NP 1 | 0.0459848 / -0.0459848 | 0.0344855 / -0.0344854 | 0.0311491 / -0.0311492 | 0.0219529 / -0.021953 | 0.0239602 / -0.0239603 | 0.0800346 / -0.0800346 | 0.0763294 / -0.0763294 | 0.057743 / -0.0577431 | 0.0811305 / -0.0811305 | 0.0601499 / -0.0601499 | 0.0612995 / -0.0612995 | 0.0440196 / -0.0440196 | 0.0414409 / -0.041441 | 0 / 0 | 0 / 0 | 0.00515244 / -0.00515244 | 0.0539265 / -0.0539265 |
 | Effective NP 2 | -0.0146068 / 0.0146068 | -0.0085674 / 0.0085674 | -0.00738715 / 0.00738708 | -0.00578995 / 0.00578995 | -0.0061019 / 0.0061019 | -0.0177349 / 0.0177349 | -0.0139717 / 0.0139717 | -0.0125687 / 0.0125687 | -0.0242311 / 0.0242311 | -0.0138854 / 0.0138854 | -0.0148365 / 0.0148365 | -0.0154151 / 0.0154151 | -0.00996929 / 0.00996929 | 0 / 0 | 0 / 0 | -0.00144385 / 0.00144385 | -0.00781027 / 0.00781018 |
 | Effective NP 3 | 0.00189861 / -0.00189861 | 0.000979184 / -0.000979184 | 0.00105736 / -0.00105742 | 0.00108322 / -0.00108312 | 0.000888108 / -0.000888224 | 0.00205907 / -0.00205907 | 0.00213741 / -0.00213741 | 0.00177194 / -0.00177194 | 0.00408905 / -0.00408912 | 0.000992617 / -0.000992617 | 0.000260856 / -0.000260856 | 0.0036272 / -0.0036272 | 0.00146405 / -0.00146405 | 0 / 0 | 0 / 0 | 0.000229427 / -0.000229427 | 0.00291027 / -0.00291025 |
 | Effective NP 4 | -0.000863593 / 0.000863593 | -0.000412989 / 0.000413056 | -0.000476179 / 0.000476112 | -0.000615142 / 0.000615043 | -0.00034105 / 0.00034105 | -0.00148527 / 0.00148527 | -0.000897509 / 0.000897509 | -0.000457828 / 0.000457828 | -0.00199083 / 0.00199083 | -0.000810278 / 0.000810367 | 0.000120638 / -0.000120638 | -0.000997961 / 0.000997961 | -6.69267e-06 / 6.69267e-06 | 0 / 0 | 0 / 0 | -9.05561e-05 / 9.05561e-05 | -0.00457652 / 0.00457654 |
 | Effective NP 5 | -0.000442909 / 0.000442809 | -0.000381231 / 0.000381231 | -0.000381641 / 0.000381641 | -0.000494487 / 0.000494487 | -0.000368245 / 0.000368245 | -0.000538546 / 0.000538546 | -0.000641938 / 0.000641938 | -0.000815004 / 0.00081493 | -0.00103243 / 0.00103243 | -0.000816695 / 0.000816784 | -0.000508578 / 0.000508578 | -0.00113422 / 0.00113414 | -0.000671223 / 0.000671223 | 0 / 0 | 0 / 0 | -5.36421e-05 / 5.36421e-05 | -0.00421155 / 0.00421157 |
 | Effective NP 6 | 0.00245484 / -0.00245484 | 0.00128835 / -0.00128829 | 0.00124912 / -0.00124912 | 0.00131712 / -0.00131712 | 0.00116123 / -0.00116123 | 0.0024744 / -0.00247433 | 0.00283862 / -0.00283862 | 0.00245487 / -0.00245494 | 0.00538316 / -0.00538323 | 0.00180138 / -0.00180129 | 0.000784574 / -0.000784574 | 0.00498981 / -0.00498981 | 0.00204343 / -0.00204343 | 0 / 0 | 0 / 0 | 0.000423343 / -0.000423343 | 0.00345018 / -0.00345016 |
 | Effective NP 7 | -0.0032363 / 0.0032363 | -0.00158615 / 0.00158622 | -0.00148768 / 0.00148768 | -0.00132097 / 0.00132097 | -0.00137412 / 0.00137412 | -0.00459588 / 0.00459588 | -0.00311048 / 0.00311048 | -0.00294027 / 0.00294027 | -0.00816275 / 0.00816275 | -0.00232942 / 0.00232951 | -0.000656822 / 0.000656761 | -0.0052202 / 0.00522011 | -0.00171116 / 0.00171116 | 0 / 0 | 0 / 0 | -0.000547355 / 0.000547261 | -0.00331647 / 0.00331639 |
 | Effective NP 8 | 0.000641939 / -0.000642039 | 0.000386614 / -0.000386546 | 0.000394112 / -0.000394112 | 0.000466895 / -0.000466895 | 0.000286426 / -0.000286426 | 0.0012701 / -0.0012701 | 0.000878106 / -0.000878035 | 0.000903946 / -0.000903946 | 0.00162848 / -0.00162848 | 0.001123 / -0.00112291 | 0.000335768 / -0.000335768 | 0.00107629 / -0.00107629 | 0.000443157 / -0.000443157 | 0 / 0 | 0 / 0 | 4.63527e-05 / -4.63527e-05 | 0.00364527 / -0.00364525 |
 | #eta intercalib. (model) | 0.0141791 / -0.0141791 | 0.0103298 / -0.0103297 | 0.00893872 / -0.00893879 | 0.00620017 / -0.00620007 | 0.00761877 / -0.00761877 | 0.0204304 / -0.0204304 | 0.0296792 / -0.0296792 | 0.0173062 / -0.0173062 | 0.0283587 / -0.0283587 | 0.0137796 / -0.0137796 | 0.0102919 / -0.0102919 | 0.0157927 / -0.0157927 | 0.0118449 / -0.0118448 | 0 / 0 | 0 / 0 | 0.00173477 / -0.00173477 | 0.0198139 / -0.0198139 |
 | #eta intercalib. (stat.) | 0.0113358 / -0.0113358 | 0.00631884 / -0.00631884 | 0.00526727 / -0.00526734 | 0.00464175 / -0.00464175 | 0.00459262 / -0.00459262 | 0.0140326 / -0.0140325 | 0.0120144 / -0.0120144 | 0.0101782 / -0.0101782 | 0.0204365 / -0.0204366 | 0.0105811 / -0.0105811 | 0.0148739 / -0.014874 | 0.0142755 / -0.0142755 | 0.00709721 / -0.00709721 | 0 / 0 | 0 / 0 | 0.00119583 / -0.00119583 | 0.00534665 / -0.00534663 |
 | #eta intercalib. (stat.) | -0.00297797 / 0.00297797 | -0.00602319 / 0.00602319 | -0.00322061 / 0.00322061 | -0.00240301 / 0.00240301 | -0.00294094 / 0.00294094 | -0.00960741 / 0.00960741 | -0.0103965 / 0.0103965 | -0.00899328 / 0.00899328 | -0.017666 / 0.017666 | -0.00745532 / 0.00745532 | -0.0127826 / 0.0127826 | -0.00710326 / 0.00710326 | -0.00289803 / 0.00289803 | 0 / 0 | 0 / 0 | -0.000626229 / 0.000626229 | -0.0108259 / 0.0108259 |
 | Flavour composition | 0.101754 / -0.101754 | 0.0780757 / -0.0780757 | 0.0692838 / -0.0692838 | 0.0516267 / -0.0516267 | 0.0509717 / -0.0509717 | 0.175284 / -0.175284 | 0.159048 / -0.159048 | 0.122247 / -0.122247 | 0.169461 / -0.169461 | 0.123731 / -0.123731 | 0.173916 / -0.173916 | 0.0889448 / -0.0889449 | 0.10043 / -0.10043 | 0 / 0 | 0 / 0 | 0.0112248 / -0.0112248 | 0.124875 / -0.124875 |
 | Flavor response | -0.0303492 / 0.0303492 | -0.0229848 / 0.0229848 | -0.0192395 / 0.0192395 | -0.0133733 / 0.0133733 | -0.0155437 / 0.0155437 | -0.0437409 / 0.0437409 | -0.0540362 / 0.0540362 | -0.0374999 / 0.0374999 | -0.0479541 / 0.047954 | -0.0365364 / 0.0365365 | -0.0295954 / 0.0295953 | -0.0342087 / 0.0342087 | -0.023313 / 0.023313 | 0 / 0 | 0 / 0 | -0.00349094 / 0.00349085 | -0.0337828 / 0.0337829 |
 | Pile-up offset mu term | -0.000650111 / 0.000650012 | -0.00336312 / 0.00336312 | -0.00219946 / 0.0021994 | -0.00129773 / 0.00129773 | -0.00124071 / 0.00124083 | -0.001918 / 0.001918 | -0.00110082 / 0.00110082 | 0.001002 / -0.001002 | -0.00607266 / 0.00607266 | -0.00321928 / 0.00321928 | 0.00611759 / -0.00611765 | -0.00399302 / 0.00399302 | -0.00455215 / 0.00455215 | 0 / 0 | 0 / 0 | -0.000136815 / 0.000136815 | 0.0016066 / -0.00160658 |
 | Pile-up offset NPV term | 0.0131325 / -0.0131325 | 0.00882026 / -0.00882026 | 0.00611168 / -0.00611175 | 0.00476962 / -0.00476962 | 0.00615793 / -0.00615793 | 0.0232684 / -0.0232684 | 0.0140159 / -0.0140159 | 0.0171596 / -0.0171596 | 0.0281196 / -0.0281197 | 0.0196722 / -0.0196722 | 0.00683698 / -0.00683704 | 0.0128055 / -0.0128055 | 0.00661575 / -0.00661575 | 0 / 0 | 0 / 0 | 0.000827434 / -0.000827434 | 0.0259865 / -0.0259865 |
 | Pile-up offset p_{T} term | 0.000122687 / -0.000122687 | 1.99833e-05 / -1.99833e-05 | 0.000159844 / -0.000159911 | 8.10958e-05 / -8.11947e-05 | 7.71506e-05 / -7.71506e-05 | -4.70208e-05 / 4.70208e-05 | 0.00109338 / -0.00109338 | 0.0011246 / -0.0011246 | 0.000366761 / -0.000366761 | 0.000923639 / -0.000923639 | 0.000877607 / -0.000877668 | 0.000117451 / -0.000117451 | 0.000788602 / -0.000788602 | 0 / 0 | 0 / 0 | 8.42012e-05 / -8.42012e-05 | 0.000292156 / -0.000292137 |
 | #rho topology | 0.0672896 / -0.0672896 | 0.0538754 / -0.0538754 | 0.0470553 / -0.0470553 | 0.0346561 / -0.0346561 | 0.0348082 / -0.0348082 | 0.121702 / -0.121702 | 0.114742 / -0.114742 | 0.0794776 / -0.0794776 | 0.11961 / -0.11961 | 0.0821778 / -0.0821778 | 0.0955645 / -0.0955646 | 0.0659138 / -0.0659138 | 0.0621307 / -0.0621307 | 0 / 0 | 0 / 0 | 0.00727028 / -0.00727037 | 0.0853854 / -0.0853854 |
 | Punch-through correction | -3.98658e-07 / 3.98658e-07 | -2.69136e-07 / 2.69136e-07 | 1.50189e-05 / -1.50189e-05 | 6.52723e-06 / -6.52723e-06 | 1.98421e-06 / -1.98421e-06 | 2.63194e-05 / -2.63194e-05 | 4.60297e-06 / -4.60297e-06 | -4.96592e-06 / 4.96592e-06 | 2.58668e-05 / -2.58668e-05 | 5.79279e-06 / -5.79279e-06 | 1.82417e-06 / -1.88497e-06 | -3.34381e-07 / 3.34381e-07 | -1.02964e-07 / 1.02964e-07 | 0 / 0 | 0 / 0 | -2.14942e-06 / 2.14942e-06 | 0 / 0 |
 | High-p_{T} term | 0 / 0 | -1.25326e-16 / -1.25326e-16 | 3.74663e-16 / 3.74663e-16 | 0 / 0 | 0 / 0 | -2.86688e-16 / -1.43344e-16 | -2.63806e-16 / -5.27613e-16 | 0 / 0 | 2.61141e-16 / -7.00996e-08 | -1.65999e-16 / 0 | 2.26518e-16 / 1.13259e-16 | 3.11417e-16 / 3.11417e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 9.46836e-09 / 9.46836e-09 |
 | JER | 0.00572503 / -0.00572503 | 0.00877941 / -0.00877941 | -0.00564536 / 0.00564536 | -0.00442942 / 0.00442942 | -0.00399433 / 0.00399433 | 0.0826198 / -0.0826198 | 0.0552812 / -0.0552812 | 0.0309622 / -0.0309622 | 0.0581448 / -0.0581448 | 0.0272194 / -0.0272194 | -0.0457101 / 0.0457101 | 0.0173169 / -0.0173169 | 0.026758 / -0.026758 | 0 / 0 | 0 / 0 | -0.00465555 / 0.00465555 | 0.0290704 / -0.0290704 |
 | MET TST reso. para. | 0 / 0 | -2.50652e-16 / 3.75978e-16 | -3.42619e-05 / 3.42619e-05 | 9.88974e-08 / -9.88974e-08 | -2.74287e-05 / 2.74287e-05 | 0 / -1.43344e-16 | -1.31903e-16 / 1.31903e-16 | 0 / 0 | -0.00172052 / 0.00172052 | -2.21017e-05 / 2.21017e-05 | -5.61235e-05 / 5.61235e-05 | -1.55708e-16 / 0 | 1.91786e-16 / -1.91786e-16 | 0 / 0 | 0 / 0 | 6.54172e-07 / -6.54172e-07 | 9.46836e-09 / -9.46836e-09 |
 | MET TST reso. perp. | 0 / 0 | -5.01305e-16 / 5.01305e-16 | -3.42619e-05 / 3.42619e-05 | 9.88974e-08 / -9.88974e-08 | -2.74287e-05 / 2.74287e-05 | -2.86688e-16 / 0 | -2.63806e-16 / -1.31903e-16 | 2.76112e-16 / -2.76112e-16 | -0.00172052 / 0.00172052 | -2.21017e-05 / 2.21017e-05 | -5.61235e-05 / 5.61235e-05 | -1.55708e-16 / 0 | 1.91786e-16 / -1.91786e-16 | 0 / 0 | 0 / 0 | 6.54172e-07 / -6.54172e-07 | 9.46836e-09 / -9.46836e-09 |
 | MET TST scale | 1.8564e-16 / 0 | -2.50652e-16 / -2.50652e-16 | 2.49776e-16 / 2.49776e-16 | 0 / 1.84211e-16 | 2.17404e-16 / 0 | -2.86688e-16 / 0 | -2.63806e-16 / -1.31903e-16 | 0 / 0 | -1.30571e-16 / 2.61141e-16 | -3.31997e-16 / -1.65999e-16 | 2.26518e-16 / 2.26518e-16 | 1.55708e-16 / 3.11417e-16 | 1.91786e-16 / 1.91786e-16 | 0 / 0 | 0 / 0 | 3.4814e-16 / 0 | 9.46836e-09 / 9.46836e-09 |
 | t#bar{t}+#geq 1 c generator | 0 / 0 | 0.151928 / -0.151928 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+#geq 1 c PS & Had | 0 / 0 | 0.0911953 / -0.0911953 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+#geq 1 c ISR/FSR | 0 / 0 | 0.0813866 / -0.0813866 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+c#bar{c} norm. | 0 / 0 | 0.5 / -0.5 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+#geq 1 b generator | 0 / 0 | 0 / 0 | -0.00565777 / 0.00565777 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+#geq 1 b PS & Had | 0 / 0 | 0 / 0 | -0.0599935 / 0.0599935 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+#geq 1 b ISR/FSR | 0 / 0 | 0 / 0 | 0.0557023 / -0.0557023 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+#geq 1 b 5F vs 4F | 0 / 0 | 0 / 0 | 0.015125 / -0.015125 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+b#bar{b} scale | 0 / 0 | 0 / 0 | -0.00504782 / 0.00504782 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+b#bar{b} CSS KIN | 0 / 0 | 0 / 0 | 0.0128699 / -0.0128699 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+b#bar{b} MSTW | 0 / 0 | 0 / 0 | 0.000582921 / -0.000582921 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+b#bar{b} NNPDF | 0 / 0 | 0 / 0 | -0.00269636 / 0.00269636 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+b#bar{b} Q CMMPS | 0 / 0 | 0 / 0 | -0.010411 / 0.010411 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+b#bar{b} glo soft | 0 / 0 | 0 / 0 | -0.0119564 / 0.0119564 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+b#bar{b} UE modeling | 0 / 0 | 0 / 0 | -0.00416701 / 0.00416701 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | topEW norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0.15 / -0.15 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | ttH norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.09 / -0.12 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | V+jets norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.3 / -0.3 | 0.3 / -0.3 | 0.3 / -0.3 | 0.3 / -0.3 | 0.3 / -0.3 | 0.3 / -0.3 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | V+cjets norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.3 / -0.3 | 0 / 0 | 0 / 0 | 0.3 / -0.3 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | V+bjets norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.3 / -0.3 | 0 / 0 | 0 / 0 | 0.3 / -0.3 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Single top tW dia. sub. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.268677 / 0.268677 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Single top s-chan. rad. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00572453 / -0.00572453 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Single top t-chan. rad. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0564634 / -0.0564635 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Single top tW rad. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0955749 / -0.0955749 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Single-top norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.05 / -0.04 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Dibosons norm. 6j | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.48 / -0.48 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | QCDE norm. 6j3b | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.5 / -0.5 | 0 / 0 | 0 / 0 | 0 / 0 |
 | QCDMU norm. 6j3b | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.5 / -0.5 | 0 / 0 | 0 / 0 |
 | SM 4tops norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.3 / -0.3 | 0 / 0 |
 | signal generator | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.114701 / -0.114701 |
 | signal PS & Had | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.173862 / -0.173862 |
 | signal ISR/FSR | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.101324 / -0.101324 |
