 |       | t#bar{t}+light      | t#bar{t}+cc      | t#bar{t}+bb      | topEW      | ttH      | W+jetslight      | W+jetscharm      | W+jetsbeauty      | Z+jetslight      | Z+jetscharm      | Z+jetsbeauty      | Single-top      | Dibosons      | QCDE      | QCDMU      | SM-4tops      | t#rightarrow Hu |
 | Effective NP 3 | -0.000237483 / 0.000237483 | 5.27687e-05 / -5.27029e-05 | 0.00108351 / -0.00108351 | 0.000850232 / -0.000850232 | 0.0009474 / -0.0009474 | 0.00181262 / -0.00181262 | 0.0017883 / -0.00178819 | 0.000598762 / -0.000598762 | 0.00356694 / -0.00356694 | 0.00089873 / -0.00089873 | 0.000155284 / -0.000155378 | 0.000100722 / -0.000100722 | 0.0056853 / -0.0056853 | 0 / 0 | 0 / 0 | 0.000113804 / -0.000113804 | -1.36337e-05 / 1.36048e-05 |
 | Effective NP 4 | 0.000290667 / -0.000290667 | -5.92168e-07 / 5.92168e-07 | -0.000821217 / 0.000821217 | -0.000307371 / 0.000307371 | -0.000446025 / 0.000446025 | -0.00155538 / 0.00155527 | -0.000779365 / 0.000779365 | 0.000289552 / -0.000289614 | -0.00208299 / 0.00208299 | -0.000798565 / 0.000798565 | 0.000294974 / -0.000294974 | -5.91364e-05 / 5.91364e-05 | 0.000377043 / -0.000377043 | 0 / 0 | 0 / 0 | 4.0212e-05 / -4.0212e-05 | -1.32047e-05 / 1.32831e-05 |
 | Effective NP 5 | -0.000338058 / 0.000338058 | -1.29619e-05 / 1.29619e-05 | -0.000825635 / 0.000825635 | -0.00022445 / 0.00022445 | -0.000337259 / 0.000337259 | -0.000239904 / 0.000239904 | -0.000359177 / 0.000359177 | -0.000789895 / 0.000789895 | -0.000936128 / 0.000936128 | -0.000873181 / 0.000873181 | -0.0006496 / 0.0006496 | -0.00010184 / 0.00010184 | -0.000643526 / 0.000643526 | 0 / 0 | 0 / 0 | -0.000108097 / 0.00010801 | -1.13817e-05 / 1.13528e-05 |
 | Effective NP 6 | 5.09456e-05 / -5.09456e-05 | 1.00669e-05 / -1.00011e-05 | 0.00155795 / -0.00155784 | 0.0011643 / -0.0011643 | 0.00113774 / -0.00113774 | 0.00245454 / -0.00245454 | 0.0023335 / -0.0023335 | 0.00102692 / -0.00102692 | 0.00495202 / -0.00495202 | 0.00158685 / -0.00158685 | 0.00058262 / -0.000582714 | 6.89739e-05 / -6.89739e-05 | 0.00602121 / -0.00602121 | 0 / 0 | 0 / 0 | 0.00013551 / -0.00013551 | 2.45431e-05 / -2.4572e-05 |
 | Effective NP 7 | 0.000258151 / -0.000258151 | 2.03969e-06 / -2.03969e-06 | -0.0014453 / 0.0014453 | -0.00119109 / 0.00119109 | -0.00141266 / 0.00141266 | -0.00526202 / 0.00526202 | -0.00280057 / 0.00280057 | -0.000600003 / 0.000599941 | -0.00983545 / 0.00983545 | -0.00198246 / 0.00198246 | -9.92014e-05 / 9.92014e-05 | 1.19614e-05 / -1.19614e-05 | -0.00561263 / 0.00561263 | 0 / 0 | 0 / 0 | 7.43706e-06 / -7.43706e-06 | 1.08166e-05 / -1.07382e-05 |
 | Effective NP 8 | 0.000293694 / -0.000293694 | 2.30287e-06 / -2.30287e-06 | 0.000735959 / -0.000735959 | 8.32929e-05 / -8.32929e-05 | 0.000302115 / -0.000302115 | 0.00123307 / -0.00123307 | 0.000788213 / -0.000788213 | 0.000462576 / -0.000462576 | 0.00174411 / -0.00174411 | 0.00120682 / -0.00120682 | 0.000315171 / -0.000315171 | -4.76222e-05 / 4.76222e-05 | 0.000304376 / -0.000304376 | 0 / 0 | 0 / 0 | 1.23663e-05 / -1.23663e-05 | 5.01731e-05 / -5.00947e-05 |
 | #eta intercalib. (model) | 0.0393094 / -0.0393094 | 0.0102061 / -0.0102061 | 0.00983915 / -0.00983904 | 0.00592235 / -0.00592235 | 0.00524762 / -0.00524762 | 0.0199405 / -0.0199405 | 0.0311563 / -0.0311563 | 0.01321 / -0.01321 | 0.0298639 / -0.0298639 | 0.00836423 / -0.00836417 | 0.00833592 / -0.00833601 | 0.0212666 / -0.0212666 | 0.00810426 / -0.00810415 | 0 / 0 | 0 / 0 | 0.00311215 / -0.00311215 | -0.0168629 / 0.0168629 |
 | #eta intercalib. (stat.) | -0.00130497 / 0.00130497 | 0.0114783 / -0.0114783 | 0.00500494 / -0.00500494 | 0.00448721 / -0.00448721 | 0.00451678 / -0.00451678 | 0.0145024 / -0.0145024 | 0.0110323 / -0.0110323 | 0.00688878 / -0.00688878 | 0.023268 / -0.023268 | 0.0110976 / -0.0110975 | 0.120917 / -0.120917 | 0.00941175 / -0.00941175 | 0.0115573 / -0.0115573 | 0 / 0 | 0 / 0 | 0.00214127 / -0.00214127 | -0.00438338 / 0.00438335 |
 | #eta intercalib. (stat.) | 0.0002284 / -0.0002284 | -0.0164696 / 0.0164696 | -0.00288343 / 0.00288343 | -0.00318045 / 0.00318045 | -0.00200862 / 0.00200862 | -0.00989146 / 0.00989146 | -0.0101204 / 0.0101204 | -0.00712034 / 0.00712034 | -0.0189292 / 0.0189292 | -0.00777825 / 0.00777825 | -0.120086 / 0.120086 | -0.00113097 / 0.00113086 | 0.00336954 / -0.00336954 | 0 / 0 | 0 / 0 | -0.000961369 / 0.000961369 | -0.000300281 / 0.000300253 |
 | Flavour composition | 0.0413718 / -0.0413718 | 0.0623064 / -0.0623063 | 0.064289 / -0.0642889 | 0.0471146 / -0.0471146 | 0.0506736 / -0.0506736 | 0.179111 / -0.179111 | 0.160152 / -0.160152 | 0.127766 / -0.127766 | 0.17894 / -0.17894 | 0.106978 / -0.106978 | 0.455624 / -0.455624 | 0.125176 / -0.125176 | 0.141593 / -0.141593 | 0 / 0 | 0 / 0 | 0.0259553 / -0.0259554 | 0.131975 / -0.131975 |
 | Flavor response | -0.0373411 / 0.0373411 | -0.017105 / 0.017105 | -0.0193522 / 0.0193522 | -0.0144087 / 0.0144087 | -0.0139231 / 0.0139232 | -0.0456649 / 0.0456649 | -0.0552085 / 0.0552085 | -0.0287937 / 0.0287937 | -0.0521468 / 0.0521468 | -0.0341701 / 0.0341701 | -0.132799 / 0.132799 | -0.0316454 / 0.0316454 | -0.0229975 / 0.0229975 | 0 / 0 | 0 / 0 | -0.00775244 / 0.00775244 | 0.0259036 / -0.0259035 |
 | Pile-up offset mu term | -0.00055224 / 0.00055224 | -0.0114502 / 0.0114502 | -0.00131985 / 0.00131985 | -0.00224128 / 0.00224128 | -0.0011817 / 0.00118181 | -0.00233307 / 0.00233307 | -0.00133054 / 0.00133054 | -0.000624747 / 0.000624685 | -0.00642694 / 0.00642694 | -0.00296327 / 0.00296327 | 0.11358 / -0.11358 | 0.00849541 / -0.00849541 | -0.00679168 / 0.00679168 | 0 / 0 | 0 / 0 | -0.000511687 / 0.000511687 | 0.0212981 / -0.0212982 |
 | Pile-up offset NPV term | 0.0279228 / -0.0279228 | -0.0111299 / 0.0111299 | 0.00646118 / -0.00646118 | 0.00408048 / -0.00408048 | 0.00404765 / -0.00404765 | 0.0233167 / -0.0233167 | 0.0140171 / -0.0140171 | 0.0164617 / -0.0164617 | 0.0324963 / -0.0324963 | 0.0135502 / -0.0135502 | 0.00722648 / -0.00722648 | 0.00266304 / -0.00266304 | 0.0141791 / -0.0141791 | 0 / 0 | 0 / 0 | 0.00220439 / -0.00220439 | 0.0157275 / -0.0157276 |
 | Pile-up offset p_{T} term | -0.000247093 / 0.000247093 | 4.60575e-07 / -3.94779e-07 | 1.43569e-06 / -1.43569e-06 | -1.8606e-05 / 1.8606e-05 | 0.000251709 / -0.000251709 | -5.9779e-05 / 5.9779e-05 | 0.000966537 / -0.000966537 | 0.00233998 / -0.00234004 | 0.000352872 / -0.000352872 | 0.000942883 / -0.000942883 | 0.0014821 / -0.0014821 | 0.000270418 / -0.000270418 | 0.00159388 / -0.00159388 | 0 / 0 | 0 / 0 | -6.3042e-05 / 6.3042e-05 | 0.000462933 / -0.000462962 |
 | #rho topology | 0.025935 / -0.025935 | 0.045645 / -0.045645 | 0.0441292 / -0.0441292 | 0.0312436 / -0.0312436 | 0.0354254 / -0.0354254 | 0.126084 / -0.126084 | 0.115509 / -0.115509 | 0.0789052 / -0.0789053 | 0.127968 / -0.127968 | 0.0699755 / -0.0699755 | 0.234021 / -0.234021 | 0.0512648 / -0.0512648 | 0.103556 / -0.103556 | 0 / 0 | 0 / 0 | 0.0190695 / -0.0190695 | 0.0697632 / -0.0697632 |
 | Punch-through correction | 0 / 0 | 0 / 0 | -6.18453e-06 / 6.18453e-06 | -2.4808e-07 / 2.4808e-07 | 7.52332e-07 / -7.52332e-07 | 3.05087e-05 / -3.05087e-05 | 1.04559e-05 / -1.0341e-05 | -2.91474e-06 / 2.85273e-06 | 4.23844e-05 / -4.23844e-05 | 1.66395e-05 / -1.66395e-05 | 4.69703e-07 / -4.69703e-07 | -2.79473e-06 / 2.79473e-06 | 7.80166e-07 / -7.80166e-07 | 0 / 0 | 0 / 0 | -1.64307e-06 / 1.64307e-06 | 0 / 0 |
 | High-p_{T} term | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 1.12578e-07 / -1.12578e-07 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -1.44147e-08 / -1.44147e-08 |
 | JER | 0.16225 / -0.16225 | -0.00797058 / 0.00797058 | 0.0073375 / -0.0073375 | -0.0059226 / 0.0059226 | -0.00784488 / 0.00784488 | 0.0822832 / -0.0822832 | 0.0517958 / -0.0517958 | -0.0251932 / 0.0251932 | 0.0581507 / -0.0581507 | 0.0394445 / -0.0394445 | 0.0162564 / -0.0162564 | -0.065539 / 0.065539 | -0.0437469 / 0.0437469 | 0 / 0 | 0 / 0 | -0.00813951 / 0.00813951 | 0.0654612 / -0.0654612 |
 | MET TST reso. para. | 0 / 0 | 0 / 0 | 0 / 4.11414e-16 | -0.00048878 / 0.00048878 | -1.70887e-05 / 1.70887e-05 | 0 / -4.19386e-16 | 0 / 0 | 0 / 0 | -0.00160564 / 0.00160564 | -4.97875e-06 / 4.97875e-06 | -1.69093e-06 / 1.69093e-06 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.000218182 / 0.000218182 | -1.44147e-08 / 1.44147e-08 |
 | MET TST reso. perp. | 0 / 0 | 0 / 0 | 0 / 2.05707e-16 | -0.00048878 / 0.00048878 | -1.70887e-05 / 1.70887e-05 | 0 / -2.09693e-16 | 0 / 0 | 0 / 0 | -0.00160564 / 0.00160564 | -4.97875e-06 / 4.97875e-06 | -1.69093e-06 / 1.69093e-06 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.000218182 / 0.000218182 | -1.44147e-08 / 1.44147e-08 |
 | MET TST scale | 0 / 0 | 0 / 0 | 0 / 2.05707e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -1.44147e-08 / -1.44147e-08 |
 | t#bar{t}+#geq 1 c generator | 0 / 0 | 0.208244 / -0.208244 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+#geq 1 c PS & Had | 0 / 0 | 0.119156 / -0.119156 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+#geq 1 c ISR/FSR | 0 / 0 | 0.0770767 / -0.0770767 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+c#bar{c} norm. | 0 / 0 | 0.5 / -0.5 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+#geq 1 b generator | 0 / 0 | 0 / 0 | -0.0290111 / 0.0290111 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+#geq 1 b PS & Had | 0 / 0 | 0 / 0 | -0.0468634 / 0.0468634 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+#geq 1 b ISR/FSR | 0 / 0 | 0 / 0 | 0.0313597 / -0.0313597 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+#geq 1 b 5F vs 4F | 0 / 0 | 0 / 0 | 0.0300195 / -0.0300195 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+b#bar{b} scale | 0 / 0 | 0 / 0 | -0.0226321 / 0.0226321 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+b#bar{b} CSS KIN | 0 / 0 | 0 / 0 | 0.0622013 / -0.0622013 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+b#bar{b} MSTW | 0 / 0 | 0 / 0 | 0.0106682 / -0.0106682 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+b#bar{b} NNPDF | 0 / 0 | 0 / 0 | -0.00128318 / 0.00128318 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+b#bar{b} Q CMMPS | 0 / 0 | 0 / 0 | -0.0295955 / 0.0295955 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+b#bar{b} glo soft | 0 / 0 | 0 / 0 | -0.0331587 / 0.0331587 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+b#bar{b} UE modeling | 0 / 0 | 0 / 0 | -0.0127592 / 0.0127592 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | topEW norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0.15 / -0.15 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | ttH norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.09 / -0.12 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | V+jets norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.3 / -0.3 | 0.3 / -0.3 | 0.3 / -0.3 | 0.3 / -0.3 | 0.3 / -0.3 | 0.3 / -0.3 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | V+cjets norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.3 / -0.3 | 0 / 0 | 0 / 0 | 0.3 / -0.3 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | V+bjets norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.3 / -0.3 | 0 / 0 | 0 / 0 | 0.3 / -0.3 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Single top tW dia. sub. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.295355 / 0.295355 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Single top s-chan. rad. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00933897 / -0.00933897 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Single top t-chan. rad. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0782403 / -0.0782403 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Single top tW rad. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.109901 / -0.109901 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Single-top norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.05 / -0.04 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Dibosons norm. 6j | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.48 / -0.48 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | QCDE norm. 6j4b | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.5 / -0.5 | 0 / 0 | 0 / 0 | 0 / 0 |
 | QCDMU norm. 6j4b | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.5 / -0.5 | 0 / 0 | 0 / 0 |
 | SM 4tops norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.3 / -0.3 | 0 / 0 |
 | signal generator | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.138354 / -0.138354 |
 | signal PS & Had | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 1.10912 / -1 |
 | signal ISR/FSR | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.098369 / -0.098369 |
