 |       | t#bar{t}+light      | t#bar{t}+cc      | t#bar{t}+bb      | topEW      | ttH      | W+jetslight      | W+jetscharm      | W+jetsbeauty      | Z+jetslight      | Z+jetscharm      | Z+jetsbeauty      | Single-top      | Dibosons      | QCDE      | QCDMU      | SM-4tops      | t#rightarrow Hu |
 | Effective NP 8 | 0.000137091 / -0.000137091 | -5.53391e-05 / 5.53391e-05 | -0.00132208 / 0.00132208 | -0.000735455 / 0.000735455 | -0.000697055 / 0.000697055 | 0.00103965 / -0.00103965 | 0.00040271 / -0.00040271 | 0.000557841 / -0.000557841 | 0.00108907 / -0.00108907 | 0.000428892 / -0.000428892 | 0.000469029 / -0.000469029 | 8.5738e-05 / -8.5738e-05 | 0.000257277 / -0.000257277 | 0 / 0 | 0 / 0 | -0.000147432 / 0.000147432 | -nan / -nan |
 | #eta intercalib. (model) | 0.000167072 / -0.000167072 | -0.0411907 / 0.0411907 | -0.0146851 / 0.0146851 | 0.000267276 / -0.000267276 | -0.0104166 / 0.0104166 | 0.0144566 / -0.0144566 | 0.009836 / -0.009836 | 0.00692525 / -0.00692525 | 0.0147683 / -0.0147683 | 0.015632 / -0.015632 | 0.0132701 / -0.0132701 | 0.000151184 / -0.000151184 | -0.021901 / 0.021901 | 0 / 0 | 0 / 0 | 0.00283617 / -0.00283617 | -nan / -nan |
 | #eta intercalib. (stat.) | 0.000155918 / -0.000155918 | 1.73661e-05 / -1.73661e-05 | -0.00505097 / 0.00505097 | -0.000496957 / 0.000496957 | -0.00608376 / 0.00608376 | 0.0106143 / -0.0106143 | 0.00818438 / -0.00818438 | 0.0030886 / -0.0030886 | 0.0120588 / -0.0120588 | 0.00473984 / -0.00473984 | 0.0085025 / -0.0085025 | 0.000169728 / -0.000169728 | 0.010561 / -0.010561 | 0 / 0 | 0 / 0 | 0.0031597 / -0.0031597 | -nan / -nan |
 | #eta intercalib. (stat.) | 8.79605e-05 / -8.79605e-05 | -0.000384101 / 0.000384101 | 0.00466459 / -0.00466459 | -0.000417816 / 0.000417816 | 0.00502726 / -0.00502726 | -0.00960277 / 0.00960277 | -0.00728048 / 0.00728048 | -0.00249582 / 0.00249582 | -0.00908214 / 0.00908214 | -0.00706593 / 0.00706593 | -0.00923412 / 0.00923412 | -0.000156949 / 0.000156949 | -0.00985825 / 0.00985825 | 0 / 0 | 0 / 0 | -0.00309017 / 0.00309017 | -nan / -nan |
 | Flavour composition | -0.0836383 / 0.0836383 | -0.121122 / 0.121122 | -0.0221471 / 0.0221471 | -0.0225487 / 0.0225487 | -0.0407579 / 0.0407579 | 0.0970356 / -0.0970356 | 0.0818416 / -0.0818416 | 0.0713507 / -0.0713507 | 0.0958492 / -0.0958492 | 0.0569725 / -0.0569725 | 0.0213455 / -0.0213455 | -0.0273827 / 0.0273827 | -0.0404981 / 0.0404981 | 0 / 0 | 0 / 0 | -0.218983 / 0.218983 | -nan / -nan |
 | Flavor response | -9.65595e-05 / 9.65595e-05 | 0.0398303 / -0.0398303 | 0.0142956 / -0.0142956 | -0.000900137 / 0.000900137 | 0.0160342 / -0.0160342 | -0.0341766 / 0.0341766 | -0.0186237 / 0.0186237 | -0.00694512 / 0.00694512 | -0.0376725 / 0.0376725 | -0.0250192 / 0.0250192 | -0.0180562 / 0.0180562 | 0.0414073 / -0.0414073 | 0.0192605 / -0.0192605 | 0 / 0 | 0 / 0 | -0.00398374 / 0.00398374 | -nan / -nan |
 | Pile-up offset mu term | -0.000143888 / 0.000143888 | 5.6858e-05 / -5.6858e-05 | 0.00390908 / -0.00390908 | 0.00113729 / -0.00113729 | 0.0018421 / -0.0018421 | -0.00181959 / 0.00181959 | -0.00693795 / 0.00693795 | 0.000119194 / -0.000119194 | 0.00210768 / -0.00210768 | -0.00286138 / 0.00286138 | 0.0017045 / -0.0017045 | -6.83897e-05 / 6.83897e-05 | -0.00864154 / 0.00864154 | 0 / 0 | 0 / 0 | -0.000150532 / 0.000150532 | -nan / -nan |
 | Pile-up offset NPV term | -0.01934 / 0.01934 | -0.0421061 / 0.0421061 | -0.0115795 / 0.0115795 | 0.000424602 / -0.000424602 | -0.00648967 / 0.00648967 | 0.0176466 / -0.0176466 | 0.0128331 / -0.0128331 | 0.00586388 / -0.00586388 | 0.0168585 / -0.0168585 | 0.00651913 / -0.00651913 | 0.00133654 / -0.00133654 | -0.0438076 / 0.0438076 | 0.0563267 / -0.0563267 | 0 / 0 | 0 / 0 | 0.00320446 / -0.00320446 | -nan / -nan |
 | Pile-up offset p_{T} term | 9.50992e-05 / -9.50992e-05 | -0.000135452 / 0.000135452 | 0.000107806 / -0.000107806 | -7.05211e-05 / 7.05211e-05 | -0.000153542 / 0.000153542 | -0.000518161 / 0.000518161 | 0.000258553 / -0.000258553 | 0.000621808 / -0.000621808 | -0.000826985 / 0.000826985 | 0.000229766 / -0.000229766 | 0.00319925 / -0.00319925 | 2.93321e-05 / -2.93321e-05 | 0.00204304 / -0.00204304 | 0 / 0 | 0 / 0 | 0.00270548 / -0.00270548 | -nan / -nan |
 | #rho topology | -0.092713 / 0.092713 | -0.263298 / 0.263298 | -0.0255708 / 0.0255708 | -0.0191876 / 0.0191876 | -0.0341345 / 0.0341345 | 0.0801177 / -0.0801177 | 0.0574506 / -0.0574506 | 0.0381289 / -0.0381289 | 0.0870565 / -0.0870565 | 0.0463444 / -0.0463444 | 0.0421434 / -0.0421434 | -0.0105641 / 0.0105641 | -0.0135007 / 0.0135007 | 0 / 0 | 0 / 0 | -0.260253 / 0.260253 | -nan / -nan |
 | Punch-through correction | 0 / 0 | 0 / 0 | 0 / 0 | -3.75156e-07 / 3.75156e-07 | -8.59485e-07 / 8.59485e-07 | 1.69229e-05 / -1.69229e-05 | 1.77414e-05 / -1.77414e-05 | 3.84286e-07 / -3.84286e-07 | -0.000111908 / 0.000111908 | 1.32453e-06 / -1.32453e-06 | 1.40078e-06 / -1.40078e-06 | 0 / 0 | 1.04904e-05 / -1.04904e-05 | 0 / 0 | 0 / 0 | -8.94182e-08 / 8.94182e-08 | -nan / -nan |
 | High-p_{T} term | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | JER | 0.00928344 / -0.00928344 | 0.357771 / -0.357771 | -0.0488185 / 0.0488185 | -0.100312 / 0.100312 | -0.0152239 / 0.0152239 | 0.081724 / -0.081724 | -0.101195 / 0.101195 | 0.00377522 / -0.00377522 | 0.0487086 / -0.0487086 | 0.0328507 / -0.0328507 | 0.0696301 / -0.0696301 | -0.240966 / 0.240966 | 0.0930079 / -0.0930079 | 0 / 0 | 0 / 0 | -0.396231 / 0.396231 | -nan / -nan |
 | MET TST reso. para. | 0 / 0 | 0 / 0 | 0.0024795 / -0.0024795 | 0.00500748 / -0.00500748 | -0.0001332 / 0.0001332 | 2.84917e-05 / -2.84917e-05 | 0 / 0 | 2.93631e-06 / -2.93631e-06 | -0.000660151 / 0.000660151 | 0.00112499 / -0.00112499 | 3.36169e-05 / -3.36169e-05 | 2.65073e-08 / -2.65073e-08 | -3.80573e-07 / 3.80573e-07 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | MET TST reso. perp. | 0 / 0 | 0 / 0 | 0.00249249 / -0.00249249 | 0.00503295 / -0.00503295 | -0.00014279 / 0.00014279 | 6.60499e-05 / -6.60499e-05 | 0 / 0 | 2.9818e-06 / -2.9818e-06 | -0.000663787 / 0.000663787 | 0.00113094 / -0.00113094 | 3.38106e-05 / -3.38106e-05 | 0 / 0 | -3.97189e-07 / 3.97189e-07 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | MET TST scale | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -7.32965e-06 / 7.32965e-06 | -1.73001e-05 / 1.73001e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+#geq 1 c generator | 0 / 0 | 0.0549883 / -0.0549883 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+#geq 1 c PS & Had | 0 / 0 | 0.027604 / -0.027604 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+#geq 1 c ISR/FSR | 0 / 0 | -0.0497398 / 0.0497398 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+c#bar{c} norm. | 0 / 0 | 0.431866 / -0.431866 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+#geq 1 b generator | 0 / 0 | 0 / 0 | 0.0156147 / -0.0156147 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+#geq 1 b PS & Had | 0 / 0 | 0 / 0 | 0.0310804 / -0.0310804 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+#geq 1 b ISR/FSR | 0 / 0 | 0 / 0 | -0.0674867 / 0.0674867 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+#geq 1 b 5F vs 4F | 0 / 0 | 0 / 0 | 0.157876 / -0.157876 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} scale | 0 / 0 | 0 / 0 | -0.0346579 / 0.0346579 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} CSS KIN | 0 / 0 | 0 / 0 | 0.0429017 / -0.0429017 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} MSTW | 0 / 0 | 0 / 0 | -0.00170042 / 0.00170042 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} NNPDF | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} Q CMMPS | 0 / 0 | 0 / 0 | -0.0189376 / 0.0189376 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} glo soft | 0 / 0 | 0 / 0 | -0.0314464 / 0.0314464 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} UE modeling | 0 / 0 | 0 / 0 | -0.00996838 / 0.00996838 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | topEW norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0.148949 / -0.148949 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | ttH norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.104128 / -0.104128 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | V+jets norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.284864 / -0.284864 | 0.284864 / -0.284864 | 0.284864 / -0.284864 | 0.284864 / -0.284864 | 0.284864 / -0.284864 | 0.284864 / -0.284864 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | V+cjets norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.298006 / -0.298006 | 0 / 0 | 0 / 0 | 0.298006 / -0.298006 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | V+bjets norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.285524 / -0.285524 | 0 / 0 | 0 / 0 | 0.285524 / -0.285524 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Single top tW dia. sub. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.132763 / 0.132763 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Single top s-chan. rad. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.010697 / -0.010697 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Single top t-chan. rad. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.124203 / -0.124203 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Single top tW rad. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0604209 / -0.0604209 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Single-top norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.044777 / -0.044777 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Dibosons norm. 4j | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.337726 / -0.337726 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | QCDE norm. 4j4b | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.454704 / -0.454704 | 0 / 0 | 0 / 0 | -nan / -nan |
 | QCDMU norm. 4j4b | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.488037 / -0.488037 | 0 / 0 | -nan / -nan |
 | SM 4tops norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.297935 / -0.297935 | -nan / -nan |
 | signal generator | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | signal PS & Had | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | signal ISR/FSR | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | ttbbNorm | 0 / 0 | 0 / 0 | 0.125348 / -0.125348 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
