 |       | t#bar{t}+light      | t#bar{t}+cc      | t#bar{t}+bb      | topEW      | ttH      | W+jetslight      | W+jetscharm      | W+jetsbeauty      | Z+jetslight      | Z+jetscharm      | Z+jetsbeauty      | Single-top      | Dibosons      | QCDE      | QCDMU      | SM-4tops      | t#rightarrow Hu |
 | Effective NP 7 | -0.00321342 / 0.00321342 | -0.0015706 / 0.0015706 | -0.00146697 / 0.00146697 | -0.00131118 / 0.00131118 | -0.00136468 / 0.00136468 | -0.00456583 / 0.00456583 | -0.00313863 / 0.00313863 | -0.00291953 / 0.00291953 | -0.00815969 / 0.00815969 | -0.00218527 / 0.00218527 | -0.000652116 / 0.000652116 | -0.00513395 / 0.00513395 | -0.00169906 / 0.00169906 | 0 / 0 | 0 / 0 | -0.000552019 / 0.000552019 | -nan / -nan |
 | Effective NP 8 | 0.000637693 / -0.000637693 | 0.000390587 / -0.000390587 | 0.000402804 / -0.000402804 | 0.000463913 / -0.000463913 | 0.000284169 / -0.000284169 | 0.00126497 / -0.00126497 | 0.000915189 / -0.000915189 | 0.000897916 / -0.000897916 | 0.00169951 / -0.00169951 | 0.00115491 / -0.00115491 | 0.000333545 / -0.000333545 | 0.00109701 / -0.00109701 | 0.000440193 / -0.000440193 | 0 / 0 | 0 / 0 | 5.00108e-05 / -5.00108e-05 | -nan / -nan |
 | #eta intercalib. (model) | 0.0139175 / -0.0139175 | 0.0101212 / -0.0101212 | 0.00880063 / -0.00880063 | 0.00608337 / -0.00608337 | 0.0074764 / -0.0074764 | 0.0200595 / -0.0200595 | 0.0292852 / -0.0292852 | 0.0169944 / -0.0169944 | 0.027768 / -0.027768 | 0.0133182 / -0.0133182 | 0.0101021 / -0.0101021 | 0.015523 / -0.015523 | 0.0116275 / -0.0116275 | 0 / 0 | 0 / 0 | 0.00168867 / -0.00168867 | -nan / -nan |
 | #eta intercalib. (stat.) | 0.0112193 / -0.0112193 | 0.00628496 / -0.00628496 | 0.00523617 / -0.00523617 | 0.00459163 / -0.00459163 | 0.00454439 / -0.00454439 | 0.0138973 / -0.0138973 | 0.0120611 / -0.0120611 | 0.0100734 / -0.0100734 | 0.0210278 / -0.0210278 | 0.0104823 / -0.0104823 | 0.0147218 / -0.0147218 | 0.0139402 / -0.0139402 | 0.00702386 / -0.00702386 | 0 / 0 | 0 / 0 | 0.00116781 / -0.00116781 | -nan / -nan |
 | #eta intercalib. (stat.) | -0.0029588 / 0.0029588 | -0.00595078 / 0.00595078 | -0.00322665 / 0.00322665 | -0.00238106 / 0.00238106 | -0.00292133 / 0.00292133 | -0.00947068 / 0.00947068 | -0.0106952 / 0.0106952 | -0.00893483 / 0.00893483 | -0.0171881 / 0.0171881 | -0.00754791 / 0.00754791 | -0.0126991 / 0.0126991 | -0.00698608 / 0.00698608 | -0.0028793 / 0.0028793 | 0 / 0 | 0 / 0 | -0.00064284 / 0.00064284 | -nan / -nan |
 | Flavour composition | 0.0784296 / -0.0784296 | 0.0602092 / -0.0602092 | 0.0534628 / -0.0534628 | 0.0398272 / -0.0398272 | 0.0393199 / -0.0393199 | 0.13492 / -0.13492 | 0.123043 / -0.123043 | 0.094194 / -0.094194 | 0.12918 / -0.12918 | 0.0953298 / -0.0953298 | 0.133918 / -0.133918 | 0.0685155 / -0.0685155 | 0.0774096 / -0.0774096 | 0 / 0 | 0 / 0 | 0.00860839 / -0.00860839 | -nan / -nan |
 | Flavor response | -0.0291737 / 0.0291737 | -0.0221508 / 0.0221508 | -0.0185291 / 0.0185291 | -0.0128844 / 0.0128844 | -0.0149703 / 0.0149703 | -0.0420123 / 0.0420123 | -0.0518604 / 0.0518604 | -0.0360745 / 0.0360745 | -0.0459123 / 0.0459123 | -0.0350704 / 0.0350704 | -0.0284843 / 0.0284843 | -0.0326234 / 0.0326234 | -0.0224465 / 0.0224465 | 0 / 0 | 0 / 0 | -0.00328444 / 0.00328444 | -nan / -nan |
 | Pile-up offset mu term | -0.000626055 / 0.000626055 | -0.00332715 / 0.00332715 | -0.00217661 / 0.00217661 | -0.00128722 / 0.00128722 | -0.00122855 / 0.00122855 | -0.00189219 / 0.00189219 | -0.00105129 / 0.00105129 | 0.00099173 / -0.00099173 | -0.00650215 / 0.00650215 | -0.00330665 / 0.00330665 | 0.00605635 / -0.00605635 | -0.00412154 / 0.00412154 | -0.00450452 / 0.00450452 | 0 / 0 | 0 / 0 | -0.000115038 / 0.000115038 | -nan / -nan |
 | Pile-up offset NPV term | 0.0129822 / -0.0129822 | 0.00872154 / -0.00872154 | 0.0060405 / -0.0060405 | 0.00470444 / -0.00470444 | 0.00608515 / -0.00608515 | 0.0229733 / -0.0229733 | 0.0139508 / -0.0139508 | 0.0169652 / -0.0169652 | 0.027329 / -0.027329 | 0.0191033 / -0.0191033 | 0.00675754 / -0.00675754 | 0.0124341 / -0.0124341 | 0.00653882 / -0.00653882 | 0 / 0 | 0 / 0 | 0.000803371 / -0.000803371 | -nan / -nan |
 | Pile-up offset p_{T} term | 8.04415e-05 / -8.04415e-05 | -1.05389e-05 / 1.05389e-05 | 0.000177703 / -0.000177703 | 8.03182e-05 / -8.03182e-05 | 7.47191e-05 / -7.47191e-05 | -6.29433e-05 / 6.29433e-05 | 0.00110884 / -0.00110884 | 0.00110567 / -0.00110567 | 0.000358191 / -0.000358191 | 0.000331499 / -0.000331499 | 0.000862842 / -0.000862842 | 0.000186446 / -0.000186446 | 0.000775273 / -0.000775273 | 0 / 0 | 0 / 0 | 7.09015e-05 / -7.09015e-05 | -nan / -nan |
 | #rho topology | 0.058699 / -0.058699 | 0.0470692 / -0.0470692 | 0.0411855 / -0.0411855 | 0.0304032 / -0.0304032 | 0.0305343 / -0.0305343 | 0.104958 / -0.104958 | 0.0990486 / -0.0990486 | 0.0691367 / -0.0691367 | 0.102054 / -0.102054 | 0.0706022 / -0.0706022 | 0.0828765 / -0.0828765 | 0.0571848 / -0.0571848 | 0.0542245 / -0.0542245 | 0 / 0 | 0 / 0 | 0.0063477 / -0.0063477 | -nan / -nan |
 | Punch-through correction | -3.82511e-07 / 3.82511e-07 | 1.13758e-06 / -1.13758e-06 | 1.49922e-05 / -1.49922e-05 | 6.50643e-06 / -6.50643e-06 | 2.00866e-06 / -2.00866e-06 | 4.18192e-05 / -4.18192e-05 | -9.94332e-07 / 9.94332e-07 | -4.94861e-06 / 4.94861e-06 | 3.30949e-06 / -3.30949e-06 | 0.00017089 / -0.00017089 | 1.86082e-06 / -1.86082e-06 | 1.19264e-05 / -1.19264e-05 | -1.30448e-07 / 1.30448e-07 | 0 / 0 | 0 / 0 | -2.74261e-06 / 2.74261e-06 | -nan / -nan |
 | High-p_{T} term | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | JER | 0.00415132 / -0.00415132 | 0.00637318 / -0.00637318 | -0.0041756 / 0.0041756 | -0.00335998 / 0.00335998 | -0.0030289 / 0.0030289 | 0.06236 / -0.06236 | 0.0422053 / -0.0422053 | 0.0234149 / -0.0234149 | 0.0408002 / -0.0408002 | 0.0211433 / -0.0211433 | -0.034732 / 0.034732 | 0.0123696 / -0.0123696 | 0.0202406 / -0.0202406 | 0 / 0 | 0 / 0 | -0.00356985 / 0.00356985 | -nan / -nan |
 | MET TST reso. para. | -8.54471e-06 / 8.54471e-06 | -1.12572e-05 / 1.12572e-05 | -2.32239e-05 / 2.32239e-05 | -3.97391e-07 / 3.97391e-07 | -2.64505e-05 / 2.64505e-05 | -2.39599e-05 / 2.39599e-05 | 9.73487e-05 / -9.73487e-05 | 0 / 0 | -0.00199624 / 0.00199624 | -0.000592261 / 0.000592261 | -5.54459e-05 / 5.54459e-05 | 5.9988e-05 / -5.9988e-05 | -1.89461e-08 / 1.89461e-08 | 0 / 0 | 0 / 0 | -1.70358e-05 / 1.70358e-05 | -nan / -nan |
 | MET TST reso. perp. | 3.28485e-06 / -3.28485e-06 | -1.70175e-05 / 1.70175e-05 | -2.63543e-05 / 2.63543e-05 | -1.2461e-06 / 1.2461e-06 | -2.75805e-05 / 2.75805e-05 | -1.07457e-05 / 1.07457e-05 | 5.50532e-05 / -5.50532e-05 | 4.46317e-09 / -4.46317e-09 | -0.00193681 / 0.00193681 | -0.000184724 / 0.000184724 | -5.57708e-05 / 5.57708e-05 | 6.79237e-05 / -6.79237e-05 | 0 / 0 | 0 / 0 | 0 / 0 | -7.04527e-06 / 7.04527e-06 | -nan / -nan |
 | MET TST scale | 2.05112e-06 / -2.05112e-06 | 3.28002e-06 / -3.28002e-06 | 0 / 0 | 2.44201e-07 / -2.44201e-07 | -1.5198e-07 / 1.5198e-07 | 4.63156e-06 / -4.63156e-06 | 3.52883e-05 / -3.52883e-05 | 0 / 0 | -0.000177646 / 0.000177646 | -8.83931e-05 / 8.83931e-05 | 0 / 0 | 4.28445e-05 / -4.28445e-05 | 0 / 0 | 0 / 0 | 0 / 0 | -1.93917e-06 / 1.93917e-06 | -nan / -nan |
 | t#bar{t}+#geq 1 c generator | 0 / 0 | 0.132525 / -0.132525 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+#geq 1 c PS & Had | 0 / 0 | 0.0827704 / -0.0827704 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+#geq 1 c ISR/FSR | 0 / 0 | 0.0776571 / -0.0776571 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+c#bar{c} norm. | 0 / 0 | 0.431866 / -0.431866 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+#geq 1 b generator | 0 / 0 | 0 / 0 | -0.00380212 / 0.00380212 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+#geq 1 b PS & Had | 0 / 0 | 0 / 0 | -0.0461317 / 0.0461317 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+#geq 1 b ISR/FSR | 0 / 0 | 0 / 0 | 0.0409105 / -0.0409105 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+#geq 1 b 5F vs 4F | 0 / 0 | 0 / 0 | 0.00993942 / -0.00993942 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} scale | 0 / 0 | 0 / 0 | -0.00487857 / 0.00487857 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} CSS KIN | 0 / 0 | 0 / 0 | 0.0116719 / -0.0116719 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} MSTW | 0 / 0 | 0 / 0 | 0.000575804 / -0.000575804 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} NNPDF | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} Q CMMPS | 0 / 0 | 0 / 0 | -0.0102643 / 0.0102643 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} glo soft | 0 / 0 | 0 / 0 | -0.0116505 / 0.0116505 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} UE modeling | 0 / 0 | 0 / 0 | -0.00412847 / 0.00412847 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | topEW norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0.148949 / -0.148949 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | ttH norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.104128 / -0.104128 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | V+jets norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.284864 / -0.284864 | 0.284864 / -0.284864 | 0.284864 / -0.284864 | 0.284864 / -0.284864 | 0.284864 / -0.284864 | 0.284864 / -0.284864 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | V+cjets norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.298006 / -0.298006 | 0 / 0 | 0 / 0 | 0.298006 / -0.298006 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | V+bjets norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.285524 / -0.285524 | 0 / 0 | 0 / 0 | 0.285524 / -0.285524 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Single top tW dia. sub. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.261734 / 0.261734 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Single top s-chan. rad. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00567923 / -0.00567923 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Single top t-chan. rad. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0561474 / -0.0561474 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Single top tW rad. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0949425 / -0.0949425 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Single-top norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0447771 / -0.0447771 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Dibosons norm. 6j | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.476481 / -0.476481 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | QCDE norm. 6j3b | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.438242 / -0.438242 | 0 / 0 | 0 / 0 | -nan / -nan |
 | QCDMU norm. 6j3b | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.493038 / -0.493038 | 0 / 0 | -nan / -nan |
 | SM 4tops norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.297935 / -0.297935 | -nan / -nan |
 | signal generator | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | signal PS & Had | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | signal ISR/FSR | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | ttbbNorm | 0 / 0 | 0 / 0 | 0.139949 / -0.139949 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
