 |       | t#bar{t}+light      | t#bar{t}+cc      | t#bar{t}+bb      | topEW      | ttH      | W+jetslight      | W+jetscharm      | W+jetsbeauty      | Z+jetslight      | Z+jetscharm      | Z+jetsbeauty      | Single-top      | Dibosons      | QCDE      | QCDMU      | SM-4tops      | t#rightarrow Hu |
 | Effective NP 2 | -0.00567798 / 0.00567798 | -0.0043971 / 0.0043971 | -0.00181376 / 0.00181376 | 0.000924905 / -0.000924905 | 0.00179426 / -0.00179426 | -0.0114064 / 0.0114064 | -0.0163273 / 0.0163273 | -0.00946706 / 0.00946706 | -0.0211653 / 0.0211653 | -0.00868081 / 0.00868081 | -0.014999 / 0.014999 | -0.00850054 / 0.00850054 | -0.0113643 / 0.0113643 | 0 / 0 | 0 / 0 | 0.0379481 / -0.0379481 | -0.0118306 / 0.0118306 |
 | Effective NP 3 | 0.000749736 / -0.000749736 | 0.000639994 / -0.000639994 | 0.000124998 / -0.000124998 | 0.00046302 / -0.00046302 | 0.000334221 / -0.000334221 | 0.00219713 / -0.00219713 | 0.00562278 / -0.00562278 | 0.00443457 / -0.00443457 | 0.00202141 / -0.00202141 | -0.00248294 / 0.00248294 | 0.0050097 / -0.0050097 | 2.34292e-05 / -2.34292e-05 | 0.00380834 / -0.00380834 | 0 / 0 | 0 / 0 | -0.00589912 / 0.00589912 | -0.000250541 / 0.000250541 |
 | Effective NP 4 | -0.000397253 / 0.000397253 | -0.000617027 / 0.000617027 | -0.000955017 / 0.000955017 | -0.000595412 / 0.000595412 | 0.00070588 / -0.00070588 | -0.00238418 / 0.00238418 | 0.000789239 / -0.000789239 | -0.00464819 / 0.00464819 | -0.00141786 / 0.00141786 | 0.000421943 / -0.000421943 | -0.0014282 / 0.0014282 | -0.000187761 / 0.000187761 | -0.00166606 / 0.00166606 | 0 / 0 | 0 / 0 | -0.00204376 / 0.00204376 | -0.00182791 / 0.00182791 |
 | Effective NP 5 | -9.5874e-05 / 9.5874e-05 | -0.000481693 / 0.000481693 | -0.000305877 / 0.000305877 | 0.000775604 / -0.000775604 | 0.000146609 / -0.000146609 | 0.00290318 / -0.00290318 | -0.00510073 / 0.00510073 | -0.00268752 / 0.00268752 | -0.00227478 / 0.00227478 | -0.000386821 / 0.000386821 | -0.00561995 / 0.00561995 | -0.000715633 / 0.000715633 | 0.000834996 / -0.000834996 | 0 / 0 | 0 / 0 | 0.0036782 / -0.0036782 | -0.0014808 / 0.0014808 |
 | Effective NP 6 | 0.00106629 / -0.00106629 | 0.000829699 / -0.000829699 | 0.000252123 / -0.000252123 | -0.000225284 / 0.000225284 | -0.00095176 / 0.00095176 | 0.00271023 / -0.00271023 | 0.00118733 / -0.00118733 | 0.00409454 / -0.00409454 | 0.00456933 / -0.00456933 | 0.000732643 / -0.000732643 | -9.08143e-05 / 9.08143e-05 | 0.00143883 / -0.00143883 | 0.00368883 / -0.00368883 | 0 / 0 | 0 / 0 | -0.00302299 / 0.00302299 | 0.00076632 / -0.00076632 |
 | Effective NP 7 | -0.00153408 / 0.00153408 | -0.00118038 / 0.00118038 | -0.00120509 / 0.00120509 | 0.000464287 / -0.000464287 | 0.000619791 / -0.000619791 | -0.00500835 / 0.00500835 | -0.00205409 / 0.00205409 | -0.00467695 / 0.00467695 | 0.00128819 / -0.00128819 | -0.00157986 / 0.00157986 | -0.00187182 / 0.00187182 | -0.00101845 / 0.00101845 | -0.00324471 / 0.00324471 | 0 / 0 | 0 / 0 | 0.0048177 / -0.0048177 | -0.00136041 / 0.00136041 |
 | Effective NP 8 | 0.000609613 / -0.000609613 | 0.00102974 / -0.00102974 | 0.00035221 / -0.00035221 | -0.00062307 / 0.00062307 | -0.000846343 / 0.000846343 | -0.00136404 / 0.00136404 | -0.00363337 / 0.00363337 | 0.00192903 / -0.00192903 | -0.00234559 / 0.00234559 | 0.000729385 / -0.000729385 | 0.00177536 / -0.00177536 | 0.000358307 / -0.000358307 | 0.00130025 / -0.00130025 | 0 / 0 | 0 / 0 | 0.00543617 / -0.00543617 | 0.00346339 / -0.00346339 |
 | #eta intercalib. (model) | 0.0072496 / -0.0072496 | 0.00213072 / -0.00213072 | 0.00041503 / -0.00041503 | -0.00131207 / 0.00131207 | -0.00163962 / 0.00163962 | 0.0128236 / -0.0128236 | 0.0151235 / -0.0151235 | 0.0217919 / -0.0217919 | 0.00831475 / -0.00831475 | 0.0288548 / -0.0288548 | 0.0153462 / -0.0153462 | 0.0106949 / -0.0106949 | 0.0160154 / -0.0160154 | 0 / 0 | 0 / 0 | -0.0229654 / 0.0229654 | 0.0182657 / -0.0182657 |
 | #eta intercalib. (stat.) | 0.00431802 / -0.00431802 | 0.00382078 / -0.00382078 | 0.000974433 / -0.000974433 | -0.00211997 / 0.00211997 | -0.00364392 / 0.00364392 | 0.00871858 / -0.00871858 | 0.0108422 / -0.0108422 | 0.00999966 / -0.00999966 | 0.0129726 / -0.0129726 | 0.00189846 / -0.00189846 | 0.00893023 / -0.00893023 | 0.00528575 / -0.00528575 | 0.00834332 / -0.00834332 | 0 / 0 | 0 / 0 | -0.00656077 / 0.00656077 | 0.0120644 / -0.0120644 |
 | #eta intercalib. (stat.) | -0.00296789 / 0.00296789 | -0.00100558 / 0.00100558 | -0.000929424 / 0.000929424 | 0.00077307 / -0.00077307 | 0.000814441 / -0.000814441 | -0.00741546 / 0.00741546 | -0.00419816 / 0.00419816 | -0.0136388 / 0.0136388 | -0.00422392 / 0.00422392 | -0.00903692 / 0.00903692 | -0.0092449 / 0.0092449 | -0.00190283 / 0.00190283 | -0.00577683 / 0.00577683 | 0 / 0 | 0 / 0 | 0.0131001 / -0.0131001 | -0.0075532 / 0.0075532 |
 | Flavour composition | 0.0422085 / -0.0422085 | 0.015517 / -0.015517 | 0.0109475 / -0.0109475 | -0.00991699 / 0.00991699 | -0.0271299 / 0.0271299 | 0.134173 / -0.134173 | 0.113348 / -0.113348 | 0.0999676 / -0.0999676 | 0.13289 / -0.13289 | 0.0851252 / -0.0851252 | 0.102166 / -0.102166 | 0.0686993 / -0.0686993 | 0.0889696 / -0.0889696 | 0 / 0 | 0 / 0 | -0.162685 / 0.162685 | 0.0734978 / -0.0734978 |
 | Flavor response | -0.0118946 / 0.0118946 | -0.00466164 / 0.00466164 | 0.000342502 / -0.000342502 | 0.00292795 / -0.00292795 | 0.00568476 / -0.00568476 | -0.0396119 / 0.0396119 | -0.0360918 / 0.0360918 | -0.0427578 / 0.0427578 | -0.04691 / 0.04691 | -0.031962 / 0.031962 | -0.0210134 / 0.0210134 | -0.0177713 / 0.0177713 | -0.0313817 / 0.0313817 | 0 / 0 | 0 / 0 | 0.0617825 / -0.0617825 | -0.0320989 / 0.0320989 |
 | Pile-up offset mu term | -0.00108057 / 0.00108057 | -0.00139153 / 0.00139153 | 0.000396256 / -0.000396256 | -0.000558054 / 0.000558054 | 0.00114144 / -0.00114144 | -0.0037434 / 0.0037434 | -0.00231261 / 0.00231261 | -0.00133525 / 0.00133525 | -0.00887883 / 0.00887883 | -0.00502493 / 0.00502493 | 0.00482101 / -0.00482101 | -0.000944609 / 0.000944609 | 0.000353236 / -0.000353236 | 0 / 0 | 0 / 0 | -0.00628278 / 0.00628278 | -0.0062853 / 0.0062853 |
 | Pile-up offset NPV term | 0.00562915 / -0.00562915 | 0.00244913 / -0.00244913 | 0.00420265 / -0.00420265 | -0.00224235 / 0.00224235 | -0.00271632 / 0.00271632 | 0.00861395 / -0.00861395 | 0.0166527 / -0.0166527 | 0.0218337 / -0.0218337 | 0.00459825 / -0.00459825 | -0.0125441 / 0.0125441 | 0.00580446 / -0.00580446 | 0.00618003 / -0.00618003 | 0.0107097 / -0.0107097 | 0 / 0 | 0 / 0 | -0.0636522 / 0.0636522 | 0.00543831 / -0.00543831 |
 | Pile-up offset p_{T} term | -0.000537849 / 0.000537849 | -0.00138816 / 0.00138816 | -0.000188821 / 0.000188821 | -0.00159307 / 0.00159307 | 0.00155494 / -0.00155494 | 0.00247875 / -0.00247875 | -0.0031312 / 0.0031312 | 0.00934705 / -0.00934705 | 0.00681822 / -0.00681822 | 0.00281933 / -0.00281933 | -0.00234807 / 0.00234807 | -0.00102516 / 0.00102516 | 0.0016076 / -0.0016076 | 0 / 0 | 0 / 0 | 0.0110862 / -0.0110862 | 0.00657693 / -0.00657693 |
 | #rho topology | 0.0315542 / -0.0315542 | 0.00934916 / -0.00934916 | 0.0034312 / -0.0034312 | -0.00453438 / 0.00453438 | -0.0178956 / 0.0178956 | 0.0901801 / -0.0901801 | 0.0851614 / -0.0851614 | 0.0899532 / -0.0899532 | 0.0911873 / -0.0911873 | 0.0571867 / -0.0571867 | 0.0657855 / -0.0657855 | 0.0481456 / -0.0481456 | 0.0631163 / -0.0631163 | 0 / 0 | 0 / 0 | -0.109769 / 0.109769 | 0.047639 / -0.047639 |
 | Punch-through correction | 1.58844e-05 / -1.58844e-05 | -5.58127e-05 / 5.58127e-05 | -7.63789e-05 / 7.63789e-05 | -2.64346e-05 / 2.64346e-05 | -5.91595e-05 / 5.91595e-05 | -0.000102141 / 0.000102141 | -5.10712e-06 / 5.10712e-06 | 1.77586e-05 / -1.77586e-05 | -5.6155e-08 / 5.6155e-08 | -3.36985e-07 / 3.36985e-07 | -5.68329e-06 / 5.68329e-06 | -4.98841e-06 / 4.98841e-06 | 2.98398e-06 / -2.98398e-06 | 0 / 0 | 0 / 0 | 5.29243e-07 / -5.29243e-07 | 0 / 0 |
 | High-p_{T} term | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 1.63572e-05 / -1.63572e-05 | -1.34398e-06 / 1.34398e-06 | 5.23852e-08 / -5.23852e-08 | -2.2462e-07 / 2.2462e-07 | 0 / 0 | 0 / 0 | 0 / 0 | 4.04968e-06 / -4.04968e-06 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JER | 0.0255791 / -0.0255791 | 0.0164738 / -0.0164738 | -0.0100066 / 0.0100066 | 0.00327911 / -0.00327911 | -0.000825231 / 0.000825231 | 0.0659045 / -0.0659045 | -0.018426 / 0.018426 | -0.0181698 / 0.0181698 | 0.103393 / -0.103393 | 0.0574705 / -0.0574705 | -0.0111368 / 0.0111368 | 0.0155117 / -0.0155117 | 0.0195998 / -0.0195998 | 0 / 0 | 0 / 0 | -0.0382441 / 0.0382441 | 0.0118287 / -0.0118287 |
 | MET TST reso. para. | -0.000332155 / 0.000332155 | -0.000282768 / 0.000282768 | -0.00114496 / 0.00114496 | -0.0017009 / 0.0017009 | 0.000409472 / -0.000409472 | 0.00132075 / -0.00132075 | -0.00157794 / 0.00157794 | -0.0331237 / 0.0331237 | -0.000395331 / 0.000395331 | -0.00472835 / 0.00472835 | -0.00119673 / 0.00119673 | -0.00276284 / 0.00276284 | -0.000380609 / 0.000380609 | 0 / 0 | 0 / 0 | -0.00536768 / 0.00536768 | 0.00212818 / -0.00212818 |
 | MET TST reso. perp. | -0.00125686 / 0.00125686 | -0.000155996 / 0.000155996 | 0.000428268 / -0.000428268 | -0.000607165 / 0.000607165 | 0.00244398 / -0.00244398 | -0.0030514 / 0.0030514 | -0.00377175 / 0.00377175 | 0.000774149 / -0.000774149 | -0.00307134 / 0.00307134 | -0.00632273 / 0.00632273 | -0.00236614 / 0.00236614 | 0.000955322 / -0.000955322 | -0.00113537 / 0.00113537 | 0 / 0 | 0 / 0 | -0.0139839 / 0.0139839 | 0.00326125 / -0.00326125 |
 | MET TST scale | -0.000767606 / 0.000767606 | -0.000589902 / 0.000589902 | -0.000125841 / 0.000125841 | -0.000798761 / 0.000798761 | -0.00109659 / 0.00109659 | -0.00123009 / 0.00123009 | 0.000713385 / -0.000713385 | 0.0136926 / -0.0136926 | -0.00280522 / 0.00280522 | -0.00245288 / 0.00245288 | 0.00235138 / -0.00235138 | -0.000693635 / 0.000693635 | 0.00129389 / -0.00129389 | 0 / 0 | 0 / 0 | -1.64299e-16 / 1.64299e-16 | -0.000880609 / 0.000880609 |
 | t#bar{t}+#geq 1 c generator | 0 / 0 | 0.0825914 / -0.0825914 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+#geq 1 c PS & Had | 0 / 0 | 0.109227 / -0.109227 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+#geq 1 c ISR/FSR | 0 / 0 | 0.00848102 / -0.00848102 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+c#bar{c} norm. | 0 / 0 | 0.5 / -0.5 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+#geq 1 b generator | 0 / 0 | 0 / 0 | 0.00675881 / -0.00675881 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+#geq 1 b PS & Had | 0 / 0 | 0 / 0 | 0.0190826 / -0.0190826 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+#geq 1 b ISR/FSR | 0 / 0 | 0 / 0 | 0.00850125 / -0.00850125 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+#geq 1 b 5F vs 4F | 0 / 0 | 0 / 0 | 0.0267941 / -0.0267941 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+b#bar{b} scale | 0 / 0 | 0 / 0 | 0.00147956 / -0.00147956 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+b#bar{b} CSS KIN | 0 / 0 | 0 / 0 | -0.00230204 / 0.00230204 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+b#bar{b} MSTW | 0 / 0 | 0 / 0 | -0.000615685 / 0.000615685 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+b#bar{b} NNPDF | 0 / 0 | 0 / 0 | -0.000548693 / 0.000548693 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+b#bar{b} Q CMMPS | 0 / 0 | 0 / 0 | -0.000734425 / 0.000734425 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+b#bar{b} glo soft | 0 / 0 | 0 / 0 | -0.000478171 / 0.000478171 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}+b#bar{b} UE modeling | 0 / 0 | 0 / 0 | -0.000114328 / 0.000114328 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | topEW norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0.15 / -0.15 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | ttH norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.09 / -0.12 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | V+jets norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.3 / -0.3 | 0.3 / -0.3 | 0.3 / -0.3 | 0.3 / -0.3 | 0.3 / -0.3 | 0.3 / -0.3 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | V+cjets norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.3 / -0.3 | 0 / 0 | 0 / 0 | 0.3 / -0.3 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | V+bjets norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.3 / -0.3 | 0 / 0 | 0 / 0 | 0.3 / -0.3 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Single top tW dia. sub. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.200191 / 0.200191 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Single top s-chan. rad. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.000749938 / -0.000749938 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Single top t-chan. rad. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00611428 / -0.00611428 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Single top tW rad. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0149507 / -0.0149507 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Single-top norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.05 / -0.04 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Dibosons norm. 5j | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.42 / -0.42 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | QCDE norm. 5j2b | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.5 / -0.5 | 0 / 0 | 0 / 0 | 0 / 0 |
 | QCDMU norm. 5j2b | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.5 / -0.5 | 0 / 0 | 0 / 0 |
 | SM 4tops norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.3 / -0.3 | 0 / 0 |
 | signal generator | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.074492 / -0.074492 |
 | signal PS & Had | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.133207 / -0.133207 |
 | signal ISR/FSR | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0242938 / -0.0242938 |
