 |       | t#bar{t}+light      | t#bar{t}+cc      | t#bar{t}+bb      | topEW      | ttH      | W+jetslight      | W+jetscharm      | W+jetsbeauty      | Z+jetslight      | Z+jetscharm      | Z+jetsbeauty      | Single-top      | Dibosons      | QCDE      | QCDMU      | SM-4tops      | t#rightarrow Hu |
 | Effective NP 7 | -0.0015232 / 0.0015232 | -0.00117207 / 0.00117207 | -0.00119662 / 0.00119662 | 0.000461102 / -0.000461102 | 0.000615448 / -0.000615448 | -0.0049729 / 0.0049729 | -0.00203964 / 0.00203964 | -0.00464392 / 0.00464392 | 0.00127912 / -0.00127912 | -0.0015687 / 0.0015687 | -0.00185853 / 0.00185853 | -0.00101131 / 0.00101131 | -0.00322181 / 0.00322181 | 0 / 0 | 0 / 0 | 0.00478372 / -0.00478372 | -nan / -nan |
 | Effective NP 8 | 0.000605613 / -0.000605613 | 0.00102276 / -0.00102276 | 0.000349849 / -0.000349849 | -0.000618845 / 0.000618845 | -0.000840753 / 0.000840753 | -0.00135487 / 0.00135487 | -0.00360915 / 0.00360915 | 0.00191608 / -0.00191608 | -0.00232998 / 0.00232998 | 0.000724465 / -0.000724465 | 0.00176364 / -0.00176364 | 0.000355929 / -0.000355929 | 0.00129154 / -0.00129154 | 0 / 0 | 0 / 0 | 0.00540003 / -0.00540003 | -nan / -nan |
 | #eta intercalib. (model) | 0.00711447 / -0.00711447 | 0.00209028 / -0.00209028 | 0.0004071 / -0.0004071 | -0.00128686 / 0.00128686 | -0.00160816 / 0.00160816 | 0.012589 / -0.012589 | 0.014849 / -0.014849 | 0.0214055 / -0.0214055 | 0.00816029 / -0.00816029 | 0.0283559 / -0.0283559 | 0.015068 / -0.015068 | 0.0104978 / -0.0104978 | 0.0157256 / -0.0157256 | 0 / 0 | 0 / 0 | -0.022494 / 0.022494 | -nan / -nan |
 | #eta intercalib. (stat.) | 0.00427327 / -0.00427327 | 0.00378108 / -0.00378108 | 0.000964195 / -0.000964195 | -0.00209776 / 0.00209776 | -0.00360563 / 0.00360563 | 0.00862861 / -0.00862861 | 0.0107307 / -0.0107307 | 0.00989681 / -0.00989681 | 0.0128397 / -0.0128397 | 0.00187868 / -0.00187868 | 0.00883809 / -0.00883809 | 0.00523102 / -0.00523102 | 0.00825724 / -0.00825724 | 0 / 0 | 0 / 0 | -0.00649172 / 0.00649172 | -nan / -nan |
 | #eta intercalib. (stat.) | -0.0029487 / 0.0029487 | -0.000999004 / 0.000999004 | -0.000923365 / 0.000923365 | 0.000768125 / -0.000768125 | 0.000809222 / -0.000809222 | -0.00736728 / 0.00736728 | -0.00417107 / 0.00417107 | -0.0135497 / 0.0135497 | -0.00419655 / 0.00419655 | -0.00897813 / 0.00897813 | -0.00918481 / 0.00918481 | -0.00189051 / 0.00189051 | -0.00573939 / 0.00573939 | 0 / 0 | 0 / 0 | 0.0130168 / -0.0130168 | -nan / -nan |
 | Flavour composition | 0.0325692 / -0.0325692 | 0.0119804 / -0.0119804 | 0.00845322 / -0.00845322 | -0.0076614 / 0.0076614 | -0.0209689 / 0.0209689 | 0.103365 / -0.103365 | 0.0873484 / -0.0873484 | 0.0770538 / -0.0770538 | 0.102379 / -0.102379 | 0.0656301 / -0.0656301 | 0.0787453 / -0.0787453 | 0.052982 / -0.052982 | 0.0685895 / -0.0685895 | 0 / 0 | 0 / 0 | -0.126294 / 0.126294 | -nan / -nan |
 | Flavor response | -0.0114605 / 0.0114605 | -0.00449359 / 0.00449359 | 0.00033024 / -0.00033024 | 0.00282365 / -0.00282365 | 0.0054833 / -0.0054833 | -0.0381013 / 0.0381013 | -0.034723 / 0.034723 | -0.0411191 / 0.0411191 | -0.0451006 / 0.0451006 | -0.0307576 / 0.0307576 | -0.0202353 / 0.0202353 | -0.0171167 / 0.0171167 | -0.0302002 / 0.0302002 | 0 / 0 | 0 / 0 | 0.059802 / -0.059802 | -nan / -nan |
 | Pile-up offset mu term | -0.00106955 / 0.00106955 | -0.0013772 / 0.0013772 | 0.000392169 / -0.000392169 | -0.000552326 / 0.000552326 | 0.00112975 / -0.00112975 | -0.00370428 / 0.00370428 | -0.00228864 / 0.00228864 | -0.00132146 / 0.00132146 | -0.00878406 / 0.00878406 | -0.00497225 / 0.00497225 | 0.00477248 / -0.00477248 | -0.000934809 / 0.000934809 | 0.000349581 / -0.000349581 | 0 / 0 | 0 / 0 | -0.00621653 / 0.00621653 | -nan / -nan |
 | Pile-up offset NPV term | 0.00556356 / -0.00556356 | 0.00242037 / -0.00242037 | 0.00415355 / -0.00415355 | -0.00221571 / 0.00221571 | -0.00268397 / 0.00268397 | 0.00851426 / -0.00851426 | 0.0164638 / -0.0164638 | 0.0215891 / -0.0215891 | 0.00454447 / -0.00454447 | -0.0123915 / 0.0123915 | 0.00573683 / -0.00573683 | 0.00610808 / -0.00610808 | 0.0105864 / -0.0105864 | 0 / 0 | 0 / 0 | -0.062787 / 0.062787 | -nan / -nan |
 | Pile-up offset p_{T} term | -0.000528663 / 0.000528663 | -0.00136486 / 0.00136486 | -0.000185698 / 0.000185698 | -0.00156629 / 0.00156629 | 0.00152874 / -0.00152874 | 0.00243691 / -0.00243691 | -0.00307873 / 0.00307873 | 0.00918853 / -0.00918853 | 0.0067029 / -0.0067029 | 0.00277176 / -0.00277176 | -0.00230864 / 0.00230864 | -0.00100794 / 0.00100794 | 0.00158054 / -0.00158054 | 0 / 0 | 0 / 0 | 0.010898 / -0.010898 | -nan / -nan |
 | #rho topology | 0.0276976 / -0.0276976 | 0.00824067 / -0.00824067 | 0.00302765 / -0.00302765 | -0.00400704 / 0.00400704 | -0.0158535 / 0.0158535 | 0.0782871 / -0.0782871 | 0.074001 / -0.074001 | 0.0780935 / -0.0780935 | 0.0791464 / -0.0791464 | 0.0499564 / -0.0499564 | 0.0573747 / -0.0573747 | 0.0421299 / -0.0421299 | 0.0550745 / -0.0550745 | 0 / 0 | 0 / 0 | -0.0988899 / 0.0988899 | -nan / -nan |
 | Punch-through correction | 1.58548e-05 / -1.58548e-05 | -5.54621e-05 / 5.54621e-05 | -7.58469e-05 / 7.58469e-05 | -2.63155e-05 / 2.63155e-05 | -5.86808e-05 / 5.86808e-05 | -0.000101447 / 0.000101447 | -5.00679e-06 / 5.00679e-06 | 1.75834e-05 / -1.75834e-05 | -1.19209e-07 / 1.19209e-07 | -3.57628e-07 / 3.57628e-07 | -5.63264e-06 / 5.63264e-06 | -5.00679e-06 / 5.00679e-06 | 2.98023e-06 / -2.98023e-06 | 0 / 0 | 0 / 0 | 5.06639e-07 / -5.06639e-07 | -nan / -nan |
 | High-p_{T} term | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | JER | 0.0193502 / -0.0193502 | 0.0124691 / -0.0124691 | -0.0075863 / 0.0075863 | 0.00248402 / -0.00248402 | -0.000625312 / 0.000625312 | 0.049737 / -0.049737 | -0.0139766 / 0.0139766 | -0.0137821 / 0.0137821 | 0.0778609 / -0.0778609 | 0.0433934 / -0.0433934 | -0.00844371 / 0.00844371 | 0.0117415 / -0.0117415 | 0.0148325 / -0.0148325 | 0 / 0 | 0 / 0 | -0.0290453 / 0.0290453 | -nan / -nan |
 | MET TST reso. para. | -0.000328124 / 0.000328124 | -0.000279307 / 0.000279307 | -0.00113097 / 0.00113097 | -0.00168008 / 0.00168008 | 0.000404537 / -0.000404537 | 0.00130484 / -0.00130484 | -0.0015586 / 0.0015586 | -0.0326497 / 0.0326497 | -0.000390559 / 0.000390559 | -0.00466961 / 0.00466961 | -0.00118211 / 0.00118211 | -0.00272897 / 0.00272897 | -0.000375986 / 0.000375986 | 0 / 0 | 0 / 0 | -0.0053007 / 0.0053007 | -nan / -nan |
 | MET TST reso. perp. | -0.00124833 / 0.00124833 | -0.000155002 / 0.000155002 | 0.000425398 / -0.000425398 | -0.00060308 / 0.00060308 | 0.0024274 / -0.0024274 | -0.00303084 / 0.00303084 | -0.00374636 / 0.00374636 | 0.0007689 / -0.0007689 | -0.00305063 / 0.00305063 | -0.00628018 / 0.00628018 | -0.00235021 / 0.00235021 | 0.000948936 / -0.000948936 | -0.00112775 / 0.00112775 | 0 / 0 | 0 / 0 | -0.0138903 / 0.0138903 | -nan / -nan |
 | MET TST scale | -0.000762463 / 0.000762463 | -0.000585884 / 0.000585884 | -0.000125021 / 0.000125021 | -0.000793517 / 0.000793517 | -0.00108925 / 0.00108925 | -0.00122187 / 0.00122187 | 0.000708461 / -0.000708461 | 0.0136004 / -0.0136004 | -0.00278637 / 0.00278637 | -0.00243646 / 0.00243646 | 0.0023357 / -0.0023357 | -0.00068891 / 0.00068891 | 0.00128517 / -0.00128517 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+#geq 1 c generator | 0 / 0 | 0.0707913 / -0.0707913 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+#geq 1 c PS & Had | 0 / 0 | 0.0994766 / -0.0994766 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+#geq 1 c ISR/FSR | 0 / 0 | 0.00810802 / -0.00810802 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+c#bar{c} norm. | 0 / 0 | 0.431866 / -0.431866 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+#geq 1 b generator | 0 / 0 | 0 / 0 | 0.00415754 / -0.00415754 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+#geq 1 b PS & Had | 0 / 0 | 0 / 0 | 0.0145366 / -0.0145366 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+#geq 1 b ISR/FSR | 0 / 0 | 0 / 0 | 0.00625753 / -0.00625753 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+#geq 1 b 5F vs 4F | 0 / 0 | 0 / 0 | 0.017516 / -0.017516 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} scale | 0 / 0 | 0 / 0 | 0.00144669 / -0.00144669 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} CSS KIN | 0 / 0 | 0 / 0 | -0.00210011 / 0.00210011 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} MSTW | 0 / 0 | 0 / 0 | -0.000609934 / 0.000609934 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} NNPDF | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} Q CMMPS | 0 / 0 | 0 / 0 | -0.000724047 / 0.000724047 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} glo soft | 0 / 0 | 0 / 0 | -0.000466794 / 0.000466794 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} UE modeling | 0 / 0 | 0 / 0 | -0.000113338 / 0.000113338 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | topEW norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0.148949 / -0.148949 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | ttH norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.104128 / -0.104128 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | V+jets norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.284864 / -0.284864 | 0.284864 / -0.284864 | 0.284864 / -0.284864 | 0.284864 / -0.284864 | 0.284864 / -0.284864 | 0.284864 / -0.284864 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | V+cjets norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.298006 / -0.298006 | 0 / 0 | 0 / 0 | 0.298006 / -0.298006 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | V+bjets norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.285524 / -0.285524 | 0 / 0 | 0 / 0 | 0.285524 / -0.285524 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Single top tW dia. sub. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.195469 / 0.195469 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Single top s-chan. rad. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.000744939 / -0.000744939 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Single top t-chan. rad. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00606272 / -0.00606272 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Single top tW rad. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.01485 / -0.01485 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Single-top norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0447771 / -0.0447771 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Dibosons norm. 5j | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.417222 / -0.417222 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | QCDE norm. 5j2b | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.347798 / -0.347798 | 0 / 0 | 0 / 0 | -nan / -nan |
 | QCDMU norm. 5j2b | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.487241 / -0.487241 | 0 / 0 | -nan / -nan |
 | SM 4tops norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.297935 / -0.297935 | -nan / -nan |
 | signal generator | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | signal PS & Had | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | signal ISR/FSR | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | ttbbNorm | 0 / 0 | 0 / 0 | 0.12908 / -0.12908 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
