 |       | t#bar{t}+light      | t#bar{t}+cc      | t#bar{t}+bb      | topEW      | ttH      | W+jetslight      | W+jetscharm      | W+jetsbeauty      | Z+jetslight      | Z+jetscharm      | Z+jetsbeauty      | Single-top      | Dibosons      | QCDE      | QCDMU      | SM-4tops      | t#rightarrow Hu |
 | Effective NP 8 | -3.18885e-06 / 3.18885e-06 | -1.18171e-05 / 1.18171e-05 | -0.00135274 / 0.00135274 | 0.000285097 / -0.000285097 | 0.000228571 / -0.000228571 | 0.000237145 / -0.000237145 | 0.00171431 / -0.00171431 | 0.000592068 / -0.000592068 | 0.000541359 / -0.000541359 | 0.000229031 / -0.000229031 | 0.000335626 / -0.000335626 | 2.9238e-05 / -2.9238e-05 | 0.000436342 / -0.000436342 | 0 / 0 | 0 / 0 | -1.98841e-05 / 1.98841e-05 | -nan / -nan |
 | #eta intercalib. (model) | -0.000136197 / 0.000136197 | -0.000811516 / 0.000811516 | -0.00228662 / 0.00228662 | -0.00447684 / 0.00447684 | -0.00082697 / 0.00082697 | 0.0153572 / -0.0153572 | 0.0207654 / -0.0207654 | 0.00657777 / -0.00657777 | 0.00894296 / -0.00894296 | 0.0167997 / -0.0167997 | 0.00515604 / -0.00515604 | -0.0103983 / 0.0103983 | 0.0339699 / -0.0339699 | 0 / 0 | 0 / 0 | -0.0104627 / 0.0104627 | -nan / -nan |
 | #eta intercalib. (stat.) | 2.55798e-05 / -2.55798e-05 | 0.000422016 / -0.000422016 | -0.00258592 / 0.00258592 | -0.0012555 / 0.0012555 | -0.00310664 / 0.00310664 | 0.01004 / -0.01004 | 0.0146488 / -0.0146488 | 0.00664087 / -0.00664087 | 0.00966725 / -0.00966725 | 0.00717843 / -0.00717843 | 0.00308016 / -0.00308016 | -0.0184164 / 0.0184164 | -0.00536416 / 0.00536416 | 0 / 0 | 0 / 0 | -0.0129469 / 0.0129469 | -nan / -nan |
 | #eta intercalib. (stat.) | 1.97718e-05 / -1.97718e-05 | 0.00741825 / -0.00741825 | 0.000605002 / -0.000605002 | 0.00315042 / -0.00315042 | -0.000158725 / 0.000158725 | -0.00897656 / 0.00897656 | -0.012421 / 0.012421 | -0.00265421 / 0.00265421 | -0.00244787 / 0.00244787 | -0.00527772 / 0.00527772 | -0.0011352 / 0.0011352 | -0.00793882 / 0.00793882 | -0.000788823 / 0.000788823 | 0 / 0 | 0 / 0 | 0.00189585 / -0.00189585 | -nan / -nan |
 | Flavour composition | 0.140613 / -0.140613 | 0.0302255 / -0.0302255 | -0.000140104 / 0.000140104 | -0.00587091 / 0.00587091 | -0.0126411 / 0.0126411 | 0.101716 / -0.101716 | 0.0973102 / -0.0973102 | 0.0647266 / -0.0647266 | 0.0933956 / -0.0933956 | 0.0698325 / -0.0698325 | -0.0790483 / 0.0790483 | 0.00438618 / -0.00438618 | 0.0533154 / -0.0533154 | 0 / 0 | 0 / 0 | -0.0170854 / 0.0170854 | -nan / -nan |
 | Flavor response | -0.000281829 / 0.000281829 | 0.000288575 / -0.000288575 | 0.00411311 / -0.00411311 | 0.00443227 / -0.00443227 | 0.00466247 / -0.00466247 | -0.0391686 / 0.0391686 | -0.0391402 / 0.0391402 | -0.0510021 / 0.0510021 | -0.0338367 / 0.0338367 | -0.0342553 / 0.0342553 | -0.00913483 / 0.00913483 | -0.0298543 / 0.0298543 | -0.0387844 / 0.0387844 | 0 / 0 | 0 / 0 | 0.0401185 / -0.0401185 | -nan / -nan |
 | Pile-up offset mu term | -1.8457e-05 / 1.8457e-05 | -2.20826e-05 / 2.20826e-05 | 0.000166968 / -0.000166968 | -0.00022099 / 0.00022099 | -0.00159301 / 0.00159301 | -0.00515143 / 0.00515143 | 0.002534 / -0.002534 | -0.00205573 / 0.00205573 | -0.00612816 / 0.00612816 | 0.000536412 / -0.000536412 | -0.00131926 / 0.00131926 | -0.0266786 / 0.0266786 | -0.000548102 / 0.000548102 | 0 / 0 | 0 / 0 | 1.81183e-05 / -1.81183e-05 | -nan / -nan |
 | Pile-up offset NPV term | 0.0151362 / -0.0151362 | 0.00442427 / -0.00442427 | 0.000207753 / -0.000207753 | -0.00292045 / 0.00292045 | -0.000947699 / 0.000947699 | 0.0161472 / -0.0161472 | 0.0213953 / -0.0213953 | 0.0136716 / -0.0136716 | 0.0128938 / -0.0128938 | 0.0060019 / -0.0060019 | 0.00470173 / -0.00470173 | -0.00213542 / 0.00213542 | -0.0237858 / 0.0237858 | 0 / 0 | 0 / 0 | -0.0258086 / 0.0258086 | -nan / -nan |
 | Pile-up offset p_{T} term | 7.87377e-05 / -7.87377e-05 | 0.000427962 / -0.000427962 | 0.000153584 / -0.000153584 | -8.50883e-05 / 8.50883e-05 | 0.000125832 / -0.000125832 | -0.00010984 / 0.00010984 | 0.00142438 / -0.00142438 | 0.00145481 / -0.00145481 | -0.000500947 / 0.000500947 | 0.00017152 / -0.00017152 | 0.000923453 / -0.000923453 | 0.000361963 / -0.000361963 | 0.0012288 / -0.0012288 | 0 / 0 | 0 / 0 | -0.000309557 / 0.000309557 | -nan / -nan |
 | #rho topology | 0.160526 / -0.160526 | 0.0258883 / -0.0258883 | -0.00576775 / 0.00576775 | -0.00203536 / 0.00203536 | -0.0105163 / 0.0105163 | 0.0819675 / -0.0819675 | 0.0724065 / -0.0724065 | 0.065508 / -0.065508 | 0.0731991 / -0.0731991 | 0.0539147 / -0.0539147 | 0.00889382 / -0.00889382 | 0.0421326 / -0.0421326 | 0.0329278 / -0.0329278 | 0 / 0 | 0 / 0 | -0.0157399 / 0.0157399 | -nan / -nan |
 | Punch-through correction | 0 / 0 | 0 / 0 | -1.7143e-07 / 1.7143e-07 | 0 / 0 | -7.83081e-08 / 7.83081e-08 | 2.692e-05 / -2.692e-05 | 8.0071e-06 / -8.0071e-06 | -1.20079e-07 / 1.20079e-07 | 1.80304e-05 / -1.80304e-05 | 4.12893e-06 / -4.12893e-06 | -6.79402e-07 / 6.79402e-07 | 0 / 0 | -4.08979e-07 / 4.08979e-07 | 0 / 0 | 0 / 0 | -2.79634e-05 / 2.79634e-05 | -nan / -nan |
 | High-p_{T} term | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | JER | -0.349649 / 0.349649 | 0.0150207 / -0.0150207 | -0.0217331 / 0.0217331 | -0.00847548 / 0.00847548 | -0.0149527 / 0.0149527 | 0.0479475 / -0.0479475 | 0.000525256 / -0.000525256 | -0.0224074 / 0.0224074 | 0.0823473 / -0.0823473 | -0.00318415 / 0.00318415 | -0.0351565 / 0.0351565 | 0.0217857 / -0.0217857 | -0.047336 / 0.047336 | 0 / 0 | 0 / 0 | -0.00190306 / 0.00190306 | -nan / -nan |
 | MET TST reso. para. | 0 / 0 | 0 / 0 | -4.71626e-05 / 4.71626e-05 | 0.000129099 / -0.000129099 | 6.83764e-05 / -6.83764e-05 | -5.23613e-05 / 5.23613e-05 | 0 / 0 | 0 / 0 | 0.000546783 / -0.000546783 | -0.00173826 / 0.00173826 | -2.06828e-05 / 2.06828e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0203976 / -0.0203976 | -nan / -nan |
 | MET TST reso. perp. | 0 / 0 | 0 / 0 | -0.001034 / 0.001034 | 0.000175451 / -0.000175451 | 6.77144e-05 / -6.77144e-05 | -2.45833e-05 / 2.45833e-05 | 0 / 0 | 0 / 0 | 0.000549793 / -0.000549793 | -0.0017479 / 0.0017479 | -2.0802e-05 / 2.0802e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0204782 / -0.0204782 | -nan / -nan |
 | MET TST scale | 0 / 0 | 0 / 0 | -0.0001916 / 0.0001916 | 2.66568e-06 / -2.66568e-06 | 2.20457e-07 / -2.20457e-07 | 3.92485e-06 / -3.92485e-06 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+#geq 1 c generator | 0 / 0 | 0.0884309 / -0.0884309 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+#geq 1 c PS & Had | 0 / 0 | 0.0787256 / -0.0787256 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+#geq 1 c ISR/FSR | 0 / 0 | -0.0314999 / 0.0314999 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+c#bar{c} norm. | 0 / 0 | 0.431866 / -0.431866 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+#geq 1 b generator | 0 / 0 | 0 / 0 | -0.0591895 / 0.0591895 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+#geq 1 b PS & Had | 0 / 0 | 0 / 0 | 0.000539305 / -0.000539305 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+#geq 1 b ISR/FSR | 0 / 0 | 0 / 0 | -0.0444616 / 0.0444616 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+#geq 1 b 5F vs 4F | 0 / 0 | 0 / 0 | 0.0916264 / -0.0916264 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} scale | 0 / 0 | 0 / 0 | -0.0299471 / 0.0299471 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} CSS KIN | 0 / 0 | 0 / 0 | 0.0490778 / -0.0490778 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} MSTW | 0 / 0 | 0 / 0 | 0.00353622 / -0.00353622 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} NNPDF | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} Q CMMPS | 0 / 0 | 0 / 0 | -0.0227973 / 0.0227973 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} glo soft | 0 / 0 | 0 / 0 | -0.0315464 / 0.0315464 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} UE modeling | 0 / 0 | 0 / 0 | -0.0109974 / 0.0109974 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | topEW norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0.148949 / -0.148949 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | ttH norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.104128 / -0.104128 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | V+jets norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.284864 / -0.284864 | 0.284864 / -0.284864 | 0.284864 / -0.284864 | 0.284864 / -0.284864 | 0.284864 / -0.284864 | 0.284864 / -0.284864 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | V+cjets norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.298006 / -0.298006 | 0 / 0 | 0 / 0 | 0.298006 / -0.298006 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | V+bjets norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.285524 / -0.285524 | 0 / 0 | 0 / 0 | 0.285524 / -0.285524 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Single top tW dia. sub. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.141396 / 0.141396 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Single top s-chan. rad. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00322646 / -0.00322646 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Single top t-chan. rad. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.113103 / -0.113103 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Single top tW rad. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0325031 / -0.0325031 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Single-top norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0447772 / -0.0447772 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Dibosons norm. 5j | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.417222 / -0.417222 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | QCDE norm. 5j4b | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.490474 / -0.490474 | 0 / 0 | 0 / 0 | -nan / -nan |
 | QCDMU norm. 5j4b | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.496824 / -0.496824 | 0 / 0 | -nan / -nan |
 | SM 4tops norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.297935 / -0.297935 | -nan / -nan |
 | signal generator | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | signal PS & Had | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | signal ISR/FSR | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | ttbbNorm | 0 / 0 | 0 / 0 | 0.125653 / -0.125653 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
