 |       | t#bar{t}+light      | t#bar{t}+cc      | t#bar{t}+bb      | topEW      | ttH      | W+jetslight      | W+jetscharm      | W+jetsbeauty      | Z+jetslight      | Z+jetscharm      | Z+jetsbeauty      | Single-top      | Dibosons      | SM-4tops      | QCDE      | QCDMU      | t#rightarrow Hc |
 | Effective NP 8 | 0.000649119 / -0.000649119 | 1.35961e-06 / -1.35961e-06 | 0.000103502 / -0.000103502 | -4.17906e-05 / 4.17906e-05 | -0.000289834 / 0.000289834 | 0.000243745 / -0.000243745 | 0.00206582 / -0.00206582 | 0.000327024 / -0.000327024 | 0.000510605 / -0.000510605 | 0.000375285 / -0.000375285 | 0.00166956 / -0.00166956 | 0.000787571 / -0.000787571 | 0.00320283 / -0.00320283 | -0.000253607 / 0.000253607 | 0 / 0 | 0 / 0 | -nan / -nan |
 | #eta intercalib. (model) | 0.00676297 / -0.00676297 | 0.00232422 / -0.00232422 | 0.00187197 / -0.00187197 | -0.000538487 / 0.000538487 | -0.0038002 / 0.0038002 | 0.0161287 / -0.0161287 | 0.0163753 / -0.0163753 | 0.00657257 / -0.00657257 | 0.0117632 / -0.0117632 | 0.0272189 / -0.0272189 | 0.0128071 / -0.0128071 | 0.00160012 / -0.00160012 | 0.0145516 / -0.0145516 | -0.00599216 / 0.00599216 | 0 / 0 | 0 / 0 | -nan / -nan |
 | #eta intercalib. (stat.) | 0.00489443 / -0.00489443 | 0.000373087 / -0.000373087 | 0.00141145 / -0.00141145 | -0.00178535 / 0.00178535 | -0.00303442 / 0.00303442 | 0.00963678 / -0.00963678 | 0.0144653 / -0.0144653 | 0.00734461 / -0.00734461 | 0.0107013 / -0.0107013 | 0.0125574 / -0.0125574 | 0.0119762 / -0.0119762 | -5.57326e-05 / 5.57326e-05 | 0.00538051 / -0.00538051 | -0.00290886 / 0.00290886 | 0 / 0 | 0 / 0 | -nan / -nan |
 | #eta intercalib. (stat.) | -0.00449096 / 0.00449096 | 0.00176093 / -0.00176093 | -0.00202574 / 0.00202574 | -0.00027976 / 0.00027976 | 0.0017297 / -0.0017297 | -0.0082627 / 0.0082627 | -0.0121576 / 0.0121576 | -0.00211175 / 0.00211175 | -0.00474231 / 0.00474231 | -0.00627499 / 0.00627499 | -0.00994348 / 0.00994348 | 0.000949713 / -0.000949713 | 0.00169469 / -0.00169469 | 0.0075254 / -0.0075254 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Flavour composition | 0.0403261 / -0.0403261 | 0.012058 / -0.012058 | 0.00805402 / -0.00805402 | -0.00816488 / 0.00816488 | -0.0174776 / 0.0174776 | 0.101689 / -0.101689 | 0.097809 / -0.097809 | 0.0753257 / -0.0753257 | 0.0965342 / -0.0965342 | 0.0873461 / -0.0873461 | 0.0421984 / -0.0421984 | 0.0369892 / -0.0369892 | 0.0610713 / -0.0610713 | -0.0628785 / 0.0628785 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Flavor response | -0.0162565 / 0.0162565 | -0.00301292 / 0.00301292 | -0.0031993 / 0.0031993 | 0.000715872 / -0.000715872 | 0.00736471 / -0.00736471 | -0.0379395 / 0.0379395 | -0.0355306 / 0.0355306 | -0.0198098 / 0.0198098 | -0.0359769 / 0.0359769 | -0.0445207 / 0.0445207 | -0.0266444 / 0.0266444 | -0.00466533 / 0.00466533 | -0.0299117 / 0.0299117 | 0.0207251 / -0.0207251 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Pile-up offset mu term | -0.000903649 / 0.000903649 | 0.000776459 / -0.000776459 | -0.00149746 / 0.00149746 | 0.000591596 / -0.000591596 | 0.000630014 / -0.000630014 | -0.00462638 / 0.00462638 | 0.00204594 / -0.00204594 | -0.00709781 / 0.00709781 | -0.00552698 / 0.00552698 | 0.000688213 / -0.000688213 | -0.00637979 / 0.00637979 | -0.00556074 / 0.00556074 | 0.00253557 / -0.00253557 | -1.84675e-07 / 1.84675e-07 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Pile-up offset NPV term | 0.00755751 / -0.00755751 | 0.00316176 / -0.00316176 | 0.00255203 / -0.00255203 | -0.00191921 / 0.00191921 | -0.00142552 / 0.00142552 | 0.0152313 / -0.0152313 | 0.0226036 / -0.0226036 | 0.0139046 / -0.0139046 | 0.0147554 / -0.0147554 | 0.00118764 / -0.00118764 | -0.00341772 / 0.00341772 | 0.00413004 / -0.00413004 | 0.012359 / -0.012359 | 0.00622567 / -0.00622567 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Pile-up offset p_{T} term | -0.000106889 / 0.000106889 | 0.000270306 / -0.000270306 | 5.83047e-05 / -5.83047e-05 | 7.88814e-05 / -7.88814e-05 | 1.81755e-05 / -1.81755e-05 | 0.000249922 / -0.000249922 | 0.000783241 / -0.000783241 | 0.00109746 / -0.00109746 | -0.000299534 / 0.000299534 | 0.000404716 / -0.000404716 | 0.000796279 / -0.000796279 | -0.000118968 / 0.000118968 | 0.000944848 / -0.000944848 | 0.000117951 / -0.000117951 | 0 / 0 | 0 / 0 | -nan / -nan |
 | #rho topology | 0.0320467 / -0.0320467 | 0.00618996 / -0.00618996 | 0.00591606 / -0.00591606 | -0.00367439 / 0.00367439 | -0.013583 / 0.013583 | 0.079331 / -0.079331 | 0.0740376 / -0.0740376 | 0.0598948 / -0.0598948 | 0.0731141 / -0.0731141 | 0.0691622 / -0.0691622 | 0.0433061 / -0.0433061 | 0.021213 / -0.021213 | 0.0422118 / -0.0422118 | -0.0482686 / 0.0482686 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Punch-through correction | 1.04491e-06 / -1.04491e-06 | 1.50258e-05 / -1.50258e-05 | 1.73607e-06 / -1.73607e-06 | 1.07037e-06 / -1.07037e-06 | -1.64544e-05 / 1.64544e-05 | 4.38597e-05 / -4.38597e-05 | 1.26149e-05 / -1.26149e-05 | 3.27588e-06 / -3.27588e-06 | 1.35955e-05 / -1.35955e-05 | 7.89971e-06 / -7.89971e-06 | -1.98334e-06 / 1.98334e-06 | 4.75848e-07 / -4.75848e-07 | 2.03987e-06 / -2.03987e-06 | -5.12669e-06 / 5.12669e-06 | 0 / 0 | 0 / 0 | -nan / -nan |
 | High-p_{T} term | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | JER | 0.00173932 / -0.00173932 | -0.0157413 / 0.0157413 | -0.0165161 / 0.0165161 | 0.00349605 / -0.00349605 | -0.0111795 / 0.0111795 | 0.0506837 / -0.0506837 | 0.00538165 / -0.00538165 | -0.0113948 / 0.0113948 | 0.066574 / -0.066574 | 0.0254611 / -0.0254611 | 0.0346251 / -0.0346251 | 0.0193651 / -0.0193651 | 0.0148398 / -0.0148398 | -0.0172177 / 0.0172177 | 0 / 0 | 0 / 0 | -nan / -nan |
 | MET TST reso. para. | 3.32002e-09 / -3.32002e-09 | 6.13337e-07 / -6.13337e-07 | 7.93939e-05 / -7.93939e-05 | -7.40948e-07 / 7.40948e-07 | 1.62661e-05 / -1.62661e-05 | 8.93823e-05 / -8.93823e-05 | -0.000235633 / 0.000235633 | -3.56596e-05 / 3.56596e-05 | 0.000203294 / -0.000203294 | -0.00187306 / 0.00187306 | -4.76681e-05 / 4.76681e-05 | -1.21744e-05 / 1.21744e-05 | -1.4294e-07 / 1.4294e-07 | 2.3728e-09 / -2.3728e-09 | 0 / 0 | 0 / 0 | -nan / -nan |
 | MET TST reso. perp. | 2.36273e-09 / -2.36273e-09 | -7.04199e-05 / 7.04199e-05 | 0.000101984 / -0.000101984 | 1.48202e-06 / -1.48202e-06 | 1.61274e-05 / -1.61274e-05 | -9.23205e-05 / 9.23205e-05 | 0.000124872 / -0.000124872 | 3.1571e-05 / -3.1571e-05 | 0.000329311 / -0.000329311 | -0.00188354 / 0.00188354 | -4.79193e-05 / 4.79193e-05 | 1.85327e-05 / -1.85327e-05 | -1.6111e-07 / 1.6111e-07 | -5.60663e-09 / 5.60663e-09 | 0 / 0 | 0 / 0 | -nan / -nan |
 | MET TST scale | 0 / 0 | -3.66509e-05 / 3.66509e-05 | -1.53371e-05 / 1.53371e-05 | 5.19455e-06 / -5.19455e-06 | 3.37944e-08 / -3.37944e-08 | 9.54371e-05 / -9.54371e-05 | 2.14054e-05 / -2.14054e-05 | 6.88722e-06 / -6.88722e-06 | 5.18879e-05 / -5.18879e-05 | 0 / 0 | 0 / 0 | 1.35296e-06 / -1.35296e-06 | 0 / 0 | 4.63151e-09 / -4.63151e-09 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+#geq 1 c generator | 0 / 0 | 0.00756483 / -0.00756483 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+#geq 1 c PS & Had | 0 / 0 | 0.0195105 / -0.0195105 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+#geq 1 c ISR/FSR | 0 / 0 | -0.022754 / 0.022754 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+c#bar{c} norm. | 0 / 0 | 0.423277 / -0.423277 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+#geq 1 b generator | 0 / 0 | 0 / 0 | -0.026538 / 0.026538 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+#geq 1 b PS & Had | 0 / 0 | 0 / 0 | -0.00918806 / 0.00918806 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+#geq 1 b ISR/FSR | 0 / 0 | 0 / 0 | -0.0289867 / 0.0289867 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+#geq 1 b 5F vs 4F | 0 / 0 | 0 / 0 | 0.0632957 / -0.0632957 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} scale | 0 / 0 | 0 / 0 | -0.000899204 / 0.000899204 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} CSS KIN | 0 / 0 | 0 / 0 | 0.00250454 / -0.00250454 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} MSTW | 0 / 0 | 0 / 0 | -0.000480158 / 0.000480158 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} NNPDF | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} Q CMMPS | 0 / 0 | 0 / 0 | -0.00431968 / 0.00431968 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} glo soft | 0 / 0 | 0 / 0 | -0.00479547 / 0.00479547 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} UE modeling | 0 / 0 | 0 / 0 | -0.00161821 / 0.00161821 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | topEW norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0.148954 / -0.148954 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | ttH norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.104147 / -0.104147 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | V+jets norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.285427 / -0.285427 | 0.285427 / -0.285427 | 0.285427 / -0.285427 | 0.285427 / -0.285427 | 0.285427 / -0.285427 | 0.285427 / -0.285427 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | V+cjets norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.298023 / -0.298023 | 0 / 0 | 0 / 0 | 0.298023 / -0.298023 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | V+bjets norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.285664 / -0.285664 | 0 / 0 | 0 / 0 | 0.285664 / -0.285664 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Single top tW dia. sub. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.187834 / 0.187834 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Single top s-chan. rad. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0037837 / -0.0037837 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Single top t-chan. rad. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0643978 / -0.0643978 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Single top tW rad. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0402611 / -0.0402611 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Single-top norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0446944 / -0.0446944 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Dibosons norm. 5j | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.417251 / -0.417251 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | SM 4tops norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.297926 / -0.297926 | 0 / 0 | 0 / 0 | -nan / -nan |
 | QCDE norm. 5j3b | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.434758 / -0.434758 | 0 / 0 | -nan / -nan |
 | QCDMU norm. 5j3b | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.491126 / -0.491126 | -nan / -nan |
 | signal generator | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | signal PS & Had | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | signal ISR/FSR | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | ttbbNorm | 0 / 0 | 0 / 0 | 0.128975 / -0.128975 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
