 |       | t#bar{t}+light      | t#bar{t}+cc      | t#bar{t}+bb      | topEW      | ttH      | W+jetslight      | W+jetscharm      | W+jetsbeauty      | Z+jetslight      | Z+jetscharm      | Z+jetsbeauty      | Single-top      | Dibosons      | SM-4tops      | QCDE      | QCDMU      | t#rightarrow Hc |
 | Effective NP 8 | -0.000272985 / 0.000272985 | 0.000277422 / -0.000277422 | 9.22079e-05 / -9.22079e-05 | -0.000257542 / 0.000257542 | -0.000158564 / 0.000158564 | 0.00101875 / -0.00101875 | 0.000299835 / -0.000299835 | 0.00255339 / -0.00255339 | 0.00130965 / -0.00130965 | 0.000451489 / -0.000451489 | -0.000227595 / 0.000227595 | 0.000856911 / -0.000856911 | -0.00193463 / 0.00193463 | -3.79143e-05 / 3.79143e-05 | 0 / 0 | 0 / 0 | -nan / -nan |
 | #eta intercalib. (model) | 0.000659909 / -0.000659909 | -0.00375045 / 0.00375045 | -0.00262554 / 0.00262554 | -0.0031345 / 0.0031345 | -0.00935713 / 0.00935713 | 0.0156963 / -0.0156963 | 0.00645595 / -0.00645595 | 0.0127989 / -0.0127989 | 0.0159053 / -0.0159053 | 0.0156325 / -0.0156325 | 0.0081893 / -0.0081893 | 0.00584595 / -0.00584595 | 0.00212384 / -0.00212384 | -0.00845208 / 0.00845208 | 0 / 0 | 0 / 0 | -nan / -nan |
 | #eta intercalib. (stat.) | -0.000684239 / 0.000684239 | 0.000358674 / -0.000358674 | -0.00147104 / 0.00147104 | -0.00349919 / 0.00349919 | -0.00434378 / 0.00434378 | 0.0106164 / -0.0106164 | 0.00541884 / -0.00541884 | 0.00456674 / -0.00456674 | 0.0119516 / -0.0119516 | 0.00468032 / -0.00468032 | 0.00765821 / -0.00765821 | 0.00449295 / -0.00449295 | 0.00545989 / -0.00545989 | -0.0216352 / 0.0216352 | 0 / 0 | 0 / 0 | -nan / -nan |
 | #eta intercalib. (stat.) | -0.00112225 / 0.00112225 | 0.000618665 / -0.000618665 | 0.00196946 / -0.00196946 | 0.00305995 / -0.00305995 | 0.00488454 / -0.00488454 | -0.00935715 / 0.00935715 | -0.00286277 / 0.00286277 | -0.00578114 / 0.00578114 | -0.0082341 / 0.0082341 | -0.00759046 / 0.00759046 | -0.00901614 / 0.00901614 | 0.000234734 / -0.000234734 | -0.00739045 / 0.00739045 | -0.000608346 / 0.000608346 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Flavour composition | 0.00640614 / -0.00640614 | -0.0101505 / 0.0101505 | -0.0183132 / 0.0183132 | -0.0318629 / 0.0318629 | -0.0507978 / 0.0507978 | 0.0971709 / -0.0971709 | 0.0719259 / -0.0719259 | 0.0619194 / -0.0619194 | 0.0948492 / -0.0948492 | 0.0756409 / -0.0756409 | 0.0673077 / -0.0673077 | 0.0145868 / -0.0145868 | 0.0252809 / -0.0252809 | -0.0561418 / 0.0561418 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Flavor response | -0.00169982 / 0.00169982 | 0.00435911 / -0.00435911 | 0.00528684 / -0.00528684 | 0.00975982 / -0.00975982 | 0.0194258 / -0.0194258 | -0.0344874 / 0.0344874 | -0.0200207 / 0.0200207 | -0.0224161 / 0.0224161 | -0.0370941 / 0.0370941 | -0.0298113 / 0.0298113 | -0.0407122 / 0.0407122 | -0.0108099 / 0.0108099 | -0.00290047 / 0.00290047 | 0.0374245 / -0.0374245 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Pile-up offset mu term | -0.000234878 / 0.000234878 | 0.00125738 / -0.00125738 | 0.00235628 / -0.00235628 | 0.000556623 / -0.000556623 | 0.000320478 / -0.000320478 | -0.00205991 / 0.00205991 | -0.00280302 / 0.00280302 | 0.0012257 / -0.0012257 | 0.0014053 / -0.0014053 | -0.00581553 / 0.00581553 | -0.000395028 / 0.000395028 | 0.00803704 / -0.00803704 | -0.00233103 / 0.00233103 | 0.00704786 / -0.00704786 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Pile-up offset NPV term | 6.67878e-05 / -6.67878e-05 | 0.000420521 / -0.000420521 | -0.00305921 / 0.00305921 | -0.00161074 / 0.00161074 | -0.00992333 / 0.00992333 | 0.0176917 / -0.0176917 | 0.00671539 / -0.00671539 | 0.0111111 / -0.0111111 | 0.0185048 / -0.0185048 | 0.0100822 / -0.0100822 | 0.0271312 / -0.0271312 | 0.00972663 / -0.00972663 | 0.00633454 / -0.00633454 | -0.0334598 / 0.0334598 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Pile-up offset p_{T} term | 6.96697e-06 / -6.96697e-06 | 0.000100972 / -0.000100972 | 7.46378e-05 / -7.46378e-05 | 6.08783e-05 / -6.08783e-05 | -0.000181003 / 0.000181003 | -0.000469738 / 0.000469738 | 0.000708759 / -0.000708759 | 0.00109001 / -0.00109001 | -0.000774115 / 0.000774115 | 0.000627084 / -0.000627084 | 0.00125556 / -0.00125556 | -0.000180426 / 0.000180426 | 0.00114311 / -0.00114311 | -1.48196e-05 / 1.48196e-05 | 0 / 0 | 0 / 0 | -nan / -nan |
 | #rho topology | 0.00509783 / -0.00509783 | -0.00844431 / 0.00844431 | -0.0142959 / 0.0142959 | -0.0258346 / 0.0258346 | -0.0388352 / 0.0388352 | 0.0776562 / -0.0776562 | 0.0505639 / -0.0505639 | 0.0451158 / -0.0451158 | 0.0820159 / -0.0820159 | 0.0609697 / -0.0609697 | 0.0532908 / -0.0532908 | 0.0164054 / -0.0164054 | 0.0234977 / -0.0234977 | -0.0595036 / 0.0595036 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Punch-through correction | 6.70802e-07 / -6.70802e-07 | -1.00635e-06 / 1.00635e-06 | -1.92495e-06 / 1.92495e-06 | -2.43466e-07 / 2.43466e-07 | -2.31069e-06 / 2.31069e-06 | 8.65149e-06 / -8.65149e-06 | 2.34861e-05 / -2.34861e-05 | -3.86913e-07 / 3.86913e-07 | -9.04259e-05 / 9.04259e-05 | 2.82431e-06 / -2.82431e-06 | 5.21538e-06 / -5.21538e-06 | -8.94665e-08 / 8.94665e-08 | 5.84579e-05 / -5.84579e-05 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | High-p_{T} term | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | JER | -0.0209625 / 0.0209625 | -0.0142487 / 0.0142487 | -0.0171219 / 0.0171219 | -0.0193589 / 0.0193589 | -0.0036125 / 0.0036125 | 0.0768308 / -0.0768308 | -0.00593853 / 0.00593853 | 0.0121295 / -0.0121295 | 0.0509533 / -0.0509533 | -0.00165517 / 0.00165517 | 0.00309184 / -0.00309184 | -0.00439357 / 0.00439357 | -0.0290911 / 0.0290911 | 0.0212237 / -0.0212237 | 0 / 0 | 0 / 0 | -nan / -nan |
 | MET TST reso. para. | 1.38602e-06 / -1.38602e-06 | -2.06555e-05 / 2.06555e-05 | 3.82661e-06 / -3.82661e-06 | -3.14758e-07 / 3.14758e-07 | 2.73432e-05 / -2.73432e-05 | 0.000214813 / -0.000214813 | 5.07582e-09 / -5.07582e-09 | 2.4231e-05 / -2.4231e-05 | -0.000808111 / 0.000808111 | 0.000508959 / -0.000508959 | -0.000345123 / 0.000345123 | -7.21949e-05 / 7.21949e-05 | -4.25576e-05 / 4.25576e-05 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | MET TST reso. perp. | 2.06301e-06 / -2.06301e-06 | -4.73762e-05 / 4.73762e-05 | -2.00038e-05 / 2.00038e-05 | -4.68905e-07 / 4.68905e-07 | 3.2388e-05 / -3.2388e-05 | 0.000112818 / -0.000112818 | -1.18367e-09 / 1.18367e-09 | 2.43645e-05 / -2.43645e-05 | -0.000799222 / 0.000799222 | 0.000476013 / -0.000476013 | -0.000346998 / 0.000346998 | 0.000101949 / -0.000101949 | -3.24736e-05 / 3.24736e-05 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | MET TST scale | -1.01872e-06 / 1.01872e-06 | 1.09632e-05 / -1.09632e-05 | -7.86744e-06 / 7.86744e-06 | 2.28626e-06 / -2.28626e-06 | 1.09519e-06 / -1.09519e-06 | -1.51589e-05 / 1.51589e-05 | 0 / 0 | 0 / 0 | 1.82302e-06 / -1.82302e-06 | 7.19069e-06 / -7.19069e-06 | 0 / 0 | 3.23377e-05 / -3.23377e-05 | 2.1651e-06 / -2.1651e-06 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+#geq 1 c generator | 0 / 0 | -0.0939633 / 0.0939633 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+#geq 1 c PS & Had | 0 / 0 | -0.098261 / 0.098261 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+#geq 1 c ISR/FSR | 0 / 0 | -0.0537893 / 0.0537893 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+c#bar{c} norm. | 0 / 0 | 0.423277 / -0.423277 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+#geq 1 b generator | 0 / 0 | 0 / 0 | -0.0239452 / 0.0239452 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+#geq 1 b PS & Had | 0 / 0 | 0 / 0 | 0.00102861 / -0.00102861 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+#geq 1 b ISR/FSR | 0 / 0 | 0 / 0 | -0.0501991 / 0.0501991 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+#geq 1 b 5F vs 4F | 0 / 0 | 0 / 0 | 0.079318 / -0.079318 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} scale | 0 / 0 | 0 / 0 | 0.00205269 / -0.00205269 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} CSS KIN | 0 / 0 | 0 / 0 | -0.00277377 / 0.00277377 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} MSTW | 0 / 0 | 0 / 0 | -0.000805479 / 0.000805479 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} NNPDF | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} Q CMMPS | 0 / 0 | 0 / 0 | -0.00118707 / 0.00118707 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} glo soft | 0 / 0 | 0 / 0 | -0.000796515 / 0.000796515 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} UE modeling | 0 / 0 | 0 / 0 | -0.000219022 / 0.000219022 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | topEW norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0.148954 / -0.148954 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | ttH norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.104147 / -0.104147 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | V+jets norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.285427 / -0.285427 | 0.285427 / -0.285427 | 0.285427 / -0.285427 | 0.285427 / -0.285427 | 0.285427 / -0.285427 | 0.285427 / -0.285427 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | V+cjets norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.298023 / -0.298023 | 0 / 0 | 0 / 0 | 0.298023 / -0.298023 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | V+bjets norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.285664 / -0.285664 | 0 / 0 | 0 / 0 | 0.285664 / -0.285664 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Single top tW dia. sub. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.139134 / 0.139134 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Single top s-chan. rad. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00446238 / -0.00446238 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Single top t-chan. rad. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0423943 / -0.0423943 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Single top tW rad. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0121702 / -0.0121702 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Single-top norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0446944 / -0.0446944 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Dibosons norm. 4j | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.337738 / -0.337738 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | SM 4tops norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.297926 / -0.297926 | 0 / 0 | 0 / 0 | -nan / -nan |
 | QCDE norm. 4j3b | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.362956 / -0.362956 | 0 / 0 | -nan / -nan |
 | QCDMU norm. 4j3b | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.405218 / -0.405218 | -nan / -nan |
 | signal generator | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | signal PS & Had | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | signal ISR/FSR | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | ttbbNorm | 0 / 0 | 0 / 0 | 0.124977 / -0.124977 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
