 |       | t#bar{t}+light      | t#bar{t}+cc      | t#bar{t}+bb      | topEW      | ttH      | W+jetslight      | W+jetscharm      | W+jetsbeauty      | Z+jetslight      | Z+jetscharm      | Z+jetsbeauty      | Single-top      | Dibosons      | SM-4tops      | QCDE      | QCDMU      | t#rightarrow Hc |
 | Effective NP 8 | 0.000946224 / -0.000946224 | 0.000890851 / -0.000890851 | 0.00136667 / -0.00136667 | 0.00134292 / -0.00134292 | 0.000540406 / -0.000540406 | 0.000757217 / -0.000757217 | -0.001201 / 0.001201 | -0.000795007 / 0.000795007 | 0.000386655 / -0.000386655 | 0.00142002 / -0.00142002 | -0.000766426 / 0.000766426 | 0.00166991 / -0.00166991 | -0.000178367 / 0.000178367 | -1.07288e-05 / 1.07288e-05 | 0 / 0 | 0 / 0 | -nan / -nan |
 | #eta intercalib. (model) | 0.0130662 / -0.0130662 | 0.00932175 / -0.00932175 | 0.0111638 / -0.0111638 | 0.00777817 / -0.00777817 | 0.00748959 / -0.00748959 | 0.0257539 / -0.0257539 | 0.0322091 / -0.0322091 | 0.0138509 / -0.0138509 | 0.0412955 / -0.0412955 | 0.0219464 / -0.0219464 | 0.0100954 / -0.0100954 | 0.014737 / -0.014737 | 0.0149112 / -0.0149112 | 0.00487462 / -0.00487462 | 0 / 0 | 0 / 0 | -nan / -nan |
 | #eta intercalib. (stat.) | 0.00719398 / -0.00719398 | 0.00709653 / -0.00709653 | 0.00891334 / -0.00891334 | 0.00466073 / -0.00466073 | 0.00469807 / -0.00469807 | 0.00938451 / -0.00938451 | 0.0129994 / -0.0129994 | 0.00702292 / -0.00702292 | 0.029987 / -0.029987 | 0.0146771 / -0.0146771 | 0.00839826 / -0.00839826 | 0.00961623 / -0.00961623 | 0.00714588 / -0.00714588 | 0.00281316 / -0.00281316 | 0 / 0 | 0 / 0 | -nan / -nan |
 | #eta intercalib. (stat.) | -0.00495335 / 0.00495335 | -0.00300893 / 0.00300893 | -0.00739956 / 0.00739956 | -0.00368598 / 0.00368598 | -0.00225383 / 0.00225383 | -0.0052658 / 0.0052658 | -0.0122804 / 0.0122804 | -0.00644884 / 0.00644884 | -0.0123348 / 0.0123348 | -0.0164466 / 0.0164466 | 0.00154707 / -0.00154707 | -0.00476456 / 0.00476456 | -0.0108943 / 0.0108943 | -0.00462207 / 0.00462207 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Flavour composition | 0.0700659 / -0.0700659 | 0.0543244 / -0.0543244 | 0.0560918 / -0.0560918 | 0.0385066 / -0.0385066 | 0.0349182 / -0.0349182 | 0.142869 / -0.142869 | 0.135994 / -0.135994 | 0.0978688 / -0.0978688 | 0.111293 / -0.111293 | 0.107034 / -0.107034 | 0.121498 / -0.121498 | 0.0882016 / -0.0882016 | 0.0820031 / -0.0820031 | 0.00521562 / -0.00521562 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Flavor response | -0.0229756 / 0.0229756 | -0.0183353 / 0.0183353 | -0.0204696 / 0.0204696 | -0.0134209 / 0.0134209 | -0.0112249 / 0.0112249 | -0.045405 / 0.045405 | -0.0497494 / 0.0497494 | -0.0338495 / 0.0338495 | -0.0511259 / 0.0511259 | -0.0475797 / 0.0475797 | -0.0244924 / 0.0244924 | -0.0302732 / 0.0302732 | -0.0260486 / 0.0260486 | 3.09646e-05 / -3.09646e-05 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Pile-up offset mu term | -0.00168148 / 0.00168148 | -0.00279289 / 0.00279289 | -0.00315464 / 0.00315464 | -0.00247949 / 0.00247949 | -0.00141454 / 0.00141454 | -0.00227711 / 0.00227711 | -0.00353938 / 0.00353938 | 0.00784591 / -0.00784591 | -0.0113932 / 0.0113932 | 0.00111294 / -0.00111294 | 8.12113e-05 / -8.12113e-05 | -0.00177094 / 0.00177094 | -0.0018962 / 0.0018962 | -0.000642091 / 0.000642091 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Pile-up offset NPV term | 0.00968415 / -0.00968415 | 0.00676429 / -0.00676429 | 0.00652236 / -0.00652236 | 0.00374028 / -0.00374028 | 0.00612557 / -0.00612557 | 0.021142 / -0.021142 | 0.0250513 / -0.0250513 | 0.0206793 / -0.0206793 | -0.00068146 / 0.00068146 | 0.0272879 / -0.0272879 | 0.0254036 / -0.0254036 | 0.0136247 / -0.0136247 | 0.0102072 / -0.0102072 | -0.00130373 / 0.00130373 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Pile-up offset p_{T} term | -0.00158292 / 0.00158292 | -0.00201428 / 0.00201428 | -0.000390053 / 0.000390053 | 0.00146291 / -0.00146291 | 0.00130445 / -0.00130445 | 0.00102434 / -0.00102434 | 0.00476196 / -0.00476196 | -0.00763676 / 0.00763676 | 0.00270474 / -0.00270474 | 0.00840089 / -0.00840089 | 0.00216034 / -0.00216034 | 8.00192e-05 / -8.00192e-05 | 0.00366506 / -0.00366506 | -0.00153619 / 0.00153619 | 0 / 0 | 0 / 0 | -nan / -nan |
 | #rho topology | 0.0546909 / -0.0546909 | 0.041668 / -0.041668 | 0.0443917 / -0.0443917 | 0.0282908 / -0.0282908 | 0.0279861 / -0.0279861 | 0.101416 / -0.101416 | 0.113416 / -0.113416 | 0.0642893 / -0.0642893 | 0.0685348 / -0.0685348 | 0.0846119 / -0.0846119 | 0.0854331 / -0.0854331 | 0.0663761 / -0.0663761 | 0.0550541 / -0.0550541 | 0.00176737 / -0.00176737 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Punch-through correction | -2.20835e-05 / 2.20835e-05 | -2.2769e-05 / 2.2769e-05 | -3.82364e-05 / 3.82364e-05 | 1.91331e-05 / -1.91331e-05 | 0.00013572 / -0.00013572 | -8.64565e-05 / 8.64565e-05 | -1.2815e-05 / 1.2815e-05 | 9.82285e-05 / -9.82285e-05 | 0.000168085 / -0.000168085 | 0.000115186 / -0.000115186 | 3.02792e-05 / -3.02792e-05 | -8.90791e-05 / 8.90791e-05 | 5.51343e-06 / -5.51343e-06 | 0.000453472 / -0.000453472 | 0 / 0 | 0 / 0 | -nan / -nan |
 | High-p_{T} term | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | JER | 0.0276958 / -0.0276958 | 0.0114581 / -0.0114581 | 0.0101834 / -0.0101834 | 0.0102021 / -0.0102021 | 0.00656018 / -0.00656018 | 0.10572 / -0.10572 | 0.0903539 / -0.0903539 | 0.0211211 / -0.0211211 | 0.0987783 / -0.0987783 | 0.0369341 / -0.0369341 | 0.0217179 / -0.0217179 | 0.0300804 / -0.0300804 | 0.01655 / -0.01655 | 0.020869 / -0.020869 | 0 / 0 | 0 / 0 | -nan / -nan |
 | MET TST reso. para. | -0.00101507 / 0.00101507 | 0.000483006 / -0.000483006 | -0.002224 / 0.002224 | -0.00110561 / 0.00110561 | 0.000436097 / -0.000436097 | 0.000310093 / -0.000310093 | 0.00111538 / -0.00111538 | -0.000486076 / 0.000486076 | -0.00297308 / 0.00297308 | 0.00481793 / -0.00481793 | -0.00779799 / 0.00779799 | 0.00427988 / -0.00427988 | -0.000668705 / 0.000668705 | -0.00110468 / 0.00110468 | 0 / 0 | 0 / 0 | -nan / -nan |
 | MET TST reso. perp. | -0.00187418 / 0.00187418 | 0.000140637 / -0.000140637 | -0.000774473 / 0.000774473 | -0.00137201 / 0.00137201 | 0.00135317 / -0.00135317 | 0.00168759 / -0.00168759 | 0.00103128 / -0.00103128 | 0.00140366 / -0.00140366 | -0.00755516 / 0.00755516 | 0.010424 / -0.010424 | -0.0163462 / 0.0163462 | 0.00470284 / -0.00470284 | 0.00486699 / -0.00486699 | 0.00254232 / -0.00254232 | 0 / 0 | 0 / 0 | -nan / -nan |
 | MET TST scale | -0.000717193 / 0.000717193 | -0.000305712 / 0.000305712 | -0.00101745 / 0.00101745 | -0.00101635 / 0.00101635 | -0.000152588 / 0.000152588 | -0.004471 / 0.004471 | 0.00246099 / -0.00246099 | -0.000715166 / 0.000715166 | -0.00126302 / 0.00126302 | -0.00549817 / 0.00549817 | -0.000593632 / 0.000593632 | -0.000416398 / 0.000416398 | -0.00240785 / 0.00240785 | -0.00168368 / 0.00168368 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+#geq 1 c generator | 0 / 0 | 0.16604 / -0.16604 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+#geq 1 c PS & Had | 0 / 0 | 0.124553 / -0.124553 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+#geq 1 c ISR/FSR | 0 / 0 | 0.0798081 / -0.0798081 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+c#bar{c} norm. | 0 / 0 | 0.423277 / -0.423277 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+#geq 1 b generator | 0 / 0 | 0 / 0 | 0.0272612 / -0.0272612 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+#geq 1 b PS & Had | 0 / 0 | 0 / 0 | -0.031119 / 0.031119 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+#geq 1 b ISR/FSR | 0 / 0 | 0 / 0 | 0.0510322 / -0.0510322 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+#geq 1 b 5F vs 4F | 0 / 0 | 0 / 0 | -0.00806487 / 0.00806487 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} scale | 0 / 0 | 0 / 0 | -0.00160477 / 0.00160477 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} CSS KIN | 0 / 0 | 0 / 0 | 0.00424021 / -0.00424021 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} MSTW | 0 / 0 | 0 / 0 | -7.25091e-05 / 7.25091e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} NNPDF | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} Q CMMPS | 0 / 0 | 0 / 0 | -0.00492245 / 0.00492245 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} glo soft | 0 / 0 | 0 / 0 | -0.00547329 / 0.00547329 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} UE modeling | 0 / 0 | 0 / 0 | -0.00190622 / 0.00190622 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | topEW norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0.148954 / -0.148954 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | ttH norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.104147 / -0.104147 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | V+jets norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.285427 / -0.285427 | 0.285427 / -0.285427 | 0.285427 / -0.285427 | 0.285427 / -0.285427 | 0.285427 / -0.285427 | 0.285427 / -0.285427 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | V+cjets norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.298023 / -0.298023 | 0 / 0 | 0 / 0 | 0.298023 / -0.298023 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | V+bjets norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.285664 / -0.285664 | 0 / 0 | 0 / 0 | 0.285664 / -0.285664 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Single top tW dia. sub. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.26288 / 0.26288 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Single top s-chan. rad. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00294104 / -0.00294104 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Single top t-chan. rad. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0340777 / -0.0340777 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Single top tW rad. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.055411 / -0.055411 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Single-top norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0446944 / -0.0446944 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Dibosons norm. 6j | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.476592 / -0.476592 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | SM 4tops norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.297926 / -0.297926 | 0 / 0 | 0 / 0 | -nan / -nan |
 | QCDE norm. 6j2b | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.397132 / -0.397132 | 0 / 0 | -nan / -nan |
 | QCDMU norm. 6j2b | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.491667 / -0.491667 | -nan / -nan |
 | signal generator | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | signal PS & Had | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | signal ISR/FSR | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | ttbbNorm | 0 / 0 | 0 / 0 | 0.141281 / -0.141281 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
