 |       | t#bar{t}+light      | t#bar{t}+cc      | t#bar{t}+bb      | topEW      | ttH      | W+jetslight      | W+jetscharm      | W+jetsbeauty      | Z+jetslight      | Z+jetscharm      | Z+jetsbeauty      | Single-top      | Dibosons      | SM-4tops      | QCDE      | QCDMU      | t#rightarrow Hc |
 | Effective NP 8 | -0.000114113 / 0.000114113 | -0.00064522 / 0.00064522 | -0.00066644 / 0.00066644 | 0.000115037 / -0.000115037 | -0.000376016 / 0.000376016 | 0.00107273 / -0.00107273 | 6.08861e-05 / -6.08861e-05 | 0.000725269 / -0.000725269 | 0.00206012 / -0.00206012 | 0.00235325 / -0.00235325 | 0.00118303 / -0.00118303 | 0.000436336 / -0.000436336 | 0.00193015 / -0.00193015 | 4.67896e-06 / -4.67896e-06 | 0 / 0 | 0 / 0 | -nan / -nan |
 | #eta intercalib. (model) | 5.54323e-05 / -5.54323e-05 | -0.00322652 / 0.00322652 | -0.00442046 / 0.00442046 | -0.00636566 / 0.00636566 | -0.00927407 / 0.00927407 | 0.0144374 / -0.0144374 | 0.00568807 / -0.00568807 | 0.00796738 / -0.00796738 | 0.0122507 / -0.0122507 | 0.0128132 / -0.0128132 | 0.0151128 / -0.0151128 | 0.00669399 / -0.00669399 | 0.00413856 / -0.00413856 | -0.044607 / 0.044607 | 0 / 0 | 0 / 0 | -nan / -nan |
 | #eta intercalib. (stat.) | -0.000221401 / 0.000221401 | -0.00376353 / 0.00376353 | -0.00355622 / 0.00355622 | -0.00336978 / 0.00336978 | -0.00611228 / 0.00611228 | 0.0089564 / -0.0089564 | 0.00999549 / -0.00999549 | 0.00515491 / -0.00515491 | 0.0103322 / -0.0103322 | 0.0113366 / -0.0113366 | 0.0111538 / -0.0111538 | 0.00298908 / -0.00298908 | 0.00314841 / -0.00314841 | -0.0235131 / 0.0235131 | 0 / 0 | 0 / 0 | -nan / -nan |
 | #eta intercalib. (stat.) | 0.000101209 / -0.000101209 | 0.00270346 / -0.00270346 | 0.00219271 / -0.00219271 | 0.00234056 / -0.00234056 | 0.00217983 / -0.00217983 | -0.00789326 / 0.00789326 | -0.00597405 / 0.00597405 | -0.000724345 / 0.000724345 | -0.00629064 / 0.00629064 | -0.00301203 / 0.00301203 | -0.0134602 / 0.0134602 | -0.000711769 / 0.000711769 | -0.00160098 / 0.00160098 | -0.0195188 / 0.0195188 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Flavour composition | -0.00250885 / 0.00250885 | -0.0268253 / 0.0268253 | -0.0287735 / 0.0287735 | -0.0347518 / 0.0347518 | -0.0528945 / 0.0528945 | 0.0923925 / -0.0923925 | 0.077691 / -0.077691 | 0.0587451 / -0.0587451 | 0.0904967 / -0.0904967 | 0.0834912 / -0.0834912 | 0.0680814 / -0.0680814 | 0.0264167 / -0.0264167 | 0.0571094 / -0.0571094 | -0.121841 / 0.121841 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Flavor response | 0.00174603 / -0.00174603 | 0.0114824 / -0.0114824 | 0.0141548 / -0.0141548 | 0.0127189 / -0.0127189 | 0.0181596 / -0.0181596 | -0.0301456 / 0.0301456 | -0.023416 / 0.023416 | -0.0168915 / 0.0168915 | -0.0313795 / 0.0313795 | -0.0320167 / 0.0320167 | -0.0304744 / 0.0304744 | -0.0102535 / 0.0102535 | -0.0141167 / 0.0141167 | 0.0277676 / -0.0277676 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Pile-up offset mu term | -0.00014329 / 0.00014329 | 0.00124452 / -0.00124452 | 0.00101992 / -0.00101992 | 0.00108212 / -0.00108212 | 0.00112975 / -0.00112975 | -0.00258845 / 0.00258845 | -0.0040105 / 0.0040105 | -0.00237063 / 0.00237063 | -0.00374791 / 0.00374791 | -0.00831658 / 0.00831658 | -0.00850293 / 0.00850293 | -0.00144088 / 0.00144088 | -0.00429222 / 0.00429222 | 0.0170176 / -0.0170176 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Pile-up offset NPV term | -0.000765353 / 0.000765353 | -0.00393203 / 0.00393203 | -0.00500152 / 0.00500152 | -0.00369903 / 0.00369903 | -0.00855622 / 0.00855622 | 0.017259 / -0.017259 | 0.0053741 / -0.0053741 | 0.0067448 / -0.0067448 | 0.0160924 / -0.0160924 | 0.0158784 / -0.0158784 | 0.00781733 / -0.00781733 | 0.00302854 / -0.00302854 | -0.00143871 / 0.00143871 | 0.00828639 / -0.00828639 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Pile-up offset p_{T} term | -0.00118536 / 0.00118536 | -0.0021534 / 0.0021534 | -0.000282496 / 0.000282496 | -0.00100225 / 0.00100225 | 0.000164032 / -0.000164032 | -0.000759542 / 0.000759542 | -0.00129074 / 0.00129074 | -0.00405389 / 0.00405389 | -0.00254875 / 0.00254875 | 0.00686878 / -0.00686878 | -0.00147241 / 0.00147241 | -2.33054e-05 / 2.33054e-05 | 0.00380424 / -0.00380424 | 0.0167089 / -0.0167089 | 0 / 0 | 0 / 0 | -nan / -nan |
 | #rho topology | -0.000785291 / 0.000785291 | -0.0208847 / 0.0208847 | -0.0229222 / 0.0229222 | -0.0260383 / 0.0260383 | -0.0421995 / 0.0421995 | 0.0711566 / -0.0711566 | 0.06056 / -0.06056 | 0.0404311 / -0.0404311 | 0.0775536 / -0.0775536 | 0.0620337 / -0.0620337 | 0.0461834 / -0.0461834 | 0.0192552 / -0.0192552 | 0.0358355 / -0.0358355 | -0.0484064 / 0.0484064 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Punch-through correction | -8.58307e-06 / 8.58307e-06 | -8.34465e-06 / 8.34465e-06 | -0.000175476 / 0.000175476 | 8.46386e-06 / -8.46386e-06 | 6.14822e-05 / -6.14822e-05 | 0.000107855 / -0.000107855 | 4.69983e-05 / -4.69983e-05 | -4.02331e-06 / 4.02331e-06 | -0.000121653 / 0.000121653 | 2.30372e-05 / -2.30372e-05 | -1.30236e-05 / 1.30236e-05 | 4.58956e-05 / -4.58956e-05 | -9.17912e-06 / 9.17912e-06 | -1.19209e-07 / 1.19209e-07 | 0 / 0 | 0 / 0 | -nan / -nan |
 | High-p_{T} term | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | JER | 0.0053941 / -0.0053941 | -0.00691795 / 0.00691795 | -0.00651371 / 0.00651371 | -0.00725195 / 0.00725195 | -8.86023e-05 / 8.86023e-05 | 0.0540056 / -0.0540056 | 0.0150561 / -0.0150561 | 0.0263013 / -0.0263013 | 0.0948231 / -0.0948231 | -0.0160812 / 0.0160812 | 0.0248683 / -0.0248683 | 0.0158449 / -0.0158449 | -0.00389779 / 0.00389779 | 0.0418561 / -0.0418561 | 0 / 0 | 0 / 0 | -nan / -nan |
 | MET TST reso. para. | -0.000389099 / 0.000389099 | -5.9247e-05 / 5.9247e-05 | -0.000599772 / 0.000599772 | -0.000182122 / 0.000182122 | 0.00113875 / -0.00113875 | 0.00110886 / -0.00110886 | 0.00118011 / -0.00118011 | 2.86102e-05 / -2.86102e-05 | -0.00128078 / 0.00128078 | -0.000256866 / 0.000256866 | -0.00425354 / 0.00425354 | 0.000917852 / -0.000917852 | 0.0032942 / -0.0032942 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | MET TST reso. perp. | -0.000596613 / 0.000596613 | 0.000162214 / -0.000162214 | -0.00100634 / 0.00100634 | -0.000158101 / 0.000158101 | 0.00027135 / -0.00027135 | -0.000709295 / 0.000709295 | -0.00451234 / 0.00451234 | 0.000410646 / -0.000410646 | 0.00483221 / -0.00483221 | -0.00530386 / 0.00530386 | -0.00195518 / 0.00195518 | -0.000657409 / 0.000657409 | 0.00612876 / -0.00612876 | -0.0124046 / 0.0124046 | 0 / 0 | 0 / 0 | -nan / -nan |
 | MET TST scale | -0.000465333 / 0.000465333 | -0.00103071 / 0.00103071 | 0.000444025 / -0.000444025 | -0.000157267 / 0.000157267 | -1.46925e-05 / 1.46925e-05 | -0.000658631 / 0.000658631 | 0.000852048 / -0.000852048 | -0.000562698 / 0.000562698 | 0.00140557 / -0.00140557 | 0.000905305 / -0.000905305 | -0.00017491 / 0.00017491 | -0.000258237 / 0.000258237 | 0.000761271 / -0.000761271 | 0.00726798 / -0.00726798 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+#geq 1 c generator | 0 / 0 | 0.0329164 / -0.0329164 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+#geq 1 c PS & Had | 0 / 0 | 0.0507514 / -0.0507514 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+#geq 1 c ISR/FSR | 0 / 0 | -0.034851 / 0.034851 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+c#bar{c} norm. | 0 / 0 | 0.423277 / -0.423277 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+#geq 1 b generator | 0 / 0 | 0 / 0 | -0.00364685 / 0.00364685 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+#geq 1 b PS & Had | 0 / 0 | 0 / 0 | 0.0202357 / -0.0202357 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+#geq 1 b ISR/FSR | 0 / 0 | 0 / 0 | -0.0281928 / 0.0281928 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+#geq 1 b 5F vs 4F | 0 / 0 | 0 / 0 | 0.0363409 / -0.0363409 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} scale | 0 / 0 | 0 / 0 | 0.00336167 / -0.00336167 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} CSS KIN | 0 / 0 | 0 / 0 | -0.00509098 / 0.00509098 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} MSTW | 0 / 0 | 0 / 0 | -0.000456095 / 0.000456095 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} NNPDF | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} Q CMMPS | 0 / 0 | 0 / 0 | 0.00165331 / -0.00165331 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} glo soft | 0 / 0 | 0 / 0 | 0.00261843 / -0.00261843 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} UE modeling | 0 / 0 | 0 / 0 | 0.000910908 / -0.000910908 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | topEW norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0.148954 / -0.148954 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | ttH norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.104147 / -0.104147 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | V+jets norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.285427 / -0.285427 | 0.285427 / -0.285427 | 0.285427 / -0.285427 | 0.285427 / -0.285427 | 0.285427 / -0.285427 | 0.285427 / -0.285427 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | V+cjets norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.298023 / -0.298023 | 0 / 0 | 0 / 0 | 0.298023 / -0.298023 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | V+bjets norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.285664 / -0.285664 | 0 / 0 | 0 / 0 | 0.285664 / -0.285664 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Single top tW dia. sub. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.117904 / 0.117904 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Single top s-chan. rad. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.000260562 / 0.000260562 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Single top t-chan. rad. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0208147 / 0.0208147 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Single top tW rad. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00315705 / -0.00315705 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Single-top norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0446945 / -0.0446945 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Dibosons norm. 4j | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.337738 / -0.337738 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | SM 4tops norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.297926 / -0.297926 | 0 / 0 | 0 / 0 | -nan / -nan |
 | QCDE norm. 4j2b | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.440276 / -0.440276 | 0 / 0 | -nan / -nan |
 | QCDMU norm. 4j2b | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.496 / -0.496 | -nan / -nan |
 | signal generator | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | signal PS & Had | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | signal ISR/FSR | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | ttbbNorm | 0 / 0 | 0 / 0 | 0.124347 / -0.124347 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
