 |       | t#bar{t}+light      | t#bar{t}+cc      | t#bar{t}+bb      | topEW      | ttH      | W+jetslight      | W+jetscharm      | W+jetsbeauty      | Z+jetslight      | Z+jetscharm      | Z+jetsbeauty      | Single-top      | Dibosons      | SM-4tops      | QCDE      | QCDMU      | t#rightarrow Hc |
 | #eta intercalib. (model) | 0.0386511 / -0.0386511 | 0.0100166 / -0.0100166 | 0.00967085 / -0.00967085 | 0.00580276 / -0.00580276 | 0.00514711 / -0.00514711 | 0.0195044 / -0.0195044 | 0.0306186 / -0.0306186 | 0.0129672 / -0.0129672 | 0.0296112 / -0.0296112 | 0.00820787 / -0.00820787 | 0.00818023 / -0.00818023 | 0.0208864 / -0.0208864 | 0.00795268 / -0.00795268 | 0.00303309 / -0.00303309 | 0 / 0 | 0 / 0 | -nan / -nan |
 | #eta intercalib. (stat.) | -0.00129119 / 0.00129119 | 0.0113587 / -0.0113587 | 0.00497077 / -0.00497077 | 0.00443192 / -0.00443192 | 0.00447259 / -0.00447259 | 0.0143496 / -0.0143496 | 0.0109173 / -0.0109173 | 0.00681646 / -0.00681646 | 0.0221902 / -0.0221902 | 0.0109818 / -0.0109818 | 0.119861 / -0.119861 | 0.0093134 / -0.0093134 | 0.0114369 / -0.0114369 | 0.00210043 / -0.00210043 | 0 / 0 | 0 / 0 | -nan / -nan |
 | #eta intercalib. (stat.) | 0.000226927 / -0.000226927 | -0.0163616 / 0.0163616 | -0.00285825 / 0.00285825 | -0.00316278 / 0.00316278 | -0.0019995 / 0.0019995 | -0.00980705 / 0.00980705 | -0.0100543 / 0.0100543 | -0.00707406 / 0.00707406 | -0.0194427 / 0.0194427 | -0.00772771 / 0.00772771 | -0.119227 / 0.119227 | -0.00112363 / 0.00112363 | 0.00334783 / -0.00334783 | -0.000948122 / 0.000948122 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Flavour composition | 0.0320877 / -0.0320877 | 0.0483004 / -0.0483004 | 0.0498 / -0.0498 | 0.0365426 / -0.0365426 | 0.0393138 / -0.0393138 | 0.138362 / -0.138362 | 0.123917 / -0.123917 | 0.0989122 / -0.0989122 | 0.137678 / -0.137678 | 0.0828513 / -0.0828513 | 0.352141 / -0.352141 | 0.0969121 / -0.0969121 | 0.10959 / -0.10959 | 0.0201229 / -0.0201229 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Flavor response | -0.0359546 / 0.0359546 | -0.0164899 / 0.0164899 | -0.0186469 / 0.0186469 | -0.0138894 / 0.0138894 | -0.0134286 / 0.0134286 | -0.0438716 / 0.0438716 | -0.0531018 / 0.0531018 | -0.0277389 / 0.0277389 | -0.0497344 / 0.0497344 | -0.0329076 / 0.0329076 | -0.127141 / 0.127141 | -0.0304809 / 0.0304809 | -0.0221628 / 0.0221628 | -0.00744867 / 0.00744867 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Pile-up offset mu term | -0.000546435 / 0.000546435 | -0.0113235 / 0.0113235 | -0.00129125 / 0.00129125 | -0.00221618 / 0.00221618 | -0.0011684 / 0.0011684 | -0.00227793 / 0.00227793 | -0.00131636 / 0.00131636 | -0.00061816 / 0.00061816 | -0.00625821 / 0.00625821 | -0.00293167 / 0.00293167 | 0.112948 / -0.112948 | 0.00840881 / -0.00840881 | -0.00671792 / 0.00671792 | -0.000503796 / 0.000503796 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Pile-up offset NPV term | 0.0276147 / -0.0276147 | -0.010995 / 0.010995 | 0.00639164 / -0.00639164 | 0.00403272 / -0.00403272 | 0.00400745 / -0.00400745 | 0.0229617 / -0.0229617 | 0.013857 / -0.013857 | 0.0162747 / -0.0162747 | 0.0321523 / -0.0321523 | 0.0133952 / -0.0133952 | 0.00714254 / -0.00714254 | 0.00263178 / -0.00263178 | 0.0140172 / -0.0140172 | 0.00216851 / -0.00216851 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Pile-up offset p_{T} term | -0.000242884 / 0.000242884 | 3.8743e-07 / -3.8743e-07 | 4.20534e-06 / -4.20534e-06 | -1.77249e-05 / 1.77249e-05 | 0.00025589 / -0.00025589 | -5.68551e-05 / 5.68551e-05 | 0.000950128 / -0.000950128 | 0.00230034 / -0.00230034 | 0.000340385 / -0.000340385 | 0.000926926 / -0.000926926 | 0.00145696 / -0.00145696 | 0.000265815 / -0.000265815 | 0.00156683 / -0.00156683 | -9.26641e-05 / 9.26641e-05 | 0 / 0 | 0 / 0 | -nan / -nan |
 | #rho topology | 0.0224086 / -0.0224086 | 0.0393009 / -0.0393009 | 0.038008 / -0.038008 | 0.0269687 / -0.0269687 | 0.0305599 / -0.0305599 | 0.106935 / -0.106935 | 0.0982128 / -0.0982128 | 0.0675355 / -0.0675355 | 0.10841 / -0.10841 | 0.0599884 / -0.0599884 | 0.19465 / -0.19465 | 0.0440954 / -0.0440954 | 0.0882408 / -0.0882408 | 0.0165011 / -0.0165011 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Punch-through correction | 0 / 0 | 0 / 0 | -6.13851e-06 / 6.13851e-06 | -4.41434e-07 / 4.41434e-07 | 7.74391e-07 / -7.74391e-07 | 3.0046e-05 / -3.0046e-05 | 1.02818e-05 / -1.02818e-05 | -2.89445e-06 / 2.89445e-06 | 3.97087e-05 / -3.97087e-05 | 1.65243e-05 / -1.65243e-05 | 4.76837e-07 / -4.76837e-07 | -2.81475e-06 / 2.81475e-06 | 7.55292e-07 / -7.55292e-07 | -1.64128e-06 / 1.64128e-06 | 0 / 0 | 0 / 0 | -nan / -nan |
 | High-p_{T} term | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | JER | 0.121692 / -0.121692 | -0.0060356 / 0.0060356 | 0.00543515 / -0.00543515 | -0.00447414 / 0.00447414 | -0.00590569 / 0.00590569 | 0.0620291 / -0.0620291 | 0.0390841 / -0.0390841 | -0.0190972 / 0.0190972 | 0.0405939 / -0.0405939 | 0.0297852 / -0.0297852 | 0.0122921 / -0.0122921 | -0.0498055 / 0.0498055 | -0.0331995 / 0.0331995 | -0.00615367 / 0.00615367 | 0 / 0 | 0 / 0 | -nan / -nan |
 | MET TST reso. para. | 0 / 0 | 0 / 0 | -1.9142e-07 / 1.9142e-07 | -0.000483484 / 0.000483484 | -1.69239e-05 / 1.69239e-05 | 3.15547e-05 / -3.15547e-05 | 0 / 0 | 0 / 0 | -0.00168569 / 0.00168569 | -4.88758e-06 / 4.88758e-06 | -1.72045e-06 / 1.72045e-06 | 0 / 0 | 0 / 0 | -0.000221937 / 0.000221937 | 0 / 0 | 0 / 0 | -nan / -nan |
 | MET TST reso. perp. | 0 / 0 | 0 / 0 | -9.80939e-07 / 9.80939e-07 | -0.000484491 / 0.000484491 | -2.07886e-05 / 2.07886e-05 | -5.45847e-06 / 5.45847e-06 | 0 / 0 | 0 / 0 | -0.00155645 / 0.00155645 | -4.87377e-06 / 4.87377e-06 | -1.6563e-06 / 1.6563e-06 | 0 / 0 | 0 / 0 | -0.000218479 / 0.000218479 | 0 / 0 | 0 / 0 | -nan / -nan |
 | MET TST scale | 0 / 0 | 0 / 0 | 4.22065e-06 / -4.22065e-06 | -2.30278e-06 / 2.30278e-06 | -1.60754e-06 / 1.60754e-06 | 3.98204e-06 / -3.98204e-06 | 0 / 0 | 0 / 0 | 4.77868e-05 / -4.77868e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -4.05821e-06 / 4.05821e-06 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+#geq 1 c generator | 0 / 0 | 0.182732 / -0.182732 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+#geq 1 c PS & Had | 0 / 0 | 0.108904 / -0.108904 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+#geq 1 c ISR/FSR | 0 / 0 | 0.0738145 / -0.0738145 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+c#bar{c} norm. | 0 / 0 | 0.423277 / -0.423277 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+#geq 1 b generator | 0 / 0 | 0 / 0 | -0.0177866 / 0.0177866 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+#geq 1 b PS & Had | 0 / 0 | 0 / 0 | -0.0359908 / 0.0359908 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+#geq 1 b ISR/FSR | 0 / 0 | 0 / 0 | 0.0229677 / -0.0229677 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+#geq 1 b 5F vs 4F | 0 / 0 | 0 / 0 | 0.0194939 / -0.0194939 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} scale | 0 / 0 | 0 / 0 | -0.0220834 / 0.0220834 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} CSS KIN | 0 / 0 | 0 / 0 | 0.0560993 / -0.0560993 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} MSTW | 0 / 0 | 0 / 0 | 0.0105523 / -0.0105523 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} NNPDF | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} Q CMMPS | 0 / 0 | 0 / 0 | -0.0290773 / 0.0290773 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} glo soft | 0 / 0 | 0 / 0 | -0.0322422 / 0.0322422 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} UE modeling | 0 / 0 | 0 / 0 | -0.0126395 / 0.0126395 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | topEW norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0.148954 / -0.148954 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | ttH norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.104147 / -0.104147 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | V+jets norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.285426 / -0.285426 | 0.285427 / -0.285427 | 0.285427 / -0.285427 | 0.285427 / -0.285427 | 0.285427 / -0.285427 | 0.285427 / -0.285427 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | V+cjets norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.298023 / -0.298023 | 0 / 0 | 0 / 0 | 0.298023 / -0.298023 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | V+bjets norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.285664 / -0.285664 | 0 / 0 | 0 / 0 | 0.285664 / -0.285664 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Single top tW dia. sub. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.28568 / 0.28568 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Single top s-chan. rad. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00927689 / -0.00927689 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Single top t-chan. rad. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0775247 / -0.0775247 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Single top tW rad. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.10904 / -0.10904 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Single-top norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0446944 / -0.0446944 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Dibosons norm. 6j | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.476592 / -0.476592 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | SM 4tops norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.297926 / -0.297926 | 0 / 0 | 0 / 0 | -nan / -nan |
 | QCDE norm. 6j4b | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.44142 / -0.44142 | 0 / 0 | -nan / -nan |
 | QCDMU norm. 6j4b | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.49553 / -0.49553 | -nan / -nan |
 | signal generator | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | signal PS & Had | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | signal ISR/FSR | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | ttbbNorm | 0 / 0 | 0 / 0 | 0.146818 / -0.146818 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
