 |       | t#bar{t}+light      | t#bar{t}+cc      | t#bar{t}+bb      | topEW      | ttH      | W+jetslight      | W+jetscharm      | W+jetsbeauty      | Z+jetslight      | Z+jetscharm      | Z+jetsbeauty      | Single-top      | Dibosons      | SM-4tops      | QCDE      | QCDMU      | t#rightarrow Hc |
 | Effective NP 8 | 0.000637705 / -0.000637705 | 0.000390281 / -0.000390281 | 0.000402578 / -0.000402578 | 0.000463926 / -0.000463926 | 0.000284203 / -0.000284203 | 0.00126202 / -0.00126202 | 0.000913301 / -0.000913301 | 0.000897945 / -0.000897945 | 0.00172413 / -0.00172413 | 0.001122 / -0.001122 | 0.00033354 / -0.00033354 | 0.00109655 / -0.00109655 | 0.000440201 / -0.000440201 | 4.99361e-05 / -4.99361e-05 | 0 / 0 | 0 / 0 | -nan / -nan |
 | #eta intercalib. (model) | 0.0139154 / -0.0139154 | 0.0101209 / -0.0101209 | 0.00879915 / -0.00879915 | 0.00608261 / -0.00608261 | 0.00747562 / -0.00747562 | 0.0200572 / -0.0200572 | 0.0292766 / -0.0292766 | 0.0169925 / -0.0169925 | 0.0277353 / -0.0277353 | 0.0135377 / -0.0135377 | 0.0101009 / -0.0101009 | 0.0155209 / -0.0155209 | 0.0116261 / -0.0116261 | 0.00168873 / -0.00168873 | 0 / 0 | 0 / 0 | -nan / -nan |
 | #eta intercalib. (stat.) | 0.011221 / -0.011221 | 0.00628219 / -0.00628219 | 0.00523493 / -0.00523493 | 0.0045907 / -0.0045907 | 0.00454372 / -0.00454372 | 0.0138932 / -0.0138932 | 0.0120518 / -0.0120518 | 0.0100719 / -0.0100719 | 0.0202451 / -0.0202451 | 0.0104882 / -0.0104882 | 0.0147197 / -0.0147197 | 0.0139413 / -0.0139413 | 0.00702277 / -0.00702277 | 0.00116785 / -0.00116785 | 0 / 0 | 0 / 0 | -nan / -nan |
 | #eta intercalib. (stat.) | -0.00295876 / 0.00295876 | -0.00595235 / 0.00595235 | -0.003226 / 0.003226 | -0.00238087 / 0.00238087 | -0.00292132 / 0.00292132 | -0.00948944 / 0.00948944 | -0.0106788 / 0.0106788 | -0.00893466 / 0.00893466 | -0.0177156 / 0.0177156 | -0.00738639 / 0.00738639 | -0.012699 / 0.012699 | -0.00698717 / 0.00698717 | -0.00287922 / 0.00287922 | -0.000642444 / 0.000642444 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Flavour composition | 0.0788122 / -0.0788122 | 0.0605098 / -0.0605098 | 0.0537311 / -0.0537311 | 0.0400299 / -0.0400299 | 0.0395205 / -0.0395205 | 0.135556 / -0.135556 | 0.123597 / -0.123597 | 0.0946496 / -0.0946496 | 0.130827 / -0.130827 | 0.0957643 / -0.0957643 | 0.134539 / -0.134539 | 0.068856 / -0.068856 | 0.0777902 / -0.0777902 | 0.00865444 / -0.00865444 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Flavor response | -0.0291936 / 0.0291936 | -0.0221697 / 0.0221697 | -0.0185452 / 0.0185452 | -0.0128955 / 0.0128955 | -0.0149835 / 0.0149835 | -0.0420572 / 0.0420572 | -0.0519122 / 0.0519122 | -0.0361072 / 0.0361072 | -0.0462651 / 0.0462651 | -0.0351428 / 0.0351428 | -0.0285098 / 0.0285098 | -0.0326578 / 0.0326578 | -0.0224663 / 0.0224663 | -0.00328868 / 0.00328868 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Pile-up offset mu term | -0.00062345 / 0.00062345 | -0.00332624 / 0.00332624 | -0.002176 / 0.002176 | -0.00128683 / 0.00128683 | -0.00122814 / 0.00122814 | -0.00189255 / 0.00189255 | -0.00105267 / 0.00105267 | 0.000991454 / -0.000991454 | -0.00600805 / 0.00600805 | -0.00320567 / 0.00320567 | 0.00605455 / -0.00605455 | -0.00411743 / 0.00411743 | -0.00450321 / 0.00450321 | -0.000115464 / 0.000115464 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Pile-up offset NPV term | 0.0129822 / -0.0129822 | 0.00872131 / -0.00872131 | 0.00604056 / -0.00604056 | 0.00470491 / -0.00470491 | 0.00608531 / -0.00608531 | 0.022976 / -0.022976 | 0.0139466 / -0.0139466 | 0.0169651 / -0.0169651 | 0.0282118 / -0.0282118 | 0.0194552 / -0.0194552 | 0.00675755 / -0.00675755 | 0.0124379 / -0.0124379 | 0.00653885 / -0.00653885 | 0.000803653 / -0.000803653 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Pile-up offset p_{T} term | 7.36535e-05 / -7.36535e-05 | -8.61381e-06 / 8.61381e-06 | 0.000177296 / -0.000177296 | 8.03504e-05 / -8.03504e-05 | 7.48219e-05 / -7.48219e-05 | -5.83601e-05 / 5.83601e-05 | 0.00110718 / -0.00110718 | 0.00110555 / -0.00110555 | 0.000386746 / -0.000386746 | 0.000922335 / -0.000922335 | 0.000862731 / -0.000862731 | 0.000185286 / -0.000185286 | 0.000775183 / -0.000775183 | 7.11126e-05 / -7.11126e-05 | 0 / 0 | 0 / 0 | -nan / -nan |
 | #rho topology | 0.0577471 / -0.0577471 | 0.0462973 / -0.0462973 | 0.040506 / -0.040506 | 0.0298982 / -0.0298982 | 0.0300272 / -0.0300272 | 0.10331 / -0.10331 | 0.0974855 / -0.0974855 | 0.0680183 / -0.0680183 | 0.10155 / -0.10155 | 0.0703067 / -0.0703067 | 0.081549 / -0.081549 | 0.0562572 / -0.0562572 | 0.0533381 / -0.0533381 | 0.00624174 / -0.00624174 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Punch-through correction | -3.82499e-07 / 3.82499e-07 | 1.05792e-06 / -1.05792e-06 | 1.49955e-05 / -1.49955e-05 | 6.50524e-06 / -6.50524e-06 | 2.00639e-06 / -2.00639e-06 | 3.63533e-05 / -3.63533e-05 | -7.47415e-07 / 7.47415e-07 | -4.94859e-06 / 4.94859e-06 | 2.53419e-05 / -2.53419e-05 | 5.59377e-06 / -5.59377e-06 | 1.83781e-06 / -1.83781e-06 | 1.17253e-05 / -1.17253e-05 | -1.30443e-07 / 1.30443e-07 | -2.73109e-06 / 2.73109e-06 | 0 / 0 | 0 / 0 | -nan / -nan |
 | High-p_{T} term | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | JER | 0.0041274 / -0.0041274 | 0.00637703 / -0.00637703 | -0.00417332 / 0.00417332 | -0.00335672 / 0.00335672 | -0.00302558 / 0.00302558 | 0.0622908 / -0.0622908 | 0.0421444 / -0.0421444 | 0.0233917 / -0.0233917 | 0.0423889 / -0.0423889 | 0.0207334 / -0.0207334 | -0.0346935 / 0.0346935 | 0.0123695 / -0.0123695 | 0.0202204 / -0.0202204 | -0.00356532 / 0.00356532 | 0 / 0 | 0 / 0 | -nan / -nan |
 | MET TST reso. para. | -9.77294e-06 / 9.77294e-06 | -1.05231e-05 / 1.05231e-05 | -2.34443e-05 / 2.34443e-05 | -4.46394e-07 / 4.46394e-07 | -2.64827e-05 / 2.64827e-05 | -1.4253e-05 / 1.4253e-05 | 9.30186e-05 / -9.30186e-05 | 0 / 0 | -0.00182563 / 0.00182563 | 1.22674e-05 / -1.22674e-05 | -5.54246e-05 / 5.54246e-05 | 5.89872e-05 / -5.89872e-05 | -1.89533e-08 / 1.89533e-08 | -1.66814e-05 / 1.66814e-05 | 0 / 0 | 0 / 0 | -nan / -nan |
 | MET TST reso. perp. | 4.10383e-06 / -4.10383e-06 | -1.61857e-05 / 1.61857e-05 | -2.65108e-05 / 2.65108e-05 | -1.37047e-06 / 1.37047e-06 | -2.76136e-05 / 2.76136e-05 | -5.96495e-06 / 5.96495e-06 | 5.26181e-05 / -5.26181e-05 | 4.46446e-09 / -4.46446e-09 | -0.00178061 / 0.00178061 | 8.55643e-05 / -8.55643e-05 | -5.57748e-05 / 5.57748e-05 | 6.67702e-05 / -6.67702e-05 | 0 / 0 | -6.891e-06 / 6.891e-06 | 0 / 0 | 0 / 0 | -nan / -nan |
 | MET TST scale | 2.44791e-06 / -2.44791e-06 | 3.25459e-06 / -3.25459e-06 | 0 / 0 | 2.69705e-07 / -2.69705e-07 | -1.23773e-07 / 1.23773e-07 | 4.92473e-06 / -4.92473e-06 | 3.3714e-05 / -3.3714e-05 | 0 / 0 | 9.03152e-05 / -9.03152e-05 | -9.49042e-06 / 9.49042e-06 | 0 / 0 | 4.21317e-05 / -4.21317e-05 | 0 / 0 | -1.8906e-06 / 1.8906e-06 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+#geq 1 c generator | 0 / 0 | 0.131537 / -0.131537 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+#geq 1 c PS & Had | 0 / 0 | 0.0829045 / -0.0829045 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+#geq 1 c ISR/FSR | 0 / 0 | 0.0778134 / -0.0778134 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+c#bar{c} norm. | 0 / 0 | 0.423277 / -0.423277 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+#geq 1 b generator | 0 / 0 | 0 / 0 | -0.00377844 / 0.00377844 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+#geq 1 b PS & Had | 0 / 0 | 0 / 0 | -0.0460169 / 0.0460169 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+#geq 1 b ISR/FSR | 0 / 0 | 0 / 0 | 0.0408198 / -0.0408198 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+#geq 1 b 5F vs 4F | 0 / 0 | 0 / 0 | 0.00986471 / -0.00986471 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} scale | 0 / 0 | 0 / 0 | -0.00487527 / 0.00487527 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} CSS KIN | 0 / 0 | 0 / 0 | 0.0116031 / -0.0116031 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} MSTW | 0 / 0 | 0 / 0 | 0.000575704 / -0.000575704 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} NNPDF | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} Q CMMPS | 0 / 0 | 0 / 0 | -0.0102546 / 0.0102546 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} glo soft | 0 / 0 | 0 / 0 | -0.011636 / 0.011636 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} UE modeling | 0 / 0 | 0 / 0 | -0.00412754 / 0.00412754 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | topEW norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0.148954 / -0.148954 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | ttH norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.104147 / -0.104147 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | V+jets norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.285427 / -0.285427 | 0.285427 / -0.285427 | 0.285427 / -0.285427 | 0.285427 / -0.285427 | 0.285427 / -0.285427 | 0.285427 / -0.285427 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | V+cjets norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.298023 / -0.298023 | 0 / 0 | 0 / 0 | 0.298023 / -0.298023 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | V+bjets norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.285664 / -0.285664 | 0 / 0 | 0 / 0 | 0.285664 / -0.285664 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Single top tW dia. sub. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.261617 / 0.261617 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Single top s-chan. rad. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00567935 / -0.00567935 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Single top t-chan. rad. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0561476 / -0.0561476 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Single top tW rad. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0949426 / -0.0949426 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Single-top norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0446944 / -0.0446944 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Dibosons norm. 6j | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.476592 / -0.476592 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | SM 4tops norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.297926 / -0.297926 | 0 / 0 | 0 / 0 | -nan / -nan |
 | QCDE norm. 6j3b | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.436595 / -0.436595 | 0 / 0 | -nan / -nan |
 | QCDMU norm. 6j3b | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.492898 / -0.492898 | -nan / -nan |
 | signal generator | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | signal PS & Had | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | signal ISR/FSR | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | ttbbNorm | 0 / 0 | 0 / 0 | 0.142233 / -0.142233 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
