 |       | t#bar{t}+light      | t#bar{t}+cc      | t#bar{t}+bb      | topEW      | ttH      | W+jetslight      | W+jetscharm      | W+jetsbeauty      | Z+jetslight      | Z+jetscharm      | Z+jetsbeauty      | Single-top      | Dibosons      | SM-4tops      | QCDE      | QCDMU      | t#rightarrow Hc |
 | #eta intercalib. (model) | 0.000167034 / -0.000167034 | -0.0411856 / 0.0411856 | -0.0146833 / 0.0146833 | 0.000267276 / -0.000267276 | -0.0104153 / 0.0104153 | 0.0144543 / -0.0144543 | 0.00983489 / -0.00983489 | 0.00692446 / -0.00692446 | 0.0148284 / -0.0148284 | 0.0156302 / -0.0156302 | 0.0132685 / -0.0132685 | 0.000151214 / -0.000151214 | -0.0218982 / 0.0218982 | 0.00283578 / -0.00283578 | 0 / 0 | 0 / 0 | -nan / -nan |
 | #eta intercalib. (stat.) | 0.000155888 / -0.000155888 | 1.73363e-05 / -1.73363e-05 | -0.00505011 / 0.00505011 | -0.000496868 / 0.000496868 | -0.0060827 / 0.0060827 | 0.0106109 / -0.0106109 | 0.00818316 / -0.00818316 | 0.00308807 / -0.00308807 | 0.0120587 / -0.0120587 | 0.00473914 / -0.00473914 | 0.00850132 / -0.00850132 | 0.000169694 / -0.000169694 | 0.0105595 / -0.0105595 | 0.00315917 / -0.00315917 | 0 / 0 | 0 / 0 | -nan / -nan |
 | #eta intercalib. (stat.) | 8.79605e-05 / -8.79605e-05 | -0.000384071 / 0.000384071 | 0.0046645 / -0.0046645 | -0.000417804 / 0.000417804 | 0.00502719 / -0.00502719 | -0.00960071 / 0.00960071 | -0.00728038 / 0.00728038 | -0.00249583 / 0.00249583 | -0.00918132 / 0.00918132 | -0.00706589 / 0.00706589 | -0.009234 / 0.009234 | -0.000156926 / 0.000156926 | -0.00985804 / 0.00985804 | -0.00309017 / 0.00309017 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Flavour composition | -0.0841075 / 0.0841075 | -0.121819 / 0.121819 | -0.0222657 / 0.0222657 | -0.0226696 / 0.0226696 | -0.0409799 / 0.0409799 | 0.0974897 / -0.0974897 | 0.0822423 / -0.0822423 | 0.0717035 / -0.0717035 | 0.0961977 / -0.0961977 | 0.0572581 / -0.0572581 | 0.021456 / -0.021456 | -0.0275301 / 0.0275301 | -0.0407183 / 0.0407183 | -0.220318 / 0.220318 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Flavor response | -9.66787e-05 / 9.66787e-05 | 0.0398603 / -0.0398603 | 0.0143071 / -0.0143071 | -0.000900852 / 0.000900852 | 0.0160474 / -0.0160474 | -0.0342048 / 0.0342048 | -0.0186399 / 0.0186399 | -0.00695105 / 0.00695105 | -0.0377333 / 0.0377333 | -0.0250413 / 0.0250413 | -0.0180719 / 0.0180719 | 0.0414383 / -0.0414383 | 0.0192757 / -0.0192757 | -0.0039871 / 0.0039871 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Pile-up offset mu term | -0.000143872 / 0.000143872 | 5.68407e-05 / -5.68407e-05 | 0.00390797 / -0.00390797 | 0.00113699 / -0.00113699 | 0.00184163 / -0.00184163 | -0.00181886 / 0.00181886 | -0.00693589 / 0.00693589 | 0.000119164 / -0.000119164 | 0.00207383 / -0.00207383 | -0.00286054 / 0.00286054 | 0.00170399 / -0.00170399 | -6.83665e-05 / 6.83665e-05 | -0.00863901 / 0.00863901 | -0.000150472 / 0.000150472 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Pile-up offset NPV term | -0.0193403 / 0.0193403 | -0.0421073 / 0.0421073 | -0.0115796 / 0.0115796 | 0.000424564 / -0.000424564 | -0.00648975 / 0.00648975 | 0.0176397 / -0.0176397 | 0.0128331 / -0.0128331 | 0.00586388 / -0.00586388 | 0.0168491 / -0.0168491 | 0.00651914 / -0.00651914 | 0.00133656 / -0.00133656 | -0.0438086 / 0.0438086 | 0.0563256 / -0.0563256 | 0.00320449 / -0.00320449 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Pile-up offset p_{T} term | 9.50854e-05 / -9.50854e-05 | -0.000135452 / 0.000135452 | 0.000107806 / -0.000107806 | -7.05211e-05 / 7.05211e-05 | -0.000153628 / 0.000153628 | -0.000517126 / 0.000517126 | 0.000258505 / -0.000258505 | 0.000621749 / -0.000621749 | -0.000883884 / 0.000883884 | 0.000229736 / -0.000229736 | 0.00319892 / -0.00319892 | 2.93321e-05 / -2.93321e-05 | 0.00204274 / -0.00204274 | 0.00270516 / -0.00270516 | 0 / 0 | 0 / 0 | -nan / -nan |
 | #rho topology | -0.0910536 / 0.0910536 | -0.25818 / 0.25818 | -0.0251305 / 0.0251305 | -0.0188584 / 0.0188584 | -0.033544 / 0.033544 | 0.0788203 / -0.0788203 | 0.0565135 / -0.0565135 | 0.0374987 / -0.0374987 | 0.085581 / -0.085581 | 0.0455825 / -0.0455825 | 0.0414487 / -0.0414487 | -0.0103838 / 0.0103838 | -0.01327 / 0.01327 | -0.255201 / 0.255201 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Punch-through correction | 0 / 0 | 0 / 0 | 0 / 0 | -3.75146e-07 / 3.75146e-07 | -8.59458e-07 / 8.59458e-07 | 1.69513e-05 / -1.69513e-05 | 1.77414e-05 / -1.77414e-05 | 3.84259e-07 / -3.84259e-07 | -0.000110596 / 0.000110596 | 1.32451e-06 / -1.32451e-06 | 1.40078e-06 / -1.40078e-06 | 0 / 0 | 1.04904e-05 / -1.04904e-05 | -8.94182e-08 / 8.94182e-08 | 0 / 0 | 0 / 0 | -nan / -nan |
 | High-p_{T} term | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | JER | 0.00927398 / -0.00927398 | 0.357741 / -0.357741 | -0.0487631 / 0.0487631 | -0.100189 / 0.100189 | -0.0152077 / 0.0152077 | 0.0816217 / -0.0816217 | -0.101071 / 0.101071 | 0.00377132 / -0.00377132 | 0.048684 / -0.048684 | 0.0328188 / -0.0328188 | 0.0695677 / -0.0695677 | -0.24062 / 0.24062 | 0.0929296 / -0.0929296 | -0.395594 / 0.395594 | 0 / 0 | 0 / 0 | -nan / -nan |
 | MET TST reso. para. | 0 / 0 | 0 / 0 | 0.00247933 / -0.00247933 | 0.00500717 / -0.00500717 | -0.000133231 / 0.000133231 | 2.98186e-05 / -2.98186e-05 | 0 / 0 | 2.93632e-06 / -2.93632e-06 | -0.000672391 / 0.000672391 | 0.00112496 / -0.00112496 | 3.36169e-05 / -3.36169e-05 | 2.64916e-08 / -2.64916e-08 | -3.80567e-07 / 3.80567e-07 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | MET TST reso. perp. | 0 / 0 | 0 / 0 | 0.00249246 / -0.00249246 | 0.00503279 / -0.00503279 | -0.000142829 / 0.000142829 | 6.91167e-05 / -6.91167e-05 | 0 / 0 | 2.98182e-06 / -2.98182e-06 | -0.000693013 / 0.000693013 | 0.00113094 / -0.00113094 | 3.38106e-05 / -3.38106e-05 | 0 / 0 | -3.97184e-07 / 3.97184e-07 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | MET TST scale | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -7.34629e-06 / 7.34629e-06 | -1.81117e-05 / 1.81117e-05 | 0 / 0 | 0 / 0 | 2.48489e-08 / -2.48489e-08 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+#geq 1 c generator | 0 / 0 | 0.0545977 / -0.0545977 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+#geq 1 c PS & Had | 0 / 0 | 0.0276489 / -0.0276489 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+#geq 1 c ISR/FSR | 0 / 0 | -0.0498398 / 0.0498398 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+c#bar{c} norm. | 0 / 0 | 0.423277 / -0.423277 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+#geq 1 b generator | 0 / 0 | 0 / 0 | 0.0155463 / -0.0155463 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+#geq 1 b PS & Had | 0 / 0 | 0 / 0 | 0.0309953 / -0.0309953 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+#geq 1 b ISR/FSR | 0 / 0 | 0 / 0 | -0.0674007 / 0.0674007 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+#geq 1 b 5F vs 4F | 0 / 0 | 0 / 0 | 0.156612 / -0.156612 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} scale | 0 / 0 | 0 / 0 | -0.0346299 / 0.0346299 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} CSS KIN | 0 / 0 | 0 / 0 | 0.0426478 / -0.0426478 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} MSTW | 0 / 0 | 0 / 0 | -0.00170112 / 0.00170112 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} NNPDF | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} Q CMMPS | 0 / 0 | 0 / 0 | -0.0189206 / 0.0189206 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} glo soft | 0 / 0 | 0 / 0 | -0.0314078 / 0.0314078 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} UE modeling | 0 / 0 | 0 / 0 | -0.00996638 / 0.00996638 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | topEW norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0.148954 / -0.148954 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | ttH norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.104147 / -0.104147 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | V+jets norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.285427 / -0.285427 | 0.285426 / -0.285426 | 0.285427 / -0.285427 | 0.285427 / -0.285427 | 0.285427 / -0.285427 | 0.285427 / -0.285427 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | V+cjets norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.298023 / -0.298023 | 0 / 0 | 0 / 0 | 0.298023 / -0.298023 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | V+bjets norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.285664 / -0.285664 | 0 / 0 | 0 / 0 | 0.285664 / -0.285664 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Single top tW dia. sub. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.132743 / 0.132743 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Single top s-chan. rad. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.010697 / -0.010697 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Single top t-chan. rad. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.124204 / -0.124204 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Single top tW rad. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0604228 / -0.0604228 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Single-top norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0446943 / -0.0446943 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Dibosons norm. 4j | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.337738 / -0.337738 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | SM 4tops norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.297926 / -0.297926 | 0 / 0 | 0 / 0 | -nan / -nan |
 | QCDE norm. 4j4b | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.454529 / -0.454529 | 0 / 0 | -nan / -nan |
 | QCDMU norm. 4j4b | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.48725 / -0.48725 | -nan / -nan |
 | signal generator | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | signal PS & Had | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | signal ISR/FSR | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | ttbbNorm | 0 / 0 | 0 / 0 | 0.127606 / -0.127606 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
