 |       | t#bar{t}+light      | t#bar{t}+cc      | t#bar{t}+bb      | topEW      | ttH      | W+jetslight      | W+jetscharm      | W+jetsbeauty      | Z+jetslight      | Z+jetscharm      | Z+jetsbeauty      | Single-top      | Dibosons      | SM-4tops      | QCDE      | QCDMU      | t#rightarrow Hc |
 | #eta intercalib. (model) | -0.000136167 / 0.000136167 | -0.000811427 / 0.000811427 | -0.00228632 / 0.00228632 | -0.0044756 / 0.0044756 | -0.000826239 / 0.000826239 | 0.0153549 / -0.0153549 | 0.020763 / -0.020763 | 0.00657699 / -0.00657699 | 0.00834474 / -0.00834474 | 0.0167978 / -0.0167978 | 0.00515547 / -0.00515547 | -0.010397 / 0.010397 | 0.0339662 / -0.0339662 | -0.0104615 / 0.0104615 | 0 / 0 | 0 / 0 | -nan / -nan |
 | #eta intercalib. (stat.) | 2.555e-05 / -2.555e-05 | 0.000421897 / -0.000421897 | -0.00258555 / 0.00258555 | -0.00125467 / 0.00125467 | -0.00310638 / 0.00310638 | 0.0100351 / -0.0100351 | 0.0146467 / -0.0146467 | 0.00663986 / -0.00663986 | 0.00879319 / -0.00879319 | 0.00717734 / -0.00717734 | 0.00307968 / -0.00307968 | -0.0184128 / 0.0184128 | -0.00536326 / 0.00536326 | -0.0129445 / 0.0129445 | 0 / 0 | 0 / 0 | -nan / -nan |
 | #eta intercalib. (stat.) | 1.97714e-05 / -1.97714e-05 | 0.00741807 / -0.00741807 | 0.00060495 / -0.00060495 | 0.00315066 / -0.00315066 | -0.000158769 / 0.000158769 | -0.00897403 / 0.00897403 | -0.0124208 / 0.0124208 | -0.00265415 / 0.00265415 | -0.00145457 / 0.00145457 | -0.00527762 / 0.00527762 | -0.00113517 / 0.00113517 | -0.00793869 / 0.00793869 | -0.000788823 / 0.000788823 | 0.00189582 / -0.00189582 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Flavour composition | 0.14126 / -0.14126 | 0.0303809 / -0.0303809 | -0.00014088 / 0.00014088 | -0.00589909 / 0.00589909 | -0.0127046 / 0.0127046 | 0.102186 / -0.102186 | 0.0977794 / -0.0977794 | 0.0650488 / -0.0650488 | 0.0915258 / -0.0915258 | 0.0701784 / -0.0701784 | -0.0794902 / 0.0794902 | 0.0044092 / -0.0044092 | 0.0535835 / -0.0535835 | -0.0171766 / 0.0171766 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Flavor response | -0.000282068 / 0.000282068 | 0.000288784 / -0.000288784 | 0.00411653 / -0.00411653 | 0.00443349 / -0.00443349 | 0.00466542 / -0.00466542 | -0.0392016 / 0.0392016 | -0.039176 / 0.039176 | -0.0510499 / 0.0510499 | -0.0324804 / 0.0324804 | -0.0342862 / 0.0342862 | -0.00914264 / 0.00914264 | -0.029881 / 0.029881 | -0.0388198 / 0.0388198 | 0.0401487 / -0.0401487 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Pile-up offset mu term | -1.84571e-05 / 1.84571e-05 | -2.20537e-05 / 2.20537e-05 | 0.000167032 / -0.000167032 | -0.00022056 / 0.00022056 | -0.00159288 / 0.00159288 | -0.00514818 / 0.00514818 | 0.00253326 / -0.00253326 | -0.00205513 / 0.00205513 | -0.0058253 / 0.0058253 | 0.000536293 / -0.000536293 | -0.0013189 / 0.0013189 | -0.0266705 / 0.0266705 | -0.000547945 / 0.000547945 | 1.81183e-05 / -1.81183e-05 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Pile-up offset NPV term | 0.0151362 / -0.0151362 | 0.00442429 / -0.00442429 | 0.000207769 / -0.000207769 | -0.00292059 / 0.00292059 | -0.000947697 / 0.000947697 | 0.0161472 / -0.0161472 | 0.0213952 / -0.0213952 | 0.0136716 / -0.0136716 | 0.0131922 / -0.0131922 | 0.00600192 / -0.00600192 | 0.00470174 / -0.00470174 | -0.0021354 / 0.0021354 | -0.0237862 / 0.0237862 | -0.0258091 / 0.0258091 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Pile-up offset p_{T} term | 7.87189e-05 / -7.87189e-05 | 0.000427932 / -0.000427932 | 0.000153562 / -0.000153562 | -8.32764e-05 / 8.32764e-05 | 0.000126686 / -0.000126686 | -0.000108909 / 0.000108909 | 0.00142423 / -0.00142423 | 0.00145461 / -0.00145461 | -0.000494685 / 0.000494685 | 0.000171491 / -0.000171491 | 0.000923304 / -0.000923304 | 0.000361919 / -0.000361919 | 0.00122867 / -0.00122867 | -0.000309525 / 0.000309525 | 0 / 0 | 0 / 0 | -nan / -nan |
 | #rho topology | 0.158108 / -0.158108 | 0.0254569 / -0.0254569 | -0.00566986 / 0.00566986 | -0.00199897 / 0.00199897 | -0.0103354 / 0.0103354 | 0.0806362 / -0.0806362 | 0.0712379 / -0.0712379 | 0.0644456 / -0.0644456 | 0.0693574 / -0.0693574 | 0.053033 / -0.053033 | 0.00874392 / -0.00874392 | 0.0414381 / -0.0414381 | 0.0323816 / -0.0323816 | -0.0154705 / 0.0154705 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Punch-through correction | 0 / 0 | 0 / 0 | -1.71432e-07 / 1.71432e-07 | 0 / 0 | -7.2345e-08 / 7.2345e-08 | 2.66919e-05 / -2.66919e-05 | 8.0071e-06 / -8.0071e-06 | -1.20072e-07 / 1.20072e-07 | 1.89613e-05 / -1.89613e-05 | 4.12893e-06 / -4.12893e-06 | -6.79418e-07 / 6.79418e-07 | 0 / 0 | -4.08962e-07 / 4.08962e-07 | -2.79634e-05 / 2.79634e-05 | 0 / 0 | 0 / 0 | -nan / -nan |
 | High-p_{T} term | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | JER | -0.349102 / 0.349102 | 0.0150055 / -0.0150055 | -0.0217083 / 0.0217083 | -0.00846444 / 0.00846444 | -0.0149363 / 0.0149363 | 0.0479232 / -0.0479232 | 0.000524719 / -0.000524719 | -0.0223831 / 0.0223831 | 0.0767224 / -0.0767224 | -0.00318089 / 0.00318089 | -0.0351175 / 0.0351175 | 0.021764 / -0.021764 | -0.0472824 / 0.0472824 | -0.00190109 / 0.00190109 | 0 / 0 | 0 / 0 | -nan / -nan |
 | MET TST reso. para. | 0 / 0 | 0 / 0 | -4.70214e-05 / 4.70214e-05 | 0.000128709 / -0.000128709 | 6.82221e-05 / -6.82221e-05 | -5.52852e-05 / 5.52852e-05 | 0 / 0 | 0 / 0 | 0.000799278 / -0.000799278 | -0.00173815 / 0.00173815 | -2.06828e-05 / 2.06828e-05 | 0 / 0 | 0 / 0 | 0.0203963 / -0.0203963 | 0 / 0 | 0 / 0 | -nan / -nan |
 | MET TST reso. perp. | 0 / 0 | 0 / 0 | -0.00103406 / 0.00103406 | 0.000173912 / -0.000173912 | 6.75577e-05 / -6.75577e-05 | -2.59466e-05 / 2.59466e-05 | 0 / 0 | 0 / 0 | 0.000586409 / -0.000586409 | -0.00174788 / 0.00174788 | -2.0804e-05 / 2.0804e-05 | 0 / 0 | 0 / 0 | 0.0204779 / -0.0204779 | 0 / 0 | 0 / 0 | -nan / -nan |
 | MET TST scale | 0 / 0 | 0 / 0 | -0.000191588 / 0.000191588 | 2.59612e-06 / -2.59612e-06 | 2.4445e-07 / -2.4445e-07 | 4.14329e-06 / -4.14329e-06 | 0 / 0 | 0 / 0 | -7.62185e-05 / 7.62185e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+#geq 1 c generator | 0 / 0 | 0.0877893 / -0.0877893 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+#geq 1 c PS & Had | 0 / 0 | 0.0788535 / -0.0788535 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+#geq 1 c ISR/FSR | 0 / 0 | -0.0315629 / 0.0315629 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+c#bar{c} norm. | 0 / 0 | 0.423277 / -0.423277 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+#geq 1 b generator | 0 / 0 | 0 / 0 | -0.0589029 / 0.0589029 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+#geq 1 b PS & Had | 0 / 0 | 0 / 0 | 0.000537638 / -0.000537638 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+#geq 1 b ISR/FSR | 0 / 0 | 0 / 0 | -0.044397 / 0.044397 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+#geq 1 b 5F vs 4F | 0 / 0 | 0 / 0 | 0.0909115 / -0.0909115 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} scale | 0 / 0 | 0 / 0 | -0.0299213 / 0.0299213 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} CSS KIN | 0 / 0 | 0 / 0 | 0.048787 / -0.048787 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} MSTW | 0 / 0 | 0 / 0 | 0.00353565 / -0.00353565 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} NNPDF | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} Q CMMPS | 0 / 0 | 0 / 0 | -0.0227762 / 0.0227762 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} glo soft | 0 / 0 | 0 / 0 | -0.031506 / 0.031506 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} UE modeling | 0 / 0 | 0 / 0 | -0.0109948 / 0.0109948 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | topEW norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0.148954 / -0.148954 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | ttH norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.104147 / -0.104147 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | V+jets norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.285427 / -0.285427 | 0.285427 / -0.285427 | 0.285427 / -0.285427 | 0.285427 / -0.285427 | 0.285427 / -0.285427 | 0.285427 / -0.285427 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | V+cjets norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.298023 / -0.298023 | 0 / 0 | 0 / 0 | 0.298023 / -0.298023 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | V+bjets norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.285664 / -0.285664 | 0 / 0 | 0 / 0 | 0.285664 / -0.285664 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Single top tW dia. sub. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.141373 / 0.141373 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Single top s-chan. rad. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00322643 / -0.00322643 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Single top t-chan. rad. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.113106 / -0.113106 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Single top tW rad. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0325046 / -0.0325046 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Single-top norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0446945 / -0.0446945 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Dibosons norm. 5j | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.417251 / -0.417251 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | SM 4tops norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.297926 / -0.297926 | 0 / 0 | 0 / 0 | -nan / -nan |
 | QCDE norm. 5j4b | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.490431 / -0.490431 | 0 / 0 | -nan / -nan |
 | QCDMU norm. 5j4b | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.496824 / -0.496824 | -nan / -nan |
 | signal generator | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | signal PS & Had | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | signal ISR/FSR | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | ttbbNorm | 0 / 0 | 0 / 0 | 0.127877 / -0.127877 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
