 |       | t#bar{t}+light      | t#bar{t}+cc      | t#bar{t}+bb      | topEW      | ttH      | W+jetslight      | W+jetscharm      | W+jetsbeauty      | Z+jetslight      | Z+jetscharm      | Z+jetsbeauty      | Single-top      | Dibosons      | SM-4tops      | QCDE      | QCDMU      | t#rightarrow Hc |
 | Effective NP 8 | 0.000605613 / -0.000605613 | 0.00102279 / -0.00102279 | 0.000349849 / -0.000349849 | -0.000618845 / 0.000618845 | -0.000840753 / 0.000840753 | -0.0013549 / 0.0013549 | -0.00360915 / 0.00360915 | 0.00191608 / -0.00191608 | -0.00232998 / 0.00232998 | 0.000724494 / -0.000724494 | 0.00176364 / -0.00176364 | 0.000355929 / -0.000355929 | 0.00129154 / -0.00129154 | 0.00540012 / -0.00540012 | 0 / 0 | 0 / 0 | -nan / -nan |
 | #eta intercalib. (model) | 0.00711364 / -0.00711364 | 0.00209001 / -0.00209001 | 0.0004071 / -0.0004071 | -0.00128672 / 0.00128672 | -0.00160792 / 0.00160792 | 0.0125876 / -0.0125876 | 0.0148473 / -0.0148473 | 0.021403 / -0.021403 | 0.00815931 / -0.00815931 | 0.0283527 / -0.0283527 | 0.0150662 / -0.0150662 | 0.0104967 / -0.0104967 | 0.0157239 / -0.0157239 | -0.0224914 / 0.0224914 | 0 / 0 | 0 / 0 | -nan / -nan |
 | #eta intercalib. (stat.) | 0.00427258 / -0.00427258 | 0.00378048 / -0.00378048 | 0.000964075 / -0.000964075 | -0.00209746 / 0.00209746 | -0.00360501 / 0.00360501 | 0.00862736 / -0.00862736 | 0.0107291 / -0.0107291 | 0.00989532 / -0.00989532 | 0.0128378 / -0.0128378 | 0.00187835 / -0.00187835 | 0.00883684 / -0.00883684 | 0.00523019 / -0.00523019 | 0.00825599 / -0.00825599 | -0.00649056 / 0.00649056 | 0 / 0 | 0 / 0 | -nan / -nan |
 | #eta intercalib. (stat.) | -0.00294861 / 0.00294861 | -0.000999033 / 0.000999033 | -0.000923395 / 0.000923395 | 0.000768125 / -0.000768125 | 0.000809252 / -0.000809252 | -0.00736722 / 0.00736722 | -0.00417092 / 0.00417092 | -0.0135496 / 0.0135496 | -0.00419649 / 0.00419649 | -0.00897798 / 0.00897798 | -0.00918463 / 0.00918463 | -0.00189045 / 0.00189045 | -0.00573933 / 0.00573933 | 0.0130165 / -0.0130165 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Flavour composition | 0.0327361 / -0.0327361 | 0.0120429 / -0.0120429 | 0.00849742 / -0.00849742 | -0.00770199 / 0.00770199 | -0.0210811 / 0.0210811 | 0.10386 / -0.10386 | 0.0877736 / -0.0877736 | 0.0774327 / -0.0774327 | 0.10287 / -0.10287 | 0.0659564 / -0.0659564 | 0.079132 / -0.079132 | 0.0532486 / -0.0532486 | 0.0689296 / -0.0689296 | -0.127023 / 0.127023 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Flavor response | -0.0114703 / 0.0114703 | -0.00449729 / 0.00449729 | 0.000330508 / -0.000330508 | 0.00282604 / -0.00282604 | 0.00548789 / -0.00548789 | -0.0381359 / 0.0381359 | -0.0347544 / 0.0347544 | -0.0411568 / 0.0411568 | -0.0451424 / 0.0451424 | -0.0307851 / 0.0307851 | -0.020253 / 0.020253 | -0.0171315 / 0.0171315 | -0.0302273 / 0.0302273 | 0.0598447 / -0.0598447 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Pile-up offset mu term | -0.00106922 / 0.00106922 | -0.00137678 / 0.00137678 | 0.000392109 / -0.000392109 | -0.000552148 / 0.000552148 | 0.00112942 / -0.00112942 | -0.00370318 / 0.00370318 | -0.00228795 / 0.00228795 | -0.00132105 / 0.00132105 | -0.00878143 / 0.00878143 | -0.00497079 / 0.00497079 | 0.00477111 / -0.00477111 | -0.000934541 / 0.000934541 | 0.000349492 / -0.000349492 | -0.0062148 / 0.0062148 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Pile-up offset NPV term | 0.00556353 / -0.00556353 | 0.00242031 / -0.00242031 | 0.00415352 / -0.00415352 | -0.00221574 / 0.00221574 | -0.002684 / 0.002684 | 0.00851426 / -0.00851426 | 0.0164638 / -0.0164638 | 0.021589 / -0.021589 | 0.0045445 / -0.0045445 | -0.0123917 / 0.0123917 | 0.00573683 / -0.00573683 | 0.00610808 / -0.00610808 | 0.0105864 / -0.0105864 | -0.0627891 / 0.0627891 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Pile-up offset p_{T} term | -0.000528604 / 0.000528604 | -0.00136471 / 0.00136471 | -0.000185668 / 0.000185668 | -0.0015662 / 0.0015662 | 0.00152856 / -0.00152856 | 0.00243658 / -0.00243658 | -0.0030784 / 0.0030784 | 0.00918731 / -0.00918731 | 0.00670201 / -0.00670201 | 0.0027715 / -0.0027715 | -0.00230837 / 0.00230837 | -0.00100788 / 0.00100788 | 0.00158033 / -0.00158033 | 0.0108965 / -0.0108965 | 0 / 0 | 0 / 0 | -nan / -nan |
 | #rho topology | 0.0272366 / -0.0272366 | 0.0081017 / -0.0081017 | 0.00297645 / -0.00297645 | -0.00393891 / 0.00393891 | -0.0155821 / 0.0155821 | 0.077029 / -0.077029 | 0.0728081 / -0.0728081 | 0.0768383 / -0.0768383 | 0.0778753 / -0.0778753 | 0.0491372 / -0.0491372 | 0.0564388 / -0.0564388 | 0.0414354 / -0.0414354 | 0.0541747 / -0.0541747 | -0.097114 / 0.097114 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Punch-through correction | 1.58548e-05 / -1.58548e-05 | -5.54621e-05 / 5.54621e-05 | -7.58469e-05 / 7.58469e-05 | -2.63155e-05 / 2.63155e-05 | -5.86808e-05 / 5.86808e-05 | -0.000101447 / 0.000101447 | -5.00679e-06 / 5.00679e-06 | 1.75834e-05 / -1.75834e-05 | -1.19209e-07 / 1.19209e-07 | -3.57628e-07 / 3.57628e-07 | -5.63264e-06 / 5.63264e-06 | -5.00679e-06 / 5.00679e-06 | 2.98023e-06 / -2.98023e-06 | 5.06639e-07 / -5.06639e-07 | 0 / 0 | 0 / 0 | -nan / -nan |
 | High-p_{T} term | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | JER | 0.0193308 / -0.0193308 | 0.0124564 / -0.0124564 | -0.00757825 / 0.00757825 | 0.00248146 / -0.00248146 | -0.000624657 / 0.000624657 | 0.0496903 / -0.0496903 | -0.0139617 / 0.0139617 | -0.0137674 / 0.0137674 | 0.0777925 / -0.0777925 | 0.0433521 / -0.0433521 | -0.00843477 / 0.00843477 | 0.0117296 / -0.0117296 | 0.0148174 / -0.0148174 | -0.0290135 / 0.0290135 | 0 / 0 | 0 / 0 | -nan / -nan |
 | MET TST reso. para. | -0.000328094 / 0.000328094 | -0.000279278 / 0.000279278 | -0.00113088 / 0.00113088 | -0.00167999 / 0.00167999 | 0.000404537 / -0.000404537 | 0.00130478 / -0.00130478 | -0.00155854 / 0.00155854 | -0.0326475 / 0.0326475 | -0.00039053 / 0.00039053 | -0.00466928 / 0.00466928 | -0.00118208 / 0.00118208 | -0.00272876 / 0.00272876 | -0.000375956 / 0.000375956 | -0.00530034 / 0.00530034 | 0 / 0 | 0 / 0 | -nan / -nan |
 | MET TST reso. perp. | -0.00124833 / 0.00124833 | -0.000155032 / 0.000155032 | 0.000425398 / -0.000425398 | -0.00060305 / 0.00060305 | 0.00242734 / -0.00242734 | -0.00303075 / 0.00303075 | -0.0037463 / 0.0037463 | 0.00076887 / -0.00076887 | -0.00305057 / 0.00305057 | -0.00628003 / 0.00628003 | -0.00235015 / 0.00235015 | 0.000948876 / -0.000948876 | -0.00112769 / 0.00112769 | -0.0138899 / 0.0138899 | 0 / 0 | 0 / 0 | -nan / -nan |
 | MET TST scale | -0.000762463 / 0.000762463 | -0.000585824 / 0.000585824 | -0.000125021 / 0.000125021 | -0.000793517 / 0.000793517 | -0.00108925 / 0.00108925 | -0.00122187 / 0.00122187 | 0.000708461 / -0.000708461 | 0.0136003 / -0.0136003 | -0.00278637 / 0.00278637 | -0.00243646 / 0.00243646 | 0.00233567 / -0.00233567 | -0.00068891 / 0.00068891 | 0.00128517 / -0.00128517 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+#geq 1 c generator | 0 / 0 | 0.0702834 / -0.0702834 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+#geq 1 c PS & Had | 0 / 0 | 0.0996382 / -0.0996382 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+#geq 1 c ISR/FSR | 0 / 0 | 0.00812402 / -0.00812402 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+c#bar{c} norm. | 0 / 0 | 0.423277 / -0.423277 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+#geq 1 b generator | 0 / 0 | 0 / 0 | 0.00413898 / -0.00413898 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+#geq 1 b PS & Had | 0 / 0 | 0 / 0 | 0.0144977 / -0.0144977 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+#geq 1 b ISR/FSR | 0 / 0 | 0 / 0 | 0.00624588 / -0.00624588 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+#geq 1 b 5F vs 4F | 0 / 0 | 0 / 0 | 0.0173856 / -0.0173856 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} scale | 0 / 0 | 0 / 0 | 0.0014455 / -0.0014455 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} CSS KIN | 0 / 0 | 0 / 0 | -0.00208759 / 0.00208759 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} MSTW | 0 / 0 | 0 / 0 | -0.000609845 / 0.000609845 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} NNPDF | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} Q CMMPS | 0 / 0 | 0 / 0 | -0.000723422 / 0.000723422 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} glo soft | 0 / 0 | 0 / 0 | -0.000466257 / 0.000466257 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | t#bar{t}+b#bar{b} UE modeling | 0 / 0 | 0 / 0 | -0.000113308 / 0.000113308 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | topEW norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0.148954 / -0.148954 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | ttH norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.104147 / -0.104147 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | V+jets norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.285427 / -0.285427 | 0.285427 / -0.285427 | 0.285427 / -0.285427 | 0.285427 / -0.285427 | 0.285427 / -0.285427 | 0.285427 / -0.285427 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | V+cjets norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.298023 / -0.298023 | 0 / 0 | 0 / 0 | 0.298023 / -0.298023 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | V+bjets norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.285664 / -0.285664 | 0 / 0 | 0 / 0 | 0.285664 / -0.285664 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Single top tW dia. sub. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.195417 / 0.195417 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Single top s-chan. rad. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.000744939 / -0.000744939 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Single top t-chan. rad. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00606325 / -0.00606325 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Single top tW rad. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0148508 / -0.0148508 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Single-top norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0446943 / -0.0446943 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Dibosons norm. 5j | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.417251 / -0.417251 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | SM 4tops norm. | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.297926 / -0.297926 | 0 / 0 | 0 / 0 | -nan / -nan |
 | QCDE norm. 5j2b | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.346734 / -0.346734 | 0 / 0 | -nan / -nan |
 | QCDMU norm. 5j2b | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.486947 / -0.486947 | -nan / -nan |
 | signal generator | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | signal PS & Had | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | signal ISR/FSR | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | ttbbNorm | 0 / 0 | 0 / 0 | 0.131 / -0.131 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
